milliseconds,Gd,Gt,R,Rl,Rg,Rlg,Rlgp,IP3,Pc,Pcg,P,Pg,Ca
0,10000.003998517413,0.0,13.903998517413312,0.0,5.0560014825866775,0.0,0.0,0.015010821083803574,9.09,0.0,90.9,0.0,0.1
100,10000.003998517435,0.0,13.903998517437177,0.0,5.056001482562813,0.0,0.0,0.01501082408420001,9.09,0.0,90.9,0.0,0.1
200,10000.00399851745,0.0,13.903998517450736,0.0,5.056001482549254,0.0,0.0,0.015010826758740659,9.09,0.0,90.9,0.0,0.1
300,10000.003998517457,0.0,13.90399851745756,0.0,5.05600148254243,0.0,0.0,0.015010829220329824,9.09,0.0,90.9,0.0,0.1
400,10000.003998517459,0.0,13.903998517461241,0.0,5.05600148253875,0.0,0.0,0.015010831488277525,9.09,0.0,90.9,0.0,0.1
500,10000.003998517472,0.0,13.903998517472862,0.0,5.056001482527128,0.0,0.0,0.01501083362220924,9.09,0.0,90.9,0.0,0.1
600,10000.00399851748,0.0,13.903998517481462,0.0,5.056001482518528,0.0,0.0,0.015010835563156614,9.09,0.0,90.9,0.0,0.1
700,10000.003998517486,0.0,13.903998517487038,0.0,5.056001482512952,0.0,0.0,0.015010837311119647,9.09,0.0,90.9,0.0,0.1
800,10000.003998517488,0.0,13.903998517489594,0.0,5.056001482510397,0.0,0.0,0.015010838866098337,9.09,0.0,90.9,0.0,0.1
900,10000.003998517488,0.0,13.903998517489127,0.0,5.056001482510864,0.0,0.0,0.015010840228092688,9.09,0.0,90.9,0.0,0.1
1000,10000.003998517484,0.0,13.903998517485636,0.0,5.056001482514353,0.0,0.0,0.015010841397102695,9.09,0.0,90.9,0.0,0.1
1100,10000.003998517477,0.0,13.903998517479126,0.0,5.056001482520864,0.0,0.0,0.015010842373128363,9.09,0.0,90.9,0.0,0.1
1200,10000.003998517468,0.0,13.903998517469592,0.0,5.056001482530398,0.0,0.0,0.015010843156169688,9.09,0.0,90.9,0.0,0.1
1300,10000.003998517477,0.0,13.903998517478433,0.0,5.056001482521556,0.0,0.0,0.015010844715412332,9.09,0.0,90.9,0.0,0.1
