milliseconds,cp,ca,dho,oro,omp,ump,udp,utp,ctp
0,-0.004509580626809502,0.0003294854630616962,0.000371581757913817,0.00036604370984844194,-4.756470525510854e-05,0.0003724859969972474,0.002883710549101155,0.006604382073731583,0.003430714767108519
100,0.008902217677702723,0.00015662820606066475,-2.2340904594505306e-06,-3.2602339992696905e-06,0.0021236800428877573,1.7858362257575524e-05,0.0001606170783059931,0.0017404185228998565,0.005798294105795203
200,0.02284980786986874,0.0003037569599875208,4.510360557976409e-06,2.776713532595834e-06,0.0025316606764770795,6.426992883670426e-06,1.298730925808098e-05,0.0001513022984591345,0.009131032366882024
300,0.034081492042724995,0.000524079950335298,-1.0999191061465256e-06,4.787732174998221e-06,0.00375443464878176,1.547800661713483e-05,0.00013000888449730283,4.1143704353776315e-05,0.013595827973050496
400,0.0498960702707613,0.0009153030410992783,6.814931182855086e-06,-4.691664329731084e-06,0.0021449449485074754,3.177777471626359e-05,0.0001161550311640866,0.0002928542753065246,0.00790803243001055
500,0.05623948837406872,0.0009433431980950581,8.968219401453937e-06,-2.1569938516958724e-06,0.005709711401435856,2.429003640258937e-05,0.00027900835666047787,0.0002778625500302189,0.012319755281506825
600,0.07516153392955885,0.0013516585650363365,-1.1356266170585207e-07,-3.8751649651854967e-07,0.005731740134099573,4.919499310639803e-05,0.00035920476917291515,0.0002760558734319623,0.0074225634738026725
700,0.07443434675721472,0.0014601882894511966,5.3342433617581976e-06,-1.1680216194192204e-06,0.007966630035773381,5.434565907923583e-05,0.00038389836581758784,0.0003734252744994049,0.014518941434427925
800,0.08441468815010278,0.001601663857123453,5.681295464017658e-06,4.052983137291934e-06,0.009756253011675764,7.144238861549182e-05,0.00038496789500611696,0.00032358428460540806,0.014274424686354351
900,0.10132104619424469,0.0016641032360802882,9.539557289568094e-06,2.824628305976864e-06,0.012804713124755214,8.570221495808305e-05,0.0005536521446801252,0.0006565272218005524,0.01091302445044522
1000,0.1018037109379844,0.0019412227156397335,4.716295287705985e-06,4.657608099617107e-06,0.013070361077863841,0.00010100095339525687,0.0005680369654276047,0.0006899974311507369,0.010840064668282863
1100,0.10996839116489077,0.001975869379459025,1.2259065488403487e-05,4.413061203252671e-06,0.015950562344797286,0.00011393195274895947,0.0006460470241954547,0.0007062563678825107,0.01808633382898774
1200,0.12133490943928964,0.0021648103208259713,3.6186956823112075e-06,-2.2958007922606935e-06,0.017827029012414626,0.00011579782639616747,0.0007399048083049911,0.0008517128197189383,0.018037469232081715
1300,0.12662572265057198,0.0022516696263530545,1.0990794935616598e-05,-1.6244720970698586e-06,0.0196840585144612,0.00012254769320033354,0.0008834750889706553,0.0009539723202954258,0.028445792212700174
1400,0.1374319067877745,0.002351997175216769,6.268618255769393e-06,-1.9093855415215595e-06,0.01933959586730246,0.00014459888534959164,0.0010330155704165239,0.0010682206817935191,0.023978109063801684
1500,0.13437047142199418,0.0026185487572801085,1.2873755369451488e-05,-9.373243192355312e-08,0.023601038101108224,0.00016127074970769345,0.001084623055254731,0.0011653818270430775,0.03214681977330082
1600,0.14510687038611592,0.0027114995857072345,7.016292196970084e-06,-9.969622378923948e-07,0.025391759579408514,0.00016447933096229626,0.0011233505533022978,0.0011852224766003532,0.03345319644313956
1700,0.1554021436034206,0.0026642403973223274,1.3502511729283182e-05,2.1083941737192275e-06,0.026023731167079643,0.00018211246158863643,0.001221546231850184,0.001522443350112939,0.042385341866924935
1800,0.1622674348867034,0.002767816847972346,9.511885127358131e-06,5.71403183929352e-06,0.025485524424951746,0.00018824124639154306,0.001241032750683975,0.001583842416182564,0.04390452297424601
1900,0.16809457541201425,0.002913995402755797,1.3460187578193106e-05,6.248313258233164e-06,0.027329549715277783,0.00019447976027421932,0.001419057777671786,0.001735261744155744,0.0472109973745727
2000,0.15964085520494214,0.00302030076299748,1.4242111413238581e-05,4.751174161480695e-06,0.030305320706302947,0.00020387399120738123,0.001419589276758542,0.001793904248596744,0.05317888897797515
2100,0.16582535888785185,0.0029903830383003764,1.3776379704977072e-05,4.8625254832611596e-06,0.0313021678844826,0.0002088089022312619,0.00149377852804535,0.0020879334832021317,0.05845660641208033
2200,0.17240122714046457,0.0031681775956720177,8.452627170349928e-06,-1.746321087010076e-06,0.03307007223256861,0.0002199795747880056,0.00160549710715962,0.0019817332767135226,0.060605740073380404
