milliseconds,cp,ca,dho,oro,omp,ump,udp,utp,ctp
0,0.0035456075791714535,0.00044180296453519107,0.0003722850177028214,0.00036580587378394144,0.001889261699286921,0.0003699461188031063,0.0029226310700768933,0.006780079762403508,0.00022748906044323675
100,0.018218959456429235,0.0001498669370866006,-9.96738610815853e-07,-3.6575729633356044e-06,0.0005975497341571892,1.6592341870205742e-05,0.00012531138331817258,0.0017729095132688962,0.0037178896806144193
200,0.023906199013187076,0.00041649713477952613,-1.2436857176975395e-06,-3.5526457682267563e-06,0.002380310627870504,7.777412109777602e-07,4.2700046189167353e-05,0.0003104431905270196,0.006679326614054557
300,0.03141351322055474,0.0005357199687760396,6.621316751325008e-06,2.3764246014278507e-06,0.0017589672421441983,1.3434642865095894e-05,0.00012899285837849358,-2.9475317560364166e-05,0.008864599679962677
400,0.04997744472149471,0.000798877068420812,8.156271438109133e-06,7.456927008382436e-07,0.00219958378594981,1.4845241199172686e-05,0.00022787621255435762,0.00019836108502514367,0.0058923759088534144
500,0.05720763310959541,0.0010849174691828047,6.744241848969739e-07,-2.3244130176251355e-06,0.006488039771715862,3.8922474666604095e-05,0.00019627882771621776,6.810929191155768e-05,0.017739007694579707
600,0.06258915029766915,0.001116364737982162,8.354319486818601e-06,-8.805784943544377e-07,0.008115803836022503,3.600692253338763e-05,0.00022155307328314261,0.00010414563910026911,0.008553712915798938
700,0.08213789393798203,0.0014927823578609572,3.7258402209654284e-06,3.566592564097664e-06,0.006952563717434717,4.535981159956166e-05,0.0004498714048096745,0.0001995836903348231,0.017918041289453186
800,0.08505776057069547,0.0016175893790709656,9.17219205477619e-06,2.459424402798703e-06,0.009670919679779186,6.811460057925815e-05,0.0004142107500263856,0.0004597761764775028,0.01847232837074407
900,0.1007391096983401,0.001724303344955302,2.752946523875561e-06,-4.125747021139631e-06,0.010521715113237887,8.012164178452101e-05,0.0004944314675983002,0.0005028931849141582,0.02013764156135189
1000,0.10126065141037592,0.0018063489175887376,3.799069361131626e-06,-1.7926030329541589e-06,0.013504872889388158,9.439551075446838e-05,0.000662159533520492,0.0007945516726346755,0.016756220219443473
1100,0.1114132422066793,0.0019574728702047455,1.2782448701395308e-05,-2.7414640386408195e-07,0.014934976795852392,0.00011124698746959855,0.000762916883146167,0.0008689106464565196,0.012549095956810842
1200,0.11519491213797392,0.0022635641250093102,7.026701234021872e-06,5.169044421965499e-06,0.015635977994206938,0.0001216041737249592,0.0008870117553113799,0.0007460516968490217,0.020702940323684395
1300,0.11955578581644863,0.002240598812884592,1.3667354301395236e-05,-1.1679007706663063e-06,0.020159607729659197,0.0001377607508274017,0.0008444279150165818,0.0009493690451454026,0.028372043551137465
1400,0.13301443371710642,0.0024583732354397344,5.387082233971398e-06,6.076878753257354e-06,0.0195305333301885,0.00014780224400726239,0.0009294329032456441,0.0012237518412599692,0.020201162330282733
1500,0.1332210146182656,0.002628511245580042,9.106158440193764e-06,4.370221406416106e-06,0.02283969121872381,0.00015432314742824433,0.0010151290540720125,0.0011501548993802144,0.03341684179628657
1600,0.1476860116770104,0.002706260733751889,1.2539890316714851e-05,3.5743473763915703e-06,0.022260631748705705,0.00016334207876709538,0.0011305619904171573,0.001322442499363637,0.032344785820467285
1700,0.1564328249830721,0.0028199295931994072,1.2657135307328627e-05,7.413789758155889e-07,0.02572786182879373,0.00017436260038051807,0.0011481171466732646,0.0014124485339499864,0.04236478208356433
1800,0.1582880128843047,0.0028441301359279246,1.542606074299215e-05,5.537765171500456e-06,0.02652516674177023,0.0001811696933052407,0.0013236463328429853,0.001430716420799357,0.04383231691860667
1900,0.15477527170001884,0.002998288458611096,7.796294898066447e-06,2.907884193635563e-06,0.026949002674802113,0.0002102558262151529,0.0013957449512404573,0.0016774391329016176,0.041799561549202134
2000,0.16542274676487997,0.0030689409312971835,1.4284815254693534e-05,5.427179408515036e-06,0.030299520355368648,0.00020378338194258815,0.0014185962011258563,0.0018933124884314252,0.04193618189094759
2100,0.17077230493777837,0.0031302321548744775,1.5137781986872887e-05,1.0079361035683222e-06,0.031005329965278428,0.00020798182684501172,0.0015533672348681138,0.001846630979294381,0.056420554618067234
2200,0.1713359608230345,0.003055836787851701,1.1570349274162255e-05,3.764776248610729e-06,0.03252356919045052,0.0002315259590313754,0.0016309901351549707,0.0020271706107526494,0.060300778471218404
2300,0.17457227604570544,0.003208093430070421,1.3184335743768878e-05,-2.3371137381846596e-06,0.03231954798329724,0.00023799689166189311,0.0016259084591054098,0.0020954959231153448,0.06724417222890422
2400,0.18273140638586052,0.0032046089933399358,1.3239615976117598e-05,-2.88762452884322e-06,0.03493411731228766,0.00024062531473120557,0.001611267888118867,0.0024883503913763227,0.0648591841896787
2500,0.1872732576761868,0.003278183461378394,1.7769992834344142e-05,-2.165114835839543e-06,0.03619761376087627,0.00025394783916541367,0.0017723475422539896,0.0024260516432234426,0.06744804094047291
2600,0.18793727808379,0.0035168212590790896,1.6629235350996178e-05,3.357860786120472e-06,0.037635884960341565,0.00026917520490000785,0.0017857439733693125,0.002526381456371059,0.08157499477249007
2700,0.1989271065574815,0.003607781789775805,1.471521675650088e-05,-1.0297667814720142e-06,0.03630382295292967,0.00027294051631938465,0.0018844439069890093,0.0028336673932335596,0.07625311862112313
2800,0.20516625650263567,0.0034491621027725986,1.8449389539298484e-05,3.1825071871016147e-06,0.04004503283160804,0.00027129747228686927,0.0018706977519324227,0.0029363184121340966,0.0862174198928033
2900,0.2030584994799838,0.003541241973860455,1.0672837154637284e-05,3.370531952327944e-06,0.0396480390696738,0.00027735660952002384,0.0018836960359445952,0.003104980989195545,0.0916620176852874
