milliseconds,cp,ca,dho,oro,omp,ump,udp,utp,ctp
0,-0.0018867121345120387,0.0002591803545247807,0.00036773574664027034,0.0003724236492036713,-0.0009835172067051792,0.00036087893199600145,0.002902060362066592,0.006539847268725342,0.003529352445068184
100,0.011356999753446256,0.0001579964846122892,6.835125359007634e-08,-3.5478736124056123e-06,4.917390435500496e-05,8.871448190986933e-06,9.38239629956706e-05,0.001785029176499788,0.0072140717217947
200,0.029166449774188953,0.00037202399775369273,-7.146209135412734e-07,-2.649446558730907e-06,0.0012291076703755649,1.2203132651933593e-05,0.00012834856611232867,6.613912308220289e-05,0.005035809075134567
300,0.03652882345961742,0.0005990397564354565,-8.414491795120415e-07,4.9847716547581775e-06,0.001919538614435452,2.4794962136475688e-05,7.262743792638468e-05,0.00016829040666306393,0.004688625199220213
400,0.04300922007207787,0.0009312929040667453,4.724602234863773e-06,2.0320962467339158e-07,0.001996430398000986,2.9939473802995948e-05,0.0001601416964065931,0.00029464088437324265,0.015541317222123398
500,0.059020755631116216,0.0010744924826592303,1.03035464683431e-06,-3.7031620078312905e-07,0.005210831814369184,3.2248763134768716e-05,0.00024198377892100504,0.00013252335575287966,0.0056304093271424905
600,0.06536205834427838,0.001343136094857556,7.244332314283414e-06,1.6802289143116172e-06,0.006715770219929336,5.045043994084093e-05,0.00023569857962530064,0.00024638872362386867,0.007049052820052956
700,0.0801935117460906,0.0014407498306760348,2.5101495561724217e-06,3.4992617882340813e-06,0.007209951912307827,5.373486698707703e-05,0.00036113272557132,0.0003186505544586399,0.01495545943703376
800,0.084602060966194,0.0015524073050164466,2.4270742927944804e-06,-3.6815892290186722e-06,0.010623477738539958,7.942778707499697e-05,0.00041765144712833035,0.0004145421436842037,0.012506484925226461
900,0.09758882390923396,0.001857444887821706,1.1051571754030073e-05,-2.433864951529339e-07,0.011225718705112036,7.719682479680035e-05,0.0004989822801767309,0.000422649484744261,0.012778352540709576
1000,0.0995318639835813,0.0018887517367682397,8.889226895662568e-06,2.9140386126903707e-06,0.012651115237603091,8.973534628590819e-05,0.0007035772210176018,0.0006873131223383722,0.016796152016573095
1100,0.11571946495584899,0.0019145023743523642,4.990285404837441e-06,1.6361697345790768e-06,0.016460768113662313,0.00010967589022639019,0.0007696205273070764,0.000754014225793506,0.01598055337105649
1200,0.1204743274418083,0.0021008065055705804,1.0267949827669477e-05,-1.7780436818429247e-06,0.016180330391655968,0.00011164697241867826,0.000806538333246308,0.0009706962962914373,0.015201050142199087
1300,0.1308615108557149,0.0023343088724216044,1.2374242401718722e-05,4.699423189790005e-06,0.017623792042323175,0.00012313693228257423,0.0009080929699160389,0.0009135712221836529,0.025110301588470538
1400,0.12861241578577412,0.002351980918087741,8.128944845737186e-06,6.180892569626465e-06,0.020657343998880126,0.00014247662620602873,0.0009946481547756232,0.0009778518223421487,0.03031715207292735
1500,0.13844203889484036,0.0025925103502548626,1.1251568967287441e-05,-7.899135490348283e-07,0.023007748589611368,0.00016720648151960274,0.0011423487987604888,0.001282500047000753,0.032979470222502145
1600,0.14753595779882553,0.0025903759637450935,1.3976952817811646e-05,5.25461220462355e-06,0.022572101047195915,0.00016739839114105932,0.0011981231195825244,0.001293637230835219,0.03181398003614059
1700,0.15538857632305636,0.002614060143909835,1.3278333286471623e-05,5.476025700946695e-07,0.026422980064027463,0.00018500180450393896,0.0012254725746802888,0.0015547666110464103,0.04050367923846283
1800,0.16215419557051355,0.0028959910731069594,1.1655104667675727e-05,-1.3240377636047532e-06,0.0264361514442346,0.00018825183890659738,0.0013042405666119042,0.001641533532754903,0.039804724310048785
1900,0.16441068796947314,0.0029349461593024093,1.2245639675622522e-05,6.343597331892887e-06,0.028926274444147436,0.00019266877973225539,0.001438679979449697,0.0017547858643899984,0.042165699843377556
2000,0.16143747171612732,0.002900897499401125,1.1930390256789987e-05,-3.491133630070371e-06,0.030093463760468495,0.000218768854340516,0.0014194100817604804,0.0019151502959420725,0.053108860721744006
2100,0.1654021472515027,0.003178040288251264,1.668802212121519e-05,2.623476135943302e-06,0.03137159210849464,0.0002113406761569027,0.0014928740713867023,0.0018764806536089062,0.05322265108241925
2200,0.16984432038547473,0.003132492487121061,1.3453714983501695e-05,1.5724986503301634e-06,0.03089387794424333,0.00023256433700736908,0.001514564164906352,0.0022254509984186437,0.06028554172277979
2300,0.18011741827410535,0.0033025042965717393,1.4684361659114427e-05,-1.642199813668026e-06,0.03338760333848158,0.0002333845905229971,0.001563616112606702,0.00216984378724286,0.06727333676364289
2400,0.17721860670615894,0.0032069801593495972,1.7195390409782584e-05,5.512593143993832e-06,0.036127347473718464,0.0002462260170849085,0.001682589215153129,0.002453400500608592,0.06268589559506393
2500,0.18815386374008047,0.0034255063222041323,1.1754175498981897e-05,-3.185711439924171e-06,0.034287114997028904,0.0002426851345402605,0.0017941389819236889,0.0023181765981475024,0.07624286549427292
2600,0.19221231539890596,0.0034186671613437433,1.338417516746306e-05,6.676670690412309e-06,0.03683500481566898,0.0002650731955425832,0.0018209207118184405,0.0024396693087271066,0.08002970375234914
2700,0.1883465485045876,0.0034356241406525,1.7897168868931068e-05,3.833110724828553e-07,0.03669780484461128,0.00027828295656219846,0.001866369341010575,0.0028307486142018813,0.08725666038796015
2800,0.1933234884527603,0.003565768273903373,1.6655860350590316e-05,6.431049586768704e-06,0.03943643815684693,0.0002757535356389658,0.0018441878044855875,0.002911165865687773,0.09096281847192998
2900,0.1971365149939728,0.003573674042805714,1.3624792826105044e-05,8.507563340545088e-07,0.0396197367283324,0.00026885464727262386,0.0019485260536378688,0.003070657382994057,0.09280745637571444
