milliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
1200,1008.9878337466425,0.8796899275333329,0.2007609162707829,-8.689489089227802e-25,6994.0985612497025,0.007506172204243638,11987.27063578935,1.0765606509403104e-11,1.7805073545030884e-06,-1.4825833814466184e-19,-1.1144126012628854e-21,82014.18479261523,1.60709159766536e-14,-3.419954022143041e-05,-1.506371320682689e-07,135026.5551252558,-2.0573490188364174e-17
1300,1008.8132888735792,0.9404649084408827,0.24145720938334073,-4.8139602992576595e-25,6993.904277601822,0.00229651935114071,11986.533212757171,1.8431862579979412e-11,1.245011002764131e-07,-1.13223884217778e-19,2.1708035770041654e-21,82015.18825605437,-1.1213713730115507e-14,2.7696717844178665e-05,-3.572008547050986e-08,135028.91348633263,-3.3937341771340535e-17
1400,1008.7857909215869,0.9769266416420865,0.24791100146626757,-7.168257221855058e-25,6992.924589530943,0.010180895615260135,11986.090064686336,6.75296746421005e-12,3.11521373381163e-06,-8.029269869473197e-20,1.0425984344090712e-21,82015.53508271619,1.0539643282654823e-14,-9.28467056034535e-06,-3.002774956524768e-07,135031.83968475182,-2.0899910936803866e-17
1500,1008.6994135635713,1.0785595363329104,0.25467274236183257,2.5639681537998972e-25,6992.76808120518,0.0076611127130513205,11984.364322062544,2.9680700620844265e-12,2.5554150868003843e-06,2.2057749806890376e-19,3.622670051802506e-21,82016.71934883716,5.74347944102366e-15,2.7899045325805675e-06,-1.7516438708544685e-08,135034.10516745102,-2.8036996589001104e-17
1600,1008.627239881246,1.0929997301295802,0.29596073666661904,-1.3457416163067251e-24,6992.072582257741,0.00973437920491078,11983.655646221632,-9.02068883891208e-12,5.8684451722144e-06,8.847758287342507e-20,4.528220487691357e-21,82018.56414198062,-2.9481416522422112e-15,6.957454495174208e-05,1.0734805103686236e-07,135037.36326863716,6.426568872891855e-18
1700,1008.4517666182269,1.1746072624814607,0.3640439158830991,2.1688487976809864e-25,6991.5836193914765,0.009562902951425029,11982.455016009715,1.7955906861718573e-11,3.14384795406079e-06,2.3713447713112003e-20,-8.055876197661704e-22,82018.34289022458,1.3592415796553589e-14,7.03161874458801e-05,7.57343135910486e-08,135040.4706785457,-6.184981975834342e-18
1800,1008.4061516098546,1.180428918400603,0.4132099961341124,-1.607790010771677e-24,6990.898310459875,0.019697727200524894,11981.447026340558,2.5581207350443858e-11,5.421400744802821e-06,-2.015372159853267e-19,8.991644649382315e-22,82019.85757993296,1.3851219008349345e-14,0.00011401141194751138,-1.5310112237340638e-07,135041.79132048576,4.765488451489224e-17
1900,1008.2693615640229,1.2774827680506655,0.4200508154763517,-4.1008393305542883e-25,6990.569803769163,0.016520903396769968,11980.78494634348,-7.307067232397082e-12,6.363673129345695e-06,-1.2442667332049345e-19,2.523035090311389e-21,82021.14518345163,-7.989819835933724e-15,0.00012162234741373571,1.1713616114842971e-07,135043.199429476,-4.9709546685017155e-17
2000,1008.2188715791879,1.3253375880199925,0.4840176185914422,-5.606408463942082e-25,6989.904828478774,0.023143849496349417,11980.021766759652,3.489108581749266e-11,5.507972510815542e-06,2.2299788555929814e-19,3.132528135222935e-21,82022.09855015314,-1.597597796201687e-15,8.902915943973305e-05,2.953891508733138e-07,135048.4881653194,2.2851775801856753e-17
2100,1008.1707032721422,1.3167948425792666,0.5159094537634276,-4.238531916071219e-25,6989.960460108411,0.02810744205685211,11978.313931096716,2.9994367556902874e-11,7.3233467421536604e-06,-1.2141127420576901e-19,-1.7357546539719727e-21,82022.98826528458,-1.2869992512804081e-14,0.00014361098567327793,2.0109899733524824e-07,135049.38876508814,-3.1947099230415815e-17
2200,1008.0289271400819,1.3640450649625988,0.5624697944755331,-1.2166235414466306e-24,6988.873910699104,0.026706075769939306,11976.937357722967,-9.162684419677238e-12,9.085486692518567e-06,2.5594323744439705e-19,-2.2720881246985473e-21,82024.256398205,1.5912143858034213e-14,0.00016583409392950159,5.679366693179253e-07,135052.04058571608,-6.983075190372827e-17
2300,1007.9548640654668,1.4225878591021575,0.5688436457789602,-1.67174285538536e-25,6988.934348374771,0.03549395578594637,11977.287363369778,-8.731938078478482e-13,9.02719050756823e-06,-3.3115747945292287e-20,3.534149343050438e-21,82025.42115651733,-7.363914245881659e-15,0.00016385424536609117,6.780544380496688e-07,135055.34618043646,-5.034432571480288e-17
2400,1007.8872510690771,1.4715393976738853,0.6433651611883642,-6.101546016708614e-25,6988.547725873283,0.032904702998762754,11976.01332002481,3.1221253083629255e-12,1.6007744066478296e-05,2.0356843766569153e-19,-7.873762755032989e-22,82026.63881230672,9.202423254484073e-15,0.00023721073420488102,8.410614623283824e-07,135056.4535186028,6.157551256936792e-17
2500,1007.8398984923663,1.534639242504194,0.7284036611327193,-5.432383641554968e-25,6987.771360219054,0.03631390305818367,11975.037653781572,4.131683674285331e-11,1.294673521169357e-05,-8.441855461241004e-21,-3.9207201953400195e-21,82028.39630050388,-8.978901525661251e-15,0.00029282418651717916,9.073580539435589e-07,135059.9002434919,-4.3043113809473086e-17
2600,1007.6789919691784,1.5568132190918003,0.740643422138102,1.2924025745855023e-24,6987.3004655991,0.04627162692162306,11974.192291701875,1.1768961554569024e-11,2.0297832202016282e-05,-8.011724338933217e-20,-2.8222159018887173e-21,82029.18477782852,1.2679665136968265e-14,0.00031805342431198924,1.3026257489035921e-06,135059.7455326323,-1.0757426192033113e-17
2700,1007.6711396299564,1.5947785583378293,0.7729382576253775,1.2741876846815285e-24,6986.582748228575,0.05282130237657079,11972.967936490882,3.487780735554507e-11,2.2807858417480494e-05,-1.6606833678014277e-21,-2.1594172920451582e-21,82030.63051667553,9.022085591845214e-15,0.0004147430955315374,1.4200039479051955e-06,135062.74516725945,6.497125884837725e-17
2800,1007.5761344905828,1.6233732577342366,0.8574433346553081,1.6517110505025489e-24,6986.219843258867,0.05493656796747879,11972.013925665087,8.651105589729499e-11,2.7196076967121e-05,2.80728956732315e-19,1.696319425740048e-21,82031.10784580813,2.861616434322491e-14,0.0003744132250625618,1.9715172141730756e-06,135063.85251025844,3.601453701678665e-17
2900,1007.4661277965101,1.6509149115790998,0.8912723678620652,-5.44063588436124e-25,6985.577597589111,0.057252481251134295,11970.41190886812,1.0198114273056087e-10,3.0810644523970203e-05,-5.899038090230863e-21,-3.580931240297842e-21,82033.05738063561,2.618911328567528e-14,0.00048680013455454385,2.130581071671689e-06,135066.86068147115,7.511917803930996e-17
3000,1007.3183917370158,1.6867777552691738,0.9789620624549636,-1.3292434185010111e-24,6985.458288814222,0.06543639435161815,11969.478493528113,1.0617640620541303e-10,3.4827231770250856e-05,1.6479972017714112e-19,-1.3218064680260047e-21,82032.90129097672,2.6194170445120995e-14,0.0005936096300406675,2.4539388274585343e-06,135071.12899899954,-2.9980413751259597e-17
3100,1007.2133971429299,1.7396849113519601,0.9926165444508248,1.4535652652140947e-24,6985.138035439868,0.06921838976171303,11968.138396315908,1.1462316130061873e-10,3.865225741308974e-05,4.8651912990582505e-20,2.3055610814350803e-21,82035.09823058422,4.130205874750868e-14,0.0006629529912541561,2.5920336165940415e-06,135072.27379468147,7.021262657817149e-17
3200,1007.166484661422,1.7843184853022231,1.0666602843739184,4.803115955281858e-25,6984.468233928509,0.08063143519366822,11967.684947243451,1.4564822962144799e-10,4.377286710155643e-05,1.1402586929934704e-19,5.829981694115389e-21,82035.25106889437,2.815888772939653e-14,0.0007287187376275878,3.1448910972902015e-06,135074.15186829073,-7.047439905437164e-18
3300,1007.0562317615523,1.8091661546632467,1.087345454589914,-6.567440506218711e-25,6983.790091079354,0.08956292573330359,11966.931176807377,1.5795950132197722e-10,4.8437719922140555e-05,2.5784358381503423e-20,2.0498577149889847e-21,82036.47182931758,6.016856717082053e-14,0.0008316000440147061,3.4773369052752117e-06,135076.12661526227,3.313265968544782e-17
3400,1007.044033940894,1.8012644557319129,1.211564509861123,2.0360690209948366e-25,6983.496523035318,0.09320551538661895,11964.968576042767,2.1638073227960684e-10,4.8503729391018707e-05,9.64244418365868e-20,3.739683952667572e-21,82037.91414084466,8.110707532379451e-14,0.0008923859201702233,4.13131366858713e-06,135079.08331743034,1.521179171253628e-16
3500,1006.8940666446616,1.8508366763988435,1.2380376680940346,-3.364799886013367e-25,6983.146951671589,0.09877312122184596,11964.264174472988,3.1014297565510005e-10,5.8502172826678644e-05,5.677753187144352e-19,5.165074801826535e-21,82038.38788943703,8.183533797425537e-14,0.0009833620037727098,4.7797093939257365e-06,135081.7149123231,6.767047467990072e-17
3600,1006.8435755897086,1.8497264825946154,1.2922538586589498,-1.296583414945153e-25,6982.129542316259,0.11086543914963624,11963.391594374521,3.126448576494202e-10,6.355750106070865e-05,6.066005923765997e-19,3.995287785630881e-21,82040.83734950046,9.839228386750688e-14,0.0010709023246821413,5.8980632067426896e-06,135084.48938356873,1.7343166541922002e-16
3700,1006.7270793275268,1.8911512398089985,1.3468805072210976,1.9015716600145863e-24,6982.087007645747,0.11765206860415664,11962.597415421576,3.7579710690334374e-10,7.264980752937808e-05,6.986216424234771e-19,1.2350793912529584e-20,82042.0667151982,1.4971838744195336e-13,0.0012136085256312101,6.46486753108605e-06,135085.3989390248,3.2643438668834467e-16
3800,1006.626303961972,1.9221671972315555,1.4323060708342863,1.2369169848895502e-24,6981.077076631227,0.12559822512908678,11961.425010864072,5.00789726979708e-10,8.114033396632454e-05,9.73781447020601e-19,9.605944400682522e-21,82042.59197992356,1.7303593649287384e-13,0.001345327391951046,7.4820886763868034e-06,135086.8996843511,3.1083043900292166e-16
3900,1006.6329895503546,1.9235139155558238,1.4696109709282765,3.643122597990835e-24,6980.849757348663,0.13409938936037252,11960.729962395726,6.044568727809051e-10,8.385307740624443e-05,1.1842018160107265e-18,1.5832528912609663e-20,82043.3518920112,1.948508953857796e-13,0.0014881542735593653,8.20003306601379e-06,135090.2869630959,4.2084122925364413e-16
4000,1006.4412306717919,1.9827518459529632,1.5595352096429869,5.87797900211785e-24,6980.385797120443,0.14980091663245276,11959.73289170825,6.549104723313186e-10,9.431548595395265e-05,1.7257936447569618e-18,2.976831847408919e-20,82045.4535970775,2.4451321771587305e-13,0.0016170422889329463,9.563004612694463e-06,135093.69408529124,5.78087610927205e-16
4100,1006.4529941657163,1.984254703742946,1.6126655271041883,6.528128754268096e-24,6979.986075637885,0.16118758874309252,11958.674005669576,8.337912502074521e-10,0.00010419271446284066,2.2379537962547315e-18,3.8744131005882425e-20,82045.49843218559,3.1007469531267493e-13,0.0017772601118166125,1.0566692918378815e-05,135096.90098028234,7.197643912836651e-16
4200,1006.2960121375924,2.022072998338466,1.6536363709762603,1.122479618546674e-23,6979.327118629629,0.1661320926373678,11957.0382462145,9.123687926536575e-10,0.00011111886949997354,3.280567063662953e-18,4.8101350027570184e-20,82046.1460973844,3.604737413919728e-13,0.0018867198825363808,1.1480178191720675e-05,135099.440506276,9.701224334369013e-16
4300,1006.2356712659492,2.066592514469885,1.729887312164213,1.7525801567070073e-23,6979.0107002867135,0.1830210079328809,11957.007056393546,1.0628152355571105e-09,0.00012721035128101545,4.450376297767221e-18,6.104155468356359e-20,82048.02271261225,4.620853239074221e-13,0.002126130820832664,1.3032614298986433e-05,135100.66653395834,1.2888128513424326e-15
4400,1006.1764092847574,2.090712709539022,1.828923565993077,2.3452299769963037e-23,6978.7496382056115,0.19177837978558937,11954.888928049715,1.2662663535178694e-09,0.00013422013286344981,5.730111840846983e-18,8.271996722587385e-20,82049.59238681653,5.235381786854681e-13,0.00232614421181433,1.4412350075077e-05,135103.85376565135,1.6393589021559743e-15
4500,1006.0047827170137,2.056321531646682,1.8807985118406294,3.598766966948705e-23,6977.592529539103,0.2029337065642249,11954.422274953466,1.480141252560073e-09,0.00014592423345432764,7.691633192019378e-18,1.133672478512019e-19,82050.75198959594,6.303562643781429e-13,0.0024617875003136776,1.6078662297885938e-05,135104.01990260687,2.2023570082297183e-15
4600,1005.9179670751372,2.0879751277150604,1.9657965470663126,4.8895308508226646e-23,6977.143170565558,0.21706940898283278,11952.929218610021,1.6538388582152404e-09,0.00015925404487925678,9.615014396714928e-18,1.549498858838743e-19,82050.95690768758,7.427376522315715e-13,0.0027719471431884154,1.8313230902224823e-05,135108.588182642,2.7293008661855253e-15
4700,1005.8392883477946,2.1097609020786567,1.9999889028238507,6.809673647083547e-23,6977.092663087451,0.2310554369928726,11953.17997178847,1.893537845124167e-09,0.00017233845558976528,1.255200437399609e-17,2.0608504916745508e-19,82052.90557287198,9.027269507912376e-13,0.0029929778411078647,2.037095964184369e-05,135107.9285976406,3.4026158041151647e-15
4800,1005.746080092157,2.1367313305233,2.0715032464653658,9.507051670256374e-23,6976.702665416895,0.24156393694308792,11951.220162436039,2.1904412077371022e-09,0.00018587610991386324,1.64179380139355e-17,2.6538413479414373e-19,82052.92221728353,1.0442318132071677e-12,0.003244683576187882,2.1844099177176186e-05,135113.25432578742,4.3749376107140095e-15
4900,1005.7411589514452,2.173984970756586,2.178438649421807,1.2877023592044859e-22,6976.1271134609215,0.25406915851522205,11950.47841635644,2.5086282327868517e-09,0.0002017197378936642,2.1166196618490054e-17,3.485629551253519e-19,82055.12824762675,1.2232802199627741e-12,0.003399761188326451,2.449002000221425e-05,135113.59706034142,5.4111201678004446e-15
5000,1005.6170876769573,2.1986447394100446,2.2404927765599565,1.7668315235590107e-22,6975.782401737822,0.26650795408131955,11948.81648017674,2.86309569230016e-09,0.00021813142145485687,2.6847883320651156e-17,4.489529982720575e-19,82055.10079565369,1.4323731825481502e-12,0.0036667147354545846,2.6585377086323626e-05,135115.02913950235,6.77369649202464e-15
