miliseconds,CycE,CycA,CycEp27,CycAp27,Skp2,Cdh1p,Emi1,p27,Cdh1,Emi1Cdh1,Emi1Cdh1p
0,6.863141116841284e-05,1.5034431108689372e-05,-1.6535374049790774e-06,-3.596977125921044e-07,-0.00016452274455405115,4.388229482567095e-05,3.4364603542625476e-06,-0.0003584688682059519,0.9999219227222407,-6.209177303234567e-05,2.7391210234180066e-07
100,0.00034152344343981307,0.00029419085496965524,3.574199148217218e-06,-1.9205419931881386e-06,0.0003207689473223516,-9.033757332117045e-06,0.0002597014764719181,0.0005306145075976462,0.9999679613940724,-0.00017704192024300752,-1.848051351077255e-07
200,0.0007700413789896341,0.00046865787756134036,-8.907563634338202e-06,2.9206866274086914e-06,0.0007597694194727926,8.74959488825791e-05,0.0004902400044190663,0.0019318769641359077,0.9996985334152836,0.00010706506910023856,3.299084842106084e-07
300,0.0009207571338470175,0.0007515644440818142,5.690621277309512e-06,9.82925902771569e-07,0.0012659560560546966,6.560565456491458e-05,0.0006743633227010247,0.002827910389712856,1.000029714829204,8.521555939522231e-05,1.0484933014012548e-07
400,0.0012933796877208845,0.000931937801715204,-1.2333405023054505e-05,-3.3557304848933508e-06,0.0013668081334692174,4.274488731484964e-05,0.0008237497843152187,0.0032374184464880437,0.9993379550702158,0.0005733020751845872,4.349965305974077e-07
500,0.0016470874784528205,0.0011906987024003475,7.873537228800482e-06,2.285026886561054e-06,0.001996133223349417,9.938005610231598e-05,0.0009549331370297578,0.003756325338934264,0.9995368535896925,0.0005511276922778639,3.42461299441625e-07
600,0.001642914851534745,0.0012800857883469106,-8.612175412220973e-06,-1.2727772047348492e-06,0.0021450351114178467,9.309866317990828e-05,0.0010557315514632421,0.004577989955987626,0.9992514264766474,0.0005449784234741992,2.031018564184381e-07
700,0.00198382410960294,0.0015325543315594058,1.0110945100912686e-06,3.65681472400856e-06,0.002661036038077481,0.0001980510696179583,0.0011322099804151188,0.005761260306746001,0.9986131276697165,0.0008122283033854041,-1.2956663593501348e-07
800,0.002296947082406203,0.0016781265442418613,-6.507169162671029e-06,-4.4079887491726894e-08,0.0028130449597215976,0.00017338595715377605,0.0012132526235602119,0.0063196728515844194,0.9983054219882689,0.0013348579026114613,-7.086774161841226e-07
900,0.0027604734163604247,0.0019488268378828754,5.887611673855921e-06,7.536280677868792e-06,0.003392780927076945,0.0002676769947896121,0.0012565653172316065,0.006905537111868885,0.9981847468374605,0.0012842196818408367,1.2005140924319928e-06
1000,0.0029589509649453733,0.0020234251690786657,-1.1601455644514133e-06,6.012429306713174e-06,0.003479219604568074,0.000294296388694866,0.0012947425553798135,0.007996660531176002,0.9982495796446916,0.001698960414937839,1.2329040605444023e-06
1100,0.0033565289067447263,0.0022345424018342837,1.9057919951501384e-05,7.306758235028988e-06,0.003841921429704919,0.0003873938858376446,0.001338154423461847,0.008490170115003774,0.9975779232739213,0.0018686025709597185,8.556369168274548e-07
1200,0.0037557059744256238,0.002348124806774203,1.8004939998300757e-05,1.0831184326825262e-05,0.004353352776186419,0.00045565352246430195,0.0013589671529049363,0.00906772425689775,0.9972147924927891,0.0020721249020182755,-6.619000086305207e-09
1300,0.003965912754004985,0.00255092478652296,2.3124523704435213e-05,1.1709570252402376e-05,0.0046748752710407656,0.0005896972668623417,0.00140722566420146,0.010204300770860283,0.9971224857526311,0.0026122855271074733,1.7925190604531238e-06
1400,0.0041751820221007305,0.0027291976235859555,2.7433504554936947e-05,1.5014048177272847e-05,0.0049100038619722085,0.0005607438073151655,0.001411213272241059,0.01119330595276008,0.9966309012562032,0.002688438234819725,1.4907855122981702e-06
1500,0.0045219883429589,0.0028368490434688763,2.552048955028612e-05,1.518858068322104e-05,0.00505116267062038,0.0006683687133052665,0.001450266392288607,0.012365833595153605,0.9963882628307115,0.0028888629826343427,2.9879130922625407e-06
1600,0.004673927546870543,0.0029487545921341733,4.365480080102708e-05,1.768563535687614e-05,0.005574266135524394,0.0006922585294698586,0.0014501712367562458,0.012785963096593527,0.9960731529102188,0.003527481694442381,3.1887047989761452e-06
1700,0.004849401147075015,0.003120746981776757,4.157268252876121e-05,2.191423445781186e-05,0.005698293971656181,0.0008575981322870579,0.0014718444884049336,0.013517209428382132,0.9952589000823105,0.0035531696621410513,3.14833108891315e-06
1800,0.005242220199897183,0.003231305103387773,4.621693501779746e-05,2.4194299363144743e-05,0.005867027479290203,0.0009269294433973265,0.0014786307012065111,0.014375301931729463,0.9951522004900285,0.003907884936592142,3.696420804443081e-06
1900,0.005511369261960833,0.0033585353779366123,6.66131107649161e-05,2.9276352914631765e-05,0.006220323875189479,0.0010239511630756501,0.0015029670675526538,0.015463179095770083,0.9946572555043225,0.004048105335603295,4.273491134212775e-06
2000,0.006092204076375411,0.0034577405800625904,6.322070202357604e-05,3.0073868529150396e-05,0.006744918353564618,0.001230427390312772,0.001519721236004838,0.015286957091608855,0.9942134551594686,0.004581147044130414,4.711710553462651e-06
2100,0.006056644500112592,0.0034460725730714047,6.816139449984584e-05,3.866600975513983e-05,0.00681980304038406,0.001191945122869131,0.0015311762995884803,0.016081650088766976,0.9939175801097605,0.004575032911327786,5.448423684685049e-06
2200,0.006564902804654135,0.0036179232393155273,8.299193971957423e-05,3.796997622516866e-05,0.007163561495996526,0.0013458242128972658,0.0015295143098614725,0.01695865105896839,0.9933173336658864,0.004870415482071662,6.072308159340203e-06
