miliseconds,CycE,CycA,CycEp27,CycAp27,Skp2,Cdh1p,Emi1,p27,Cdh1,Emi1Cdh1,Emi1Cdh1p
2300,0.006672044999118774,0.003726372715907126,9.945056199949514e-05,4.7374536670663134e-05,0.007263731969731324,0.001463282421223621,0.0015273804275054972,0.017717753285885072,0.9928531658410047,0.0054715210513642705,7.1900468467909616e-06
2400,0.006992448878653882,0.0038132065565732384,0.00011090201284623036,4.7543860517439615e-05,0.007740428154424988,0.0015853080096128445,0.0015373814673686967,0.018727692040524033,0.9927364792086362,0.0054661906872604665,1.033126448551391e-05
2500,0.007430155904792141,0.0038764615065348352,0.00012572206594356573,5.8169057342146796e-05,0.008020243053783016,0.0017775411969010453,0.0015494256300979203,0.01964227807985869,0.9920428582537755,0.006041236167635004,1.0529539382957209e-05
2600,0.007669926551710558,0.003980115189518738,0.00012747144385732948,5.9464955895496836e-05,0.007961978464478906,0.0018979181706480928,0.001556876574024757,0.020497489232036457,0.9918626880955004,0.006238346756359766,1.0736028290034994e-05
2700,0.008032002703085123,0.0041351016573850435,0.00014762252827945794,6.691493672463157e-05,0.008216407756277886,0.001921575528110281,0.0015378887448636131,0.02131137790736854,0.9917209312522633,0.00651934675460844,1.3961914441206651e-05
2800,0.008103663997560713,0.00415077355420756,0.00016560931236776397,7.493556469545442e-05,0.008606068276064272,0.0022091278076338873,0.0015656254168734665,0.022395339050125147,0.9910236594455931,0.006627581318629797,1.3943320262842759e-05
2900,0.008611434146050525,0.004174134646132364,0.0001982836141284955,7.557975300174066e-05,0.008638808517413622,0.0023348595233244414,0.001550831593139778,0.022836000527829935,0.9908310306036785,0.007084443952050639,1.6068918366674983e-05
3000,0.008665229992877757,0.004332258938312205,0.00020323909891426013,8.620026201572397e-05,0.008867338709471394,0.0023891731992588057,0.0015683140507769385,0.023704905573283332,0.990269388922678,0.007536605283200171,1.8783958761289733e-05
3100,0.009020331989711429,0.00431522507735664,0.00022194204267000616,9.488966012803675e-05,0.009236153386914834,0.0025511572423126587,0.0015575980334162434,0.024671049142478186,0.9896996370686165,0.007635867218992654,2.0660768457385164e-05
3200,0.009300128651091045,0.004423838855439307,0.000247027442227862,9.654293469479948e-05,0.009314651713193537,0.002755102584698969,0.0015587322621125296,0.024554504303582098,0.9890877399371392,0.007905897826647208,2.2171755930215554e-05
3300,0.009508491891259612,0.004479514260424523,0.00027814458188014034,0.0001057057778581412,0.00960219145347156,0.0028251832832389056,0.0015673491754859634,0.0258060137269777,0.9890340730385527,0.008338447528036155,2.2945011669033983e-05
3400,0.009677595039679679,0.004578438012801594,0.0002993520437045176,0.00010999721284676754,0.00993792523734793,0.0030808064002425238,0.0015855054501123717,0.026669051745537947,0.9882222219008558,0.008689164157597074,2.5959787211676535e-05
3500,0.010179504841482995,0.004553976806891826,0.0003148394851370933,0.00012294802799781826,0.01004099233820078,0.003058572222219349,0.0016001843042364045,0.027284668815497078,0.9877663404498682,0.00872130026225872,2.727852658905958e-05
3600,0.01045501137456309,0.004681808229370188,0.00034924728441118835,0.00013178131330122823,0.010188664563192512,0.003279752216754217,0.00157458337868011,0.028217058632808614,0.9876675460437873,0.009074243430566913,2.9833155875103495e-05
3700,0.010598290668383968,0.0046639604563666935,0.0003833387311315903,0.00013580355541143173,0.01052201214751381,0.0034736595609361513,0.0015840851128897412,0.02910524205358573,0.9868880726222972,0.00932297023361029,3.342474495276528e-05
3800,0.01114983763374533,0.004751148096796508,0.00042338039526967734,0.0001461472606925399,0.010490798250962182,0.003669192738423868,0.0016053498980007036,0.030099501167554082,0.9866238303131468,0.009654465368432246,3.5421818053782936e-05
3900,0.011197938863597155,0.004831379279416642,0.00043110756137165496,0.0001508603465191444,0.01073219363741224,0.003844384280880888,0.0015835413441276692,0.030013287132556223,0.9863690349479606,0.01021785703180337,3.92011484264358e-05
4000,0.011314826979075114,0.004849459235770331,0.0004713478497712384,0.00015723884868612127,0.011063533581909245,0.004001642854901807,0.0016177684774420589,0.030770006228440575,0.9859373030037201,0.010441491733406366,4.103140902982792e-05
4100,0.01195367915227282,0.00494607081814917,0.0005035680919227143,0.00016789161922400325,0.01125893261268089,0.004088874553453742,0.0016226746029046092,0.031741165585143984,0.9851145541307216,0.010598873154272362,4.534501840071163e-05
4200,0.012128112767522915,0.004902471079191595,0.0005447776005381412,0.00017518408778923361,0.011305883906762152,0.004208241847169423,0.0016264562878218838,0.03302452113145144,0.9849887248653592,0.011012975853369363,4.844701581311072e-05
4300,0.012232989794115495,0.004959764466050129,0.0005795241673234639,0.0001864096379202876,0.011557511135143975,0.004392116591441661,0.0015964725271454122,0.03381699077258478,0.9843051774491048,0.011366255712232584,4.9554836820901324e-05
4400,0.012477987821007704,0.0049573739565244145,0.0006390838014943747,0.0001941487508534827,0.011798944524584219,0.004619091199883515,0.001618194669656311,0.03387127555517561,0.9836672546375903,0.011665804864017314,5.354207134046164e-05
4500,0.012841668206926135,0.0049971576314470165,0.0006673633755326949,0.0002009847183034594,0.011819799681805002,0.004746783102753469,0.0016039432092160811,0.03442475879980251,0.9836299621975667,0.01175185465729425,5.791973831216784e-05
4600,0.012907283866694458,0.005006655119957553,0.0007256648912661417,0.0002099738419482825,0.01185395159841301,0.00493172567407131,0.0016291507027507257,0.03546257053883761,0.9828966203603858,0.012072950870969943,6.205476695798741e-05
4700,0.013495520909566735,0.0050394111132093175,0.0007571965533013317,0.0002231486152926222,0.012044797417068742,0.005210589327784149,0.0016212973687316239,0.03585552884814815,0.9822771982951408,0.01238790430567759,6.455192903390615e-05
4800,0.013572861899329674,0.005157556347380017,0.0007937188715581738,0.00023033187655696475,0.012298784076811804,0.0053607716038002965,0.0016392508222560706,0.036403886585028924,0.9820072723843656,0.012725318675284104,6.811820764180494e-05
4900,0.013806157982259835,0.005123680748453543,0.0008512330543929334,0.00024078223212443728,0.012350175051591576,0.0055307903112857305,0.0016438004605944512,0.03718844149292097,0.9813648430948936,0.013038021188711491,7.231270319044639e-05
5000,0.01422850597898496,0.005231953043571436,0.0009135742463610468,0.00025312414474753126,0.01267619587733557,0.0056232411657084905,0.0016296746405677282,0.03863674813017953,0.9812305103283798,0.013146621522088522,7.775978166177744e-05
