milliseconds,CycE,CycA,CycEp27,CycAp27,Skp2,Cdh1p,Emi1,p27,Cdh1,Emi1Cdh1,Emi1Cdh1p
0,-0.00015728456465095026,-2.964880010116249e-05,1.1259022663170389e-05,-3.6661573451707016e-06,-3.076644670410001e-05,-7.645852377779882e-05,1.1009697737015703e-05,0.0003057033156415152,1.000294091661345,-1.9908388708079738e-05,-6.637182280932307e-07
100,0.00042371553340466594,0.00029560039514494484,1.0158613916850937e-05,-1.6460900888015454e-06,0.00037790976112787286,-4.936428714810032e-06,0.0002650684464035095,0.0012922914852716606,1.0001329660455338,-0.00016866571793085143,-5.832264642240162e-07
200,0.0005655091886890859,0.0004474552744493202,1.0401870352574284e-05,2.40242760333231e-06,0.0009356347931966234,-3.225349167912277e-05,0.0005116804273395581,0.002035765196159319,0.9998153974367453,0.0001804921031887674,-2.8693496630022405e-08
300,0.0010322259676943243,0.0006625878320949283,1.2312366122102086e-06,7.819610181687087e-07,0.0011914976659877976,4.578241322318024e-05,0.0006792230429950543,0.0028321715010718508,0.9998747631157755,0.0002827787084001441,7.677295138868652e-08
400,0.0011745349742143085,0.0008731745846937365,2.2605413405711965e-06,4.283980396195312e-06,0.0016451037480070636,4.209165930466085e-05,0.0008413275453557984,0.0034669400819065045,0.9995443600447578,0.00036887859384205415,1.0491328230846002e-07
500,0.0016270673984209285,0.0010723404496501025,-6.218798842960374e-07,-2.5003841933073463e-06,0.002027887803861269,4.1642836165088204e-05,0.0009654403320286872,0.0035724245254203845,0.9994704470280614,0.0005146795234495673,-3.933093292265589e-07
600,0.001988908640951615,0.0013894308106004343,4.694409671434624e-06,4.943958728600404e-06,0.0021751445971469005,6.085640159764724e-05,0.0010364027576590712,0.004929527761292485,0.9992700968213675,0.0006430838507497608,-5.037560757527298e-07
700,0.0021530105706632652,0.0014780565205205572,1.3757605882594693e-05,2.362504795355304e-06,0.002483450219059181,0.00017894876731905043,0.0011505145313959444,0.006073289209505994,0.9986508474415613,0.0008018536518200005,5.888024633867451e-07
800,0.0022072239106234477,0.0017792748027895182,1.1318353215744384e-05,6.693304124172092e-06,0.0027713209895896033,0.0002092089248737634,0.0011960007495209932,0.00677160761884572,0.9986633255722251,0.0012388649319293457,4.62669092169953e-08
900,0.002676361367301762,0.0019008520793856887,-1.102357064664012e-06,6.673634808566625e-06,0.003288545367756455,0.000342539577383861,0.0012613131989700846,0.007315637524046246,0.9983427776102434,0.0015388891427466267,1.2358725554646534e-06
1000,0.0028779525602831927,0.0020912100725996637,2.0169836558556686e-05,1.410127349879774e-06,0.0034737398182709007,0.00026882937808544235,0.0012884200252667739,0.008220024113114795,0.9980792591233678,0.0017129729634668869,3.982000442783631e-07
1100,0.003156042046031376,0.002201310084970282,1.2099897639383135e-05,6.997180250403235e-06,0.00376538246796389,0.00047383037323012536,0.001330701901018547,0.009324783968090325,0.9978197095537654,0.0019412291864957614,3.305022281544661e-07
1200,0.003385857317089899,0.0023500741816030826,9.09783965143519e-06,1.1377573901581146e-05,0.0044172143421815045,0.0004830010794360265,0.0013756189296140636,0.009557419868739822,0.9973585099708432,0.002122903113407828,1.1647214614407683e-06
1300,0.003712621953853596,0.002494280661595386,2.9991097783839082e-05,1.2291713170866558e-05,0.004501606963611572,0.0005811798267552406,0.0013947218966713741,0.009827447048699789,0.9968373305379294,0.0025619801658857593,1.2586230865835833e-06
1400,0.0042069069348847025,0.0026375911252320907,2.532002468592803e-05,1.2255325446105717e-05,0.004837630089865002,0.0005708204987786722,0.0014335324002135654,0.010970182886290676,0.9966863892894662,0.0027738412045101505,2.307526187116029e-06
1500,0.004387566623772257,0.0028122527012865535,2.485779582254214e-05,1.5477951304031766e-05,0.005309480225120874,0.000743265805291884,0.001447426726606066,0.011562411947754883,0.9963195095493481,0.0028604494310875777,2.740761462613505e-06
1600,0.004622574600117082,0.0030026347195998533,3.372802051396529e-05,1.8862640846648005e-05,0.005520745001312979,0.0008545332684066141,0.0014609278956377513,0.01281031251613368,0.9960616136303775,0.0034060015847050496,1.927254483981249e-06
1700,0.004988447009631682,0.003031111399924951,2.9339965283297648e-05,1.8216138092773334e-05,0.005883002598018657,0.0008057693770493813,0.001464239159279886,0.013850107733260801,0.9955708304334455,0.003438380740268587,3.85420353584513e-06
1800,0.005472892553253945,0.003134623391530382,5.430080358327126e-05,2.7961945223795924e-05,0.005874729962267685,0.0009896706295974777,0.0014897377732901328,0.014657799396709999,0.9949243197584837,0.003998324823756639,3.909224850879399e-06
1900,0.005637368937054021,0.0033427571553302873,6.199816018318144e-05,2.7137756915531224e-05,0.006364508316894313,0.0010145805083424287,0.0015003874061218227,0.015088369791231807,0.9946834023977816,0.004293197158106417,3.846037696338615e-06
2000,0.005991871853592088,0.003385079820061957,4.899789052660141e-05,3.541433922050066e-05,0.006701107846162117,0.0012534894848271994,0.001507305476886205,0.01573912745621501,0.9942480834058225,0.00456481702032663,6.344353384889194e-06
2100,0.006280195547022207,0.003462040556368879,6.403882806063666e-05,3.722529479461164e-05,0.006706587513746382,0.0013588541125754126,0.0015254240965614156,0.017044292341554867,0.9939319262907264,0.004654423924144942,7.096012602625827e-06
2200,0.0063840190309865374,0.0036442299959609575,7.725385183856415e-05,3.9338450772061186e-05,0.007062932524760792,0.0013674773379063543,0.0015150915224303812,0.01740764762376025,0.9934566897144106,0.005052030698100228,7.920866533303752e-06
2300,0.006639272743892954,0.003682701587321617,9.497501223512957e-05,4.175579181605034e-05,0.007272073828711109,0.0015140353233495719,0.0015228909551147137,0.018006955205442866,0.9928545820724486,0.005287087121053402,8.147190315683474e-06
2400,0.007257815380195264,0.0037476330955235108,0.00010901032179367955,5.1319356686129344e-05,0.007796596019145978,0.0017138965717928036,0.0015259688445256713,0.018830607832327182,0.9924297522662727,0.005676689882862147,8.481696569438488e-06
2500,0.007257659245177868,0.003924444546027642,0.00010787548382362814,5.402837150873068e-05,0.007782439563628827,0.0017998307939730192,0.0015373685539006056,0.01964191090883752,0.9923798314830358,0.006127078232192819,1.0077267734274079e-05
2600,0.0074976056419409215,0.004049325815067981,0.00014292850579142663,5.7831075380257336e-05,0.008069564810155836,0.0018155073984858004,0.0015479478680425457,0.020151921395284995,0.9917859450054952,0.006137371138633268,1.0782325837392793e-05
2700,0.007971568459597594,0.004102147819819762,0.00014156198608241799,6.530982244321964e-05,0.00832131200250315,0.0019838133082752687,0.0015481570788486811,0.02141928628484768,0.9912099794808578,0.006469910436411268,1.3962990532065548e-05
2800,0.008301123541160336,0.00420518672719033,0.00016788164947679509,7.560474324711086e-05,0.00870557797723251,0.00205686469545675,0.0015571230557155345,0.02245995234389538,0.9907540074691169,0.006691384364156231,1.5026949655419479e-05
