miliseconds,CycE,CycA,CycEp27,CycAp27,Skp2,Cdh1p,Emi1,p27,Cdh1,Emi1Cdh1,Emi1Cdh1p
0,-4.6588447888877904e-05,1.3536330866815618e-05,-2.167534316116919e-06,-3.158945666680205e-06,1.7178872987226803e-05,1.6442314029952296e-05,-1.1203138067987427e-05,5.2084741296278164e-05,0.9998063401212847,-0.00014117921469320146,-8.279802580502466e-08
100,0.00044730174016083474,0.00017717487107535447,-1.0937917760100513e-05,2.756057508177801e-06,0.0004894076692532255,9.195021413756589e-05,0.0002781530293341898,0.0009377577237987479,1.0001925603576247,1.173849395256851e-05,-2.0508594303750794e-07
200,0.0006285102815711342,0.0004159950061500627,-1.1676939158027813e-05,-6.886725616242739e-07,0.0007227803946028075,0.00010291295737397192,0.00047877032523236307,0.001798164809720385,0.9998474392858566,-7.706590366706934e-05,3.7423695980763086e-07
300,0.0007937296829725851,0.0006614073992487127,4.220202576336509e-06,4.0830012762745147e-07,0.0011756019185552786,9.756208254966589e-06,0.0006779388048684261,0.0026066191297527182,0.9997652527164168,0.00039136125668442015,-4.643356481660095e-07
400,0.001072749406385685,0.0008908368357972437,-5.669470109330586e-06,-2.512495993085023e-07,0.0016668923643288285,5.3500566488956505e-05,0.0008386567582001685,0.0027555165803284983,0.9992854353839353,0.00032484377283153364,-5.309893127411278e-07
500,0.0015881947985121173,0.001131098402564631,2.345112843476737e-06,3.0025845914216923e-06,0.0018293546286606791,0.00010064757195899614,0.0009643590212456828,0.003625086578976485,0.9990808871551021,0.00040223992561655593,-3.0426933036590994e-07
600,0.0019916314135602787,0.0013319354154514393,-5.830215941543706e-06,2.4605508041556335e-06,0.0022063514082039056,0.00012976994934119022,0.001050586163164807,0.0049315127525494705,0.9989402107130806,0.0006516265663505982,8.208835596021921e-07
700,0.002195292547529869,0.0015497103628080461,6.778157865254652e-06,-1.6815132676407633e-06,0.002434636274895244,0.00019705958356874072,0.0011314068811456312,0.00564885110534286,0.9991293906171306,0.0011442072032876,-3.762058941346833e-07
800,0.0024516094805309106,0.0016651538373916286,1.5124254884669898e-05,3.2030483243117806e-06,0.0030499863447793095,0.0002940804939964737,0.00118598906368685,0.006617385665897761,0.9987688341239603,0.0012029161401371862,7.490894934974583e-07
900,0.002565170986541417,0.0018263707780137221,-3.2770705627101872e-06,1.4389037719313086e-06,0.0032178348625512207,0.00021461710678063702,0.0012649699426108521,0.00745142169503893,0.9982282842660815,0.0012518285328444194,-7.409244811666842e-07
1000,0.003069857081621687,0.0020450153594070144,1.7840289051382343e-05,4.3908184111221484e-06,0.003464792560604939,0.00030650941862376104,0.001299585953204462,0.007829632407877072,0.9977078649945824,0.0016637984952319702,-2.835898958307354e-07
1100,0.0032025137608457615,0.002174198780055863,8.958815841135613e-06,9.302394971544508e-06,0.004128957351666599,0.00045014484834113907,0.0013381137686447671,0.00898298391547483,0.9978933002520758,0.0019655285730382525,1.0375983999521273e-06
1200,0.00367519365803962,0.0024419472544724495,1.853385648437417e-05,1.2412473951311329e-05,0.004082225444406913,0.00043726665554485046,0.0013908374877969966,0.010055794653921656,0.9972306413742573,0.002355525818099556,6.673856027756842e-07
1300,0.004087648942187854,0.002525264048845426,1.6493351018683893e-05,1.325132631118499e-05,0.004393922300768929,0.0005777509441060577,0.0014151162808595061,0.009881000588889481,0.9972441968706477,0.0024708755385459804,2.058811400352131e-06
1400,0.004170937806492266,0.0026062026854552483,1.345061381258925e-05,1.2613621581216581e-05,0.004830561576381189,0.000596179843785574,0.0014115151634137946,0.010676245661908359,0.9964524706939641,0.0027195088081579965,2.6325751629677833e-06
1500,0.004454385802648765,0.0028319913110992677,1.9763493620019053e-05,1.2902179937362322e-05,0.005226651327856604,0.0006301999657503634,0.0014293980241415467,0.01244394979593611,0.9960875541536809,0.003023533131428552,2.1626745607990194e-06
