miliseconds,O,I1,I2,c,T
0,2.2458785941437772e-07,3.1408486275347734e-07,1.00087751230162,0.00011012785664434494,0.002058991732421788
100,3.4156621442688066e-07,-4.3341532454501896e-07,0.9968147368331811,0.0017702214556222931,0.12637505276976685
200,-1.427565651710696e-06,-2.9358450207003976e-07,0.997149679540139,0.004386374352885405,0.2688733725773914
300,9.94301637260185e-07,1.64436552440072e-07,0.9926251054098114,0.006935737913694959,0.31455490266795444
400,-9.590158908921966e-08,-1.6328311577786854e-07,0.9927249209901556,0.011628878564830114,0.4662505483582805
500,1.6210741754050425e-06,2.9321637261875836e-07,0.989731043462449,0.013877967879366874,0.4830038894144477
600,-9.012919347113036e-07,4.309862045521035e-07,0.9879249242448765,0.01427734538286327,0.6262913843039123
700,8.261729362596192e-07,3.308275531863699e-07,0.9860440463434134,0.018041492460948046,0.6867238765763782
800,-3.6348704696125334e-07,-3.292981609395618e-07,0.984588866972365,0.019372473308916817,0.8632556657279251
900,-1.5303923089753672e-06,-2.9973567257095736e-07,0.9829945662835063,0.02189742417306438,0.884873983567301
1000,8.792232552228723e-07,4.673163362096186e-07,0.9791863564457849,0.026451428586868973,1.0185063564712535
1100,-9.434896617704048e-08,2.9706055144711563e-07,0.9793302531042247,0.028192274629913725,1.0738109222234593
1200,1.3912081139217061e-06,4.5544342288033254e-07,0.9758522389780327,0.028487893232905764,1.178779484444856
1300,-1.8687329676032046e-07,1.5022661205091262e-07,0.9739995181662146,0.030554276456928275,1.2842406063992635
1400,5.458354449389747e-07,-3.720317226250298e-08,0.9725580234077258,0.033656799038512854,1.381750574369607
1500,-1.1863384536190515e-06,1.3921086366969407e-07,0.9703582151978885,0.03814745031117013,1.43009246495253
1600,8.016040358859429e-07,-4.438645297240818e-07,0.9678660954501127,0.04016919904079541,1.603799460018313
1700,2.97828380250765e-07,-2.0152364638347364e-07,0.9662387833716557,0.0427910850933682,1.73714122913039
1800,-6.461347187426558e-07,1.692066286836611e-07,0.9656227088843553,0.043560694397312194,1.8692642367603822
1900,1.6542468843782273e-06,-9.95165142294239e-08,0.9633595889814951,0.04597875125745198,1.9540586464157161
2000,7.001563113741125e-07,-2.6656603574248796e-07,0.9598644881660335,0.05035120521560244,2.0602098858995808
2100,-2.8554853956799494e-07,3.754540447349685e-07,0.9575340231086541,0.050081416098532984,2.1136983401308593
2200,1.6149655351637874e-06,-1.1672813414829701e-07,0.9577134524533597,0.055090318626954876,2.244977755303979
2300,1.3556680023632539e-06,1.0258580169468177e-07,0.9564056233328532,0.05646398973835802,2.2876222310684846
2400,3.6768930777415753e-06,6.160887677656243e-07,0.9527938002455681,0.05929093668462941,2.460063680700919
2500,4.9379653373687015e-06,1.0558477234728655e-07,0.9525024046612689,0.05914537737849289,2.4261122798722754
2600,5.962354793003402e-06,8.25424114456821e-07,0.9496208848748501,0.06254330755348235,2.5943736256515475
2700,3.6982295392390443e-06,1.1795393017309298e-06,0.948842666918772,0.06615063891025283,2.751720210490698
2800,7.2494775367592884e-06,1.0482212581062565e-06,0.9450649589371819,0.06834775867058063,2.809500929457117
2900,8.419181961949005e-06,1.1946664997701915e-06,0.9437890545485893,0.06866993481158329,2.8619999837316823
3000,1.0285528687594928e-05,1.7775479595338723e-06,0.9405579477863846,0.0706656540747666,3.038497600507649
3100,1.2570000857919433e-05,1.826187011788711e-06,0.9396057114051835,0.07441011608037287,3.1252524461593407
3200,1.262069848895623e-05,2.306323789757303e-06,0.9371298740328048,0.07706075780345999,3.180870288259739
3300,1.6155580588849553e-05,2.7946274569236843e-06,0.935940553026332,0.07747054158063767,3.307552679284721
3400,1.8847169967487277e-05,3.7948990717204375e-06,0.9351709900532594,0.07893666823699878,3.4276649436503184
3500,2.0390178377311727e-05,4.892897298022583e-06,0.9337329671745063,0.08182683879502284,3.4409188901514955
3600,2.400562705136785e-05,5.041213672609426e-06,0.9317422055802606,0.08494240653207838,3.66451969225949
3700,2.6208944419069625e-05,6.045144268457783e-06,0.9300783531273884,0.08608811324557254,3.7679555477953244
3800,3.2360248197947304e-05,7.667566810080313e-06,0.9255212138873367,0.0894869609121163,3.74581433979078
3900,3.808043652758861e-05,9.200738473552513e-06,0.9235569691247775,0.090515492358897,3.8650274538152427
4000,4.258233143056536e-05,1.0065722526788199e-05,0.9234413589561632,0.09351483760392122,3.977660826747583
4100,4.720777540319893e-05,1.2325485140907686e-05,0.9215488954968085,0.0934173495929798,4.1373523873043405
4200,5.437190895450781e-05,1.3864876419446273e-05,0.9191127503417112,0.09635569534726655,4.172775955037884
4300,5.938285606359406e-05,1.5590517994239243e-05,0.9167281242412112,0.09678985294054565,4.2466875811013285
4400,6.826669318673658e-05,1.8024829355676975e-05,0.9156363343133528,0.10030873613616297,4.400131963291761
4500,7.456555716627438e-05,2.0532445664204504e-05,0.9152996410978413,0.10119856481973742,4.506300275560687
4600,8.214341922782638e-05,2.3028140064292305e-05,0.9112496567172979,0.1024387133138109,4.647937535473518
4700,9.290647903553748e-05,2.6101893882858317e-05,0.9091499214604923,0.10580188403135539,4.700993111748849
4800,0.00010240145725522401,2.9967753195283744e-05,0.9074351557518235,0.10699401838459853,4.768810508303337
4900,0.00011300299589191612,3.339800662252683e-05,0.9063868484096426,0.1098325718182631,4.828423335828293
5000,0.00012483475216154113,3.7304662414619014e-05,0.9035831022360515,0.11173246447394893,4.9399891241527385
