milliseconds,HMP,Fru16P2,ATP
0,0.1,1.0,4.0
100,4.076914036486652,0.7374886626756063,0.13111327849683074
200,4.854455106576389,1.1127341539747495,0.1696446469523591
300,5.577370120893343,1.594858292440413,0.2694526785810984
400,6.265198827888366,2.1095491224770186,0.4080128051058697
500,6.892994954948062,2.6064890756054533,0.5779829497456129
600,7.44613340578079,3.0601219561036523,0.7655927282247843
700,7.924012915517288,3.4622075747657792,0.9569129982311594
800,8.333360429142752,3.8139951372812293,1.141989018769635
900,8.683118960677275,4.120664409240558,1.3151021190788823
1000,8.982051533787697,4.388397975809134,1.473708648117698
1100,9.237969049110653,4.623088449008381,1.617135738267693
1200,9.457552024761396,4.829895429005814,1.7457660128609849
1300,9.646405976619855,5.013163430843905,1.8605603971712097
1400,9.809240088565883,5.176492177502944,1.9626921661964065
1500,9.949986820821879,5.322842158474412,2.053421498930882
1600,10.071944717483523,5.454642515870273,2.133985150854065
1700,10.177885586875103,5.573894473462056,2.205539855466606
1800,10.270141710002948,5.682249130549635,2.2691535255047213
1900,10.35068573902471,5.781076152511311,2.3257858460293654
2000,10.421188497805224,5.871520457260123,2.3762901128856213
2100,10.483067394160036,5.954545122071623,2.42142053356049
2200,10.53752218651947,6.030960744277284,2.461837451718873
2300,10.585571991634058,6.101455451760287,2.498117016517996
2400,10.628090011770242,6.1666235717935605,2.530759164020486
2500,10.665823191395798,6.2269815266728905,2.5601996957173587
2600,10.699406150834323,6.2829779542666735,2.5868194590745524
2700,10.729379207883351,6.335003305996362,2.610948488405314
2800,10.756206282887657,6.383400389865538,2.632870576410375
2900,10.780286071502301,6.428473978579121,2.65283159778517
3000,10.801959412347289,6.4704970393165135,2.67104728132854
3100,10.821518294530652,6.509713762595363,2.687706550213507
3200,10.839215118639283,6.546342374461876,2.70297312970575
3300,10.855268409293435,6.580579449343186,2.7169892195271546
3400,10.869866201009067,6.612603958031244,2.729880128477212
3500,10.883170938615837,6.642578307653433,2.74175606751635
3600,10.89532315569144,6.6706513485123144,2.752715350791011
3700,10.906445479722006,6.69695881053258,2.762844273740163
3800,10.91664553808092,6.7216242787589735,2.772218820234901
3900,10.926018698491191,6.74476154712509,2.7809069441477514
4000,10.934648289090884,6.76647381421758,2.7889679412460273
4100,10.942606706212842,6.786857117905684,2.796455591647378
4200,10.949957197743782,6.80600032934016,2.8034183095817884
4300,10.956754864998912,6.8239861523048075,2.809899817231181
4400,10.963049449858843,6.840890533534711,2.815939100637189
4500,10.968885906119194,6.856783804408692,2.8215713489595564
4600,10.97430505638369,6.871730301520475,2.8268279174442736
4700,10.979342669943287,6.885790238761699,2.831737573589117
4800,10.984030737713207,6.8990195637514296,2.8363265480661464
4900,10.988396820343604,6.9114709586607255,2.8406189430209725
5000,10.992467359251195,6.923192285593865,2.8446360375864708
