milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p21,p21_mRNA,p21step1,p21step2,p53_P,Mdm2_P,p21_basal,p38,p38_P,GADD45,IR,damDNA,ROS,basalROS
0,5.001254199363372,5.002238131622609,95.00073787467477,10.000069789337742,10.0,-1.4722930366619424e-11,199.99999999999363,-2.634478883364136e-13,1.0000021802458907,3.6220940661408415e-05,1.1176405541713104e-09,-4.0061992468251024e-13,-4.126799206889302e-11,7.0,100.0,-5.104768877161763e-19,1.2594936185067528e-18,0.0,-5.276372439386227e-10,3.435402160656005e-23,10.0
100,5.010955944833049,5.006797610595735,94.99309884693022,9.99995625348418,10.0,1.0677101599839385e-12,199.99999999998826,-3.570298724940801e-13,0.9999957602855863,9.188724884836669e-05,-5.7529938448493515e-09,-2.536373065832079e-13,1.08553397283549e-10,7.0,100.0,8.944253192160805e-19,-1.9461017167319983e-19,0.0,2.0161593466198563e-09,1.491131202845827e-22,10.0
200,5.006148040599587,5.006498343503535,94.9955739456851,9.999971720233049,10.0,3.380881577643943e-12,200.00000000000668,9.24581860582144e-14,0.9999921175537938,9.159293244275602e-05,3.0820007119249903e-09,2.2638507865442368e-13,5.498519276551658e-11,7.0,100.0,-1.21172903379446e-18,4.3339632419826905e-20,0.0,3.0701661195240982e-09,4.0601081966378986e-22,10.0
300,5.022853702127802,5.008742395478506,94.99082776939892,9.999881605697386,10.0,5.68719478883461e-13,199.9999999999932,-1.1992156870396827e-13,0.9999905927849385,0.00013995826122753546,-4.6789035827369e-09,1.662824183309036e-13,-4.147757685134105e-11,7.0,100.0,-4.3634265402925e-19,-8.409673948847008e-19,0.0,3.149825525698646e-09,1.1430046630702127e-22,10.0
400,5.016396832058097,5.011446474776566,94.97645530016223,9.999774709379809,10.0,-9.908456871444986e-12,199.99999999999716,2.57208361222072e-13,0.9999939615082892,0.00017716969870419912,-2.7967346855360418e-09,2.0892529649047381e-13,3.827514205888067e-11,7.0,100.0,4.9241903855922045e-19,-1.0969710864895055e-18,0.0,3.5334237416937016e-09,-1.2881436822004203e-22,10.0
500,5.028687367146665,5.0131081506895,94.98203188301912,9.999765295626357,10.0,1.4422777303243565e-11,199.99999999999164,-9.467658080917953e-14,0.9999850308678504,0.0002557693945684241,-3.6553929066266223e-09,-9.116712432959575e-14,3.8086994394408587e-11,7.0,100.0,-1.057213346569842e-18,-4.0245889757552035e-19,0.0,4.91142492669005e-09,-3.444193746538796e-22,10.0
600,5.031019458181998,5.020550416681358,94.96982179218712,9.999759526753216,10.0,1.3365958264554986e-11,199.9999999999814,1.4020098742746356e-13,0.9999878626443713,0.00023687229909880318,3.8597349407521706e-09,-2.824898452913816e-13,-7.377270540328045e-11,7.0,100.0,-5.043557919869291e-19,-7.653707903251111e-19,0.0,6.831348812423346e-09,-3.5088216078078093e-23,10.0
700,5.029549076704476,5.020734111197253,94.96484595352271,9.999643038949559,10.0,3.638373083185007e-12,199.999999999978,-3.2994182448250255e-13,0.9999827712830099,0.0002866657095107679,7.804875353863319e-09,-3.7539788238626584e-14,1.0928002493365155e-10,7.0,100.0,-1.3095876571851101e-18,1.1328984209099253e-18,0.0,6.47546378181455e-09,-2.061965581531812e-22,10.0
800,5.0396300422989055,5.023332573232896,94.96138068227908,9.999595702445966,10.0,2.543651081580854e-11,199.99999999999025,1.0210905873204579e-13,0.9999792612525557,0.0003454575837000622,1.674453285537943e-09,1.433502502278437e-13,-1.0560564697556745e-10,7.0,100.0,1.2127104966397304e-18,8.961139759854178e-19,0.0,9.42067886057524e-09,3.0934376375511602e-22,10.0
900,5.046881711619728,5.02571330271406,94.95356109750925,9.999534218290126,10.0,2.646103833261751e-11,199.99999999999068,4.3159546822743764e-13,0.9999810369182691,0.00040969271717907667,7.557789974267184e-09,1.1068851328122202e-13,1.1311252433608013e-10,7.0,100.0,-4.398093906973221e-19,-7.474806992686037e-19,0.0,9.049044972456416e-09,4.557502309927201e-22,10.0
1000,5.055399689065494,5.03092193910248,94.94507073991326,9.999537651700226,10.0,2.6936966100000794e-11,199.99999999997107,3.761810450743535e-13,0.9999768630700937,0.000436252270572932,8.179552054110551e-09,5.864797359834934e-14,6.860693679276691e-11,7.0,100.0,-4.4847858021410065e-19,-1.2547510405687046e-18,0.0,8.7604785121441e-09,-1.7003868803740143e-22,10.0
