milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p21,p21_mRNA,p21step1,p21step2,p53_P,Mdm2_P,p21_basal,p38,p38_P,GADD45,IR,damDNA,ROS,basalROS
1700,5.091367514313695,5.049476315017504,94.92248910695068,9.999126097232958,10.0,4.641163771148947e-11,199.99999999993048,7.922714506713084e-13,0.999961175846379,0.0006543144394539006,2.3092482699648924e-08,1.1219153068828114e-12,3.108031753829357e-10,7.0,100.0,-7.293141565275896e-19,1.1829145237854196e-18,0.0,1.60086447684929e-08,-2.6454664798791164e-22,10.0
1800,5.096992030630417,5.0512412177969415,94.91347901738136,9.999068233414278,10.0,5.0419405614671054e-11,199.99999999992966,8.607490618247357e-13,0.9999553890655251,0.0006674806798889158,2.82678888870781e-08,5.251177868231901e-13,3.815968899298546e-10,7.0,100.0,-4.528261683932392e-19,-1.1655189934468493e-19,0.0,1.840505891532247e-08,-4.300127193673325e-22,10.0
1900,5.095773724959796,5.062819026907463,94.91378829529998,9.999023886916742,10.0,8.12753852888187e-11,199.99999999994083,1.078853966065999e-12,0.9999581289307303,0.0007747779172406574,2.789897914580669e-08,1.3042593659954078e-12,2.7882875317918366e-10,7.0,100.0,-4.999625081631516e-19,4.776392758908037e-19,0.0,1.8727180684602085e-08,3.3065084272024165e-22,10.0
2000,5.106641990871346,5.06441325039513,94.9057936676421,9.998958664417959,10.0,6.860748683408242e-11,199.99999999990928,5.663221343472976e-13,0.9999506761666638,0.0008060509179507549,2.623108804378821e-08,1.367873221917654e-12,3.145784763446138e-10,7.0,100.0,1.8806932308186905e-18,3.5391930265028675e-18,0.0,1.9958137918758986e-08,1.8289564481535408e-22,10.0
2100,5.111341011183987,5.064761172199693,94.90179141088693,9.998891915620678,10.0,7.828420206989354e-11,199.9999999998977,1.085181846972676e-12,0.9999536352030776,0.0008420899645649455,3.603295517478053e-08,1.5173392357091807e-12,4.087635144072808e-10,7.0,100.0,-2.0628055974783471e-19,2.471427460101908e-18,0.0,2.0157226721530457e-08,6.447236937321016e-22,10.0
2200,5.10737343516337,5.071679450410294,94.88997508746958,9.998859169643485,10.0,8.731859455331391e-11,199.99999999991817,1.3986248945370148e-12,0.999948790084246,0.0008693884379425966,4.121022621488514e-08,1.5755694167917052e-12,5.204551701381498e-10,7.0,100.0,2.144893613769087e-18,3.674513092241781e-18,0.0,2.120572663615414e-08,2.376602743870426e-22,10.0
2300,5.120635905446053,5.072298136810299,94.88674117312803,9.998886123477131,10.0,9.121530263012026e-11,199.99999999989384,1.3987838649761904e-12,0.9999445707504164,0.0009527952963000317,4.1910316632670075e-08,1.996885299957219e-12,6.935932479597285e-10,7.0,100.0,1.358628541045677e-18,4.1799697513216785e-18,0.0,2.2376489907277198e-08,1.221699664228924e-22,10.0
2400,5.127530610940016,5.073156303786786,94.88112237435162,9.99877921379431,10.0,1.2574710210261113e-10,199.99999999988785,1.7813009747977102e-12,0.9999433133791765,0.0009662830145363137,4.680368291141889e-08,2.03772876281392e-12,8.409687862422391e-10,7.0,100.0,2.164590982186492e-18,5.408832081009661e-18,0.0,2.3671377656319302e-08,5.910955848904073e-23,10.0
2500,5.134867187110327,5.07639519214322,94.88214106138824,9.998784053129791,10.0,1.2613864763907903e-10,199.99999999987278,1.7792849641938752e-12,0.9999416610753175,0.001030761633226893,5.197170763859127e-08,1.976817396973881e-12,8.924962890993582e-10,7.0,100.0,1.230176434780812e-18,3.9735289239435e-18,0.0,2.386837629545193e-08,6.877238554229396e-22,10.0
2600,5.130607602521128,5.082081056920922,94.87655110325595,9.998711158149936,10.0,1.444821031753838e-10,199.99999999986417,2.156317665761291e-12,0.9999371429734485,0.001030440485757981,5.72986361213686e-08,2.952356006070276e-12,7.924820055106129e-10,7.0,100.0,3.0445360376667612e-18,4.257204682920434e-18,0.0,2.601191938394816e-08,4.34543607003464e-22,10.0
2700,5.133237538203631,5.080638029217262,94.86961459391479,9.998652800030056,10.0,1.4660191281931615e-10,199.99999999986355,2.3024130406774627e-12,0.9999340741595323,0.0010354219669266391,6.365402028157939e-08,2.514208574106728e-12,1.117458547968558e-09,7.0,100.0,1.6677037022454017e-18,6.235500834421343e-18,0.0,2.660597227136369e-08,5.433788333990875e-22,10.0
2800,5.150813444521914,5.085841635159759,94.86148201113816,9.99860658854405,10.0,1.5403546385230658e-10,199.99999999984144,2.06125835756409e-12,0.9999305815253442,0.001099411728000185,6.151615261902816e-08,3.3208316243803507e-12,9.89773099409581e-10,7.0,100.0,4.054594047011313e-18,6.654515488713813e-18,0.0,2.6851155058387218e-08,1.014814023289886e-21,10.0
2900,5.155770791744337,5.090259671097565,94.85784649660671,9.998523877593723,10.0,1.590967764060153e-10,199.999999999823,2.259563064113069e-12,0.9999330167219767,0.0012186797411215834,6.66788316440852e-08,3.890707986226359e-12,1.0539413620854677e-09,7.0,100.0,4.053887916602427e-18,8.370152768133991e-18,0.0,2.897049492876752e-08,1.0731124606733268e-21,10.0
3000,5.158434229833271,5.0872093578902975,94.85467550938978,9.998443705315866,10.0,1.9421114586296982e-10,199.99999999982452,2.832193934385095e-12,0.9999303970027563,0.001238509564026412,7.665191379228812e-08,3.5120298462993335e-12,1.4423495664888597e-09,7.0,100.0,4.869142946591578e-18,9.423467181403822e-18,0.0,2.9503628762110994e-08,1.2346480270614195e-21,10.0
3100,5.159447990983158,5.096708461606979,94.84165194652677,9.998505951895075,10.0,1.9513196287114734e-10,199.999999999815,3.4319497451300283e-12,0.9999289025795668,0.0012885084278402236,7.816535484959939e-08,4.031980036759307e-12,1.4922710638903039e-09,7.0,100.0,4.1810368723647684e-18,9.493542418727796e-18,0.0,3.201471470501718e-08,1.0579461486813165e-21,10.0
3200,5.166356422048531,5.093679059565943,94.84945536981138,9.99845158958368,10.0,2.1262482176439964e-10,199.999999999805,3.592510507122633e-12,0.9999216037110906,0.0012609453425029718,8.164980342184544e-08,4.652174610924638e-12,1.5294104367935513e-09,7.0,100.0,4.965699400267663e-18,1.1862004087655369e-17,0.0,3.2896828569037625e-08,1.7807863674233625e-21,10.0
3300,5.165855685895438,5.098022495859692,94.83214638873935,9.998305667520466,10.0,2.2452952778673067e-10,199.9999999997837,3.483490351062197e-12,0.9999219316712774,0.0013446389828388366,9.296614836884207e-08,4.695632233539246e-12,1.72386821076075e-09,7.0,100.0,6.518576285677658e-18,1.3299119786440992e-17,0.0,3.272169374705511e-08,1.9841643258688382e-21,10.0
3400,5.176065211842832,5.10767736854288,94.83855702983095,9.998307839442907,10.0,2.3650788735273925e-10,199.9999999997824,4.301273886210302e-12,0.9999225448538446,0.0013960218615920368,9.260128484554088e-08,5.148126872012766e-12,1.94354135286699e-09,7.0,100.0,6.520650480546099e-18,1.370883100635208e-17,0.0,3.5085111965301244e-08,2.0620112722980587e-21,10.0
3500,5.173088096305607,5.105700767965182,94.83256217163535,9.998329120585808,10.0,2.357207153824853e-10,199.99999999975867,4.482221950473239e-12,0.9999197558939773,0.0013834889374907352,9.295294024431798e-08,6.1040223001447225e-12,2.1050971676332432e-09,7.0,100.0,1.0221928605678738e-17,1.519257767550695e-17,0.0,3.5754946471090484e-08,2.3692786368188146e-21,10.0
3600,5.182445288876129,5.113745544995416,94.82963204967814,9.998265907648916,10.0,2.538888761426989e-10,199.99999999974247,5.207002375290961e-12,0.9999143448936211,0.0014500216134222493,1.0603127273707216e-07,6.790075740221063e-12,2.0029955991784095e-09,7.0,100.0,1.0213632748928639e-17,1.7997990824303536e-17,0.0,3.4745915301283374e-08,3.2257021140085635e-21,10.0
3700,5.192551999180817,5.111542853172008,94.81452444378402,9.99819885232602,10.0,2.677004466913613e-10,199.99999999973528,5.124243623720291e-12,0.9999088946111477,0.001537786397613393,1.1189466245454965e-07,6.589891251456716e-12,2.2090922829805684e-09,7.0,100.0,1.2155311501066822e-17,1.942744148223218e-17,0.0,3.6732024707014366e-08,3.165250136892482e-21,10.0
3800,5.194199486360688,5.116684196507243,94.80992240410455,9.998130175444937,10.0,2.7739005490579297e-10,199.99999999972533,5.6139962051958966e-12,0.9999091723605843,0.00157072924491798,1.1616415958548972e-07,7.611443254715115e-12,2.606432104342004e-09,7.0,100.0,1.3687620765854035e-17,2.0817903436712658e-17,0.0,3.686642229511768e-08,4.449073890946521e-21,10.0
3900,5.193786623461195,5.118308801761816,94.80827839218482,9.998104869746395,10.0,2.903733193432633e-10,199.9999999996895,6.574943259463184e-12,0.9999059024300891,0.0016117441223949887,1.213240733770628e-07,7.750674500829104e-12,2.6289954822517536e-09,7.0,100.0,1.5463497846481793e-17,2.665748397411895e-17,0.0,4.019538783337801e-08,4.431944670278385e-21,10.0
4000,5.200302749319922,5.122655497112279,94.79927521686766,9.998092277268361,10.0,3.1594860788899604e-10,199.99999999967125,6.703508910110442e-12,0.9999080008612732,0.0015626190973971723,1.2909505513764973e-07,8.500065130291438e-12,2.9720090247913173e-09,7.0,100.0,1.687096902477653e-17,2.6600613864942797e-17,0.0,4.112649651804377e-08,5.638771322484946e-21,10.0
4100,5.213156606159251,5.124093878878368,94.80396207678695,9.997979916560487,10.0,3.4294743674591413e-10,199.99999999965058,7.045763063949135e-12,0.9999003312379396,0.0015842690114169016,1.3752012843281154e-07,9.340377177096983e-12,2.992028049239019e-09,7.0,100.0,1.996399050445075e-17,2.947647576153947e-17,0.0,3.970991472552719e-08,6.00560456462453e-21,10.0
4200,5.2161751874373445,5.124698809515063,94.79036335581013,9.997919182932122,10.0,3.569321489129564e-10,199.99999999964905,8.309514910290551e-12,0.9998995028809903,0.0017101743419586858,1.471123160924321e-07,9.360302823439742e-12,3.4045388325574355e-09,7.0,100.0,2.091673002337782e-17,3.347223377711936e-17,0.0,4.2037395172375153e-08,7.116217655961205e-21,10.0
4300,5.227502534469081,5.128306596175893,94.7970630852686,9.997834745645665,10.0,3.7343348560306547e-10,199.9999999996309,8.124136900029994e-12,0.9998949801420506,0.0017609108166734408,1.4325756348245308e-07,1.0377268651987838e-11,3.5287516986147007e-09,7.0,100.0,2.5389921399052717e-17,3.801232786809792e-17,0.0,4.220500982110096e-08,7.931255578809937e-21,10.0
4400,5.222270039325176,5.134859421591236,94.78891709808006,9.997873248388252,10.0,3.9215376911002855e-10,199.9999999996069,8.712712520688934e-12,0.999898142235381,0.0017575524904903529,1.6083280398275578e-07,1.0890673751498238e-11,3.655232985367195e-09,7.0,100.0,2.6806537553493884e-17,4.1166771926378536e-17,0.0,4.256376463512469e-08,9.338361277179324e-21,10.0
4500,5.236016370328747,5.134975091310234,94.788901251658,9.997817105636807,10.0,4.1007596104846605e-10,199.99999999958195,9.893804888366303e-12,0.999892114341427,0.0017709727492143587,1.6538911878700828e-07,1.1490738594453452e-11,3.98156798994296e-09,7.0,100.0,2.9187680576343366e-17,4.242534354253134e-17,0.0,4.6246028727908124e-08,1.0950762077091478e-20,10.0
4600,5.234220284333941,5.13623649053238,94.77014643473983,9.997786741235933,10.0,4.173305222256167e-10,199.9999999995731,1.008159631306757e-11,0.9998879215999729,0.0018416424472998683,1.6439528917248937e-07,1.2631504536039696e-11,4.14071419895981e-09,7.0,100.0,3.4202387233560647e-17,4.6784340295719136e-17,0.0,4.706202859953048e-08,1.2261498593921615e-20,10.0
4700,5.244280660438346,5.139289496734908,94.7675883378958,9.99761559357489,10.0,4.2904944667482334e-10,199.99999999956387,1.0938355919207427e-11,0.9998852436774573,0.0019263310386083512,1.811047307427913e-07,1.3307851273747094e-11,4.383794643905248e-09,7.0,100.0,3.685459121862105e-17,5.308226649879561e-17,0.0,4.5939724605484646e-08,1.4365341739711727e-20,10.0
4800,5.250091312967708,5.141925934539322,94.76804506213736,9.997608179646633,10.0,4.725745553855143e-10,199.99999999952848,1.2002281249264783e-11,0.9998879218068821,0.0019479755235367936,1.8120305860414697e-07,1.3877855866484745e-11,4.652580480169215e-09,7.0,100.0,4.118607699554439e-17,5.847435192461617e-17,0.0,4.916527758742023e-08,1.607606259805504e-20,10.0
4900,5.244293335890864,5.147351401163606,94.75781664284366,9.997607484480511,10.0,4.735409555930221e-10,199.9999999995277,1.239416652910932e-11,0.999886523082953,0.002013161141879045,1.9128222320540765e-07,1.4297316537584614e-11,4.994212069356461e-09,7.0,100.0,4.524056634300903e-17,6.161159635283004e-17,0.0,4.771777822752557e-08,1.780815073177452e-20,10.0
5000,5.2606176936873705,5.152714726040046,94.75502721000251,9.997514094084861,10.0,4.873533143810724e-10,199.99999999951223,1.3475234985256834e-11,0.999878608177692,0.002000520129388404,1.9604005754585503e-07,1.5228152178039872e-11,5.147565164657046e-09,7.0,100.0,5.080120919893723e-17,6.592076773552849e-17,0.0,4.999077508063736e-08,2.0038474384530473e-20,10.0
