milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p21,p21_mRNA,p21step1,p21step2,p53_P,Mdm2_P,p21_basal,p38,p38_P,GADD45,IR,damDNA,ROS,basalROS
0,4.99738828196651,5.0040964691813725,95.00197239383105,9.999945358359104,10.0,9.229219185932815e-12,199.99999999998636,-1.7192589278007323e-13,1.0000001191331676,4.693416240391163e-05,3.242402097038885e-09,-3.518834665613953e-13,4.353070983753182e-11,7.0,100.0,1.790836315485155e-19,-6.896046965898747e-19,0.0,-1.3418430891919396e-09,2.6373692584069683e-22,10.0
100,5.009542453689228,5.001416742331685,94.98818328365317,9.999889436289356,10.0,4.831281518123509e-12,199.9999999999954,9.624940076123817e-15,0.9999963086735372,7.044065292049764e-05,-5.1610303159079285e-09,3.987418136202936e-13,1.5487344867827322e-10,7.0,100.0,1.5455833706613016e-19,-7.091304298622957e-20,0.0,1.766113114503124e-09,2.385613896330648e-22,10.0
200,5.01335900910738,5.00949083785582,94.98876390065479,9.999831249088091,10.0,-7.810444780506167e-12,199.99999999998963,-1.526250453970755e-13,0.9999933317665439,6.629709224994678e-05,2.000117332456639e-09,-2.123066055222379e-13,-1.3766758324537013e-10,7.0,100.0,-6.066561413736086e-19,4.943197683844476e-20,0.0,3.2624723767782598e-09,-2.6528685091981094e-22,10.0
300,5.020194384794079,5.013156558516021,94.98886265935884,9.9998026567201,10.0,-1.1975236482201972e-11,199.999999999997,-1.1131270640688609e-13,0.9999954313834197,0.000150759041194399,-5.357709344795823e-09,4.580349429496919e-13,8.84662315636634e-11,7.0,100.0,7.589930874009504e-19,-1.873589454154489e-18,0.0,2.74691191544634e-09,-4.790139460884314e-22,10.0
400,5.017160171346092,5.013649207391155,94.98543897748824,9.999835850136437,10.0,1.2050298392360106e-11,199.99999999999756,2.704580931040136e-13,0.9999897329409323,0.00021453873641650597,5.14079016230423e-09,2.3320256374451436e-13,8.32534435789183e-11,7.0,100.0,6.898494067424716e-19,-1.1813754217881827e-18,0.0,4.807858900401897e-09,4.289593916625818e-22,10.0
500,5.025270050791643,5.018823957284648,94.98044266947358,9.999799533839033,10.0,1.503335389594007e-11,200.00000000001,1.5975218051513302e-13,0.9999915842563373,0.0001437234575402657,-2.4699752702731508e-09,1.6711310123014543e-13,-1.1317114049730386e-10,7.0,100.0,-2.4820802878800636e-19,2.968093264095835e-19,0.0,6.239528756263746e-09,3.701530730598656e-22,10.0
600,5.02938198912113,5.020142901019853,94.97016904406648,9.999662989680012,10.0,-6.973501543742613e-12,199.99999999998056,3.663476612758202e-13,0.9999876088444596,0.00024910747437535035,8.410216582226425e-09,1.5295370948870918e-13,-3.632265062903661e-11,7.0,100.0,-1.2141340988282083e-18,-1.6991733410857152e-18,0.0,4.529691357880786e-09,-8.13741723627994e-23,10.0
700,5.036855804016931,5.025656520747689,94.96197592992652,9.999692424892576,10.0,-1.7129742580845525e-12,199.99999999998238,2.9337104041895245e-13,0.9999858679160792,0.0002617168278572467,6.375130371895503e-09,-3.5001087500016816e-13,4.94774313783079e-11,7.0,100.0,9.702007639730378e-19,1.4543733394908321e-18,0.0,7.54652574657102e-09,-1.5272335301427107e-22,10.0
800,5.047314489765183,5.028255645352726,94.96008510394164,9.999607808185663,10.0,2.2068840178317506e-11,199.9999999999797,-1.205168600705393e-13,0.9999814304506439,0.00027044142129602905,3.566009463679325e-09,-1.5151532942260947e-15,-1.1888743936551808e-10,7.0,100.0,1.4186136691900665e-19,2.1401859106261533e-19,0.0,6.73466603686713e-09,-2.446951885829866e-24,10.0
900,5.045938080225349,5.029065301783365,94.95392860659975,9.99950356623333,10.0,2.9892505434225346e-11,199.99999999999696,-8.137958122075587e-14,0.9999819726468065,0.0003635038452987695,4.2453522953206376e-09,5.17928189375922e-13,9.854696482272568e-11,7.0,100.0,-9.935641814528707e-19,-9.441403991988103e-19,0.0,9.638580958736663e-09,-4.240753536336416e-22,10.0
