miliseconds,InR,Ins_InR,Ins_InR_P,Ins_2_InR_P,cytoplasm_InR,cytoplasm_Ins_2_InR_P,cytoplasm_Ins_InR_P,PTP1B,IRS1_TyrP_PI3K,PI345P3,PIP2,Akt,Akt_P2,PKC,PKC_P,AS160,AS160_P,cytoplasm_GLUT4,cellsurface_GLUT4,PTEN,PP2A,PTP1B_ox,PTEN_ox,ROS,GSH,GSSG,cytoplasm_SOD2,NOX_inact,NOX,NOX_deact,IRS1,IRS1_TyrP,IRS1_PolySerP,IRS1_TyrP_PolySerP,PI3K,JNK_P,IKK_P,JNK,IKK,DUSP,DUSP_ox,degr_Foxo1,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_RNA_InR,cytoplasm_RNA_InR,nucleus_RNA_SOD2,cytoplasm_RNA_SOD2,E2F1,SGK,CDK2,AMPK,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,1.4061627884382602e+18,0.0,0.0,0.0,603680505062906.1,0.0,0.0,5399749027023394.0,0.0,11094563672713.553,1.21706849257472e+16,6060174304058045.0,434704359281.99554,6060014523770725.0,584649575073.0646,1209119366751836.5,3005196446652.8203,5773047159453159.0,7.444473833636253e+16,6057812950620795.0,3.03030303030303e+16,640947907773906.8,2625344422846.7026,109434453100.56084,5833746858525.776,227163401663.62497,2522756750444665.0,6060606060606.061,0.0,0.0,6060392666474092.0,0.0,9962439578393.5,0.0,606060606060606.0,441407188648.4438,10804548457.179949,969290812496532.5,121201388277816.5,6054450475902028.0,6377274925358.003,2758502862.2326694,50399027414922.5,287978932684749.4,152268483854283.47,49054634579.764435,277360375702.891,63538926291.375275,9286791529.567003,270139487925.07114,-30758871961.833115,6989585.486211808,181272989.35935608,-618964728.1861572,541998173.3624293,2815746021.181013,-929653692.8516152,5108495.722652286,11924704.54455416,95285332.12206814,102632.68707323459,5551844.556532484,-418845.2700714201,4789.268532598596,-35711.663391011025,-393026.3469493512,126108510917.17818,304814589689.0707,232124926752.76105,244777873.94828022,478189911.6724976,274501699.931371,32282729.135305606,225952438.39444065,83532270.32699269,89962.61164299198,273622.0325619114,530564.9142849778,1579367.4294584447,1374018.8901469165,921292.46006622,19700.927225218995,17398.46730899888,-7698.390241330231,28.327275643201688,-2101.079549927079,-5708.616016524215,23.55168855391946,59.04942036866477,-309.6252722588955,8950642867794.154,12879687871.617006,31593811682827.906,43036194746.17656,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1100,1.406132015771573e+18,0.0,0.0,0.0,603577063477344.1,0.0,0.0,5358543605555583.0,0.0,10882926219679.709,1.217052958116898e+16,6060194753331565.0,412169909272.1818,6060056855049862.0,542232247525.8865,1208981792005500.0,3179455673019.0166,5769862035604269.0,7.479485023665589e+16,6057554870969167.0,3.03030303030303e+16,691866455475048.5,2824241812846.5728,108623806301.58801,5826162682958.598,237344504810.62823,2521814760241085.0,6060606060606.061,0.0,0.0,6061707689245118.0,0.0,10179717433717.035,0.0,606060606060606.0,465013647414.99603,12265038416.963135,969253255173747.0,121200816250693.16,6053822444887705.0,6779079024758.511,2800148718.7511683,50151811428997.18,299860577284039.0,246210464135277.03,51675371608.025604,318645653028.13806,121093556737.23935,11460328891.537338,347987608381.29315,216013948429.26804,10580330.980445892,452036127.14256656,326798855.6825971,673732172.4001094,3830976621.5643835,-552038051.6720266,5519119.715999325,31873226.88066449,-31668911.26832629,159933.7389764514,-4816283.009419566,-15824631.482304206,5321.343818734038,-75633.31057528536,33498.71962773183,130426625210.93489,344933276642.9517,276175292056.3728,282353652.89211524,663833236.9149876,462807816.7497105,36856046.07452454,321732287.36517686,235327451.1304875,58361.24046958197,396836.2834616093,635208.3602589506,1741309.3209204283,1877018.3442277543,5530913.317217521,45678.91193839547,25617.24275873377,118441.87842995292,795.9895296258891,2599.8060067873944,6573.013958987735,-25.048539366401368,221.00390051251074,-90.36257037337279,15741112432127.963,11178521732.502846,52809425986851.65,49437331270.25075,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1200,1.4061082301564408e+18,0.0,0.0,0.0,603351938992344.0,0.0,0.0,5325332977771157.0,0.0,11350543672140.44,1.2170677141101364e+16,6060212342810045.0,393026239168.04114,6060076667542394.0,514388880898.1037,1208905621028307.0,3238672565005.2134,5764001564035472.0,7.593921987480286e+16,6057457940933796.0,3.03030303030303e+16,746630885261520.5,3277098689531.0796,109881815927.52663,5819229146202.742,237859552938.2241,2521236114616780.5,6060606060606.061,0.0,0.0,6062624065773241.0,0.0,10161646467835.562,0.0,606060606060606.0,493605352252.47455,12174371468.945034,969193586529809.9,121199936893994.39,6052624040795909.0,7325135568017.729,3550896566.0127144,49352338112872.766,319613909659356.1,235576915733192.5,56612369684.17535,433785457732.19403,245569917065.6817,12287079605.077898,395019182811.50946,283175325028.96106,11680658.795054741,532189722.4138271,519203601.6772491,728461538.087341,4585243219.013689,7613746479.452984,7288282.389093095,35628389.51430799,111296846.44536552,168266.55618095372,13866787.804216096,17238632.084197607,1878.1123301632472,-22343.465374366788,-44205.388874407625,131472135389.38333,363594165380.1227,284342439774.1044,319545668.47727334,750307248.1696422,545455473.4842046,50626532.40595566,388625062.23486745,230253936.3089465,118579.00719500304,1007575.815246449,1272384.4787683743,2326591.901755811,2342099.5529608144,5578660.093674071,47991.31714370471,25885.260987801867,164906.5007312544,415.1343286594656,536.3187928573097,3813.001293152449,10.742638161454597,-135.0095784067621,377.4902961610472,12563979946048.629,16542124444.560482,46454375258953.91,38156257594.722435,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,1.40608869870993e+18,0.0,0.0,0.0,603138320710890.9,0.0,0.0,5282503720583023.0,0.0,11395338778559.727,1.2170919376908656e+16,6060238082663915.0,361491944781.46216,6060119270044103.0,489034958689.4658,1208778807059803.5,3338120557355.9478,5762712225462124.0,7.69252233039252e+16,6057334063478474.0,3.03030303030303e+16,787782804165919.2,3478640016890.4014,108557822729.97498,5817060897688.095,242059853366.7222,2521373389880946.0,6060606060606.061,0.0,0.0,6063073085163060.0,0.0,10262695786350.457,0.0,606060606060606.0,539424270923.89484,13580147596.731625,969158491096627.1,121197818033944.56,6052585401902884.0,8198021283134.551,3694863206.099582,48611833417448.91,341495936242794.3,315386605889614.0,57681720971.295204,479120361949.43335,390772602880.01996,13977854965.360209,449550638111.44464,247619811328.2818,14718270.533982657,396735870.66173244,1012355800.9865214,851703162.8162404,4188912012.2056932,7663910769.357493,10526930.948800541,55964953.3542736,-32072278.01677376,385860.87536158273,-1305064.6236888794,-17085925.501565628,6729.593799685944,243877.6412136789,-392675.0934176148,136395221279.61005,390736516556.08594,349117070342.04016,333301599.48791915,841064221.6781671,964819036.8796118,53107730.13634048,505918606.267874,330561086.81506264,114537.99741563672,783800.477222637,231522.86064368265,2695929.3675469817,2606528.3857785915,6755236.136545948,70915.18352558227,34675.92888587956,167524.0189163761,842.9314660641688,3069.86096302099,-3423.5719698405937,-7.140504331322354,87.018155503642,-148.10990589997522,18650634703801.742,13551290902.553059,60279083458815.3,52452230282.12211,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1400,1.4060979587886433e+18,0.0,0.0,0.0,602984451959118.8,0.0,0.0,5246689422722026.0,0.0,10915401769889.854,1.2170747880237434e+16,6060265612368614.0,333088855184.82416,6060149227199015.0,463796668788.9764,1208686962194762.8,3414896165388.105,5758212670698447.0,7.812574024563906e+16,6056877720094966.0,3.03030303030303e+16,802173782274516.4,3701245471153.5,109816037891.0938,5813559101337.041,247615283943.10962,2520671382372249.5,6060606060606.061,0.0,0.0,6063767492265599.0,0.0,10157534732629.63,0.0,606060606060606.0,597764755240.7123,14081533681.833282,969110568982912.8,121196916941541.05,6051885559557627.0,9040918312219.072,4980738586.93046,47457298628517.91,372575667874556.75,356136383741279.8,61261511692.32244,500646039725.81067,604227620068.7572,14278000985.630533,571770844084.1171,276971152440.2876,21124879.63456977,697759364.2035828,-301127890.2012002,988162406.0168785,6131204013.21833,4160173994.5957856,12291223.48781603,49941944.14192979,128954525.30560026,467057.3738207142,2042887.7065596553,11300787.927979853,566.1033476205916,-137955.15454710435,-289458.2933254556,138522650494.82816,415138116887.275,397721755221.79584,379443377.4304817,1021354178.2758927,1083998686.8853583,64086010.39941282,614219294.0823491,485413085.6785749,195015.68634243862,997650.9921835591,252152.8534743021,3064813.766155537,3343079.6895797066,9072806.912434174,81431.03996433075,38672.99199043141,21716.078205862155,910.5386349986948,11370.29409133164,11030.542553638215,25.85716518725724,178.37921565574163,-173.61048834735615,21623824975872.38,17398177864.729893,56412715294639.266,72177658285.69955,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1500,1.4060740402635607e+18,0.0,0.0,0.0,602866176986756.9,0.0,0.0,5196535906755937.0,0.0,11196902304625.406,1.2170820917492196e+16,6060282679335440.0,330891488320.1635,6060165526346883.0,445168223531.8911,1208697173765498.8,3481022761685.061,5752201558581003.0,7.845414966636072e+16,6056821411330982.0,3.03030303030303e+16,849273266147295.6,3813957227550.377,110000180965.95872,5811907169870.719,251472656047.97388,2520114672226298.0,6060606060606.061,0.0,0.0,6064498887283524.0,0.0,10250292797681.725,0.0,606060606060606.0,647590319354.2865,15163828792.464424,969083921491516.6,121196802168769.45,6051085657906599.0,9760408575799.861,6065325468.100124,46627775335240.8,378749802036395.7,361351403711940.25,66063657727.705864,547834447688.6793,416941092298.5783,16066596733.324438,603631528310.6859,463639387589.524,20221320.180651452,1150052966.817376,660726884.4417274,1146844359.1418364,6504096733.711968,3786336756.321213,10315146.144918203,81368013.43968895,-4422399.119896933,608065.3977094349,11589017.105373362,7241470.915446146,7830.1058324064625,314926.24091375625,-358790.5486245991,139279438335.2773,435076646687.5354,450111923966.5327,392732873.2008136,1103511551.5235348,1222724215.8638623,70944646.712275,717978151.4341364,424750646.156565,188043.04772757905,1942716.1343120392,1812547.5219367035,3226148.493730251,3507695.788327806,10503777.312238686,97102.35853852463,51898.06953687344,281769.8070390181,1412.5916340722154,9806.025290281066,9127.634896080233,65.33301814328205,263.2994331952491,208.1563570195309,20874248277058.04,19121207166.341064,67082043000525.15,61037881277.61119,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1600,1.4060304835296924e+18,0.0,0.0,0.0,602656716108092.4,0.0,0.0,5174097139534030.0,0.0,10971096136655.553,1.2170566575806174e+16,6060305345543652.0,298776357412.6114,6060192618944620.0,417559836876.7884,1208643740303928.8,3504115665887.454,5749787752784622.0,7.996368329064971e+16,6056656102927746.0,3.03030303030303e+16,865741206309854.5,3932091539463.087,108908748891.34819,5811467102313.453,249932385168.47168,2519343846651148.0,6060606060606.061,0.0,0.0,6065806088211115.0,0.0,10051029237044.412,0.0,606060606060606.0,693368712618.37,16423383448.30731,969024552858644.0,121194985381127.48,6050316321472259.0,10060733178283.883,5613829014.746277,46173133393535.37,397272499392061.1,420614682769276.8,68731947118.73509,645026460971.838,704366163898.4344,17593266005.00183,704929875295.1721,678756324980.9994,23514729.307252847,1390742965.2509758,751253117.3188504,1260041567.3462296,7007772433.336636,12699618148.76143,15584298.397219062,69309316.89020887,159945276.84379452,624842.2812361066,22121355.55001287,15412851.288656387,6028.506310410601,124075.74476392803,65712.26063287765,139338078534.91406,451511148874.3403,532262079782.84796,438896580.97350454,1233345739.6440966,1595153401.2835104,84607959.89721543,796988402.9205861,536169720.7995832,243729.04063120918,1888643.2173555014,686972.8605641242,3942394.476950214,4203257.584207565,9960466.803983124,95592.01651532156,55912.02014275503,317185.99297867605,2073.2471289651544,16587.67768207681,18513.046404253444,41.590783009145845,483.8117800390063,919.284065038694,26451356114229.125,21963040419.562016,91564374063361.06,73576987710.9881,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1700,1.4059878208634624e+18,0.0,0.0,0.0,602501612601165.9,0.0,0.0,5143757991686883.0,0.0,11282509418450.23,1.2170342478137406e+16,6060316119764001.0,286969764728.31604,6060211252139779.0,382630767793.9452,1208633440917542.5,3510521162308.2607,5746030135922662.0,8.068508290447898e+16,6056281428869807.0,3.03030303030303e+16,898382693640079.9,4286810628577.2544,108560412484.86472,5805559208996.379,252514328141.544,2519124300612959.0,6060606060606.061,0.0,0.0,6067018799425309.0,0.0,10152826824945.893,0.0,606060606060606.0,701241843706.431,17405189725.278187,968997850523749.0,121193766761628.4,6049719350414532.0,10546967830704.596,7239553290.972526,45438270455918.72,412798869421432.06,459709912520094.25,69741328998.71555,661724682180.0737,881201026926.7827,18771832765.00766,868742339151.7826,661612858901.6459,27867865.59808325,1486019460.2043056,1227748621.6170065,1411212244.3821573,9213681131.993582,15011307111.081066,15680170.30244236,77867303.39256558,203527256.86900198,770277.2692105771,15716683.375746973,-7116543.247724988,12720.523653110322,104466.57363827062,133247.10637504765,140105601973.6483,469999983826.7923,575158240303.8976,454747500.8231878,1325704997.7816734,1844466782.545711,86866355.6153535,880968950.1167215,608659021.5130036,331381.08533080533,2837419.863964315,1535107.8229721226,4320691.6384449685,4567909.402119427,16265792.328841051,118948.41335283521,69455.83552048972,322569.6714784587,2975.864437934158,18284.01332265958,31680.802057582237,79.38162913638584,296.46016900659345,-199.2796496123462,27864655572148.293,24245209846.56483,81690411307281.02,88417614611.8604,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1800,1.4059769238681167e+18,0.0,0.0,0.0,602376113305298.5,0.0,0.0,5120533895549850.0,0.0,11255345011247.658,1.2170647348624222e+16,6060343437671752.0,279442075406.777,6060249641916224.0,371496554201.5497,1208604633484313.5,3549039752363.3647,5745674735026168.0,8.170588732348498e+16,6056218361415432.0,3.03030303030303e+16,934582342613065.9,4586238826502.049,108899678333.60957,5806800613732.399,254725530353.85458,2518948940194557.0,6060606060606.061,0.0,0.0,6068495355026826.0,0.0,10014927390474.377,0.0,606060606060606.0,777687339032.3593,18155297693.010506,968917610195151.2,121194038057550.6,6049670344175800.0,11228810346263.865,7108519654.870699,44438063345534.32,423749423104043.6,508881139406756.8,71593188601.28174,787103733062.0774,1076150627371.7509,18984910883.079987,943498579616.1797,620874668427.2373,30498737.08161002,1397034518.9779708,1693352870.2982283,1614421749.3691168,9023847640.784847,16366863740.973816,17976765.84208443,111967042.31147337,110711118.81941602,752788.1911348571,27298576.44012568,29294707.785377536,14531.713071128619,186286.15594604582,85816.75401538206,140216130231.00906,481250558969.1006,643917374497.753,491701857.9659759,1463970874.772834,1982215501.404077,98462325.78398193,1048907778.7384527,810618814.7431468,378115.85157132114,2817492.5052124434,3195891.274225542,4798150.756021019,4959685.045417904,15076624.037143592,156771.54794875393,76443.72659831257,461280.55099990603,3267.017593337072,21997.85913534047,35797.998045747394,116.76247606963513,358.01119449750445,490.3612346584705,32633473666359.58,30500530647.348793,107980391133095.33,112135738039.09302,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1900,1.4059589321067948e+18,0.0,0.0,0.0,602309676751408.2,0.0,0.0,5073560054469719.0,0.0,11220087054092.031,1.2170573623220618e+16,6060349721105099.0,246669784148.72272,6060266537379312.0,334706259889.2069,1208570857707594.2,3516229230932.3335,5741375635358465.0,8.223319097437411e+16,6055933058525767.0,3.03030303030303e+16,971216324420124.6,4691395923818.478,109686461071.48859,5806855279383.62,254841896948.61627,2517932966518975.0,6060606060606.061,0.0,0.0,6068748168766391.0,0.0,9953295806947.037,0.0,606060606060606.0,795215272653.3033,19318094923.101,968877861877251.0,121191934369824.3,6048505209718133.0,11691553729872.016,7922540049.422326,43624068740016.13,440315948894768.1,554232471713977.9,76493053882.24303,794121049990.7806,994900733916.4067,20507034759.15139,1002611511434.1747,821507005825.3085,34178338.479775175,1709526889.1830673,1346098838.7286584,1687181868.5073192,10072384601.405123,14694848110.252346,23560188.018534068,130659843.1607378,195298407.81152877,787430.1432246862,28938457.10556442,25491846.955679677,9018.520526320066,266368.3297975353,373626.79680587305,137604189148.46512,497121013676.1132,717398590619.4385,504012144.8016464,1541230004.5531456,2367511124.638528,102781048.33137932,1191693027.3434608,966132257.2649615,422071.46987300337,3388106.225614351,3338395.167261944,5275252.335455676,5317894.816179881,22922752.299874783,156956.8246844178,84764.68649117136,596331.0306037888,3545.994904763306,28787.644844141756,43211.928612797696,123.90089921987148,508.65380732417543,239.50527795756454,34277710832347.71,32165636516.32584,113211358560764.78,106074936107.11,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2000,1.4059397891330752e+18,0.0,0.0,0.0,602105768182376.9,0.0,0.0,5073890543169894.0,0.0,11380947029124.738,1.2170883859532218e+16,6060362101137475.0,249080811083.44318,6060284566009689.0,316248288795.63153,1208587215073275.8,3541209613018.0137,5737289365144870.0,8.346115024975683e+16,6055649064705756.0,3.03030303030303e+16,984846749578761.6,5000220779458.219,109987451923.45241,5801132675303.18,256592311932.15,2517951005560325.0,6060606060606.061,0.0,0.0,6070447990758741.0,0.0,9792865516163.885,0.0,606060606060606.0,842146745295.0216,20596705295.69391,968885878636763.2,121191142627435.94,6047853319906666.0,12606385352126.82,9100918695.531578,42919914242061.82,467888475820676.4,609742400193758.8,77708848204.29715,898100776161.968,1315016427684.17,21805974799.080566,1057597558887.8623,1026343794664.2832,37602268.05701838,2447976640.028504,2606198802.363912,1782179737.1984382,12583796997.550497,17770553949.62071,24371430.557086214,134978295.6387007,206036800.00662756,995373.4298720284,28128228.17453896,37975527.164440125,12396.32858533247,498147.2960430836,288219.0317601559,136005335946.53407,504979445874.75323,745557640021.0742,537633646.4233264,1641610817.780222,2722246864.86438,114249235.17690547,1273221395.7001145,1262488648.1256406,484489.8161061188,4444852.521061916,3730506.0365423686,5708600.360288085,5942246.766881445,22027099.03422021,187645.21139845182,90790.40002000018,586417.1826704008,5123.70094235234,36776.655149035774,49579.77714337039,140.41165895802695,902.6533286949683,565.8466940342441,34493472515071.39,32918369945.66117,132324109429160.53,118154845642.0846,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,1.4058852405882432e+18,0.0,0.0,0.0,601865096145938.6,0.0,0.0,5043203162058180.0,0.0,11519241650182.799,1.2170337501970772e+16,6060375654094920.0,220184277322.2683,6060317269379950.0,308080463608.11725,1208658624963263.2,3450372278298.2417,5735354795067295.0,8.489210243726222e+16,6055474674865018.0,3.03030303030303e+16,1013912454396773.1,5061024983439.808,109982299524.75046,5803668809483.164,258413424727.92844,2517010177093571.0,6060606060606.061,0.0,0.0,6070798713622085.0,0.0,9575370304219.693,0.0,606060606060606.0,847508668396.3464,21491270601.57244,968812170213867.2,121189807094748.02,6047023783751716.0,12890990818602.223,10237517488.86567,42140777685638.46,465022958748220.8,649012668936706.8,79299303732.22873,947678841188.1774,1304669273420.8823,22428038492.338623,1290661181227.8152,1218823845857.1409,44531421.39946797,2691317396.171759,2113202025.9604712,1923945576.4771662,12955595268.299759,24022130560.140408,26816417.827870563,153720892.54503402,364118374.2119915,1205501.8358916936,36271113.52940925,36472289.06043277,21835.617189932203,648654.7240818237,789571.5422108052,136163559723.26778,509368084227.7842,803116584715.1355,547064213.3016151,1794466454.878131,2948213801.1942635,119323596.01425523,1357837817.46759,1334439573.5346491,478088.7992074399,4846545.636915303,4320060.228504807,5800758.075772975,6114230.7885682285,27599724.515088405,216389.59069120136,105812.85094681165,871487.4771143905,5490.630682334884,36596.47178403981,42004.25150785595,187.6490274443982,1063.9324192384233,2059.254627146677,37241344707219.51,41119134638.42222,133042862571648.7,134878679166.39061,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,1.405844297188504e+18,0.0,0.0,0.0,601867896741281.1,0.0,0.0,4997921885611338.0,0.0,11352236516767.818,1.217080220313321e+16,6060388558013745.0,221167516732.09247,6060315105313534.0,266532782625.41428,1208695617900034.2,3419996892479.9834,5729356212273691.0,8.535508511042733e+16,6055426287409227.0,3.03030303030303e+16,1032892620923476.2,5364117493556.201,109327616104.35387,5803319126274.738,261216864720.96884,2516979424596060.0,6060606060606.061,0.0,0.0,6072179913559150.0,0.0,9635294424435.213,0.0,606060606060606.0,931029045429.8206,22576778941.072693,968781769943056.0,121189006008924.48,6046971105838888.0,13538921195941.98,10398342962.643944,41353758496265.27,486612539833270.06,689616728392884.0,80664764629.24344,1020185578476.336,1410619741294.698,22628188334.259346,1370520407142.0764,1211728598352.1228,46751565.419941895,2497814466.5956316,2233528747.06853,2071605067.503186,15247177724.743555,25728408468.774612,30737486.299248338,202499173.4672939,462569433.99704117,1323771.1968947495,51016150.47292087,34734447.96206372,22133.200791776144,655535.2328339157,579380.797429812,134129886274.00716,501890112799.50555,890819592900.49,558812700.078475,1862660515.3344138,3364705807.480262,129096315.65168779,1562318411.4676466,1499216983.9292953,585379.4016303607,6033573.718084469,6294109.053605663,6538240.455303007,6374099.645325362,32993396.01911333,246268.32439381353,111901.68888782772,998169.7276759328,6821.471755811153,42514.854672369576,69111.68683068242,225.02966599205155,1036.9495223704257,1163.0690697153211,43516116664857.1,44447075065.1903,155194707956919.25,155471337241.2147,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,1.4058404898799352e+18,0.0,0.0,0.0,601702766607814.2,0.0,0.0,4987513824527113.0,0.0,10961215959663.768,1.2170334900082856e+16,6060403244179141.0,206514083690.88116,6060340802350644.0,252634787062.1887,1208671315972220.2,3424070644598.873,5726024469225224.0,8.589807075044674e+16,6055241278589582.0,3.03030303030303e+16,1055775444416751.8,5465829821897.455,109355600739.5383,5799977233127.11,257435414717.64453,2516610960272069.0,6060606060606.061,0.0,0.0,6072935019121839.0,0.0,9502993030924.154,0.0,606060606060606.0,958295461573.1613,23492612691.572617,968738393961304.9,121187966795386.33,6046051911271212.0,14075194895317.512,11385751190.52347,41184211687974.664,486801393113381.7,754770094771498.6,83545314181.37314,1072483520970.5381,1752495289902.6204,24413552750.187237,1398301114209.7744,1492762576234.8704,50841490.92163344,3454935367.711212,3092743850.1333227,2127432444.8396068,15909895608.74374,35857733407.90933,33053284.46582928,229499058.1947721,517157526.66235596,1474637.2205394213,47776571.49890669,69959270.26103085,30439.167628943607,606087.6580898489,1464723.2208635719,133703785807.6673,515509628856.9587,946064317740.6205,588878319.8832877,1898186163.9790637,3491423706.214806,139582793.02885687,1644952879.8947825,1779813699.5723965,643868.5779039948,6503771.8688964965,5954570.572659604,6647891.181311383,7023988.069590385,37326898.389180996,255841.4319182024,118400.764901346,1065317.401696044,7255.119976172309,54743.40466027956,79235.03281767316,286.5614915269465,1472.9519584960308,1956.1776823615128,43103896881122.4,48050606492.96657,172434561685209.0,156889008714.077,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
