miliseconds,InR,Ins_InR,Ins_InR_P,Ins_2_InR_P,cytoplasm_InR,cytoplasm_Ins_2_InR_P,cytoplasm_Ins_InR_P,PTP1B,IRS1_TyrP_PI3K,PI345P3,PIP2,Akt,Akt_P2,PKC,PKC_P,AS160,AS160_P,cytoplasm_GLUT4,cellsurface_GLUT4,PTEN,PP2A,PTP1B_ox,PTEN_ox,ROS,GSH,GSSG,cytoplasm_SOD2,NOX_inact,NOX,NOX_deact,IRS1,IRS1_TyrP,IRS1_PolySerP,IRS1_TyrP_PolySerP,PI3K,JNK_P,IKK_P,JNK,IKK,DUSP,DUSP_ox,degr_Foxo1,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_RNA_InR,cytoplasm_RNA_InR,nucleus_RNA_SOD2,cytoplasm_RNA_SOD2,E2F1,SGK,CDK2,AMPK,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
0,1.4062580191279396e+18,0.0,0.0,0.0,606038999655647.9,0.0,0.0,6064701210610169.0,0.0,60449804874697.266,1.212135204706247e+16,6060609523635344.0,-582195887.8379195,6060604032233865.0,9628127498.988276,1212136873688711.2,8317919421.889552,5817231745711786.0,6.283642478410445e+16,6060628443582630.0,3.03030303030303e+16,-4790162595706.861,-21438891584.571198,-518081431.58544534,6062924202136.817,1454693334.8948953,2527355392370907.5,6060606060606.061,0.0,0.0,6060269756375875.0,0.0,21215165468.736248,0.0,606060606060606.0,27985493266.45153,-558479252.2743862,969713850277160.6,121212109896730.81,6060739014217301.0,85036397590.49791,196548649.74227685,60705195278878.24,-758162852246.2479,-27538050669069.637,1009802075.1944798,26551347016.419636,25512216088.000877,-162725976.89136198,21333094118.386387,49164878273.81226,-2366156.5515105827,-78034639.50660586,-564124622.4622332,-44715914.961440094,931972045.9430755,3173816299.3627534,990783.7003936885,18649960.203793377,33080088.57104251,-24024.51241660844,349109.212342539,20488255.853767175,259.23612431009565,182364.89785037452,377684.97033904685,-1563298733.3175297,-4833589099.213425,-20958863673.163277,10703173.232203044,20037167.49173793,-53698618.340945624,-708607.9577504324,51334859.53315504,-65523649.95359942,-1859.8323470826444,110987.66113588374,-237354.89245195995,33395.123787602075,-40153.23483386169,1736359.115200108,6173.08271765336,1362.787329265997,111551.55876010985,-343.5855341124348,2422.1554748915696,7464.78422527103,-26.60725825561786,-204.55888954914036,-611.4405723330675,-1020452664423.9629,2217527607.8541474,6797779020450.319,-11435537551.704214,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
100,1.4062684924937925e+18,0.0,0.0,0.0,605877454643338.0,0.0,0.0,5966594287952544.0,0.0,11196554691081.168,1.2170450273960562e+16,6059863226041124.0,733232917525.8752,6059583564597393.0,1038374155452.2323,1211616878787655.5,442523923388.5349,5814696505199368.0,6.3329981027699144e+16,6060355496791704.0,3.03030303030303e+16,84963115586705.39,249970707379.79416,109345298034.92714,6009341750167.251,48818997149.038994,2526726955383349.0,6060606060606.061,0.0,0.0,6059611061532221.0,0.0,2069552910038.0513,0.0,606060606060606.0,47769092896.839966,564315237.4331875,969627622721998.4,121211730641221.98,6059891051926874.0,838365076823.8824,-463003410.86468226,59535275672014.91,37480479929735.74,12519932838619.28,6405419891.585031,10688190867.317547,164739783973.7145,529198761.58752275,53482089106.95877,-106830806655.01689,1208176.927932488,293305632.77479076,-413946458.64909536,-20595324.581334993,-161541429.78699967,3690420529.3083763,1036850.3290612953,-2116917.026603868,-13340723.60798809,-98690.51581273328,-1560098.3985430961,16146917.616880061,1847.3492514697225,-46980.35926621756,16101.037952693876,21047294998.16067,4316665305.419505,-13539892160.566322,-766398.4313253779,43883779.30601946,-59197202.01301921,-1939500.1356657906,28826374.138815183,-11940389.2602629,29776.835088108826,-369039.74058268324,482897.1232102021,-64895.998432718974,57981.746806427196,1737542.3575171018,10251.232914178712,1561.1204349187362,72054.07644498546,30.216170410440903,-1980.8229341402875,10765.002226699731,23.224737738585027,164.78186852102976,-234.8352059357746,-1793489426032.919,1587186135.2923236,11167809590638.771,4302414918.144348,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
200,1.4062652986654226e+18,0.0,0.0,0.0,605564676044848.1,0.0,0.0,5909782054375297.0,0.0,11169252141737.223,1.2170598160282646e+16,6059913007096046.0,704084361805.2367,6059628319787032.0,965334503056.0645,1211179041843389.5,930748803020.3759,5807864937558662.0,6.515588396991181e+16,6060084183557814.0,3.03030303030303e+16,147281546404307.8,586233479729.6885,108772252299.44553,5971347238530.874,89642034918.90672,2526039337034754.5,6060606060606.061,0.0,0.0,6058576876504697.0,0.0,3841958694493.8687,0.0,606060606060606.0,112338406116.03218,2535227303.3288445,969600545699400.6,121209321518296.31,6059411624475961.0,1735914356574.703,-427368940.5243293,58062805045795.125,64795978305794.234,30340246361679.312,11480933599.591595,35769593036.77986,143899424515.4604,1042065371.7494595,68964210720.69284,90333172516.61008,-1541165.763000487,-158188365.10397053,-461740665.7796103,-2133567.5872912295,-628962363.953254,-4217728070.288052,-604843.5679933578,19907944.245211627,69451657.61387661,106727.26357380071,7062318.66354592,2208959.021650397,2715.035372159344,-182207.7879530772,56450.86216437365,40269247562.91169,25043330059.503822,17429075370.445557,24073122.599540405,38938733.61227687,98846869.58581816,479456.43448404764,-54754644.08736043,87892409.92852628,5360.832310946207,189368.92119886613,351816.9347136759,-10834.839302115364,-105291.43087885807,41318.608447664235,-4070.7393083744523,3779.048276777822,-131877.82790047914,122.92968061448995,-2237.7631555064136,-7996.895234668207,-6.966460369072485,-36.850328053595966,795.1196976421137,-618241342982.0845,-1534948942.7063515,6651250339552.129,-12510569.262274265,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
300,1.4062524442418895e+18,0.0,0.0,0.0,605285412466094.8,0.0,0.0,5825540060027365.0,0.0,11174718361929.672,1.2170359504753932e+16,6059946664930734.0,652612840744.492,6059679818470337.0,915751407604.4044,1210819417082475.5,1319657815694.1282,5802978328480771.0,6.593658135835621e+16,6059745342552417.0,3.03030303030303e+16,227617336940016.22,813043050287.3029,108255375641.42155,5941139054249.697,120892109644.35832,2525812701837241.5,6060606060606.061,0.0,0.0,6057983369106613.0,0.0,5369004649179.854,0.0,606060606060606.0,115771432883.54338,2604777556.060803,969573825790188.0,121208172907787.44,6059061130076550.0,2276378374603.912,772065236.1774108,57710286548631.91,106101824753900.0,22655949625082.54,16228420149.336382,17444628268.87227,106453401476.61226,1980523166.9814441,32478641069.36396,46949413603.55147,2358499.224421761,126797298.46374294,350050936.4528043,37029496.57690099,-803089945.5302137,4009564092.041306,2530634.7066352433,-1682686.1670720738,-97845961.14442419,80001.59011569785,6683433.018569569,20890750.18500762,-1343.2805633789903,128957.65342440105,327789.97173002065,55792698245.578255,54892695834.82617,6531207391.839918,29779699.875001054,-1363642.8709542826,104254246.68050185,2199123.411863887,-5884617.17524394,-30397324.03854843,32246.3916524166,63729.247630675796,482689.8176272025,-104893.20619920325,165593.8186836887,1077759.586958371,10884.571079850833,-2018.873194519639,12876.017870762684,421.0254561710978,-2773.707918802381,-9696.797911228356,29.931856909592135,139.4911261570837,-751.537666653937,109886791213.7251,1476448384.6717672,-541052833966.91016,9940700738.723316,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
400,1.4062528993977293e+18,0.0,0.0,0.0,605033134265406.8,0.0,0.0,5734884726397255.0,0.0,11168481551266.387,1.2170868856263026e+16,6059989817721847.0,625824407801.7623,6059756955953361.0,870089001954.4689,1210473064173756.2,1660870825552.2742,5798170972016813.0,6.766174717899745e+16,6059497188925992.0,3.03030303030303e+16,319130870985605.44,1258671464882.6345,109790742400.57301,5912365702060.382,147713075940.62244,2525435775725644.0,6060606060606.061,0.0,0.0,6057572211384877.0,0.0,6564785518011.035,0.0,606060606060606.0,148563359373.06085,4432717054.105243,969511197966356.9,121208195347496.61,6058075952664772.0,2373747322548.5366,774135927.7203089,55930441617776.8,129331187320158.17,56984022706093.39,21138565995.019627,48433241445.18186,32007179987.442566,1915636074.424995,32155296015.4901,81034485054.4263,1623331.2234540535,332227635.1515192,-491784706.39190114,140011869.6108147,693237351.5423424,-3739288501.8413196,-1253214.9492421008,-11414549.25873917,12017788.737046676,-84044.66268892877,-3056079.926701568,11509740.675049592,-899.9312658591098,-119693.70454021933,-499561.3173144411,71922107206.35332,79647627889.38655,11936622019.168634,55771460.168716736,58596872.17730325,151407601.7926927,6109289.785156458,61224182.56932408,4091904.4650435923,-29478.336610858045,78379.23351472623,352278.4429526471,220060.6852068282,-35046.70322415381,-2656991.7763581276,5689.937628152873,3891.532044419492,-22287.13464916328,-15.79772136364949,4224.743927962886,-10379.79801809451,16.802233447602905,156.99694919962303,91.20789465897114,6213213589741.554,5693362783.953426,13186768377246.898,-4176559690.462742,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
500,1.4062284398147674e+18,0.0,0.0,0.0,604894584006883.6,0.0,0.0,5670863344546375.0,0.0,11034854834867.684,1.217049403732359e+16,6060012888259092.0,582484244159.0726,6059808977317866.0,804379973948.1653,1210145480120819.2,1955577825872.9934,5795844933144324.0,6.825674388903772e+16,6059133805856020.0,3.03030303030303e+16,383013275349099.25,1525916414139.2522,109292966311.67706,5889238298988.749,169306480372.84366,2524889458370896.5,6060606060606.061,0.0,0.0,6057500342665317.0,0.0,7586780234411.329,0.0,606060606060606.0,191145601708.82733,4964180533.922225,969501376185582.6,121206386155962.0,6057160708140112.0,3208741704675.6465,232079639.53208655,55211819536731.74,162030860532072.5,63131372028457.41,26694775203.783913,32644461949.258453,-36913792694.38637,3835655535.9753833,94188632608.92397,-98467245143.03566,168697.96791137103,-145310707.72831726,575507338.8955637,114395815.83083919,-163154211.91994345,3174231183.9747977,-971945.5095496168,4191245.7897562045,-36952141.82532773,118358.06178611581,-5559151.464978669,-13357001.613659296,-4309.054653770934,-137150.0516778189,83855.45564198146,84677789746.34956,128002710383.31248,54411812352.49579,72978944.3084586,140900255.62968454,-132264942.95036758,9535275.173067419,69789599.78172119,-11959794.545985058,35213.157422443306,201367.69719042262,635707.308748718,69936.39773467812,364959.43568122765,758110.3562242924,-6468.300300324101,1200.1984361114787,-57409.47671630177,384.28513038289043,-615.1805484952911,-2119.370302677582,-23.89509174036119,71.6924215041955,260.31987530712024,2291918992772.869,4438807647.110923,14788155453647.736,7080665122.529175,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
600,1.4062171351439785e+18,0.0,0.0,0.0,604550482401815.8,0.0,0.0,5616326771440869.0,0.0,11141229026609.326,1.2170745896173282e+16,6060055046333195.0,553389161332.3712,6059849545268335.0,748221510831.7903,1209847610951707.8,2206736270568.369,5790421704168334.0,6.943112769772074e+16,6059075832311995.0,3.03030303030303e+16,423304572827659.6,1620485040557.958,108451157719.154,5872757699769.601,185816675930.17017,2524305188196690.5,6060606060606.061,0.0,0.0,6058379487250301.0,0.0,8273822098535.395,0.0,606060606060606.0,234741322960.6024,7012445333.79934,969420431949553.8,121206159688353.84,6057165109197153.0,3481814747556.198,679290018.1025827,54279456602002.2,185377149223799.56,55886079890033.52,31678193880.085674,141298701604.54825,98949982544.60712,4947136296.696993,124904469061.54459,-36486434376.23982,3093730.5374175776,-279327511.88246846,157738906.83021423,263620342.94657984,612823849.907774,-2952953695.404314,966671.3039196869,11758288.836252378,-107943168.49926925,-69466.2320621256,-300659.16897187126,-4217532.454733436,-3109.0446418644246,20471.11217498591,-250751.457797061,95752633249.9634,163254251496.26862,56941288799.16974,102674620.32878537,138945223.41981506,-70685424.15273497,12579487.57189169,89996211.79837234,13038335.528873675,35009.037746131085,-55108.66516109377,-852317.5990033505,238620.19545638724,292674.7783534874,1152199.5188695912,-4844.997831129146,4285.387768905554,101236.00440050558,394.15114650716913,-1603.633956507148,-9906.199198523078,23.384252980451016,10.806458392786888,-774.7653373785535,9081768377791.666,7935832720.418919,19595572135176.19,19421285472.626884,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
700,1.4061958755282644e+18,0.0,0.0,0.0,604293754855163.4,0.0,0.0,5582823604681403.0,0.0,11311118765852.297,1.2170948653798886e+16,6060076388173480.0,527828540135.87256,6059892499269259.0,702188822990.8052,1209644005584243.0,2468845685028.1553,5784920152346867.0,7.1058107910735656e+16,6058755369257469.0,3.03030303030303e+16,501341923656294.6,1802638582433.5972,108929231469.0223,5858381514087.494,200371841176.457,2523949140236366.0,6060606060606.061,0.0,0.0,6057974299233847.0,0.0,8939132545903.334,0.0,606060606060606.0,311157516468.67834,7530393474.086845,969410226406960.6,121204769829878.5,6055786173873992.0,4879894245538.095,1015625972.1155863,53151894039970.734,206673202604470.22,100202673276196.89,35905507228.09763,121090875793.21066,52832686980.58047,6204652507.512086,96078321480.08632,147934538484.14423,6207104.997433042,-135638273.6312893,-265539663.92448887,385417714.5177183,184765647.92995167,3855677494.7354774,3989979.2078592656,-7469375.137258423,60865432.86263023,100982.64841710584,-3089226.7663448206,11676901.439313948,-750.4365026248653,88640.04260088585,365858.0064574358,105978099089.06416,203624739039.08847,93791379318.201,144303133.53267446,197059393.8245092,105055046.97371688,17014956.82265618,54873477.00300422,-35756697.04803472,39119.65546011974,-149860.9375434182,557629.8828212043,703137.061758649,738765.1932496512,640123.6879052382,18107.77230918326,2831.646435961295,88833.47809743826,134.925658264518,3989.315189701449,7981.080145209159,-24.70100639011684,0.589438357583687,-703.2970734353141,5376746098800.898,4486640745.167169,25677443313131.844,22634765573.664795,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
800,1.4061895489288745e+18,0.0,0.0,0.0,604121623163961.0,0.0,0.0,5521269851300425.0,0.0,11306127532007.904,1.217077939243437e+16,6060124328643903.0,497344291255.45734,6059944507316914.0,667396937415.077,1209407847208252.5,2705398460832.601,5784834126279056.0,7.1643675695227464e+16,6058460742058993.0,3.03030303030303e+16,541987369106611.2,2142770493065.4922,109133462193.77818,5847263460586.42,210077364821.76587,2523556731179127.5,6060606060606.061,0.0,0.0,6058740577517937.0,0.0,9346354465463.627,0.0,606060606060606.0,326764414653.5265,8293024106.954165,969331300798934.5,121203669184365.86,6055483382677695.0,5193914911708.254,1250801318.3500109,52627795694910.86,236570176744723.16,91068619947558.88,40404429238.99966,190352357243.4712,265111397737.89914,6968434410.492948,94038529961.44269,-71351130641.78967,5452885.689047877,75019276.45946032,629105787.9584905,335804690.4993943,2400611803.027068,5304762157.346518,1325351.5198164966,-4139759.78853947,106762832.20904177,146197.06157699952,592936.8620729217,-11162404.546502462,-1915.6413676339487,216016.91803272234,-503354.08816837857,113694440421.99513,231318832238.3378,144942964741.62677,183326031.9001151,333471950.4002778,229802020.18101665,17731897.219279747,117457775.61310767,-68708413.32792282,44202.84535289021,-2853.5852456434513,30037.102900093327,760823.7230868737,954736.3626950034,-704855.672252131,23141.492713471263,11990.890054361977,24392.71196803206,148.1773349490099,3343.9327409002035,-6187.185064064339,-11.970266149327315,16.572150290874497,-689.1794237615017,9280429942200.182,6541457437.685515,16718742913745.66,35410598252.4543,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
900,1.4061897223925263e+18,0.0,0.0,0.0,603926329923477.6,0.0,0.0,5462546186228528.0,0.0,10940601206346.906,1.2170662044038628e+16,6060153481639208.0,463695228417.7764,6059979980744129.0,629847979465.8529,1209241121920013.5,2882550899234.473,5776219377890252.0,7.24800711132856e+16,6058203097362891.0,3.03030303030303e+16,590526794688534.9,2314571417656.5015,109044508522.78278,5840327672110.735,222670929617.0669,2522872693994988.0,6060606060606.061,0.0,0.0,6059073920058743.0,0.0,9683599248400.05,0.0,606060606060606.0,397516268453.9296,9792282602.636898,969287264948075.6,121202030148294.2,6055171695258039.0,5968418903468.656,2112542191.79743,51288053828770.39,270324195231568.9,187428871223068.62,45808345006.778786,186823110406.3051,44649051679.69223,8923581122.779385,222642737086.71948,142361975430.84128,9431273.618731031,278094511.1556695,693171062.6775416,572556314.0245876,1570861687.906203,902246870.655129,2682883.9880358167,3101800.6672504647,73466222.91507083,100970.3287906542,-5450341.887503706,-18350566.2877415,3738.017859577976,14166.793446131498,-531705.126172728,120433861481.77676,279241967952.32367,152732032076.01813,204614146.10079825,391036736.9186484,240036985.0354663,26329227.901443962,162875318.51763391,106859210.66938584,33969.4564838483,-68696.08590120607,-627460.6488856986,1270543.9786524195,1145400.7433366687,-1533526.0397344448,11300.993694504268,9511.97917628082,159434.00502660556,213.67983788886878,1822.2102990842964,1056.4066130153192,29.694018299192216,13.319237630583887,-356.5233958086685,12840335707835.355,8985764441.215889,39090062697726.414,27157013022.787292,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
