miliseconds,InR,Ins_InR,Ins_InR_P,Ins_2_InR_P,cytoplasm_InR,cytoplasm_Ins_2_InR_P,cytoplasm_Ins_InR_P,PTP1B,IRS1_TyrP_PI3K,PI345P3,PIP2,Akt,Akt_P2,PKC,PKC_P,AS160,AS160_P,cytoplasm_GLUT4,cellsurface_GLUT4,PTEN,PP2A,PTP1B_ox,PTEN_ox,ROS,GSH,GSSG,cytoplasm_SOD2,NOX_inact,NOX,NOX_deact,IRS1,IRS1_TyrP,IRS1_PolySerP,IRS1_TyrP_PolySerP,PI3K,JNK_P,IKK_P,JNK,IKK,DUSP,DUSP_ox,degr_Foxo1,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_RNA_InR,cytoplasm_RNA_InR,nucleus_RNA_SOD2,cytoplasm_RNA_SOD2,E2F1,SGK,CDK2,AMPK,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,1.4061495930955044e+18,0.0,0.0,0.0,603814301961258.6,0.0,0.0,5396303999279699.0,0.0,10994473610740.027,1.2170867123107788e+16,6060179087826334.0,429918180873.12006,6060013348623246.0,602151919696.6508,1209114598188379.0,2979670290061.4287,5772353091841935.0,7.43201535901424e+16,6057862313283049.0,3.03030303030303e+16,645893758706017.1,2658919413980.748,109056218604.5742,5831815372018.602,226326642979.74127,2522421862730843.5,6060606060606.061,0.0,0.0,6059816694239268.0,0.0,10017105081034.18,0.0,606060606060606.0,427797712580.08344,10381721400.514194,969290071097801.4,121200973843930.72,6054578318910766.0,6423910553500.312,2714266535.8050356,50562185470964.13,288931928833502.56,217035486559096.5,48391504511.64885,256701947472.77206,322921964077.76685,9435190354.737476,300432011195.9,250983413952.81586,10307657.490460051,100637569.45316255,-456117641.5338974,642442287.4702623,1937656351.636989,-988190553.1898048,2045703.4289134373,37657747.98051537,-22080169.79620952,71899.44918050381,720240.0847586833,633344.7709022643,-769.7013778718813,-152733.43526985974,279702.85260144627,125833766818.51155,312491802519.67255,194148299305.37253,254442276.76719037,537205289.1572767,315893359.44071496,29602007.891034115,270052654.60081524,130792280.01280409,88160.14086413902,658622.1196012865,-748118.5011108232,1314704.8831879857,1393738.6342050575,796156.5476498657,29650.64550610917,19511.541549786485,-127341.83984075501,931.7261460876537,4864.473734788796,762.4406158566287,5.649279693570584,-30.433959472481153,-410.72835090219326,10622994857021.168,7925553979.113521,29126891073264.812,30525586430.941097,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1100,1.4061623929109056e+18,0.0,0.0,0.0,603599057274654.4,0.0,0.0,5358064392654134.0,0.0,11011659121976.451,1.2170256808960666e+16,6060201188207721.0,405019880569.842,6060065299572402.0,563948445224.1542,1208969684571188.2,3136181870369.9536,5771454828711420.0,7.453641732630717e+16,6057702975935336.0,3.03030303030303e+16,681039339696186.1,2960835468855.191,109755533423.7268,5827775615259.014,233140235014.36044,2521912545357989.5,6060606060606.061,0.0,0.0,6061223986041986.0,0.0,10191943840065.545,0.0,606060606060606.0,441133610602.1177,11323745326.65101,969256243673473.5,121200534314429.34,6053986804083533.0,6742738836388.18,2951075303.6722484,50246188196010.13,302664294817665.2,234261505689376.03,52352594681.97225,365545223981.16296,128435890580.47931,10834373253.592812,289138834689.1675,103189656963.66571,10279569.734457284,475260030.97324944,808340595.825755,712316513.2823305,3104611101.851134,4425359514.149502,5546888.914469236,36057543.45526241,-60085365.166691564,109706.35493415684,7439216.907206966,-16682174.091982404,1081.2030748612456,119296.77568715483,326915.78269162046,130956990700.39752,332761529147.4857,263375460991.8807,280677927.4366446,620879059.4351271,459582471.07066625,40245502.32221245,367735256.9661794,93068596.16687116,74782.7041588127,916160.5280341567,-638727.7571132996,1762934.896319417,1736766.8324201033,3611401.1009806204,42501.71141250424,19939.85921847803,-55290.75934249383,112.31890555561085,6288.353745627431,1682.4974243585193,-8.20478044504869,-157.1588266788884,-724.2713929717924,14119641449578.432,14883318725.936535,39710468620226.84,44366140839.1842,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1200,1.4061086510467738e+18,0.0,0.0,0.0,603348202320386.8,0.0,0.0,5323897909383802.0,0.0,11274256442844.732,1.2170281220679826e+16,6060223018280497.0,389270864884.9195,6060097914761590.0,511022238184.5012,1208853393908600.8,3205887242071.869,5763938750542692.0,7.642710859199789e+16,6057457362920236.0,3.03030303030303e+16,725332405391491.1,3061840623383.1284,109352351735.28908,5823159739714.859,237320302632.83112,2521727052029722.5,6060606060606.061,0.0,0.0,6062009727943332.0,0.0,10112611119747.707,0.0,606060606060606.0,492536377744.8226,13065894051.986788,969202483456796.2,121199350134716.25,6052547218394834.0,7751830700119.247,3419923331.693896,48528655406841.1,333549640365784.6,251021505543441.4,55230635751.6546,415922123041.20886,232773416236.52536,11954496945.00077,454080656902.25336,263070952128.45776,14503213.647291768,187575206.54007462,-316462343.6064322,761140256.6763301,4544202017.215289,2476825648.889592,7010568.541566532,22651900.57951695,128830681.2256155,129498.18688736204,7045357.4361204915,1941709.4139659177,1835.0439566085922,235030.25745233992,85408.69198228975,134198151891.56769,374366033801.7009,306559022720.13367,313365440.82632124,712733129.3475989,550083088.1358953,50684941.38947068,412588093.6680695,258479129.7078225,121261.07383693033,1222733.3509838933,860903.488690367,2150980.395942695,2409632.4691122817,2410688.5972855194,43784.31258734942,26814.86396144482,102398.60119312156,334.1441225515186,7836.0227543305045,-7652.394237923732,9.622618385759639,98.38808836106053,-162.0291657226779,17632795077586.766,12039196474.741035,61615875167541.1,58486145604.55052,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,1.4061202704849874e+18,0.0,0.0,0.0,603248368079416.5,0.0,0.0,5290008180020533.0,0.0,10971026232789.938,1.2170762438453998e+16,6060242898868407.0,366867214428.20667,6060128487315753.0,480052788295.7853,1208750699491743.0,3304023562597.8735,5763236773412952.0,7.722960234629558e+16,6057309037510026.0,3.03030303030303e+16,793559250792403.6,3255808409540.6104,108652836192.647,5814742116718.901,243906194560.5091,2521220917000950.0,6060606060606.061,0.0,0.0,6062633617988520.0,0.0,10259256898607.691,0.0,606060606060606.0,551639508615.998,13266251715.10354,969143640849008.5,121197854884836.39,6052718402738190.0,8612859136505.674,4195608723.950191,48537892733459.74,354955091064192.56,293409006263423.9,59542189019.42024,415847774383.75836,409721031038.9101,14032180987.061571,501764285098.3453,87068978873.99713,15124776.486573407,833644784.953414,264779743.13811246,939930193.3520442,5608161157.335473,4723142474.7814045,8200162.37477278,44559490.65580873,142164163.17309898,244778.03624359713,14467600.798337648,17301756.326464403,2792.057522262672,251564.24808282373,297715.5501324543,134467488585.57677,400130151099.458,345516116777.9182,339716140.71032274,903424609.8120562,956043729.2632271,58968757.91865685,486543550.3296518,290270791.17692924,127244.04922646194,1361386.4093884134,846182.7175003045,2650650.4747359958,2725468.887734956,5305134.72507752,59159.229671772,30676.54370234909,-14698.814419705697,1148.2847465641873,2030.6161213487349,2028.9208852105908,4.389963668841055,228.3014906751821,-117.25281949703174,18253197056981.754,16773108630.03501,54878028654542.414,67518172951.47659,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1400,1.4060844789796024e+18,0.0,0.0,0.0,603030316778984.6,0.0,0.0,5259396021315811.0,0.0,11121855007747.473,1.2170377992637184e+16,6060266970681603.0,333445462853.32776,6060144299450161.0,454273272855.08795,1208690175839802.0,3367906760742.7437,5758444941779119.0,7.75320336722891e+16,6057051046118656.0,3.03030303030303e+16,828340357935568.1,3552433337765.379,108617325524.95807,5812976850388.573,246754486799.73166,2520587844408110.0,6060606060606.061,0.0,0.0,6063267701339807.0,0.0,10303338598049.717,0.0,606060606060606.0,610832347825.7448,14167181458.308722,969100556520194.4,121197225525014.22,6051505465634313.0,8919516039303.246,4470628310.96386,47793236741798.55,364251969136863.5,343670896934158.44,60748628504.05345,513244160158.5554,469181493831.0783,14321811908.228094,555877227403.5847,183693615843.35007,17197526.27845911,476880641.30220103,2559305.2083240747,1034064482.4827932,6115480637.960576,4075749692.0505505,8395562.117974252,35509826.15931116,-17673388.690286912,396699.7564568366,689458.1686848793,-7715207.862769431,1002.5268441031112,83846.66032110124,21641.26107996388,136706131945.42978,412646584722.0853,436425262356.95197,382434570.9499565,1019450381.8679669,923709649.9773839,61623213.3971255,588679973.8968078,469764227.30120623,198217.94052747602,1240216.775515913,808746.170477435,2930002.759380428,3256146.410604025,6096539.384171607,74815.9735979372,39238.339692848735,59651.13664023703,1958.648520225413,8576.522878239342,-4258.072658714372,4.344582390468275,-18.307359030190412,318.62221564631636,20607115899404.48,15757831633.560669,67941907795372.71,73845971486.76765,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1500,1.4060400242062746e+18,0.0,0.0,0.0,602870782201711.1,0.0,0.0,5200426052811285.0,0.0,11442182589586.861,1.2170331536061202e+16,6060274417478928.0,329793165144.99243,6060162096882071.0,434407406979.22424,1208661424119863.5,3448536259218.438,5756272924344125.0,7.904864030597736e+16,6056658581892450.0,3.03030303030303e+16,841719754054799.1,3720034198538.425,108499033951.44853,5810514927969.936,248779072592.88705,2520369402275054.0,6060606060606.061,0.0,0.0,6064374546183300.0,0.0,10284347114062.969,0.0,606060606060606.0,658420107510.4563,16091662191.234726,969053881575074.1,121196392020196.98,6050758028696154.0,9548317320361.443,5681774675.223851,46887702625684.76,376566167171081.25,391869708636196.56,64358496165.488045,535189420679.0973,692067953113.0984,15493146653.957552,570839808703.6082,292187061347.2272,22359518.67801227,804176428.5015397,129034022.71720779,1124097147.1228828,7158520422.586454,9288133935.748896,10554636.034855533,40289672.98915839,50539343.87338506,344883.6397978962,9239844.934107613,-164329.89122231863,9402.281171698134,18467.9633259478,-192294.95296187457,138403053776.19107,444716274730.7642,450703085715.22363,406699932.4327074,1123890974.2065156,1253511794.8607163,75508329.96552064,661161351.5762888,430036155.3011874,203863.67537356526,1784258.6248239267,1651025.1856736685,3244181.3126365663,3499754.069420768,6503031.876485635,80243.45912899426,51837.7066476911,145377.2632938373,1554.388139649369,13453.94622134418,11755.170939023013,18.078407844171544,185.24687234331145,39.61840241977367,23923375740830.277,21123186321.494843,67052352089158.38,64973013922.95676,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1600,1.406040488945525e+18,0.0,0.0,0.0,602775527239660.2,0.0,0.0,5164592699502845.0,0.0,11336049328775.094,1.2170340612211474e+16,6060303218295102.0,306120359609.27136,6060189739859593.0,401117797124.0747,1208679638399285.8,3466738267984.1504,5752535625584011.0,8.012154935358669e+16,6056473296733142.0,3.03030303030303e+16,891553167801444.0,4053942109132.201,109256909475.82697,5809555300492.662,253673564056.08282,2519974523063652.5,6060606060606.061,0.0,0.0,6066036306238537.0,0.0,10149391253998.979,0.0,606060606060606.0,683828062370.5404,16443512229.50043,969050616071374.8,121195380652738.6,6050413271868494.0,10552747643202.562,6064826929.501923,45294324555014.04,401818688698516.0,455667505434481.4,68327881857.18268,662387094322.6278,756009105466.6255,16846695643.067738,658056633893.0342,435520240486.68555,25867925.785073865,976456738.1488365,164422143.53367937,1254127142.8014786,7956486354.278035,5159527210.509334,12364753.76000269,88089103.1079166,114843649.12217383,476209.19913533586,20563118.288883947,25545356.616029605,10288.940742552571,370453.2038155806,-428068.2133397383,140047566549.08218,461166404698.94275,543823812293.3957,420733880.9768826,1181103112.2110176,1328114311.9790301,80488399.61764723,752098317.9874123,702305375.9565805,239229.44288789114,1973731.8828366504,2271888.8995750407,3966430.772285442,4060342.051520149,14493019.240218084,98871.01461732406,57061.89616295381,301042.10107020393,2073.9794175721577,18776.686639793017,9304.557356940484,57.08148981020793,286.7287247648105,-464.4648868584207,23316707466044.32,24999091698.892647,91712039470558.12,75139271150.55988,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1700,1.4059813238960845e+18,0.0,0.0,0.0,602478598225056.1,0.0,0.0,5147288409617025.0,0.0,11029904020162.959,1.2170612538192196e+16,6060311851259036.0,296012476657.11786,6060216761747259.0,376436935533.6265,1208637857706211.2,3473219042152.9116,5745253068225112.0,8.112492268606955e+16,6056455950629158.0,3.03030303030303e+16,925230536348471.4,4156977678985.7803,109475254439.00243,5805924285522.841,253334672611.6746,2519271496764675.5,6060606060606.061,0.0,0.0,6067098174143727.0,0.0,10067708614954.002,0.0,606060606060606.0,724184023285.2253,17923629931.063477,969000668191429.2,121194752950998.84,6049737215081855.0,10961104539485.31,7095045016.199351,45405707186185.73,419699543957010.75,455438830327437.8,69537184396.28638,734879444511.2074,629467165554.1624,18226423802.68142,785709190368.212,490506254575.0088,26372503.866751987,1308366103.7664654,1444873986.2192307,1413338411.8669102,8062404643.309777,12122147669.268482,17410508.39566854,71372979.95449603,145667112.4778327,817032.4906711869,26239008.396921795,3114998.9144728407,7941.398723254262,67902.28349922571,233330.0356089771,139897058023.12415,470873695980.3982,607618806335.7174,466869793.2986818,1350446218.3719199,1677286161.1956377,92277637.31274001,915108053.7057207,736506148.4059789,281157.7511970765,2434761.522080728,1845404.3387755416,4272874.371174792,4546183.918938417,14885852.171638232,127012.28048721491,65931.11685277443,299374.5316390953,2636.0185233731304,21022.381636479244,6227.544172772703,60.002205203497006,564.4776868441634,534.3011339616212,25115201370355.14,24743895226.724064,102562117090177.56,97537371039.09978,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1800,1.4059977590272507e+18,0.0,0.0,0.0,602436513389863.9,0.0,0.0,5124580242890754.0,0.0,11248451351357.264,1.2170703044146132e+16,6060333791111263.0,276491067299.5209,6060235133659848.0,349700846474.7257,1208648797346594.0,3531215053364.9565,5743534140857013.0,8.118626071748262e+16,6056149234426312.0,3.03030303030303e+16,957239310440471.1,4605413895408.393,109158095365.44302,5802744539502.1,258029399076.9844,2518727039293789.5,6060606060606.061,0.0,0.0,6067483578498775.0,0.0,9985093400532.473,0.0,606060606060606.0,752705915135.954,18629683216.17844,968946345728604.0,121193872921582.52,6049438106525811.0,11420169093134.006,8037821234.952033,44554070722535.54,434243168600385.75,532979208249201.94,73987921560.4314,732061900583.762,762891312919.167,19541893558.990837,896484448673.7814,804247517486.5065,31910494.089453448,1365221630.6037002,1746414181.1011283,1592839063.5917385,9230546432.106527,18205055080.72379,17574294.745630834,111450389.85546692,156776677.35400593,841987.1899754533,25139778.208209474,32188183.591238752,12442.402594154537,133365.49076349888,139453.753230715,139889255430.1565,480455459799.8752,670461424406.7102,485552444.1199435,1444581627.6056638,2095195939.4275227,95466356.96965583,1071580358.1935657,740813750.9981239,336374.34144000156,3576874.6131055285,3209184.284669358,4476153.447367896,5009760.242844926,15423502.641922856,152711.7758559653,76384.77766409691,499337.0099369745,3737.0811937638714,26714.021796289908,19457.77694692177,145.46732767412698,699.091798002215,1113.3305103630282,26778081287064.875,29803580612.99637,96627460416400.14,93417671879.19379,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1900,1.4059453730320038e+18,0.0,0.0,0.0,602334196481183.4,0.0,0.0,5098481405060534.0,0.0,11431124542127.377,1.217065857568885e+16,6060360617527021.0,264247707915.4471,6060271397218368.0,327188796146.7075,1208620789010228.8,3523034163203.351,5741903402090481.0,8.251156820451072e+16,6056046212752863.0,3.03030303030303e+16,954922567292325.2,4651957503802.506,108892317270.38518,5804499924842.2295,255466672061.1282,2518563781267756.0,6060606060606.061,0.0,0.0,6069449674904315.0,0.0,9911136315406.643,0.0,606060606060606.0,785500866748.4839,19490061381.464508,968932828327301.1,121192031556906.25,6048461631680636.0,12378002690925.12,7940719170.044762,43292249541686.13,441889397399007.75,582428408347084.6,76872701139.64241,774194575498.6989,1214772079980.1304,20515211316.517124,965500973202.5488,1052695366380.5796,34676924.13275498,2119598552.0411181,1464682879.0109499,1571993665.0033205,10268919301.51441,12941435733.213331,21173565.408145133,106561122.88419598,244040994.53021395,851314.7202393386,31638377.41457657,23935787.326945473,11573.96854051243,561966.9774031298,76060.58231320861,138477444751.65726,491446943827.1655,728408502389.5094,511743012.2354838,1528132325.6622987,2275196231.5806003,102693386.25397387,1218013803.457665,909304490.9959896,393633.68493042723,3783706.799190543,3241630.3208574555,5280057.1535963835,5347134.756941764,21583574.05325148,159141.788501284,81183.24947672004,578269.0809433766,4498.544660743079,30360.065715085417,31047.845668906684,110.28968277571491,629.9471566527816,1496.8953869514812,30375892505346.96,31927188232.60695,124344266550567.58,105086750675.09457,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2000,1.4058956208757755e+18,0.0,0.0,0.0,602121866399356.4,0.0,0.0,5049985953435209.0,0.0,10934966662955.596,1.217078169943583e+16,6060359428929253.0,250019875426.34546,6060299211012408.0,325946610200.30853,1208628833565847.8,3506550312505.1147,5735563678435314.0,8.353781663032902e+16,6055664490279486.0,3.03030303030303e+16,993271457601166.0,4929716870545.313,108649888494.78366,5804636795194.063,258946901733.7184,2517865706463542.5,6060606060606.061,0.0,0.0,6069834945094197.0,0.0,9807589341274.164,0.0,606060606060606.0,858197650997.4955,21353009488.704548,968863858094932.1,121191609638207.06,6047955454436283.0,12952520555630.893,8836224033.515793,42530233161940.41,457250148869413.7,607281408511165.0,77864762469.61728,917262262332.8674,1313897521297.0137,21842052881.40625,1063285656159.3032,1061204183444.6117,40813117.3949129,2029038041.518174,2777011866.4726944,1807853293.953231,12936769952.721216,23956395821.7135,26949543.601897202,157209322.54539436,355127090.50330365,1202918.305943977,43481251.636603355,13388115.01360567,19968.687940597745,531920.3570023702,128872.96000171342,138648030108.013,504987158518.11774,771575207167.4824,525950720.5100315,1632379872.2300603,2520315117.3488913,113709236.93407585,1320303532.8321984,1174611625.580618,445847.84202154365,4298596.069343771,3574179.0595777137,5343789.415050501,5752564.146189647,21717536.87407013,186857.24711345113,95579.08750588115,617349.0216432882,4545.503892818663,28676.321046809637,29423.704020099172,164.62289411997352,851.1951135840465,959.0361227834761,36260788330917.02,39197641028.68545,125566236208152.97,137979463349.9393,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,1.40590264384676e+18,0.0,0.0,0.0,602021485409495.0,0.0,0.0,5039479921029258.0,0.0,11422669643867.76,1.2170875428510714e+16,6060371973268656.0,229921864552.33234,6060296792286669.0,284800013683.709,1208666180679302.8,3473887688799.5166,5731528339823449.0,8.450153812132794e+16,6055503786564970.0,3.03030303030303e+16,1005467401899344.8,5098892566804.875,109507455296.20612,5804578613979.159,255461540313.92712,2517061214990490.5,6060606060606.061,0.0,0.0,6070464173028883.0,0.0,9732533613308.553,0.0,606060606060606.0,869508325726.564,21303286433.57178,968836852420466.8,121190622009887.53,6047618189215265.0,12793166614272.305,10166073701.802439,42615194087880.766,462745713509727.94,655907386663037.5,80375164691.65796,1000100300682.1051,1378515232628.2078,21980630867.85198,1215312964881.6616,1139214370070.9094,41363171.27600668,2548719859.8027463,2880780139.7615356,1836213397.3040552,13870534639.500057,21321867784.908257,26890871.358816903,169577713.96976265,207671024.62028432,1238537.2275753685,38256466.998846665,53129141.76861146,22048.526663064986,445654.9143473017,328005.7460205286,136872342988.61429,511004360129.2802,830314574564.8774,546523995.9520191,1764191858.3062603,2951428681.568869,124762406.57465029,1371297601.6314728,1270009383.8553374,512403.82440555433,4685111.245477193,4944440.132722669,6129302.852663304,6041085.607645272,26083647.330446724,218567.68179582618,98736.3539965882,938414.3496451826,5310.787319891755,38344.31057379612,50063.523392574665,176.13353342780778,997.9296172604812,1481.756311765911,41138797490927.78,36944041247.11528,136669028800934.8,148686505595.24075,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,1.4058729030903903e+18,0.0,0.0,0.0,601769207332267.0,0.0,0.0,5004781914573151.0,0.0,11270821582332.791,1.2170578901199548e+16,6060400951822291.0,220513436873.21323,6060337067864056.0,286271048593.08374,1208698718510725.0,3425415717036.3325,5731509303685096.0,8.584037121144669e+16,6055216438175399.0,3.03030303030303e+16,1046320903925108.4,5190720344846.696,109096168168.25438,5803251954030.663,260492195359.12515,2516735745044225.5,6060606060606.061,0.0,0.0,6072822355349990.0,0.0,9646166035346.078,0.0,606060606060606.0,903632555410.4055,22471710447.314045,968773850504869.2,121188924344158.95,6047088544600208.0,13461964139506.547,11305120930.368921,41680563902940.39,479558313029768.56,722300245471873.0,82355336004.49821,1004558605309.6592,1690995260881.205,22712559705.290257,1393654953544.725,1468422552737.875,44375788.00723654,2647011190.1590505,3012144282.87197,2099773006.859365,15049251202.186426,29259349849.274574,32033414.631696485,202056506.02123362,429469556.04099727,1467677.690275932,56872339.899596624,59644092.315314665,26254.40930819584,848012.649024445,282939.26838687755,132945301905.60106,503673562429.91345,850673633541.8546,570224766.3438675,1823151940.0224726,3154084410.6534348,130725681.17113474,1582515316.4147985,1512367208.0619638,572977.200206534,5686020.638506298,5859803.580244994,6521267.08649887,6562464.169148038,30707091.930624872,239826.47862683053,115892.04570748916,1000878.4127522678,6271.687878606201,46296.071954198924,69330.75765810486,242.59745138451464,1066.5507712727403,1235.5611324073338,42720862051594.9,41370403724.73401,157231407661692.94,155252503706.16837,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,1.4058429342779955e+18,0.0,0.0,0.0,601723114420269.6,0.0,0.0,5011851283846045.0,0.0,11099420784106.885,1.217073161547063e+16,6060395315562010.0,208331543548.06314,6060344194163095.0,273586917011.48978,1208669903686585.0,3408961369968.21,5724397271683364.0,8.571309359041155e+16,6055240259320809.0,3.03030303030303e+16,1079112901658459.6,5597273298876.271,109816995499.6324,5800979437522.2705,259584904254.71515,2516509678581749.0,6060606060606.061,0.0,0.0,6072885823788879.0,0.0,9393115460201.785,0.0,606060606060606.0,951765968340.5739,23357253812.07714,968763916340254.2,121187740656357.78,6045872559724557.0,14691744906806.312,11045798576.580786,41023572266357.17,504639733798555.75,750565012654854.0,83491891757.14522,1142366893193.3118,1600580051071.1616,24008834109.771236,1420915558975.956,1464276195221.5112,50222039.27731812,3235238767.3228683,2923388150.9294167,2118949281.6209946,15715629805.213234,30971759017.741104,35682309.366091155,231941088.62243703,446183134.1806418,1540332.91944587,54042015.03472937,78244007.59067264,21718.87262825577,796162.0780391581,1517449.2004698121,131828878702.6323,514382484230.64966,921098931402.8329,572669250.8257577,1939016978.1539493,3385996471.1041408,137569517.13277933,1605381680.5621448,1870836104.765884,634517.8735745756,6063760.076683238,7583155.386509237,6756028.754397563,6916999.086738964,39592129.25626041,252939.40020168695,116460.18527348994,1298055.055411667,6798.328970180489,52777.38234261797,80186.67386253174,294.63942616419376,1645.5167702035599,2024.3198481127934,45762210606124.1,49234746905.26958,165466461358307.78,158578096503.17108,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
