milliseconds,InR,Ins_InR,Ins_InR_P,Ins_2_InR_P,cytoplasm_InR,cytoplasm_Ins_2_InR_P,cytoplasm_Ins_InR_P,PTP1B,IRS1_TyrP_PI3K,PI345P3,PIP2,Akt,Akt_P2,PKC,PKC_P,AS160,AS160_P,cytoplasm_GLUT4,cellsurface_GLUT4,PTEN,PP2A,PTP1B_ox,PTEN_ox,ROS,GSH,GSSG,cytoplasm_SOD2,NOX_inact,NOX,NOX_deact,IRS1,IRS1_TyrP,IRS1_PolySerP,IRS1_TyrP_PolySerP,PI3K,JNK_P,IKK_P,JNK,IKK,DUSP,DUSP_ox,degr_Foxo1,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_RNA_InR,cytoplasm_RNA_InR,nucleus_RNA_SOD2,cytoplasm_RNA_SOD2,E2F1,SGK,CDK2,AMPK,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
0,1.4062624519653716e+18,0.0,0.0,0.0,606142261358300.8,0.0,0.0,6051992270726185.0,0.0,60467949682066.84,1.2121303886137916e+16,6060610044311211.0,-4283697229.7085023,6060610219835026.0,-353403584.5789443,1212092629938212.2,-28716560964.06413,5819314357747147.0,6.251521775211148e+16,6060524144227533.0,3.03030303030303e+16,14519134530538.191,-124699883244.5173,-639507853.6272109,6063411907722.214,-1362762345.9095302,2527303739177500.0,6060606060606.061,0.0,0.0,6060676637921784.0,0.0,-90504824710.9497,0.0,606060606060606.0,3508698548.9039297,-94367783.54625425,969718607782935.6,121211816845246.56,6060618581053793.0,278340790307.8056,-604734464.8465466,60370760464308.805,8676599822913.2295,21356826972655.58,-787940602.9830939,-36270172980.68514,-129395706458.7054,-523819425.9030674,30622490656.722748,170774566112.17926,2281988.9731108807,-69275538.11637811,805800465.0414836,68406939.9793328,-181486975.87727085,-1229883485.2371361,1220394.9397053167,15225970.601025904,96784257.63384813,-124007.72002287956,-8482657.758627564,-20359412.46286448,627.9534613367699,23735.130775423673,-178919.67789810148,636377884.5438447,-5695886673.597995,-6701889881.580244,-795636.9081684939,-19209859.31344863,101902550.84126046,-3300475.0025417577,32593655.085757244,-46444355.11934185,23332.766086609907,-325112.24103167315,-241663.49199332416,143511.9430326557,-64591.07876566119,683460.6874441771,-6471.1257094162975,-965.0902509286805,-64506.04273692045,-50.64784331133219,642.8755964630052,3036.3653756247513,-4.9276104882592175,-171.88243408247612,-453.3916815797508,-260376584561.78412,802440759.3795338,513420897188.96655,3509347742.750402,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
100,1.4062677056419118e+18,0.0,0.0,0.0,605859163651308.4,0.0,0.0,5974096599543520.0,0.0,11418827167854.578,1.2170843774505052e+16,6059869893687406.0,745998019298.1333,6059566860516975.0,1033010741851.051,1211635738883353.8,460021547696.3298,5813462775837632.0,6.411842732437556e+16,6060182249201215.0,3.03030303030303e+16,97265783746730.98,289280833637.2869,108857282178.30623,6014134417450.645,49765145508.87639,2527013491755311.5,6060606060606.061,0.0,0.0,6059244630284964.0,0.0,2108029867357.6343,0.0,606060606060606.0,37176440015.83744,392185986.2661638,969641396713567.0,121211106795583.8,6059811764961223.0,800888915047.1906,-44973726.84952864,59187922392097.24,38767673516480.79,5308002215913.133,5116733487.963768,-33756450653.113304,-20866793785.56293,-386823731.1065023,33830747589.19799,-177931375983.06653,1077224.165411953,233841325.2480012,-158670058.63658056,-24827345.304942653,-64782298.78651893,3830020012.5047445,-1088484.929473382,-17146058.30519572,-17052363.83954101,77381.30393605876,-7571429.878185893,11601792.758962166,1893.061444960572,-202416.62687993748,-100620.64718687547,19196730801.53127,13197149219.054747,1753160606.103795,-6686206.751503756,-6269307.389542361,-128705715.46250372,-1462259.9356430215,8614501.737919956,103524438.87429594,12196.551671547999,301545.232730699,-852352.2221752562,94635.07026917872,-28424.101594721375,1680122.0467827674,4527.962983487583,-93.46092821006323,88993.24543631494,-500.20998810300483,-3196.9801916366237,-8091.555709249096,32.27191317342282,173.91689913541722,-251.78593990184268,891447963530.1699,1643293422.185833,2096112579323.2385,8033249976.658258,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
200,1.406263153874867e+18,0.0,0.0,0.0,605612125770309.2,0.0,0.0,5895260473255531.0,0.0,11246473450552.678,1.2170863185242208e+16,6059916354108550.0,704099003274.4137,6059633802754178.0,971311957726.671,1211177973572729.2,885250864170.9397,5807390332689194.0,6.4704913720868104e+16,6059901151972386.0,3.03030303030303e+16,164536425665420.0,657086978729.3142,108331489910.23972,5971611572097.62,90958887640.73717,2525996100940779.0,6060606060606.061,0.0,0.0,6058496683012444.0,0.0,3826460030248.84,0.0,606060606060606.0,58336133926.13124,2760496524.412289,969602383023348.9,121209283507122.67,6058883861812250.0,1081392140316.8584,-225389558.8415162,58907247939074.85,72409900832771.36,18939873329920.992,12051828656.398062,-22119581374.582756,-154734101706.5106,1298607375.0497894,-63299367028.46697,-92352774020.13783,1871164.8744721417,268415079.15292946,344505119.8946185,78171946.28014332,876894901.715889,3144985412.294309,2093443.6213430376,3123724.0977729075,-49171214.38994854,30670.6219223717,5650251.95581077,-9443494.671116684,29.064754897579864,56195.90163211697,469789.13891877496,41461243473.095314,19410623575.85301,19140773057.264748,6243677.90999385,33219625.73715867,153749053.85717452,-1849073.5505561787,46749150.95800832,-82106232.08759351,-13399.78012990245,-257352.60416884767,-142139.34563165682,-133984.82978498845,3426.872099901905,-1836716.8235482064,-3822.061988143842,-4188.2953032641635,-33928.38626928248,-109.88627726373328,1622.6348415247876,-11270.906888646789,37.989816826510406,35.11238447920505,-673.2395861200381,1960962522346.2214,2577878334.487629,9618782338796.385,7143381247.947347,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
300,1.4062455688490214e+18,0.0,0.0,0.0,605319237907724.4,0.0,0.0,5828192344097534.0,0.0,11258722576904.379,1.2170726612987986e+16,6059949321706973.0,649682826702.5002,6059689058345147.0,927590894130.807,1210773364290944.2,1285099086599.745,5805412981731996.0,6.565878541220894e+16,6059679866256111.0,3.03030303030303e+16,253178429496659.8,949425295163.9485,108977933521.81773,5937857166018.424,119672431141.44894,2525951563427274.0,6060606060606.061,0.0,0.0,6058716796475069.0,0.0,5449401686777.562,0.0,606060606060606.0,107642835755.84158,3814159716.6718035,969556743247226.1,121208481022782.27,6058351413534527.0,1879970655075.0945,181431370.9548149,57829744649040.36,105037445868420.95,20436456774797.125,15730058842.926203,48976887608.35532,146812254979.41446,1678393522.3078127,2591113852.1020317,58354010271.47773,2376980.149509195,-132333663.66600266,-473410873.45547426,154470349.40740466,-614076937.0038693,-2072524383.9537265,-2029978.5278549239,5685480.381380488,-53905112.65092896,15406.484567196483,-984925.0801122743,10298165.584367208,-2934.628164012695,-160296.89851549047,79719.74191475903,55709869543.88267,49193114791.97352,28101554967.959595,40353718.23651514,60013627.46491661,-34891640.53674791,-48047.60668011429,-33286624.10708777,114693501.97230417,-31376.132658420378,-47970.84259260431,-502700.45500518853,64954.6894299135,-18251.53477085672,2028389.1606602254,4052.63578206679,1808.320199719147,151743.70913105286,384.85637118452524,3953.08521387238,10879.72699452797,-35.335646230056376,153.87047676282668,-84.37625995972574,4351711138911.2056,49996854.15231657,9560114176943.99,16281757985.782604,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
400,1.4062178518080827e+18,0.0,0.0,0.0,605112032355159.9,0.0,0.0,5747897826766917.0,0.0,11513727139078.977,1.2170926731710182e+16,6059984109464022.0,621274206778.0946,6059754516591127.0,859150321563.5038,1210472790841672.0,1700354380112.629,5799379087576626.0,6.719100509299246e+16,6059540544854577.0,3.03030303030303e+16,290405798575490.44,1003140896056.1207,108377619205.06793,5910531682788.811,147334775403.59863,2525327087628141.5,6060606060606.061,0.0,0.0,6057966873414422.0,0.0,6568076138148.569,0.0,606060606060606.0,186280219517.33063,4982755156.86614,969533288807747.2,121208450713705.67,6057947967948475.0,2855781302113.089,213704342.25646856,56237172307244.44,126992972560025.42,66412426633131.445,20586785139.826015,66396235211.369156,-111710534205.69951,1908546353.7162337,-40794780984.29961,-145988314406.7348,-947150.0170818622,299098494.67074937,749203744.4553636,46366184.31707542,1171916346.649988,-1668178987.962709,-1859953.621333377,-2803040.856927524,-104619985.02175358,-70101.79290093973,-2447799.222202873,18458046.493492816,-1744.1052816222618,65722.43668755407,-454289.74808336253,71821280511.87015,85456783935.16261,31253694383.563225,53273605.21911989,94176792.60661155,56285888.63951425,5948573.886634497,68463767.13588251,-33850185.86735242,5320.09350800247,-88801.41638682614,241899.04270691203,199515.52309064663,68660.76980989857,1470152.8223352302,10156.26235394694,2965.8463095642064,12501.416028528749,-361.25064110486295,-3206.9834496426524,-8466.967429931543,-0.819090249713544,-206.59749283180332,375.95617468964593,1544611707706.5933,4075896127.223737,8101810032062.732,12288092378.424799,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
500,1.4062330060425508e+18,0.0,0.0,0.0,604765652558237.9,0.0,0.0,5681075503145384.0,0.0,10895465005793.287,1.2170918116164308e+16,6060017056372575.0,581948714902.3949,6059789828253433.0,801228052494.1636,1210186041705212.5,1980882265783.506,5795763612278021.0,6.784577234593373e+16,6059240351616252.0,3.03030303030303e+16,379222182750299.8,1517516176295.6328,108539129566.27989,5894268442359.116,170379842695.49292,2524731060058158.5,6060606060606.061,0.0,0.0,6057862525754808.0,0.0,7627815144498.155,0.0,606060606060606.0,188464925377.381,5701883780.603961,969505855201579.4,121207314578690.89,6057612475942629.0,2840975696189.183,704686906.6783787,55577196104924.13,169376297292837.44,42660612782372.125,27529242710.627735,45171184057.19031,-100662367111.07552,3918336186.4483943,96871458540.57089,74911279397.44989,3820202.951073822,-55588014.80733928,379118333.4910703,153738809.87756068,863765837.2711205,2804721912.6995187,-1241544.778643545,-7324602.060464196,90904028.65404345,-111815.65148222313,8846637.792287191,13897319.788822774,3621.8071242588735,80414.09172515564,-232558.95505269992,83841834394.92998,125612793025.82455,49390981908.130035,73824775.2927923,111721420.72623914,25741966.038348682,8107046.947161846,787822.474774681,-10535523.779310308,5689.627039152896,26118.538335964196,-683307.6884244061,387068.60765824956,273312.71959016175,2035498.9090285222,6843.443005892008,-363.7207292516532,-125272.00218764615,-234.16609993186563,3130.7451324243243,12966.580475324425,6.7581164550877695,-74.2637720881619,651.0545265308469,4563843235480.6,7208238266.024639,27129732114955.688,17079040160.80985,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
600,1.4062018261895898e+18,0.0,0.0,0.0,604604521823007.6,0.0,0.0,5635521613102296.0,0.0,11419441026184.195,1.2170277635481294e+16,6060054003416967.0,545772244805.4057,6059859184547602.0,746764769586.3041,1209848358983517.2,2261610022650.546,5790103612291580.0,7.0003933962186024e+16,6058916161158227.0,3.03030303030303e+16,443847640837741.44,1580111646612.6262,109449167737.29785,5876665277750.544,188735975447.34076,2524273375254064.5,6060606060606.061,0.0,0.0,6057827640557256.0,0.0,8282165900147.855,0.0,606060606060606.0,255146033226.54932,7056840666.031163,969451892399808.6,121206078599216.38,6056614612797169.0,4216673863475.197,530362778.7950382,54636877685192.766,195787049228961.7,91172129054993.1,32201608832.466713,85616876280.35226,44889584706.56914,4575640531.174991,15443237277.729431,-155937205843.31607,4213019.082959743,-258826604.37960905,-644619408.4629003,216536916.3375413,185498361.26042473,906192263.2571206,879084.3684416051,-12431849.459134262,-10897864.160903897,2677.8028958955038,7331558.066376347,19790638.535451706,-3176.8028085287738,80460.46125059028,409142.4533633386,96853771112.52234,158593303759.62308,37628042814.10649,115677466.29966661,171641199.5919104,193889243.42197955,7760898.801942797,45565678.36280385,-54348024.15176912,35056.08765278877,-157838.52168826334,-233708.08200966663,340101.4345721753,377928.228788145,421933.74871815846,7775.76529434343,3330.191870573578,-150245.0233792844,162.89509038708712,2251.700329102278,3880.889264370542,-36.203929473160485,-196.3727663729129,95.43042456995474,4809656644946.876,5486253933.106047,24087619089376.51,4030825434.308157,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
700,1.4062073196921646e+18,0.0,0.0,0.0,604379534500639.6,0.0,0.0,5551827454448543.0,0.0,11368379086073.049,1.2170619623646268e+16,6060077193698942.0,525574229444.916,6059883018407213.0,720829324870.9059,1209681051340329.8,2455883682144.218,5788583953973865.0,7.071685567214668e+16,6058682253603677.0,3.03030303030303e+16,480694122782054.2,1870043605494.3152,109565146312.59393,5861338521807.501,199484692094.1474,2524121236704501.0,6060606060606.061,0.0,0.0,6057762997199860.0,0.0,8915345558696.062,0.0,606060606060606.0,272891017375.00345,8038309714.89394,969417066034502.8,121204749799230.0,6056405066335126.0,4427096488179.502,1607645025.4995954,53623686273356.805,219358803313784.38,123524969812848.53,35221862387.49818,180510412182.60284,-24408469592.84485,5555586673.489188,64112265537.92367,-33768259281.54062,1773250.2110159206,264206522.29963398,-471713042.6563488,381492314.0636474,30922603.695811868,3033812305.790409,662396.8293411492,-12036569.780575443,3523878.0338833556,-61399.16068618507,-4168230.6986333397,-9469373.66648815,743.1398967684602,-111664.32361276996,472623.61699863966,106290566525.7088,203016825543.77115,82413175280.10861,137120188.2868785,207843290.21261993,17004887.630617127,18295065.144183863,28097361.35969068,52331663.85956988,30688.07266834345,-323234.722157042,-245617.7176653673,679505.3846209344,488394.67524312437,-602005.6400428801,19011.210316635596,3890.9526363551768,-3929.957167835627,22.14253393800604,-869.1959282424928,-4786.60969709555,-11.857097038844394,59.44918840250525,604.1792123595159,8772696723646.748,8686631003.037502,18085631344308.465,14759127161.406761,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
800,1.4061702855329825e+18,0.0,0.0,0.0,604076956149115.8,0.0,0.0,5497751494190563.0,0.0,11003143776196.463,1.2170502780987738e+16,6060122358236150.0,485864367560.64667,6059943476242912.0,682313312812.0845,1209450816053698.8,2675281000934.9795,5782975894862057.0,7.147766404304404e+16,6058455621589012.0,3.03030303030303e+16,536107082954380.56,2203361671446.144,109670624479.17955,5849920842456.145,210755765883.80923,2523194434418319.5,6060606060606.061,0.0,0.0,6059315686939407.0,0.0,9435699344377.613,0.0,606060606060606.0,330478096038.40735,8582590405.492062,969377345565979.6,121203654269377.02,6055856370010903.0,5164624926311.333,1888102293.8185174,52068020329479.99,247938550628074.16,118112670111785.28,40922717358.091805,203284529325.3498,218815414520.4475,7263110362.535117,97266430366.01158,9237629416.714012,5753929.450442723,-29148391.491302162,549313772.9262459,490212161.9537261,762880661.8234366,1923660724.7376752,2933257.644870906,4495383.973435476,-18229390.16201476,151754.31373117195,4380004.6372756045,1489582.2186250058,550.829407790832,-146341.9568669035,-405290.1479202143,113043446742.2626,236493392414.99213,148167870362.89444,184223507.7037263,287309383.7172494,48459627.89693965,20266154.449225716,134821945.5700947,88154468.62292981,45627.1552198545,595320.5982036781,-786763.9043843024,1037703.2014831511,761063.9864756741,2229840.329735667,7519.306185243364,11521.085498945118,86900.01431939504,472.5421330024626,-932.6233923267034,783.9505618602182,-26.42579658212518,207.67383347228602,591.0713772208987,11785355386264.117,6549468754.419002,36737682320190.11,32650321269.31923,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
900,1.4061918447697375e+18,0.0,0.0,0.0,603891788787093.6,0.0,0.0,5451677734018820.0,0.0,11119254108819.844,1.2170912517253864e+16,6060137092875892.0,454239826219.0489,6059982423368615.0,620622978468.6504,1209246381746251.0,2835211925457.0356,5780545942715842.0,7.294930301423672e+16,6058061277127622.0,3.03030303030303e+16,596572962820777.0,2339784630575.3003,109152296151.07126,5842034280308.798,222656178373.1372,2523143810415806.5,6060606060606.061,0.0,0.0,6059258610779113.0,0.0,9718312998011.59,0.0,606060606060606.0,380052302732.9904,10160881001.26871,969313126491422.8,121203219938547.62,6054453338613758.0,5722984779912.558,1843531089.8235073,51359758341566.836,259909347362385.9,139995137004916.64,42842010083.45797,267570588411.09262,48091946616.088455,8841674757.252853,154050319882.69586,243914531396.1507,6952779.679207804,-70882663.1607162,-525621470.69390965,564557349.0630426,2174043088.654349,-2138447712.2609782,2629100.599432857,24736947.83604422,51243947.353631884,150729.50089598657,-5355821.934464289,-19099430.88244745,89.26253065394724,150058.43179587455,-570194.492133887,120579615920.91287,272610225298.48215,163821781950.64246,215447467.84353676,385437689.6847162,91996520.4956367,26283793.976877738,162076810.6427346,20515316.2205028,60368.82745695778,121305.26369980682,667052.3364731724,1219533.6049939226,1042520.858461772,2527388.4166465914,25110.599865489865,14440.35590709569,-129739.48828475588,-255.5653433479504,4142.613121681567,3919.4107771318327,26.901827083959184,206.33969027349855,-710.239307809653,11590645880781.066,8460013205.847116,42894685410555.4,23887067369.92161,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
