milliseconds,A,R,S,C
0,1.000002740119914,-7.523278245992985e-06,0.999984126865359,0.0022174149433616735
100,0.9999039074105757,8.539940399870388e-05,0.9999256327522519,0.9973546428574918
200,0.9998272497676218,0.00017416929118994732,0.9999469156744897,0.9966574024704059
300,0.999760350129634,0.00025024227999089616,1.0000099262945812,0.9921372262819987
400,0.9996945796368814,0.000306039408483908,0.999922332194635,0.999510400322142
500,0.9996413436516259,0.0003594634165308595,0.99971738067246,0.9989876217869689
600,0.9996046471185267,0.0004052644636399079,0.9997729697923362,0.9895729851734377
700,0.9995673809907215,0.00044539269561356314,0.9996548478481144,0.9947817756888195
800,0.9995321379976957,0.0004750276336531662,0.9994736060172369,0.9928856220687752
900,0.9994947675943384,0.0005091521457929793,0.999404266617449,0.9865565614648307
1000,0.9994691530320129,0.0005375784676569285,0.9993426692338035,0.992149920988168
1100,0.9994502032571688,0.0005489724342537765,0.9993063704888515,0.9991730137199109
1200,0.9994221696977865,0.0005637286809633214,0.9991190859228081,0.9963385318348728
1300,0.9994172586861086,0.0005856546344632121,0.9990921649387295,0.9964583492013886
1400,0.9993948180701494,0.0006040621096022593,0.9989030198064772,0.9961152872497124
1500,0.9993815129769942,0.0006110462403857556,0.9987891473235504,0.9933184797514202
1600,0.9993779906745052,0.0006249699799783393,0.9986038438757835,0.994172222165964
1700,0.9993739426336009,0.0006401765529936915,0.9984897138274472,0.9869079984516776
1800,0.9993612716469236,0.0006403708420370319,0.9983152423504559,0.9883594542494899
1900,0.9993547855621207,0.0006508171221816115,0.9982591012059497,0.9954531978313886
2000,0.9993500161319001,0.0006561329384652118,0.9981594578362118,0.9915525202513369
2100,0.999347766567017,0.0006616331579812544,0.9980698338330685,0.9961648399617453
2200,0.9993338853711956,0.0006724483514782857,0.9979299005546004,0.9964921164626798
2300,0.9993281787998404,0.0006608813379775764,0.997798709936284,0.9965717909970199
2400,0.9993339390430263,0.0006655543244812459,0.9977047045760761,0.9975393707744918
2500,0.9993333425712604,0.0006771467696037399,0.9974909162989201,0.9888156823566907
2600,0.9993274830899493,0.0006837616657326309,0.9974474242405635,0.9933432478722249
2700,0.9993203455250823,0.0006789137065083499,0.9971395009872576,0.9886458087795408
2800,0.9993241933666834,0.0006756199608856969,0.9970934015789772,0.9900454463242628
2900,0.9993242446205719,0.0006794115247728182,0.9969850333716812,0.9898776862113933
3000,0.999311597547977,0.0006771717391523371,0.9968820335336557,0.9929458486779716
3100,0.9993113604405407,0.0006889120201518744,0.9967052083312133,0.9871558269375744
3200,0.9993194844333613,0.0006830863533751217,0.9966268540177953,0.9834526120307181
3300,0.9993084817639384,0.000687883442096535,0.9964419358880154,0.9955039337221099
3400,0.9993118406138171,0.0006893877794302642,0.9963616047811615,0.9875122467201797
3500,0.9993105795229658,0.0006949311656030223,0.9960965741570609,0.9883558576318944
3600,0.9993161261382105,0.0006855875233153588,0.9959452996137322,0.9874908717903965
3700,0.9993061840440121,0.0006959049766034321,0.9959058076401838,0.9886303072181676
3800,0.9993070913377339,0.0006853341344426161,0.9956800981876124,0.9929383957151772
3900,0.9993038012313863,0.0006954723950523247,0.9956343943849347,0.9957415476609757
4000,0.9993138479908054,0.0006934661336966409,0.9954146940830522,0.9889574851125701
4100,0.9993027518199704,0.0006997990701140622,0.9954060530004258,0.9905725615817925
4200,0.9993051424411112,0.0006918335378332765,0.9951986544398301,0.9857131593910984
4300,0.9993103245341566,0.0006909089072417927,0.9951144415395037,0.9938646087688868
4400,0.9993080420546143,0.0006874894455785914,0.9949711750195818,0.988735330765424
4500,0.9993112399077639,0.0006907162556987793,0.9947439944500283,0.9828946509982939
4600,0.9993117106622497,0.0006850748704107472,0.994601345732804,0.9817598058725738
4700,0.9993035349925634,0.0006932498942385799,0.9944352985158298,0.9870842486370836
4800,0.9993007626457193,0.0006864168394414568,0.9943558628878522,0.9899731972657864
4900,0.999308806517699,0.0006912343809328775,0.9942017039515552,0.9903267001462306
5000,0.9993030010050704,0.0006943753575491459,0.9940153901789027,0.9887702080527565
