miliseconds,A,R,S,C
0,0.999992151636281,1.0090531477623756e-06,1.0000788631876016,-0.00037254264973891546
100,0.9999018148002626,0.00010108379331645915,0.9999694932735537,0.9927208303970685
200,0.999818258987677,0.00017414888649604606,0.9999246040515198,0.9920458661281993
300,0.9997619962011627,0.0002444962776863529,0.9999937994794502,0.9978691595531911
400,0.9996994677852368,0.0003018715825248038,0.9998363779755814,0.9893109966119841
500,0.9996439229773226,0.00036131461916973204,0.9997474123656468,0.9891485149536622
600,0.9996055742005979,0.0004017045686708844,0.9997657762145359,0.9910415897897338
700,0.9995573072111583,0.00043417432290656814,0.9995553468803977,0.9956210276980668
800,0.9995216345054506,0.0004678074677212059,0.9995856712430086,0.9982903370040201
900,0.9994925922770427,0.000509199344888289,0.9994120918598934,0.9925720964888645
1000,0.9994706120616205,0.0005256051493935911,0.9993301843005351,0.9877481273734918
1100,0.9994486715872603,0.0005461315092894355,0.9993379407305857,0.9877270539661347
1200,0.9994353014222241,0.0005772568801138888,0.9991906662477206,0.9983772038497791
1300,0.9994083659913029,0.0005900394871138431,0.999012070318838,0.9928557883765745
1400,0.9993974524853015,0.0006013896306630597,0.9988483696569351,0.9972308025533043
1500,0.999387618359879,0.000616875457883247,0.9987015375204005,0.9962589507626077
1600,0.9993693668810859,0.0006212684095902842,0.998738200016467,0.9958560465702477
1700,0.999360282521397,0.0006326743905332095,0.9985523562828341,0.988417400568557
1800,0.9993523893794071,0.0006392082711234936,0.998389685354339,0.99037765840186
1900,0.9993512479936897,0.0006403788575359264,0.9982059469183189,0.9904893019555723
2000,0.9993419512748932,0.0006528488517263937,0.9982335725708197,0.9855283209119703
2100,0.9993338152147395,0.0006667464046420892,0.9980858722729905,0.9957471012909447
2200,0.9993336727754635,0.00066136131919321,0.997945915247453,0.9875470577703653
2300,0.9993385748862539,0.0006686955747514303,0.9978236292219136,0.9926721259149603
2400,0.9993249319113048,0.0006643148643749315,0.9976165129256882,0.9860197224092319
2500,0.9993336066613326,0.0006701633426559014,0.9974242058041233,0.9926501483222523
2600,0.9993261692611725,0.0006797257827254261,0.9972835766642615,0.989565856077456
2700,0.9993268609295511,0.0006825118885383832,0.99721319468636,0.9970270132655783
2800,0.9993151230481968,0.0006779587558696693,0.9971021207430552,0.9937423912942646
2900,0.9993100886699984,0.0006761661505774845,0.9968789237576205,0.9920308443041603
3000,0.9993235073307697,0.0006897969410130345,0.9967503251125056,0.9880363292114767
3100,0.9993229292745724,0.0006855149896380567,0.9967583046658568,0.9915402803375764
3200,0.999321527293505,0.0006881723540089616,0.996549271247886,0.9867408050457788
3300,0.9993200091393957,0.0006883627585613113,0.9964548840681039,0.9842576191221205
3400,0.9993149122918717,0.0006810340729681919,0.9962342671815407,0.9869238456585635
3500,0.9993080800031882,0.0006823348480839446,0.9961910797350725,0.9890910112753676
3600,0.999306204238633,0.0006935811197185258,0.9959753836106656,0.9872978261482191
3700,0.9993048161686767,0.0006879020967132189,0.9958235315684695,0.9877870378948044
3800,0.9993066707941946,0.0006975497396090998,0.9957650855629159,0.9826727858747724
3900,0.9993123072826503,0.0006915555648152439,0.9955386160498868,0.9873393983280329
4000,0.9993101558543778,0.0006884439519472091,0.9954183521315992,0.9944766291837458
4100,0.9993020259138011,0.0006954813954862171,0.9954122049565881,0.9902835582006146
4200,0.9993165221750219,0.0006898273630317352,0.9951986703135995,0.9906144226383794
4300,0.9993164251735641,0.0006929492031781109,0.9949725986690765,0.9824984919047887
4400,0.9993092566193669,0.0006986459869670132,0.9949058631927764,0.9871187494477689
4500,0.9993091493756108,0.0006999384517776052,0.9948288706357632,0.9943375216825114
4600,0.999310280947829,0.0006904999620230729,0.9945609314825314,0.9915389732921566
4700,0.9993050559679665,0.0006922675565649799,0.9945356722852432,0.9840436365410046
4800,0.9993052067098839,0.000694226173221129,0.9943491398966638,0.9901533807259966
4900,0.9993054518680363,0.0006912980531475076,0.9943035413657018,0.9909944993674717
5000,0.9993037119426343,0.0006929631313095545,0.9940648590642353,0.9921460500235131
