milliseconds,C_Uninfected_CD4,I_Infected_CD4,F_CTL,V_Virus
0,1000.0,1.0,1.0,200.0
100,999.1668784625484,1.5688231683655312,1.004492348722615,130.79696419878883
200,998.3448441168023,2.032106499375472,1.0088242398182372,159.89566536629138
300,997.3069797091533,2.607529916613897,1.0169973311180664,204.64459641181253
400,995.9792431989144,3.339839344059235,1.0304337345428969,262.2300319128658
500,994.2823790226822,4.269012432135038,1.050791646009265,335.4607541774659
600,992.1191415172468,5.4409289875856865,1.0803042440869592,428.0553122719596
700,989.3710734942491,6.906786648319077,1.1220338174966333,544.2705908403296
800,985.8969565394722,8.719520445790874,1.1802274394524108,688.6603164697943
900,981.5337662954767,10.926011097884345,1.2608404968192943,865.5709198940086
1000,976.1022229776668,13.552685091228273,1.372293463728002,1078.1360579579145
1100,969.4203140662581,16.58117748778249,1.5265262786380283,1326.552491199129
1200,961.3291764048656,19.911217984498638,1.7403406241973842,1605.33313650701
1300,951.7360858674924,23.311733232740888,2.0367486520806835,1899.4749076717314
1400,940.6769191662158,26.37302848030527,2.4453493625443063,2180.1598825107767
1500,928.3918750016743,28.49849782501912,2.999346914383344,2402.3311891052394
1600,915.3887131638596,29.00680612917136,3.725243431462234,2509.1736382851313
1700,902.4422684192836,27.404731492229516,4.622488599964564,2449.47309456947
1800,890.4706657612305,23.752927169532295,5.639932911592134,2206.8989932598797
1900,880.2853819453449,18.81297262412658,6.671943185817683,1822.3000356232278
2000,872.33361169144,13.706750705929975,7.594038809324613,1381.849933526729
2100,866.604980858597,9.330737126209625,8.318319463903281,973.1158464471579
2200,862.7514327781784,6.049671510967324,8.821961911889337,647.1831543467111
2300,860.2984950717274,3.8022297347888796,9.13317039149952,413.715803027182
2400,858.806576275708,2.3481234806266613,9.300273111696493,258.06122653808427
2500,857.9383834287788,1.4382236806255642,9.369354348111829,158.84237210272153
2600,857.4615271766678,0.8789352144757917,9.375618876368495,97.22193782300907
2700,857.2256184781273,0.5379260621074976,9.343075977814339,59.4655242547247
2800,857.136724241675,0.3304445555176221,9.28711801578131,36.45907701533583
2900,857.1372666754381,0.2040172176100603,9.217287689253716,22.449023841407993
3000,857.1922567734603,0.12669824436047952,9.139399801032,13.897143286286294
3100,857.2804858807857,0.07917869394113164,9.056969959474788,8.65515725971522
3200,857.389083247083,0.04980705956742027,8.97211858121785,5.425114632774765
3300,857.5102116858889,0.03154112893676553,8.886125287497979,3.423080318724149
3400,857.6390765027542,0.020109177201147063,8.799763797196118,2.17443025065135
3500,857.7727282638155,0.01290771118478613,8.713502913798294,1.3906334833685206
3600,857.9093418674128,0.008341369892812553,8.62762700260498,0.8954078049941214
3700,858.0477809432119,0.005426835152706943,8.54230835138871,0.5804463273586893
3800,858.187333478185,0.0035543520993722515,8.457650782310653,0.3788106308343708
3900,858.3275505048349,0.002343470779244657,8.373716062213637,0.24887615100857147
4000,858.4681471196182,0.0015553311556033105,8.290539980391515,0.16459824187535832
4100,858.6089413881189,0.001039030868219796,8.208142191927065,0.10957874530064435
4200,858.749816404946,0.0006986402702930062,8.126532280030276,0.07342842090374353
4300,858.8906965908634,0.00047279774398446275,8.045713511827953,0.04952401494486085
4400,859.0315327927453,0.0003220109714645768,7.965685179415201,0.0336169347474628
4500,859.1722928602562,0.00022070704998355546,7.886444067808378,0.022965062572448958
4600,859.3129556500791,0.00015222601245184364,7.807985380897934,0.015787781490705588
4700,859.4535071877125,0.00010564901923957043,7.730303328996413,0.010921824419805446
4800,859.5939381959037,7.377733064569921e-05,7.653391503759112,0.007602678350989186
4900,859.7342424935458,5.183681808523768e-05,7.577243118784928,0.00532490970639315
5000,859.8744159523894,3.664281297671882e-05,7.501851164832386,0.003752399118381146
