milliseconds,T_1,T_2,E_1_Innate,E_2_Adaptive
0,81063211.95195848,19936304.34076828,10483473.83063431,3164825.6461974494
100,72306463.79124273,17946622.760487366,10526769.564783504,11659339.323780404
200,69211462.01213498,16246529.915785285,10576578.20462118,19368946.49864536
300,65181681.07864724,14197765.082315966,10614659.652103111,26371921.49878865
400,60796422.51772864,13236747.100790208,10632706.578874145,33340608.309129722
500,53416331.52268433,11928729.569483286,10668716.078183278,37291000.17069495
600,50314392.68878159,10681900.45375067,10711610.198039267,41610577.26404646
700,47302379.981785245,9577382.24089916,10754212.328819504,47559948.52516986
800,44865400.189783484,8413863.974808672,10778707.714497464,57232151.49773833
900,40970861.44257396,7814031.109998605,10807740.083053987,60395284.31386687
1000,38393681.856437705,6222777.418852449,10825649.273678437,62693359.82319133
1100,36539379.835872695,6141575.733278428,10861670.584318783,71142314.99402684
1200,32025613.52858966,5038835.00633421,10894346.905390963,70345170.5886716
1300,30920190.97171816,5146990.150990923,10926053.072240025,78079929.21547084
1400,26577777.817185037,4287591.027211617,10976427.051426945,82270506.6219267
1500,25965751.870192114,4308703.265067522,10980344.583284622,84827927.2357908
1600,24056523.329185456,3471957.142497547,11018913.056687742,84477731.18031861
1700,23193073.69772313,2939898.658996992,11057194.341338303,90042074.35856484
1800,20930832.6873942,2776208.2520265905,11064713.17838481,87908590.78157628
1900,18071692.736522734,2293610.5103547,11080359.96229811,94783162.15286976
2000,19155845.627079155,2162003.129599525,11104179.322427532,97107910.85324618
2100,15774457.309448775,2542540.446604871,11134143.821038384,98508706.3644026
2200,17195815.303891614,1417227.5010700934,11144655.568596503,97900151.76178364
2300,15570656.590127239,1498519.9891344232,11134346.936098944,102308375.57865028
2400,14070381.12134173,1249782.5411303742,11171738.091699526,101851682.20033816
2500,12924719.087763986,1576737.38222487,11157425.745739954,102873355.57806818
2600,11724254.5889696,1421945.3576099488,11172505.500357047,104058232.48267573
2700,11580798.607185433,1454786.484223401,11180276.564624082,106460810.15695406
2800,8128999.855174293,1021278.0512611087,11179683.50085365,108079936.56417282
2900,8179950.993021435,671309.0299176881,11189168.294663614,109510321.90638466
3000,7871622.830779555,971806.2298238114,11181871.234699592,110848489.68065955
3100,7590485.551410133,1016981.7471080755,11165500.662249526,110126460.70083332
3200,8946915.088207873,1066251.8858499196,11156608.08576551,110406639.84249549
3300,5041565.044938955,547623.3233418013,11138551.977479752,110824750.94161919
3400,5483198.556429189,701039.1638647427,11147512.96840798,110328498.38088775
3500,6477198.343857329,910020.8360960542,11117323.181704931,112148483.93244453
3600,6787824.563174509,129834.41108859092,11124734.33155513,112708949.4496922
3700,3840722.1444525113,50041.71321206994,11104830.691832023,112279835.806923
3800,3981287.8103305562,495543.64950251795,11079177.773556788,115392049.55539507
3900,3170892.4882464865,155241.9387581335,11069230.712810377,111471410.12785962
4000,4080123.670702531,211425.86318778887,11030848.004527505,115588518.56388515
4100,3527871.0820852346,568294.3185141729,11031696.521682672,113284901.99302307
4200,3130977.3918552925,25725.470482296078,11005015.437943509,112329647.11466813
4300,4880222.012947581,138579.32799624646,10968842.619913708,111957504.7929304
4400,1750259.9678618938,-143967.81415916173,10932006.126604844,114697635.14388543
4500,1332691.2041663865,548502.0209258308,10922869.813427832,116901133.9751043
4600,1814100.7962170923,-211876.18156360823,10902612.635984303,117256125.06053165
4700,2944728.50321221,623548.6575910714,10863098.58859873,115189826.6613602
4800,2625964.552159682,-185755.24507948814,10831857.779871875,116776241.95612103
4900,4288400.470521884,277157.34844076866,10792849.052793486,114163228.3341429
5000,1727191.464206274,569927.8012634923,10761922.475609882,117873650.5780663
