milliseconds,Cyclin_D,Cdk4,Cyclin_D_Cdk4,Cyclin_E,E2F,Cdk2,Cyclin_E_Cdk2_inactive_phosphorylated,Cyclin_A,B_Myb_active,Cyclin_A_Cdk2_inactive,Cyclin_A_Cdk2_active,APC_Ccdc20_active,APC_Ccdh1_active,Cyclin_E_Cdk2_active_unphosphorylated,p21,p21_CyclinD_Cdk4,p27,p27_CyclinD_Cdk4,Cdc25A_active,p27_CyclinE_Cdk2,p21_CyclinE_Cdk2,p27_CyclinA_Cdk2,p21_CyclinA_Cdk2,p53,p16,Rb,Rb_E2F,Rb_PP_E2F,Rb_PPP,ATM_ATR,Mdm2,Intermediate,NF_Y,Cdc25A_inactive,Chk1_active,Chk1_inactive,Cyclin_B,Cdk1,Cyclin_B_Cdk1_inactive_unphosphorylated_cytoplasm,Cyclin_B_Cdk1_active_phosphorylated_cytoplasm,Cdc25C_active,_14_3_3_sigma,Cdc25C_Ps216_phosphorylated_active,Wee1,Wee1_phosphorylated,Cyclin_B_Cdk1_nuclear,p21_CyclinB_Cdk1,B_Myb_inactive,Cdc25C_inactive,Cdc25C_Ps216_phosphorylated_inactive,_14_3_3_sigma_iCdc25C_PS216_phosphorylated,APC_Ccdc20_inactive,APC_Ccdh1_inactive,Cyclin_B_Cdk1_nuclear_inactive
0,0.03,5.0,7.5,0.001,0.0,15.0,0.001,4e-05,0.0,0.0004,0.0001,0.1,0.9,0.001,0.0,0.0,14.0,0.001,0.0001,1.0,0.0,0.0001,0.0,0.0265,0.001,0.05,1.95,0.001,0.01,0.0,0.000235,0.0,0.0,0.001,0.01,0.99,0.0,10.0,0.0001,0.0001,1e-06,2.0,0.0,0.001,0.0,0.0,0.0,0.0,1e-06,0.03,0.03,0.9,0.1,0.0
100,0.031845201415981454,5.002171562056068,7.492581637758,0.0009960107829790502,6.128222064150786e-08,14.999997018586175,0.0010034128689012883,3.995602678131009e-05,2.395068829715295e-17,0.00039982252450309377,9.957722296466012e-05,0.09995500887650216,0.9000498977124505,0.0009860483426510317,7.647012089100616e-06,1.4328168167177634e-09,13.994669793587995,0.006246385611531699,9.995038113415491e-05,1.000013773006115,8.52360956068714e-12,0.00010034744007500837,9.532994588852592e-14,0.026507308117767112,0.001204531719762932,0.04998500379660027,1.9463472177091399,0.004652771008487824,0.010000011232377938,0.0,0.0003284365323208775,0.0,9.978595362090792e-09,0.0009995438053794744,0.009048374180967258,0.9909516258190324,2.4736440895752014e-09,10.000000102472407,9.99485141833425e-05,9.994900339451033e-05,9.990189144003235e-07,1.8775797313906706,1.5123637129307302e-08,0.001019999999999948,4.7400748361126035e-17,9.981142364752898e-12,5.727680365704431e-20,1.4718820668890708e-10,2.0009830875448532e-06,1.4470258618451642e-10,0.05442803086955833,0.9000449911234981,0.09995010228754982,2.529722116940072e-19
200,0.03368381660981287,5.004336259417184,7.485177268614666,0.0009920381831780673,1.367923125855307e-07,14.999994053301998,0.001006806696052446,3.9912107082633715e-05,2.029029705216693e-16,0.00039964510522762155,9.91563782626058e-05,0.09991003550299761,0.9000997708568605,0.0009725434981118569,1.528805592591124e-05,5.725044938375062e-09,13.989348228259429,0.011485563798907207,9.990072547850013e-05,1.0000271017204716,3.377181097872812e-11,0.00010069326572583174,3.8014399115046716e-13,0.026514601735145634,0.0014089770540824098,0.0499700150888999,1.9427023311151015,0.008297632091935956,0.010000036692992802,0.0,0.00042168637832694985,0.0,1.991451185546477e-08,0.000999088251723595,0.008187307530822625,0.9918126924691769,4.895514407386633e-09,10.000000204889751,9.989705769422162e-05,9.989803255567285e-05,9.980496400019857e-07,1.7940922066437692,1.5094279103779577e-08,0.0010399999999998043,1.8017002776412584e-16,1.992464361784764e-11,4.574304141766339e-19,6.365339753575997e-10,3.0019544790085423e-06,5.762831228858837e-13,0.04924851906530649,0.9000899644970028,0.09990022914313954,1.0237388937870432e-18
300,0.035515861992387064,5.006494108864157,7.477786859003597,0.0009880822740990951,2.2611586656382857e-07,14.999991104083039,0.0010101816303789714,3.986824084003036e-05,7.222811268049261e-16,0.0003994677421963719,9.873745633963013e-05,0.09986507987496959,0.9001496194438215,0.0009594711944154308,2.2923142820584837e-05,1.2867374741735685e-08,13.984035241319344,0.016717551539810308,9.985103445655632e-05,1.0000400003324452,7.527812342158177e-11,0.00010103748505674464,8.526884262322467e-13,0.02652188087354179,0.001613336190047926,0.0499550338731488,1.939065318196828,0.011934605685736791,0.010000075967510081,0.0,0.0005147499110141297,0.0,2.9807944361100184e-08,0.0009986333837916567,0.007408184555773019,0.9925918154442266,7.266988407673191e-09,10.000000307252103,9.984563045464334e-05,9.984708747055087e-05,9.970913763703302e-07,1.7185498051746235,1.5064897169570212e-08,0.0010599999999995708,3.860926765369072e-16,2.983061477166051e-11,1.5411796907868199e-18,1.5381258472103322e-09,4.002914346897051e-06,1.0564574052823088e-12,0.044561916978921985,0.9001349201250307,0.09985038055617848,2.3299877540442177e-18
400,0.037341353964227865,5.008645127166563,7.470410375436487,0.0009841431249049512,3.288583141716131e-07,14.999988170864349,0.0010135378185368706,3.982442798952083e-05,1.799213488480077e-15,0.0003992904354320213,9.832044769417895e-05,0.09982014198789971,0.9001994434839272,0.0009468176220778816,3.055228402581207e-05,2.2850528118874353e-08,13.978730771621185,0.02194236574442911,9.98013095010903e-05,1.0000524825716761,1.3259851092079488e-10,0.00010138010612653887,1.511222741416581e-12,0.026529145554349893,0.0018176093141473496,0.049940060145598854,1.9354361570139489,0.015563714124760689,0.01000012866143395,0.0,0.0006076275026322754,0.0,3.9659086795085335e-08,0.0009981792456051322,0.006703211105868016,0.9932967888941316,9.589405001647683e-09,10.000000409559549,9.979423238796983e-05,9.979616812659792e-05,9.961440941443915e-07,1.6501968189427574,1.5035499377388117e-08,0.0010799999999992502,6.551504853944441e-16,3.969916654083124e-11,3.646901318824053e-18,2.9200254869467066e-09,5.003862841402259e-06,1.0470024224971416e-12,0.04032134116958428,0.9001798580121005,0.09980055651607277,4.189290527849446e-18
500,0.03916030891534428,5.010789331082622,7.463047784501765,0.0009802208006774902,4.446438319004164e-07,14.999985253580508,0.0010168754050026902,3.978066846709396e-05,3.680652831696411e-15,0.0003991131849571361,9.790534287639925e-05,0.09977522183726813,0.9002492429877742,0.0009345694138244683,3.817549073855994e-05,3.5665258004904776e-08,13.973434759500366,0.027160023256962023,9.975155204851553e-05,1.0000645617282207,2.053101623082445e-10,0.00010172113694935608,2.354019380629127e-12,0.026536395798952297,0.0020217966122755087,0.04992509390250388,1.9318148257055594,0.019184979645668187,0.010000194399011434,0.0,0.0007003195246939795,0.0,4.946813212466994e-08,0.0009977258804523459,0.006065327833653721,0.993934672166346,1.1864066070078995e-08,10.000000511812178,9.974286341923705e-05,9.974527451127295e-05,9.952077647650309e-07,1.5883487852896425,1.5006092923648723e-08,0.0010999999999988452,9.791046960621472e-16,4.953040934617437e-11,7.11066839951696e-18,4.848386765165256e-09,6.00480009353372e-06,1.2323951943061947e-12,0.03648432805420734,0.900224778162732,0.09975075701222565,6.619104800532375e-18
600,0.04097274322505026,5.012926737359015,7.455699052863872,0.0009763153626197981,5.73114491535093e-07,14.999982352165654,0.0010201945321391876,3.973696220871192e-05,6.641909769716197e-15,0.00039893599079417365,9.749213248765805e-05,0.09973031941855354,0.9002990179659622,0.0009227136294994396,4.579277410125788e-05,5.1302348170456206e-08,13.968147146725077,0.03237054085652419,9.970176353424156e-05,1.0000762506675447,2.930105472524079e-10,0.00010206058549511244,3.3793636152973563e-12,0.02654363162871936,0.0022258982697379503,0.04991013514011965,1.9282013024896794,0.022798424388302384,0.010000272822382892,0.0,0.0007928263479779967,0.0,5.923527237584523e-08,0.0009972733308906846,0.005488141069583484,0.9945118589304163,1.4092237562212043e-08,10.000000614010078,9.969152347510553e-05,9.969440661204018e-05,9.942823604012068e-07,1.532385784584721,1.497668431539415e-08,0.001119999999998357,1.3511811601493404e-15,5.93244533161877e-11,1.2266267814870951e-17,7.387548860439647e-09,7.005726217587511e-06,9.462257850826992e-13,0.03301241825533886,0.9002696805814466,0.09970098203403757,9.636774780614039e-18
700,0.04277867326151478,5.015057362730425,7.448364147264293,0.0009724268681736496,7.139298036093731e-07,14.999979466553498,0.001023495340214251,3.969330915031515e-05,1.0985811847866031e-14,0.00039875885296547975,9.70808071812467e-05,0.09968543472723314,0.9003487684290938,0.0009112377503933312,5.3404145201740984e-05,6.975261373279575e-08,13.962867876478718,0.03757393525655627,9.96519453882361e-05,1.0000875618361598,3.953169179298434e-10,0.00010239845968890047,4.585553714043976e-12,0.02655085306500907,0.002429914471240967,0.0498951838547039,1.9245955656645473,0.026404070394850553,0.010000363591125529,0.0,0.0008851483425154544,0.0,6.89606986190725e-08,0.0009968216387352955,0.004965870623036255,0.9950341293769634,1.6275149799782978e-08,10.000000716153332,9.964021248384722e-05,9.964356441636923e-05,9.9336785389486e-07,1.481747379101355,1.49472794120717e-08,0.0011399999999977869,1.7658241217927184e-15,6.908140828171301e-11,1.9445164504272152e-17,1.0600089697431139e-08,8.006641313069885e-06,8.748389041159312e-13,0.02987084260956064,0.900314565272767,0.0996512315709061,1.3259529433538137e-17
800,0.04457811538148489,5.017181223919259,7.441043034521501,0.0009685553711826889,8.667660539432397e-07,14.999976596677358,0.0010267779674485705,3.964970922782747e-05,1.7041538890863233e-14,0.0003985817714932887,9.667135766232876e-05,0.09964056775878263,0.900398494387774,0.0009001296679209185,6.100961507393784e-05,9.100690120898361e-08,13.957596893323327,0.042770223105172644,9.960209903124608e-05,1.0000985072728719,5.118655735498263e-10,0.00010273476741104326,5.970900924270245e-12,0.026558060129166946,0.002633845400890372,0.04988024004251636,1.9209975936087418,0.030001939610386323,0.010000466381590025,0.0,0.000977285877587059,0.0,7.86446009690194e-08,0.0009963708450618945,0.004493295055374018,0.9955067049446257,1.8413998271480907e-08,10.000000818242022,9.958893037531007e-05,9.959274791173523e-05,9.92464218702888e-07,1.435927306776997,1.4917883494487453e-08,0.0011599999999971351,2.2184827635691736e-15,7.880138377497578e-11,2.897649955544207e-17,1.454690090762969e-08,9.007545466573621e-06,1.3357553181827733e-12,0.027028192974653642,0.9003594322412175,0.09960150561222593,1.7504482298256827e-17
900,0.04637108593030264,5.019298337635681,7.4337356815290265,0.0009647009221258133,1.0313153010429608e-06,14.999973742470184,0.0010300425501086638,3.960616237716084e-05,2.5162945445953268e-14,0.0003984047463997254,9.626377468663268e-05,0.09959571850867628,0.9004481958526107,0.0008893776634213816,6.860919469979602e-05,1.1505608780251728e-07,13.952334143133003,0.04795942098705976,9.955222587192842e-05,1.0001090986288599,6.423107376574675e-10,0.00010306951649823101,7.53372913931955e-12,0.02656525284252616,0.002837691242204964,0.04986530369981868,1.9174073647793421,0.03359205388571171,0.010000580885898044,0.0,0.0010692393217387154,0.0,8.828716860751955e-08,0.0009959209902299288,0.0040656917442041226,0.9959343082557955,2.0509945201127734e-08,10.000000920276229,9.953767708084754e-05,9.95419570856186e-05,9.915714288331705e-07,1.3944676699456844,1.4888501319994532e-08,0.0011799999999964022,2.705422983584121e-15,8.848448903594082e-11,4.118714494370369e-17,1.9287295878031472e-08,1.0008438753593029e-05,1.4576680683803166e-12,0.024456061702938178,0.900404281491324,0.09955180414738915,2.2388634122860636e-17
