milliseconds,Akt,RASSF1A,MST2,dMST2,aMST2,aMST2uRASSF1A,MST2uRASSF1A,iMST2,iRaf1uiMST2,aLATS1,LATS1,iRaf1,Raf1,aRaf1,ipRaf1,RasGDP,RasGTP,ERK,ppERK,pAkt
0,201.1627208933662,2.0603845476054845,0.20105649819394864,352.37035283138783,184.01289197841544,114.0390390726843,0.22880296552845994,-1.7973680828730125,209.00811676789982,193.89257679997232,9.51339234623512,741.3915493703342,-0.0068021833618195195,-0.23646841936996446,4.8403232795000323e-08,300.0514128580193,0.21399735062517,3000.204408115281,-0.40985015044091866,-0.5879727396431891
100,200.8258261809039,1.861755315989376,-0.00018203494324778985,334.9745741651462,182.7375886981929,114.06125173472896,0.22938172192961392,1.9739506389748502,233.09275412092651,192.7456226145533,7.033014562835721,710.9084078768764,0.041420085907090905,0.11599600870333376,-3.1036380969936716e-08,293.68081538729524,6.377350672672386,2999.6011212794965,-0.3342315020099516,-0.5988416368076366
200,198.1023756655711,1.8656657237893606,0.0011421145313248887,313.12328216962493,182.03701119787706,113.74827314580845,0.22434800618542844,-0.4021504696066741,279.14765444199116,190.2883302952272,7.478784810139833,683.0312698009525,0.12529483219739468,0.29713914900939176,-1.919051582931869e-08,289.3146724064671,10.450491374336007,3000.117681138786,0.11947733204822689,0.4097305035571386
300,199.17916831247234,1.7291318156507016,0.001286051319920233,295.77257274051607,175.35456873687914,113.74510704936381,0.2239999714023489,2.6893972051675648,325.5838821093808,191.42738946349826,9.511875831678987,640.7589083592591,0.15607813805954301,2.435874466710672,9.362361304112577e-08,286.0660867460823,13.950833087276505,2998.7682983522277,0.8503808845232684,1.5039510109988807
400,196.1599819995985,1.9121805014888014,-0.0008271780190223154,281.61968539370605,173.4422153983628,113.77766181675211,0.2192471341558089,0.897714968538226,361.1236713517509,190.46380058708098,7.540567228364316,589.0880623823397,0.20896982150854565,2.696179302372189,-4.8816680088596215e-08,283.94326251832007,15.958261396894034,2998.547307868283,1.9872989597296618,3.309490492284064
500,194.94902161920572,2.302328201508485,-0.0008478632031938857,258.04293110383355,164.70357289335826,113.93967516834836,0.21966227283008252,-1.3817845048496362,387.4070362969986,191.9048492115561,10.282128012359898,547.3453432190104,0.25828291860913394,4.720224861969683,-5.3834718565351394e-08,282.0360266204011,17.684714061750782,2998.1551451935647,1.8500195165254327,3.9193235860925335
600,194.10730248717167,1.956317828172331,-0.0002378180467768031,243.28215518952402,159.0094008315373,113.51901930692712,0.21609493042875683,2.290934967262492,425.9662744808022,191.50032560084102,8.631561218865935,501.9203491502982,0.3296858231793441,6.620060362060751,7.605796116840583e-08,280.83997094250236,19.159971362388244,2997.2711434592134,3.2036836779979145,4.665808660478697
700,194.19282021845754,2.3927968437868627,-0.0012309691626568248,227.4782208665405,147.9115787921012,113.687778389681,0.212862350684498,2.3953579207842144,467.16080895677936,191.9721730052713,9.843963799177757,460.2408440378316,0.3601133892755004,7.874971344564726,3.851399153193623e-08,280.17008264704646,19.78520681804535,2995.9892837860048,4.592006071995907,7.106672647241551
800,191.74374884804405,2.4371570128806503,-0.00025345751892431585,218.7210169750168,139.9518692910594,113.29078890975084,0.2099559811778607,1.2982727562601224,512.6352448013588,189.57696814946684,8.622259333843706,435.13443623520243,0.4265336852988871,9.98289034532419,1.7382386966349926e-07,279.397795610444,20.61389573851521,2994.1524580705986,5.4896860309057125,7.58447138091106
900,189.87405592764912,2.6784436025748546,-0.0006702800732020793,205.47500361019465,133.9857630850248,112.9635652435584,0.20869265281309243,0.6937543851137093,535.5314777774302,190.71913203312863,9.881192890387446,386.58518443103026,0.4721030712097696,10.535385249879859,3.0629226321778157e-07,279.0550991759618,21.12309676338634,2993.022032165107,7.608475946588872,9.480198791535104
1000,188.17810038630526,2.817828754707216,-0.0005185654979191683,189.21580217609636,125.84195106062828,113.27822726803896,0.2064472567913394,1.2472779761321036,568.1702428952015,189.3163513313098,10.82716867849099,354.80965334970944,0.5285535442954743,13.519026540846323,4.4578596485592245e-07,278.54533505226,21.27160647963142,2991.697756258215,8.785250231690943,11.612128302347905
