milliseconds,Akt,RASSF1A,MST2,dMST2,aMST2,aMST2uRASSF1A,MST2uRASSF1A,iMST2,iRaf1uiMST2,aLATS1,LATS1,iRaf1,Raf1,aRaf1,ipRaf1,RasGDP,RasGTP,ERK,ppERK,pAkt
0,201.1174668769569,1.6911508121626684,0.20000107502416037,353.1077450838,186.3998575640508,114.0410260313245,0.22928438701331053,1.1905730922053879,202.799093564977,192.33989208227385,6.148644837262259,738.713286166679,-0.008217129097017958,-0.365821895424901,3.8758544424236594e-08,300.094957627089,-0.004753759102290822,2999.431865342911,0.6781452288474143,0.5094376055192384
100,200.73720743603536,2.0758984728235927,0.001200326550305973,337.4544688363366,184.94183046916393,113.55064818877902,0.2289458004220086,2.7410350539082797,220.64185301109364,190.378037996128,7.283641593828423,717.554017375034,0.06293972598133404,0.3087108243088116,-6.963222554811319e-08,293.75144293476706,6.143179296622978,3000.1639186851444,-0.3630100834773313,-0.1894686013678072
200,199.11345280345492,2.059653785195992,0.0008734739027554199,318.6918837534461,183.50538199120226,113.78571730738555,0.22714694307335093,-1.7602348259889984,279.11270102657255,192.75366199803395,8.614603895307827,679.1896617759802,0.10057140917486972,1.0994534091714974,-7.05042835179035e-08,289.22689693941567,10.588427569298164,2999.7211228743727,0.7202358518543222,0.6290231000325994
300,197.4936328709331,1.6800546913942873,0.0005029163149288526,293.21102256676426,178.99667666044326,113.83253041723279,0.22242811333243823,1.7973529127817127,315.9617167514647,191.0369549226581,7.021869632107328,624.580949638246,0.1813559385758729,1.551891786495398,-7.927824805273872e-08,285.9835623620352,13.800284725548412,2998.929958929912,1.3006287977499116,2.1580571061195437
400,197.28431373726625,2.203879874401162,0.00036866728940268247,280.82578403118055,173.00749942787456,113.73413981162791,0.22172325953379976,-2.045459868544712,360.62062743288664,191.7685144401644,8.268809944965943,589.5986380073847,0.23003187704528147,3.52287511731246,1.1471335109612768e-07,284.05372657722734,16.32023353256877,2998.571075771974,0.7690477138906687,2.959223963453967
500,196.1087951495322,2.084903815894309,-0.0012448427998555183,259.2137223984262,166.3210679001065,113.86513565338456,0.21936036115100616,1.625936643703571,404.6162368181716,192.1002481229608,9.97577466958027,538.2271388829477,0.28423211837047374,4.762835151136202,1.446921139663919e-07,282.37207869685074,17.747190344182137,2997.1012622567496,1.735406152692573,4.620667785072909
600,194.0519279386005,2.225224511125458,-0.0004605550790502682,249.98381374748487,154.64867799255927,113.30546007023663,0.2160411221502127,1.9323733279938804,434.09616281665683,192.66680549776336,10.323306382390756,514.0990898661697,0.3359943849158799,6.622984274238365,7.855571471034838e-08,280.89398374264323,19.04122925815477,2996.1508272263795,3.004582110111871,5.767844616593633
700,194.02882209936996,1.843545396689514,-0.0005776849511171152,227.3915609066911,150.5650062811524,113.3196398749404,0.21289214501524445,0.12368043252162744,462.862611382151,188.4858815696186,11.63841462068133,468.99349197050924,0.37030681771718643,8.056010835236691,1.1488784183879062e-07,280.2140439790735,19.79099491291449,2995.308280913581,4.05080397713416,6.2333793456666875
800,191.63101892808652,2.3333193692333354,0.0007263577943081202,216.5237131320355,138.93040329481948,113.36735506131893,0.21136717987126233,-2.3154581565054113,500.2889175226419,187.90087581782748,10.00334733932644,419.8195516447752,0.42343356074811256,9.046960635422138,1.211921514913188e-07,279.4498006954539,20.605317062766602,2993.529431030186,5.305866291461994,7.7531493077470754
900,191.12517498695135,2.7377127651841198,-0.0008618261638034682,206.00460678667594,132.68760819923773,113.57931024329295,0.20718064538847533,1.8104183361512178,546.3199297701194,188.1902669344299,12.451774288895306,403.9335041486566,0.4625620299476732,11.561432499900246,3.883339490500323e-07,278.97721860002645,21.20601407496581,2993.221097546645,6.839064973165249,9.336748180035547
1000,188.31401177711825,2.8530086430601225,0.00026784938267029824,196.81650888290915,125.13074927535929,113.18856303460434,0.20662523914649902,-0.9424269958212009,586.2580061447205,186.95171966388546,11.369799298451882,359.1895677912259,0.5081492100398985,13.097463647020053,4.278450998068539e-07,278.64184098133455,21.33887008503296,2992.0749756413584,8.95612097704153,11.604352352435912
1100,188.04426088265024,2.934258264473987,0.0006591411584759087,180.13766136564672,118.06221755857645,113.1262709238477,0.2028473962365024,-1.1713962214967082,599.0285428950152,189.34171650054503,11.128913078111257,338.8934351742984,0.5670531099926543,14.612503810629914,5.56048460915154e-07,278.2778608203659,21.83771025397574,2990.2588868053917,10.774388999197905,12.477809464477847
1200,186.20750690589074,2.8926633995508286,0.0007377412309730899,173.1626542435071,109.66083869899452,112.47638779335787,0.2018791473845141,2.3121923178146426,639.9836566306296,187.9167169809579,15.050837323558481,286.15826285151974,0.6295089288042783,16.422066229082088,6.846204872839095e-07,278.1014408807797,21.81218389578229,2988.3014315134756,11.55809119234678,14.347796769769404
1300,184.4536134698831,3.475201414580056,0.00123977413481368,160.69902321177585,98.78147088615434,112.46791572033602,0.19997792526393557,0.45904024855287207,671.6497926382814,185.72688472181514,13.705012524761544,269.1847416106914,0.6850756543110672,18.115566239806522,8.133378753078205e-07,278.0098289770764,21.865688546936312,2987.1325818862133,13.125504554674707,16.07419894339129
1400,181.25421584301478,3.1043534852526955,-0.0011501261019213756,149.52070664610838,95.64139421932522,112.47765230187915,0.19821755895305096,-2.203385177713947,697.0350365660304,183.07387809229755,15.539209974819876,247.4183763325941,0.7202275769157719,19.146843952110903,1.1509790015494904e-06,277.9716117186623,22.135358404419247,2984.659861612501,14.539569978776658,18.000864439683784
1500,180.02636140545303,3.435256606887624,-0.000741494976998559,143.64742189023156,87.45218541824212,112.22844944933948,0.19572835533171268,1.3085529352045044,713.8821612429085,181.76102253054643,18.016140389525695,216.91611324191533,0.7701003019942959,21.037775126458882,1.286763559812899e-06,277.95278891390893,22.2728266871774,2983.2182141099943,16.973522826073815,20.521667714938864
1600,179.9185912923635,3.7130357744408355,-0.0008250649042796632,136.2638497263099,82.14835610947728,112.05447788421134,0.19351450567073544,-0.4539714968668898,739.1692887385577,181.04491331510673,18.353610956052076,177.4579808773838,0.8219058001819439,23.770731005748328,1.5356348741283558e-06,277.78853515366706,22.262997247748856,2981.3830064481413,17.63754046692152,22.274662917262454
1700,176.35320766757445,4.506351798358396,0.0005227211900711103,123.50878864475916,74.46032208629225,111.36687585226584,0.18931401771561407,-1.189349226891448,762.430449041807,181.01878373594278,20.353255175109478,160.53207245558755,0.8957630389745215,24.34284790454814,1.8223412645987226e-06,277.6952239726318,22.246901723919738,2980.589720915495,19.30673070699821,23.37155824023136
1800,174.68969277322927,4.294992645640681,5.522470984760294e-05,122.75011158890567,70.69816843314581,111.53908171833929,0.18868623760380374,2.317916218385071,777.3720737047673,178.60934988166804,19.823957370235387,143.84077915889554,0.9489703017418261,27.267280112695904,2.0308283521711706e-06,277.5767019007756,22.405566391041663,2978.8857569690554,22.417110262369427,23.646800013985537
