miliseconds,Akt,RASSF1A,MST2,dMST2,aMST2,aMST2uRASSF1A,MST2uRASSF1A,iMST2,iRaf1uiMST2,aLATS1,LATS1,iRaf1,Raf1,aRaf1,ipRaf1,RasGDP,RasGTP,ERK,ppERK,pAkt
2700,161.83638597629977,7.919282555364428,-0.0008340966042494221,64.43486883953105,36.10579168901972,107.86913076377768,0.17004600135332476,11.054937040319995,905.3609086212516,161.21381648145834,37.63505324784735,5.108241319697733,1.0423280409465512,39.81246918914128,5.161359905393433e-06,277.69908283456624,22.30533152670762,2962.080825092379,37.82248503046431,39.61593654185906
2800,159.6323476530296,8.305279661354636,0.001355483199110237,61.0865818949951,34.761997419444754,107.42708608839868,0.1674569224204235,20.97308920172751,899.5320935795202,160.30891391665185,40.420326792406044,3.3203453592745733,1.0434001085011824,40.15730581021239,5.193097353051347e-06,277.77454869106106,22.415159946049158,2960.3657593592725,40.034113793904574,41.59685173413229
2900,157.26440569123042,8.945878417129695,0.0011425424190075167,57.06379192277567,33.38506153591009,106.64491351167392,0.16547875263683912,32.830644437474554,900.9495641132514,155.52288182945134,43.601952673184115,-2.030947526608936,1.0312694655432126,40.14008665616189,5.346723773076355e-06,277.473565840233,22.248839667064853,2959.362595597099,40.20875849764108,41.994759590930194
3000,156.33532943335302,9.524644819994789,0.0013272526192568694,52.679909358014456,30.145574082525105,106.20142388204688,0.16586286670784986,39.03257020200968,915.7497405491105,154.70530417180026,47.24663031958239,8.872261757072508,1.0018618263298693,39.55054634260698,5.285721003848986e-06,277.4947050977465,22.15332499021808,2959.249886791593,40.32359973340888,44.82726621071882
3100,154.6519589274108,10.496814466625196,0.0003872036124849735,49.54167964381725,30.222934273078614,105.70093647236146,0.161232192792264,49.1262713746203,910.8326472862957,150.4352849448496,52.146644429596286,6.853598138623438,1.010661356835872,39.24084047789453,5.3087309635502075e-06,277.5547696923602,22.507868419411057,2959.224792433337,40.43935628076056,44.77354816865097
3200,151.88839099571612,10.990478934145896,0.0008788633991798696,49.22243521920445,25.05294501143508,104.65555132672408,0.16159503537886238,55.499287418340174,909.1043231010112,146.38899541197642,52.26141328444526,0.6689371735747575,0.995837384216274,39.6783511536828,5.2994381927663176e-06,277.83390615767905,22.318835975818324,2960.452464166749,39.678268203664125,47.18071619274788
3300,151.25927003664592,11.233348545575154,0.000513275606288461,51.01659386676734,27.1256207310481,104.08991473894699,0.1601604038088395,65.71652768327317,907.3033940184886,142.50948523839727,58.351461295309925,-7.287424366902214,1.0112337257958335,38.6716165274857,5.32158554354487e-06,277.5165882633534,22.484394137716407,2959.159222854194,40.720839778581684,47.83847101985663
3400,148.59807444580153,11.667501593311496,-0.0012535979358825435,48.44544293701979,25.888303982360583,103.49730618797926,0.1571913942201201,70.25027531684246,916.7586834629122,139.5430026493238,60.38162717313447,2.3701594926926886,0.993524512246347,38.01290079716879,5.137535516439579e-06,277.674762105241,22.151744214577704,2959.397015479159,40.164399398812776,51.53452618877566
3500,148.37588567513743,12.389386666441949,-8.551347763179222e-06,37.270045928634126,24.412926699802345,103.13689287434129,0.1541914024467286,79.21052816949783,908.5889310773887,134.66388042084213,62.98722020003288,-9.76939333975143,0.9719084531673144,38.01142025278577,5.206807480352879e-06,277.49277796255154,22.397051973052132,2960.303571715418,39.069794722359696,51.30276013562842
3600,147.15876104324497,13.319500918583561,-0.0010323761583173395,37.19719304851324,18.662674265828176,102.53225090503005,0.15287193473321387,86.18245593715132,918.6882079915435,133.8772982920522,67.97807107876203,7.940590783463688,0.9763570187484111,37.77517304064366,4.989959040853562e-06,277.5534118477501,22.542388894769054,2960.2574037503873,38.70012939376235,54.365399649012694
3700,144.9401536452756,14.049361956948852,0.00122407213829877,38.889649575965855,19.124396193137088,101.70398782989648,0.15129571493902877,90.73899823103325,916.6449371085142,129.1257296770433,72.98418570192356,-4.955563472023334,0.9756184947983074,37.99195423868594,4.998855807058671e-06,277.7178874829111,22.168904725646275,2961.3729619194573,38.96288571415398,54.707752713547094
3800,144.0131954297671,14.384028190452042,0.0010124527498159394,38.0396796700044,17.928057890746835,100.99658131273156,0.14944406303881388,97.8721178725497,912.1869315420145,124.07660025626564,75.35305469674142,11.13425929616409,0.9680014846171265,38.13045144135922,4.922399872379831e-06,277.6739092384018,22.54820474791199,2961.0756442477764,38.49217959868252,57.56060561775748
3900,141.18991914814896,15.553333055795855,-0.0010626659428105694,31.921723797924635,17.810527688380926,100.66772722866965,0.14870774011824855,106.97815011402456,910.5181885907828,120.04546488824617,79.41901313535384,-5.474191780101629,0.961359124982512,37.68297925238929,4.91315316526695e-06,277.5217009899834,22.301248632671093,2960.7931541849625,38.51111442381449,57.814414988909284
4000,139.60737522710573,16.130548425200587,-0.0010774655456602979,28.729153155596936,18.44679410822023,99.86120042538892,0.1471145660145201,108.6022591834155,919.3462955431309,113.70292421003764,84.09959808834724,-10.09550525781817,0.9461371580786707,37.36805841693689,4.7352992092285695e-06,277.67661252862706,22.164353531854907,2962.229404433065,38.54904526425944,60.880620735010524
4100,137.27018644950306,16.45839505054202,0.00039786734687441693,32.69367758828719,15.530357113077791,99.01461615258094,0.14546535470615943,116.76176722024628,917.7222783272416,111.89854618888843,91.34792441334476,8.541116625919097,0.9585267516510031,36.36642966690387,4.811669326041229e-06,277.6439966325972,22.247192671033257,2962.471994663385,38.51316130874231,61.98930694702223
4200,137.49896727254364,17.64376640023401,0.0013323734011557594,30.93005008953646,15.532965980559977,98.21281372868124,0.1443563342570059,120.75001223657844,902.3600535778814,107.1095174859132,93.66544206390283,-9.892760781973829,0.9367071161034267,36.31295427598628,4.704082535344078e-06,277.6511925780567,22.215078464236377,2962.5248377941966,37.987106901620834,64.42458168983563
4300,136.00878154651548,17.94991619738999,0.0011797679320594474,29.41576930555704,17.354792993121837,97.433133955169,0.14122680768222565,126.33323859981797,903.2355473863336,99.09424710242999,100.30504253940008,6.526827404184302,0.9385910126497348,37.01518781646107,4.565005854498951e-06,277.69121205478456,22.524639923455947,2961.8739682615305,37.58687216111355,66.15879161230102
4400,133.10913467865436,18.97466722537706,0.0012130446906309146,25.12717068710333,13.338976503713571,96.98940745004413,0.13969896282211555,129.78669393735612,905.2539055491582,96.5513900919682,106.48236394052876,-7.325795394682143,0.9217859362538898,36.9726982905113,4.62428058286601e-06,277.7370897210076,22.539497079847248,2963.406545532464,37.09450277542754,67.37659043820955
4500,131.7721420730486,19.492784408799917,0.0011012892675325231,24.407396631676065,13.250618807916965,95.95230174860963,0.14005018560311525,131.9340503357315,912.2055689727212,89.01087486349,109.58431966509379,-9.53148835071604,0.9387584695352665,35.574168587043914,4.615936231953026e-06,277.6211906274352,22.43524212996108,2962.357905953394,36.52481567767889,69.14087177312584
4600,130.03823724791414,20.311898544745226,0.0005035461142176746,18.515502175408947,11.763085397422072,95.37404364605241,0.1382604889812351,134.96300332134004,912.1379458767801,84.07826964296912,117.7310754607405,-8.732029247209807,0.9287693875992785,36.45177107382843,4.56970593181256e-06,277.63202994624965,22.261583857484837,2962.877183305264,37.10147433822193,68.93802875519552
4700,129.37893749871623,21.210459117669792,-0.0009470783885846536,16.98906146977352,9.925992876022647,94.31426073015933,0.13595542087959153,138.63886815041684,909.9335110812915,78.10283746451906,121.01548739391627,-5.767390304430582,0.9130941124705378,35.82488913624852,4.380765125280367e-06,277.6647076485962,22.270375687433134,2963.9905233595337,37.11903613161873,72.0930465993386
4800,127.265134641745,22.43529576154413,-0.000550318641872354,14.249010643834431,11.374713123489006,93.3059140095184,0.13544773661866508,143.38438121612947,911.8929984065888,70.19680070848081,129.40462860151203,-6.065400538828853,0.9186244192645122,35.600471874012456,4.383016910608162e-06,277.56518267976753,22.194782470322544,2963.7923878679812,35.60785073211521,72.16227818606986
4900,126.00548683598325,23.286271982397984,-0.0009118033930437768,13.858460842036216,9.53563743893052,92.56189579894274,0.13362643259826443,148.14847089786068,918.7427731696124,64.46812434748507,134.76914013278193,4.270112901589437,0.9197163083114098,35.301311014333194,4.3914720570934565e-06,277.51473319925657,22.147133745855978,2963.733395114887,35.87394134237179,76.01682013183179
5000,122.9790573752988,23.53588005602751,-0.0013061490084112068,17.63882625761449,8.194778541096222,92.07180953127352,0.13248295901496043,151.4308656419976,920.8299357869348,60.5743607597205,138.51594722684064,-5.405997415707326,0.9058342406268226,35.056861555114914,4.301292806702436e-06,277.57540865441894,22.41455391739264,2963.990430702888,35.78288912090087,75.91986477963385
