milliseconds,s51,s52,s53,s78,s85,s211,s213,s482,s483,s484,s489,s490,s491,s492,s493,s494,s495,s496,s498,s499,s500,s501,s536,s107,s108,s109,s110,s111,s112,s113,s445,s446,s447,s448,s451,s517,s518,s519,s520,s521,s522,s523,s524,s525,s526,s528,s529,s530,s531,s533,s535,s527,s1,s2,s5,s6,s7,s17,s18,s20,s21,s22,s23,s24,s25,s26,s27,s29,s30,s31,s32,s33,s35,s200,s381,s383,s385,s387,s389,s391,s393,s473,s474,s475,s476,s477,s478,s479,s502
0,199.980384940853,0.00014267584628786768,4.471042890429611e-06,0.012716741686318013,0.00022581887848353773,-4.7340692158362185e-07,-2.2767179761561946e-05,-3.358830557894137e-11,3.7922122217381194e-14,-3.050416430717271e-19,7.494618215287434e-33,2.39053242999277e-28,3.4724351234024684e-23,4.3916243872038054e-37,8.725912833953613e-42,0.0004915274955215788,0.0007259546421897938,-0.0004239085302353596,0.0007651177942509134,0.0005466580682233531,-1.1881659904326736e-08,-0.0005503881773388411,-4.4042455053347505e-05,8.664885543784492e-07,-2.5896878161180192e-09,-2.1881265944239177e-09,5.8014391287258e-09,1.0783917177384851e-10,-3.737717975041067e-09,1.3899857518667681e-09,-5.637132392132794e-07,6.235427060037467e-09,-5.0874832946506715e-09,9.754285453532932e-10,2.7570246858433856e-09,2.122613916705145e-08,-2.1297192788605376e-08,7.305891266520673e-09,9.814919843769901e-09,-1.9699410096516544e-08,7.786783096026741e-09,-1.519219668551459e-08,1.1911956765659088e-09,-1.6350324295873938e-09,-1.5651519432255192e-08,1.5018017892393393e-08,4.012191206936405e-09,-4.215284072646914e-09,5.1541431971426886e-09,-4.076656698242774e-06,-4.227560183091404e-07,7.112266925626237e-12,8.000005175634362,7.999999331426349,7.9999940659276545,-0.0001812417451764771,953.0866772648316,1650.0700034709691,22.00002698578071,7.999752582377162,8.000004259738835,749.8650580280838,7.999116675186361,7.999127198864348,7.999996560310604,7.999999806046968,7.999990489631846,8.000152782238569,8.000002086057929,8.000414805525756,7.999932521239643,2.041664577247674e-05,1499.9999179016343,0.030791876457731498,-5.147490801375779e-06,4.387647878125385e-07,2.6324342303332984e-06,3.4045987993296667e-07,4.389543137191071e-06,5.159992999622085e-06,-1.445452263072142e-06,-5.594237642528006e-06,4.3122835126943825e-07,-3.0097710539803363e-06,-4.455084272587847e-06,4.835924093895368e-06,-2.030772119590735e-06,1.0767069755035354e-07,-6.695506048869317e-10
100,199.94339173857364,-0.00030150086146268977,8.640494861631596e-06,0.02503183204016026,0.0006479590785118611,-3.897266700268381e-07,-4.397736827365948e-06,-6.038603892924951e-10,-1.8827247886496964e-14,-2.7092309747255674e-19,-5.628879624542818e-33,-9.535884874882325e-28,3.7071243132131414e-23,2.8745585518944974e-37,6.387700115353808e-42,0.0013501421890619726,0.0014489196593211466,0.00026654056512341834,-4.801567462260506e-05,0.0008291604519939568,-2.6886504052978058e-08,-0.00011884180239979402,0.00010580560850167482,-1.0239684824227904e-06,-4.330951203180105e-09,8.948996373564548e-10,4.697463149428132e-09,-3.3502965827635086e-09,2.5335552876044994e-09,-5.289218706503191e-09,6.790908182592384e-07,4.327826216491013e-09,6.258971285537902e-09,4.422184287690185e-09,5.666971463335238e-09,6.459368060506657e-09,3.5619427095322543e-08,8.787349052525908e-09,1.6493039926003106e-08,8.561248361980916e-08,1.4189209246689643e-08,-2.6031754791793494e-10,7.2193731866600035e-09,3.8742526375349044e-08,2.7216950240063446e-08,7.091571644735723e-09,-6.529791736208257e-11,2.099628419816318e-08,-2.606367229219154e-09,3.934499958346985e-06,1.8991984667990793e-06,7.396048983983551e-12,7.99999115196322,7.99999311171392,7.99999679225413,6.942925098145e-05,952.9898859249108,1649.9275005103511,22.000008497840845,7.99989778307868,7.999992686013741,749.9222194424814,7.998477131269939,7.998735234073375,8.000001693058989,7.999995196611408,8.000043709671552,7.999913587047348,7.999993903127733,7.999070745915336,8.000255884131606,9.821072778389743e-05,1499.999930665376,1.1224473010605913,5.07994652276701e-06,2.0134077698739624e-07,3.3740514253806307e-06,1.7568206675283592e-06,-2.18322245302629e-07,2.5737161232916713e-06,5.251271568222336e-06,6.2928644343594646e-06,2.9209476252311618e-06,5.765652744894269e-06,1.3185403230703724e-07,-1.3050160623220329e-06,3.5236085832615544e-07,-1.9661606517857836e-06,-6.238010812993633e-10
200,199.92096996721588,-0.0005266229240726165,4.924287458027194e-06,0.0235676491968167,0.0009188351382117879,4.2301372325451374e-07,-3.5848781551276756e-06,1.2992217369729887e-10,-1.5598576604255237e-14,2.134697106096897e-19,-2.3677999404716975e-32,2.7288280606374426e-28,4.0748622776261377e-23,-4.6915208574476324e-39,-3.837272809599486e-42,0.002014455617204592,0.0021776747495152625,0.001061205599102082,0.001799528399366884,0.00038455362518091815,-6.117257684888755e-08,0.0005622055213784579,0.00030661154022495996,6.07381542803673e-07,5.27507492299661e-09,-3.0340335134751907e-09,-3.636123099215537e-09,-3.6059534869141928e-09,-4.032804495497369e-09,-5.390704739622496e-09,4.9804750345555e-07,4.5836695299322075e-09,3.6251844582843175e-09,-9.121001714088607e-11,2.113192440898289e-09,2.8449844519573818e-08,4.5167498683771e-08,4.4758974377332435e-08,4.8532285861220275e-08,7.016605507583217e-08,4.331968957218501e-08,4.832964081465606e-08,1.3211094346512338e-08,2.1875110914164548e-08,1.806995020497339e-08,5.8605248389488395e-08,4.212813665010542e-08,5.26154864613185e-08,5.01669132463229e-08,9.36340119867968e-06,4.681973833473029e-06,-2.341550984682748e-12,7.9999882607005715,7.9999876822234235,7.999974111048411,0.0004309188727462228,953.247996583469,1649.940689701766,21.99997153760632,7.9993250149652155,7.99999235772466,749.4207493030841,7.998537560836431,7.998421531558697,7.999987594885898,7.999990606899946,8.000017651151484,7.998871189366041,7.999995545896553,7.998849180028616,7.999350245480756,0.00013141892152469028,1499.999856843965,0.8598317907455276,8.601693143660676e-06,2.5597804656524536e-06,4.478243588268385e-06,1.0207675574060197e-05,1.2640111018068998e-05,1.1483408502714155e-05,3.314145927887492e-06,6.352335224213933e-06,1.1287955870143155e-05,3.7418970101295915e-06,2.6510663437155102e-06,2.4891953654799617e-06,3.980876537522254e-06,1.4184262778275212e-05,8.742172888435734e-10
300,199.9036797506191,5.728254054495169e-05,-2.830001685325752e-06,0.052789111041523874,0.0010537220298998252,-5.169144178265733e-07,5.143205246640792e-05,-5.155390435843217e-10,-3.8548844879313404e-14,2.3579108338057776e-19,-7.420259717001081e-33,-7.157288815370429e-28,2.4719674499943414e-23,-2.279407719592974e-37,-7.096345840345807e-42,0.00254910332795801,0.0027774393445713884,0.0022217223948307737,0.0015824626763688034,0.0017073597471872557,9.738341327938297e-08,0.001619719932051886,0.0004564191272036139,-1.2326499609138572e-07,2.5716865362637887e-09,2.3920096885813145e-09,-1.231200723144315e-10,2.3010002473706293e-10,4.871603291515597e-09,6.895764132874163e-09,-2.3031297967704588e-07,-4.252131354483278e-09,-2.4493528780028047e-09,-5.082188034654183e-09,-1.1871602599177367e-09,7.158277533758501e-08,3.561051132551864e-08,4.558578109340046e-08,5.148084754086425e-08,2.0888763111159023e-07,6.74011121916276e-08,4.750885728790444e-08,-6.384817992479962e-09,3.702497514320355e-08,3.7787826222727894e-08,5.820407029385551e-08,6.549671794771065e-08,4.1836235836859404e-08,5.6139889193922766e-08,1.458137466010582e-05,7.906823891790119e-06,-8.845360298240652e-12,7.999983223058103,7.999988082586002,7.999943710936182,0.0005650579384573099,953.2535011762673,1649.748668054024,21.99990035598223,7.998004249689516,7.999982498875013,747.806208243899,7.999008012585912,7.9980117342488235,7.999984515881423,7.9999932204892685,8.000084159441363,7.997300584414966,7.999983633484365,7.998322511322456,7.998443364869189,0.00016069408319854825,1499.9998056765578,0.8078062777466419,1.822333105331351e-05,1.092078248499474e-05,1.5758322658130304e-05,1.023571337181713e-05,7.143721011351098e-06,1.8295892444824184e-05,7.966248537744157e-06,6.484025294060969e-06,1.2446049270469412e-05,1.4581158708533247e-05,1.3691598146106538e-05,1.3218198107962128e-05,1.7885322257745068e-05,1.691502711944173e-05,-2.899473066903172e-10
400,199.90673350956385,0.0005870532820015002,-6.7709716504532705e-06,0.09816946011378318,0.001338566828306827,5.443723190714256e-07,7.648171670568501e-05,-2.7334812133097537e-10,-1.2198797254058694e-15,-7.530950976518867e-19,4.0877364610009356e-33,1.119997794701117e-27,-3.726460614318477e-23,4.003606107832526e-37,8.101291966063129e-42,0.0033550033327847547,0.0019544256122644398,0.0022382177402529954,0.002908915160091204,0.0028178568021833142,-8.974852442861758e-08,0.0022148631815334207,0.0006635267324555644,1.2457536696197426e-06,-1.631530404550647e-09,-4.671631840143574e-09,-1.9391320830652694e-09,1.3411249539538666e-09,7.05062716665293e-10,2.655767393969589e-09,7.646384897483615e-07,5.17876832297786e-09,4.166581110826106e-10,6.742964489236993e-09,7.669750704892529e-09,8.806771539599966e-08,6.142514538098801e-08,9.206211782266963e-08,9.720616592813965e-08,1.4760517667558888e-07,7.019472198638617e-08,6.160598959048497e-08,1.2115188917446078e-08,6.450572434422577e-08,7.936517619169152e-08,9.146327406000358e-08,6.793029945183454e-08,9.430457597666958e-08,9.341509937985128e-08,1.5281259572346962e-05,9.009455022200054e-06,-3.836510067115087e-12,7.999983972404265,7.999988832868011,7.99985549260147,0.0006632332462627314,953.3670326931035,1649.6409881500251,21.999878740134974,7.998126450689279,7.99998119768183,747.6276193897473,7.996499277945597,7.998294338887571,7.999978477902855,7.999989198475133,8.000105398554226,7.998224615870702,7.999978522551025,7.9980409652710724,7.996626063480083,0.00017690295658131939,1499.9998470038672,1.4925211250995833,1.709556135577081e-05,1.9264913388817675e-05,1.465993198308145e-05,2.1362917909873703e-05,1.281800180890196e-05,1.922054651493233e-05,1.078668798133722e-05,1.8881268186694966e-05,1.615345346250497e-05,1.7547616570544386e-05,1.914236371660078e-05,2.141714516256894e-05,1.0867775003377242e-05,1.0394446769537085e-05,-2.8341119152601157e-11
500,199.84517868543375,8.126052520575068e-05,6.044233217514268e-06,0.08153559610847158,0.0018051679507545605,3.6547184977467843e-07,6.129761924895462e-05,-2.2929687755639906e-11,-2.620666445464439e-14,-1.4950370124438678e-18,-1.0112063356522228e-32,7.114898897169011e-28,-1.0196463251897591e-23,-4.240613237857098e-37,2.327270308526143e-42,0.003320437416950782,0.0032491449789793943,0.0023078639029432443,0.00372103897878495,0.0024452721847157263,-3.301053837322723e-08,0.003766671605980559,0.0006199154635527058,-6.766978049649116e-07,4.639648741855386e-09,2.214707762892699e-09,2.8491704250807983e-09,1.6261020622516498e-09,7.602564542713247e-09,-2.903761079155741e-09,9.424506763903714e-07,-3.900564502530594e-09,-1.358062861716919e-09,4.291400550045281e-09,7.501898675986655e-09,9.924926321810022e-08,1.0412807327845078e-07,7.905625523105111e-08,9.92962945657764e-08,2.99584970161114e-07,1.0510614739907169e-07,8.964346968134744e-08,1.1035119351117056e-08,1.0733040384026817e-07,1.0082774309046675e-07,8.069387782812243e-08,1.0725260134214393e-07,8.876288806737539e-08,9.350247883519072e-08,2.143591806851499e-05,1.0608256579115246e-05,-2.9716903905153917e-12,7.9999752772351345,7.999979729138978,7.999863909780994,0.0007855142024953026,953.4490845494133,1649.4568765653196,21.99984421723918,7.997169389310978,7.999982790822177,747.0980034541482,7.995991732779542,7.997369650466876,7.9999808782384205,7.999982565939625,8.000086917727097,7.996828679377024,7.999983796597486,7.996289501501981,7.996538747886839,0.00015561540110788753,1499.9997265626305,2.7621854082790334,1.7760906425490292e-05,2.39201863645844e-05,1.6130968376637348e-05,2.230485332162715e-05,2.300817282122993e-05,2.2924611060732612e-05,1.610319109504714e-05,2.13748796865865e-05,2.3273226895648807e-05,2.42238368232174e-05,1.9381420520581654e-05,1.90387002007176e-05,2.341154872602666e-05,2.400158390951921e-05,5.924773449465624e-10
600,199.86996866265218,0.001060055835664236,8.773388234060443e-06,0.13806448432340146,0.0014520690853162023,2.0324569871119648e-07,0.00011185825443278596,8.57305186306251e-11,-1.1197407449444122e-14,1.2826704886965653e-18,2.5632623770477987e-32,-5.123519086773821e-28,-1.39951405517615e-23,4.563335984903298e-37,1.733249263313685e-43,0.0045316842102942805,0.0036632328444717627,0.004305116444707787,0.004056117925704254,0.0033313673789010273,2.341878088417279e-08,0.0037557506966581604,0.0008219162943648183,2.0227213490627245e-06,7.479277566584872e-09,6.617589404094274e-09,2.2002876473950624e-10,7.616428878174852e-09,5.629719143620795e-09,2.0874905069715476e-09,-5.966302617877521e-08,3.982116001480842e-09,-7.452090479157165e-10,-1.726623132040469e-09,2.5838868392187766e-09,1.0555769207854722e-07,8.940093599871304e-08,9.064014401886533e-08,1.1361527701145644e-07,2.861082717392543e-07,9.399111751973003e-08,9.023755413880344e-08,6.4026750296871665e-09,1.0546063454857991e-07,1.3286152190384167e-07,1.2717580814377486e-07,1.0837421736374507e-07,1.198260308594035e-07,1.0173310243493399e-07,2.033993758464762e-05,1.5239473389795255e-05,2.261672063152135e-12,7.99996937884917,7.999977866750803,7.999830594322973,0.000986511327064303,953.4645216788527,1649.252693289992,21.99985789725534,7.996068870797168,7.999970640780679,746.525055675396,7.996758612295093,7.995952471072575,7.999969103289692,7.999976732143652,8.000101157297003,7.996668830727821,7.999974158285684,7.997055000382259,7.996536368352986,0.0003078374388073537,1499.9996989187455,2.4243152813055495,2.5961890473583963e-05,2.1002726380034687e-05,1.885476733025936e-05,2.9159005866968332e-05,1.8798006808159375e-05,2.1312269309325744e-05,2.543499260423265e-05,2.2696746111696427e-05,2.7992855334874816e-05,2.7489690197649332e-05,2.0662397365803036e-05,2.19568196311197e-05,1.9506675919672866e-05,2.4383092797702103e-05,-4.3212800417654655e-10
700,199.80140297742307,0.0010943269367127743,7.118662665998637e-06,0.18163573941452255,0.0020519332789223793,4.68811377189726e-07,0.00010209921299141206,4.301140925229965e-10,-2.2973967480023017e-17,-2.4954540039045317e-19,9.309751618260215e-33,4.569136177740137e-28,4.1988135920744317e-23,7.991903729576266e-38,3.0803417286144857e-42,0.003532613973569196,0.004125891267864897,0.004659497591148234,0.0040288359301005805,0.003713938611068391,2.0233535473431852e-07,0.004187549553778156,0.0011081584074675186,3.9639097610192454e-07,3.6662836920445365e-09,4.5433177975079746e-10,6.024210470699159e-09,-7.799564326553721e-10,1.7569064082495103e-09,9.866856308983738e-10,-1.5819683032863953e-07,-8.677052768501605e-10,-1.0549334962501757e-10,-3.322136782215814e-10,5.042702411428561e-10,1.4649134120665884e-07,1.1297396427948318e-07,1.1157805381765647e-07,1.3849173768428146e-07,3.885937849430051e-07,1.4893481110416028e-07,1.235736902315474e-07,1.922356026408273e-09,1.207853531676847e-07,1.388738326217989e-07,1.488638105085054e-07,1.4629649463199703e-07,1.1395107401663775e-07,1.1464479770954807e-07,2.788871146104931e-05,1.681628516036989e-05,-1.5852179321712415e-12,7.9999738100026905,7.999965695234431,7.999787889302565,0.0008085489503354701,953.6015054943516,1649.2048951339852,21.999818014679523,7.995536856130426,7.999974429056324,745.2951342790763,7.9962720202805695,7.99568890136449,7.999974701990533,7.999965314019738,8.000161895208112,7.99463465300897,7.999967572084433,7.996172203653865,7.995120438782805,0.0003023598303903888,1499.9995500985162,4.264143080927786,3.138704569762898e-05,2.8250470034796355e-05,2.3814935048010038e-05,2.4217601005432706e-05,3.343222844897373e-05,3.2617781255300094e-05,2.4728973606720596e-05,3.1063170790315075e-05,3.4778306038596196e-05,2.7222745639246203e-05,2.2948500699618944e-05,2.7225351048913094e-05,2.7705003807182976e-05,3.388711902621154e-05,1.1376220218871408e-09
800,199.79898786068057,0.00025283356153613806,1.68247325838129e-05,0.18613773719392263,0.002039816740390518,1.3141297749770117e-06,-9.16427664354821e-05,-3.641490309503822e-11,2.859127961736228e-14,-2.0778239912289783e-19,-1.2797406076887837e-32,-5.755840170009397e-28,-1.501558015250043e-23,3.385245410460324e-38,-5.3209688545422225e-42,0.0051448922014874455,0.005044534479780025,0.005605278702511433,0.0046941180835939275,0.005874366660908189,2.124866310023367e-07,0.005647147274642555,0.0010644918557414758,1.993014923637833e-06,1.0837586788044763e-08,4.877029659005446e-09,2.6158464776211277e-09,1.0160497880039008e-08,9.99162564429814e-09,1.1125508864433562e-08,1.313649846358092e-06,5.368417541606419e-09,7.495486548723319e-09,1.125904001354103e-08,5.036665396575604e-09,1.3237035498204603e-07,1.5851119398475235e-07,1.5775915909404882e-07,1.689997546079615e-07,3.5334729401125093e-07,1.4815523870297748e-07,1.5926205835583112e-07,2.5483882876575293e-10,1.422846721660367e-07,1.6091354709478397e-07,1.4703927788199494e-07,1.658572764912764e-07,1.4825169096340456e-07,1.6329925532130507e-07,3.216525619178364e-05,1.785795930369492e-05,1.523288703550468e-11,7.999965253539291,7.999964529391988,7.999747952198979,0.0011477459733819815,953.6287781615462,1649.1486914498716,21.999819015833523,7.995428318977636,7.999963191012778,746.034165920131,7.995578420754377,7.995124085854715,7.9999724108987476,7.9999642165378075,8.000157206962486,7.995071606402616,7.999961699407324,7.993914812319092,7.99437512778097,0.0002986574393105121,1499.9995263089274,3.328516816353702,3.0264606456398497e-05,2.8487534884572927e-05,2.7562421859122418e-05,3.324415272354499e-05,3.1722085870941236e-05,2.845324963798383e-05,3.464734412523159e-05,2.774261824889805e-05,3.81210874221387e-05,2.7389496452393983e-05,3.895410203025422e-05,3.441215581222714e-05,2.9244414530129874e-05,3.1213052607715704e-05,3.181691716239207e-10
900,199.73815549132445,0.00026180772198799063,1.4095203304093395e-05,0.18405053957848166,0.003139984622852027,-5.420181523325761e-07,-6.648828923980999e-05,1.1825154183704294e-10,2.5949517254043808e-14,-5.318985158190607e-19,5.298256410481371e-33,-5.035021660686183e-28,3.750644792576478e-23,-8.385468661493574e-38,5.4731929019771775e-42,0.005121981668944389,0.00600838334203637,0.0052124142240183085,0.004980477234854389,0.004968358342067108,2.3766396508217925e-07,0.005184394666547839,0.001110415714228586,1.9209707026224376e-06,5.658034799355275e-09,9.477239315373977e-09,3.3520493347772794e-09,2.4347831410131305e-09,1.0479191379144787e-08,1.226917221341894e-08,1.4181951844890342e-06,1.132994325727812e-08,1.1135900436955325e-08,5.79989452852985e-09,1.2586476194884347e-08,1.462510575867524e-07,1.8343703925074943e-07,1.8336594693093677e-07,1.7669762219292149e-07,4.4674157569546973e-07,1.5616109291869594e-07,1.4459820173141117e-07,6.204043292859786e-09,1.5044339883833514e-07,1.4288407185220108e-07,1.7829306459662413e-07,1.5185401514068143e-07,1.6568844512019318e-07,1.6520146742821451e-07,3.1620510415612546e-05,1.9888861497755366e-05,1.6952433409942542e-11,7.99996554067336,7.999961931386335,7.999757767560463,0.0011138670992634856,953.7481966840709,1649.0353843305606,21.999780465538468,7.994827664391374,7.999965403928005,744.6380205918617,7.995004667961739,7.993414645869024,7.999965048598309,7.999960506918876,8.00021244157551,7.994594289179801,7.999959241734545,7.993313771811118,7.993677824375611,0.0004596021967663853,1499.9994271739124,4.214330006746063,3.104900344419839e-05,4.251854463110128e-05,3.105244274259529e-05,3.9280361094344994e-05,3.615827829822821e-05,3.568741033490632e-05,3.3121303454996466e-05,3.101885079284213e-05,3.8465465293426074e-05,3.565119172305565e-05,3.514726095995546e-05,3.1743447358837546e-05,4.058556875490478e-05,3.6864772758279036e-05,9.846186728633547e-10
