milliseconds,s51,s52,s53,s78,s85,s211,s213,s482,s483,s484,s489,s490,s491,s492,s493,s494,s495,s496,s498,s499,s500,s501,s536,s107,s108,s109,s110,s111,s112,s113,s445,s446,s447,s448,s451,s517,s518,s519,s520,s521,s522,s523,s524,s525,s526,s528,s529,s530,s531,s533,s535,s527,s1,s2,s5,s6,s7,s17,s18,s20,s21,s22,s23,s24,s25,s26,s27,s29,s30,s31,s32,s33,s35,s200,s381,s383,s385,s387,s389,s391,s393,s473,s474,s475,s476,s477,s478,s479,s502
0,200.0260047564149,-0.0005669094570844794,-1.7468408642216528e-06,0.00154833321101166,0.00011067426431425374,1.6171952946565181e-06,4.6090780379077034e-05,7.328293252676044e-10,2.8082872126836104e-14,-1.0330781846992817e-18,2.3044428666078605e-32,-9.646363116183424e-28,1.8569073121635328e-23,-4.4006660736948545e-37,-2.313588833513798e-43,0.000840717023988597,0.00022886763646930576,0.0006762561555409605,-0.0008010760496382444,0.0002081758011154964,-7.109146122744799e-08,0.00025995158069517366,0.00018374750151883254,8.258213235702441e-07,5.5730800133995355e-09,6.077304155328941e-09,-5.695248223330432e-09,1.3352958599233335e-09,1.6270391136776466e-09,5.413613808738513e-09,-6.901039490063225e-07,3.803032602897157e-09,-6.039649634638198e-09,-2.9538983848786506e-09,-5.54645656593113e-09,1.7946891630847835e-08,-1.1669073663962206e-08,8.406575754701546e-09,9.18279902881832e-09,1.4642443751041818e-09,-1.1982337025744136e-09,-1.1970184934743143e-10,2.748289894550062e-09,3.976863158627692e-09,-1.4594419954285966e-08,1.2649552237095616e-08,2.1993133195720872e-08,1.0560222483957217e-08,-1.4070104036117228e-08,1.53715057358499e-06,-1.858476902464926e-06,1.5297451855005436e-12,7.999995660042543,8.00000359766127,8.000004078530475,4.133240229669913e-05,953.031944712951,1650.0872067038717,22.000035243636685,8.000473457596424,8.000004362495748,750.5970203928587,7.999402032702988,8.000720612296945,7.999995390431746,7.999997814705907,7.999997137501236,7.9992096800821,8.000005837588462,8.000382239171119,8.000238884003645,-6.33179701566375e-05,1500.000077595766,-0.2579169712210602,2.978860355005128e-08,-1.4831530468649716e-06,-5.954127195992384e-06,-1.3322639005016697e-06,-5.467956252210973e-06,5.22744107178268e-06,-4.848662317820303e-06,-5.864251148402973e-06,3.785382749284097e-06,-5.905079934394658e-06,-1.310455255759435e-06,4.417997637234081e-06,-1.963427325215859e-06,-5.659435334238464e-06,-6.851678446860924e-10
100,199.98408154823048,3.953258643874062e-05,9.62605585420519e-06,0.007631006786059415,0.00046274039596430323,-9.443114572102421e-07,7.87950122590498e-05,-3.388380709189884e-10,3.1132248511546284e-14,8.833047552869761e-20,2.07355025989342e-32,-9.278350978584719e-28,5.4024726689967285e-24,-1.8393608158481506e-37,3.721056228228583e-42,0.000497571881104388,0.00043611407339858455,0.00028356671512227115,0.0011609000936189467,0.0002817485759755999,3.825189354753856e-08,0.00034644832882699185,0.00017649281401306614,3.453956835151203e-07,5.397952930528809e-10,-6.674721905824184e-10,-4.484245374703763e-09,-2.2776276468322316e-10,3.5072068643882035e-09,-5.583382452598594e-09,-6.429025295014035e-07,2.3868539510717472e-09,5.897399549044664e-09,5.523252201406988e-09,-4.71588276643499e-10,2.7068544595162422e-08,3.1879527786144304e-08,-2.1472146350044884e-09,9.219538006672078e-09,4.108523950081627e-08,3.0245988042272464e-08,4.017853447183832e-08,-8.463604956342445e-09,1.704117895383061e-08,-1.1671665269147448e-09,-3.0298076924930923e-10,1.3068841576417774e-09,1.5268774206801503e-08,9.086914326917033e-09,2.7958197239349254e-06,-3.632164902832136e-07,4.742479295836013e-12,7.999997502694321,7.999995754568635,7.999943541507209,0.0003088176534010224,952.9841985495425,1649.754531753544,21.999974895865165,7.998792772338313,7.999989788648723,749.8823450179062,7.9988234944248475,7.9987712675363705,7.999992484151251,7.99999025288127,8.000001464599345,7.999598054097324,7.99999936374985,8.000122142796284,7.998862990320709,0.00010748838778462014,1499.9999699747464,1.139035494746996,8.708050014547986e-06,7.835945718773742e-06,3.2543851966600113e-06,9.622630523337016e-06,9.2741202262604e-06,9.78378482956109e-06,-1.929912928851603e-07,3.945552186251567e-06,3.898320956400309e-07,3.308347943596425e-06,7.015064910237163e-06,1.0067491515734453e-05,1.4920180461270726e-06,1.2199845525931493e-06,4.551494833715034e-10
200,199.91794757340668,7.147971148495901e-05,-3.2577646871798605e-06,0.07126905532309583,0.0003578069482791688,-1.424818334550257e-06,1.2595804857886419e-05,2.896062259810776e-11,-5.6482141255732774e-15,-5.5870001525153385e-19,-2.5222767821606703e-32,3.504284522711664e-28,2.8098226957796285e-23,3.162542710448009e-37,-6.889884210296512e-42,0.001131182395261957,0.001727249042847289,0.0019997475683854247,0.0013451512163087129,0.0009011043163181579,-1.2467713550779314e-07,0.0018760987638535504,0.0003773309538798829,1.2935268635548827e-06,-1.458381829684126e-09,-4.642791452747453e-09,-4.010977878409371e-09,1.417818381771017e-09,-3.5483451517032043e-09,4.8079094711998616e-09,-2.9312679474876886e-07,-2.3851179640797475e-10,4.8258579636017716e-09,6.053265358703125e-09,4.5134172254070794e-09,2.1753310000104545e-08,2.5549923426535437e-08,5.706823252518667e-08,1.8628290561894148e-08,1.45983278495688e-07,2.314348568511202e-08,5.5972424484193536e-08,-6.679973132899748e-09,5.6408177588537766e-08,1.9802178330332114e-08,1.9768536010381084e-08,3.406111972924248e-08,3.57561928386006e-08,5.4918407365593465e-08,1.1220341996993638e-05,3.496803497020307e-06,4.018600482933573e-12,7.9999912113569245,7.999990430677434,7.999922225287366,0.00021774188145324004,953.0656236822672,1649.8242884089968,21.999933604687982,7.998163283424163,7.999995870786234,748.3105586203931,7.999492072873519,7.9979328261577285,7.999989084323777,7.999986189761562,8.000063356114666,7.99926240896952,7.9999868157673175,7.999629241319319,7.999300380921802,0.00012563840374533566,1499.9998874208366,1.4105035102478474,1.3249751479192221e-05,1.123849645576496e-05,3.622965821956535e-06,9.733128173626242e-06,2.4222898592662117e-06,6.938048747114928e-06,3.3622393165611573e-06,5.386745687927549e-06,5.661138717563978e-06,7.930074114272335e-06,7.342478883418347e-06,7.766376868878842e-06,1.1032185923576468e-05,4.005982997668579e-06,5.52409011350426e-10
300,199.93479752967508,-0.0003189320391757046,4.98688944893981e-06,0.09551073226743781,0.0005271862960418,1.1289706868793268e-06,-6.70181176830482e-05,4.684142764428776e-10,2.2842282583459186e-14,-1.3802287240854794e-18,-1.7570922048272472e-32,7.772768472657442e-28,1.6572862474825203e-23,4.6032036922385656e-37,2.5859578626123172e-42,0.001722887758776796,0.001632991483661756,0.0016050151771118777,0.001006499090549993,0.0014479567389961035,-7.307467235093047e-08,0.002232037130118823,0.00039478810060662283,1.42170324815852e-06,4.6693944368661415e-09,7.0707902521941034e-09,-2.257776244795048e-09,2.8607131740939915e-09,4.003598017615468e-09,2.701284122444352e-09,3.674515988236643e-07,-4.6541424122759945e-09,-5.15721397489398e-10,-2.2909497176015417e-09,3.6276506795515503e-09,4.3359931700485885e-08,7.250160324717217e-08,7.510092395803896e-08,5.3921082176854136e-08,1.0649000873389149e-07,7.252759218413717e-08,7.352763638262458e-08,-7.3626624423332015e-09,5.859957845108635e-08,7.477307199699872e-08,7.557006994012857e-08,4.5068380230853535e-08,5.722872402386711e-08,5.053184186957386e-08,1.358228015453641e-05,8.213421206360212e-06,3.1514330740445848e-12,7.999990472491938,7.999981790569385,7.999933451966426,0.00032450268212856604,953.3441193059949,1649.7948586094508,21.99994148288677,7.998790918399257,7.999989380636839,748.6449759728217,7.997455533862373,7.997128634469533,7.999987422821955,7.999988605283446,8.000036485657319,7.997324871024134,7.999983536226859,7.99849139583534,7.998821196284526,0.00012845078906062465,1499.9998262598165,1.7744711476513204,7.891231383013194e-06,8.071129721160105e-06,1.6899004831005433e-05,1.797347021105771e-05,8.836889905525299e-06,1.0488068856874599e-05,1.4843277962928672e-05,1.5147241518242996e-05,1.096945834575517e-05,1.7497637556613306e-05,1.569263563441079e-05,1.1291343266075965e-05,7.92739897181429e-06,1.673684926320905e-05,2.462501664503353e-10
400,199.89645229909095,-0.00020837737904954288,4.143085750038981e-06,0.0577285149484213,0.001471826379021863,5.548817362314109e-07,8.58779135338772e-05,-6.017937009531917e-10,2.394727003179842e-14,8.774942412647805e-19,-3.5220610399390086e-34,8.76944237161566e-28,-8.137218331556977e-24,-4.062927723313716e-38,6.660100033687437e-42,0.00259407852502889,0.0024245831812992054,0.002890070951090747,0.0032615619177191017,0.002062410436658729,9.37246304979892e-08,0.0028138483508153844,0.00045878674033539865,1.2269399322729209e-06,5.177251229970197e-09,-1.8888209706698236e-09,5.6992497778101105e-09,-1.6952716313229328e-09,-2.914692913410599e-09,-3.913644216124943e-11,-3.5330578116918813e-07,-2.8122620243597326e-09,2.039285229453621e-09,-9.524552645625746e-10,-2.570737971368731e-09,6.390449881638393e-08,6.712259055324772e-08,8.82366885699403e-08,9.235274351381098e-08,2.451359273087755e-07,6.139348562538855e-08,7.154250014866543e-08,1.4244668940218668e-08,8.562768878931525e-08,7.254560233731731e-08,8.00680152702602e-08,9.654982274237697e-08,6.844934303067917e-08,7.854187903784956e-08,1.3184560823586631e-05,1.0959404374213823e-05,-7.112229560311697e-13,7.99997882022588,7.9999868778134,7.999899473445919,0.0006923514092028629,953.431204971315,1649.6788461088097,21.999899603209915,7.9980857392838125,7.999982654808135,748.2048428688639,7.996613498943325,7.996524470004139,7.999989182048894,7.999977960313216,8.000108713753393,7.996781648707601,7.9999819867336806,7.998020695520765,7.996682022815916,0.00019586050497060901,1499.9997555031446,1.6527959331829232,2.1201799476411785e-05,1.5429211141128088e-05,1.550893496685752e-05,1.7595465514826445e-05,1.9491686792166795e-05,1.96573957152709e-05,1.4345664712437622e-05,1.0756244988498922e-05,1.4293224372530597e-05,1.0665807739200531e-05,1.3851645319507978e-05,2.0622716517438647e-05,1.427449065428167e-05,1.2517305392209045e-05,9.048998841958514e-11
500,199.8290094761626,-0.00039088014982258617,7.154424169627687e-06,0.09388558206291714,0.0017607828117975734,-3.5151473284803977e-07,-1.2866659886356507e-05,1.249291748761234e-10,2.727136331963187e-14,9.276377672700942e-20,1.5039666251609774e-32,3.809296927548224e-28,4.177177172631653e-23,1.212136538504713e-37,-7.815563455434778e-42,0.002330439412411946,0.003992389171971269,0.0029207178393444947,0.0024032271787733563,0.0038694574006878763,-3.3907114326810256e-08,0.003303327904535728,0.000929651678372396,-7.300783964974539e-07,-1.671511876138652e-09,1.1658751919247006e-09,7.279893701709899e-09,3.1173274770607237e-09,5.758268886677478e-09,6.31901869975547e-11,9.970275997341673e-07,1.2183116520593975e-10,1.9793915533042278e-09,2.4399053224659205e-09,-3.921724400593353e-09,1.0668212836864834e-07,8.62436357201483e-08,8.80931960012934e-08,1.0773966233198297e-07,1.9604375626804296e-07,8.900133951056814e-08,8.53167670326325e-08,6.83888663342264e-09,8.182168908080931e-08,7.942629275459673e-08,9.323909185503596e-08,8.310626493240092e-08,1.1476547465140135e-07,9.816369533843507e-08,2.2548229750142232e-05,1.3754715408002594e-05,-3.3421777341773073e-12,7.999975336233776,7.999979546568344,7.999889057417507,0.0005163208415380376,953.4594602510541,1649.3567407538198,21.99988525881467,7.997909407007442,7.999975968347543,746.8365464613341,7.997115780675208,7.996040551112201,7.999981538416263,7.9999775842949905,8.000084842875246,7.996753952941488,7.999981752795088,7.997425484816997,7.996503710491653,0.00019863085410964498,1499.9997761716572,3.0740476102611645,1.6229832290722263e-05,2.230971131545313e-05,2.1789272851442104e-05,2.358601515866771e-05,1.846500017643912e-05,2.0917245755778933e-05,1.8605908640003102e-05,2.5495842476500352e-05,2.249256257907081e-05,2.131339964892872e-05,2.011082353434934e-05,2.526089517581234e-05,1.7678997466520218e-05,2.2461443403092398e-05,2.8252192192209994e-10
600,199.86033751523797,-0.0002691058812876707,1.395693426183091e-05,0.11667753535706601,0.0016344104593658977,-1.1653869707073217e-06,8.95502034041619e-05,8.700932959668619e-10,-2.421170774129977e-15,-4.502390753363837e-19,2.430569123388482e-33,-4.5309953226990225e-29,-2.4547683611932967e-23,-3.6448243815757406e-37,-2.645134724527406e-42,0.0032634629134643345,0.0034246048540858887,0.0032801804184197357,0.004305654877171856,0.0029481054624708246,1.8702521007851298e-07,0.004755890703117245,0.0010855535408264081,1.6161352733177005e-06,5.540356567785663e-09,-9.90529039170496e-10,3.884347710699403e-09,9.625820149653596e-09,8.550313337369167e-09,1.747975942203133e-09,-6.077262937765318e-08,-7.124760528124856e-10,5.766154601476544e-09,1.0987500690762318e-09,1.5369042639536273e-09,9.199241747522268e-08,9.76416032792939e-08,1.3303269260635083e-07,9.499242120492731e-08,2.807539111801273e-07,1.1605807478542439e-07,1.0436640181425958e-07,1.4807099546514244e-08,9.450534582442572e-08,1.2275500232621885e-07,1.2197304361037994e-07,1.1676706955011386e-07,9.102130237982112e-08,1.0334234420196025e-07,2.3593607986560388e-05,1.5347614713965223e-05,8.557252158476993e-12,7.99997066671069,7.999974087236221,7.99983333125086,0.0007898463912789363,953.5932549072689,1649.4321662033378,21.999873704489065,7.997432949423027,7.9999733494395056,745.9939336187794,7.996308183573879,7.996826976249753,7.9999700653680925,7.999976038604184,8.00009538606051,7.996263338134909,7.999970733185904,7.995525816324766,7.996948940751543,0.00022809260391152717,1499.999700945985,3.7685686302973895,2.328477539848749e-05,2.3771172462886186e-05,1.9555751330367345e-05,2.9843986059281586e-05,3.063089955586106e-05,2.438248196936334e-05,2.393523783714017e-05,2.6043213998560034e-05,2.2123052986053145e-05,2.3022927088327783e-05,2.1961128618388697e-05,2.2020290036374528e-05,2.738398306009436e-05,2.759795436346539e-05,8.561588337639861e-10
700,199.8077789381574,0.0008341871402473884,1.2579475716048645e-05,0.17094580066139758,0.0019212477111994087,1.5804743392572025e-06,6.237675673919233e-05,1.2232233899616526e-09,-3.5196737472112165e-14,-2.187102694177722e-19,1.2269445116711383e-33,6.6314597280222785e-28,2.4661616065930505e-23,1.2431815093613911e-38,-1.4498944549397232e-42,0.004421387667789982,0.004741872503180956,0.00440318157143027,0.005106017717197061,0.0047539812279982,5.8584365041962744e-09,0.005361299280757279,0.0011756401609873414,9.533726460845155e-07,1.0578738201331523e-08,5.7253917200164175e-09,5.445861218253667e-09,8.35813564118677e-10,8.734908595467953e-09,8.573369695142242e-09,5.201555621059693e-07,4.297845936398464e-09,5.370634183939097e-09,9.782879052999795e-09,3.1854294189079137e-09,1.4857344125657944e-07,1.4701213687867594e-07,1.403897148281071e-07,1.2824217668333578e-07,3.3304330408312945e-07,1.4038875503844003e-07,1.1368216186597881e-07,8.297144682861294e-09,1.2817738754880953e-07,1.416313234858389e-07,1.3903204954076528e-07,1.3014515062229067e-07,1.1606589800414925e-07,1.224961098881471e-07,2.6906302096006742e-05,1.626234653476365e-05,1.0824433474636064e-11,7.999970516556,7.9999759498957745,7.99980828462488,0.0009516833323193518,953.5573759398569,1649.360729463421,21.999820831627968,7.996539428739993,7.999966304337444,745.2305119988126,7.995451851839995,7.99456325685074,7.999967562661603,7.999972696941708,8.000165972356536,7.994955154343665,7.999968310714893,7.9964180380218535,7.99475210379889,0.0002579337749777813,1499.9995311915193,4.243145878868522,2.3619769753011852e-05,2.5082652360418494e-05,3.469418994914178e-05,2.859017423142666e-05,2.3528191688784226e-05,2.4119356331122094e-05,2.8429295304996133e-05,2.8300362548887555e-05,3.4609538836704084e-05,3.263872816495704e-05,2.6848238179670164e-05,2.4431509402030036e-05,2.6287354454355794e-05,2.8046880406040533e-05,-1.5805869790512247e-10
800,199.76163783905454,0.0013212763387669573,1.8878252752903694e-05,0.20930225118217496,0.002081312788130325,8.725853768225006e-07,-2.4797814442673296e-05,1.2647465079637053e-11,3.448672331436491e-15,-1.2051819746673838e-18,2.3525408799410144e-32,-5.724326381511724e-28,-1.5613825961596797e-23,-3.649638647789466e-37,-8.958594901886559e-42,0.0048105481417232,0.00564800248647703,0.0059206309350557955,0.004269148110484037,0.004704343154705519,-1.0908333372842355e-08,0.00547980656793203,0.0010162540611363938,1.3854023668576287e-06,2.1747847745498095e-09,4.251421161847061e-09,4.963838066225238e-09,6.8734333296850395e-09,6.416022911260539e-09,-1.2744948699776245e-10,4.7206720570616e-08,9.906419074738482e-09,2.0129065834810323e-09,-2.2328712109217366e-10,5.6203083790471006e-09,1.5709639366972226e-07,1.3563070321877102e-07,1.5862062579218718e-07,1.626605386288227e-07,3.8843848097407407e-07,1.6625872382478225e-07,1.2486328128411437e-07,4.303015990109222e-09,1.5313386967579505e-07,1.5957331010599274e-07,1.4696315918982298e-07,1.253591080881119e-07,1.4038639340009018e-07,1.2771598181333767e-07,2.8822715272415895e-05,1.5449408456798753e-05,1.3619095758436726e-11,7.9999677830299865,7.999970826732246,7.99974144363191,0.0012244847689840343,953.7684104129452,1649.0356811055015,21.99981454979457,7.995008581464142,7.999968824998952,745.6542879512042,7.994847168897569,7.994840899773831,7.999967917084166,7.999967685718623,8.000158606278305,7.995653281154393,7.999964259311781,7.993947585502039,7.994776549860418,0.00029946973507264936,1499.9995968891274,4.307484900908415,3.661003932142975e-05,3.6074396592954014e-05,3.7390425943436595e-05,3.66486171585331e-05,3.684265481945136e-05,2.9241259860693483e-05,3.258773049871227e-05,3.533381192106594e-05,3.5981174528293835e-05,3.2240299386263654e-05,3.740965003551209e-05,2.973086402094057e-05,3.464088113658239e-05,3.166875101137503e-05,1.5393035342127164e-09
900,199.7235407612219,0.0008171512658129707,1.5668975989461233e-05,0.1803894044993023,0.0025772117699240263,-1.0588954864204357e-07,9.721015618059455e-07,2.0711919047393377e-10,2.057068445533727e-14,-6.582964008294302e-19,-7.356404564309914e-35,-1.1721157868227727e-27,-3.871492414708503e-23,3.4728343924351287e-37,-6.146674332547525e-42,0.006350264521330792,0.005966571779717204,0.005584583013851332,0.006389251326960034,0.00530740397005384,2.6226494005408014e-07,0.005312785334498587,0.0012504671888994524,1.9863470230706073e-06,1.0278037982703624e-08,1.626421791877024e-09,1.0160960815206283e-08,8.409211303193573e-09,7.828858980855447e-09,9.57409440434372e-09,9.12408078531555e-07,1.3364414698403718e-08,1.1288558792738742e-08,1.3640533012704458e-08,7.774141246987096e-09,1.4285568323628567e-07,1.6817047621929117e-07,1.4241758654651302e-07,1.6681287143965627e-07,4.802796839702766e-07,1.6058268520346867e-07,1.821144858722069e-07,2.0343379184257622e-08,1.4465337534116364e-07,1.534430570637224e-07,1.553783753095602e-07,1.4989058131506432e-07,1.6125544384564187e-07,1.7541152158947425e-07,3.267371962363346e-05,2.0441872070650606e-05,3.1475428375462193e-12,7.99995959162564,7.999967512207565,7.999695839412125,0.0013163594382616783,953.6319100298085,1648.9444326857126,21.999758277983403,7.994150693186964,7.999965924422039,744.2020785691386,7.99387407249676,7.994158316713477,7.99996496728706,7.999961253365344,8.000208056738101,7.993776626293096,7.9999590522775526,7.99460599231208,7.994630140714908,0.00036381449403332527,1499.9995418606657,3.9643749679888334,4.191655833085983e-05,4.295304103288768e-05,3.613025695478272e-05,4.168612865398589e-05,3.095213537717594e-05,4.075440689060365e-05,3.204719184981763e-05,3.387684551331717e-05,3.7071041922969875e-05,3.999669498071417e-05,3.35624508362768e-05,4.262909044336562e-05,3.328220256158819e-05,3.0958516314206515e-05,2.2360979565966592e-10
