miliseconds,Susceptible_Counties_with_airports,Infected_Counties_with_airports,Hospitalised_Counties_with_airports,ICU_Counties_with_airports,Deceased_Counties_with_airports,Recovered_Counties_with_airports,Discharged_Counties_with_airports,Susceptible_Counties_neighbouring_counties_with_airports,Infected_Counties_neighbouring_counties_with_airports,Hospitalised_Counties_neighbouring_counties_with_airports,ICU_Counties_neighbouring_counties_with_airports,Deceased_Counties_neighbouring_counties_with_airports,Recovered_Counties_neighbouring_counties_with_airports,Discharged_Counties_neighbouring_counties_with_airports,Susceptible_Counties_with_highways,Infected_Counties_with_highways,Hospitalised_Counties_with_highways,ICU_Counties_with_highways,Deceased_Counties_with_highways,Recovered_Counties_with_highways,Discharged_Counties_with_highways,Susceptible_Low_risk_counties,Infected_Low_risk_counties,Hospitalised_Low_risk_counties,ICU_Low_risk_counties,Deceased_Low_risk_counties,Recovered_Low_risk_counties,Discharged_Low_risk_counties
0,4052876.0005452833,30.016984444666143,-0.040942461003234135,0.006053401872311973,-0.013911484894648336,-0.5586394352114794,0.00461636050408664,4431672.420267111,26.170648919450322,0.04923201240734006,-0.010597734356547185,-0.006425706529392572,-0.26407316805304654,-0.015926570329125308,1811059.0930831404,10.000528145035995,0.03876773052977427,0.00080574066720132,0.0002473791878380963,0.0028070897912653736,-0.005192708732790301,1269941.9947301429,6.04290022882241,-0.023696526382429323,-0.0042038633074006435,-0.0023357657685011504,0.04504576745536592,-0.007473267521221932
100,4052874.453329493,30.536299350653298,0.16622130639162241,0.006260254060390409,0.05554518939555293,1.368775612335003,0.018927740120854093,4431671.3782982025,26.180681117448657,0.09893177344403124,-0.005601688926924053,0.03699508670765152,0.9677332295738919,0.01798510533773102,1811058.8666235753,9.993637302181524,0.0970634660602949,0.0018427937885995478,0.007123536130290658,0.26771033218828466,0.0013785015545233394,1269941.8270586112,5.927334720492603,0.09301943351729391,-0.0025658460735478623,0.008786668017202251,0.1948828882479529,0.005839797349579315
200,4052874.5308447625,30.443222978583286,0.3890493060909142,-0.003252899141064031,0.08379011230659844,1.263476803351028,0.009331200181451772,4431671.833463316,26.36797974418363,0.2938247370828171,0.006932653998694879,0.056438450462621054,1.34256936269997,-0.004249050484705176,1811058.3914079482,10.023750887187155,0.12615143363652642,0.0021911982255177122,0.016080654304058424,0.44499790460489363,-0.005817838637829314,1269941.780920901,5.732918619623157,0.1822928070675203,-0.00219971103427459,0.012586005950002931,0.2344969422403784,0.0009125642676839358
300,4052871.5023421682,31.042782280594185,0.5650540681384787,-0.004378439353416979,0.07075719517777232,1.9877558560515562,0.009772953798721036,4431670.748377571,26.56319881154569,0.598480573027577,-0.00896396860852951,0.090008907648182,1.826051769472461,0.009767515952388972,1811058.1634223156,10.007954016732365,0.2073307363559808,0.004476589944154517,0.026119397924020873,0.7616625797008993,0.009614767036055143,1269941.6702864063,5.71443314805242,0.2644759550369824,0.0018449839483544728,0.016821281846045946,0.422922005224878,0.003094138407485284
400,4052870.296251579,31.75491101482077,0.5107938765968595,0.00027606677223051494,0.1398119072684707,3.485872137000329,-0.0019130088822399607,4431668.756226531,26.995618621178487,0.6101179077200939,0.022040059468933622,0.09832666270326042,2.2319092273818395,-0.0089056655476785,1811057.780390707,10.021769333029718,0.23408194184587128,0.0044028790563635485,0.0364866381735337,0.977410901481184,0.003920328147108833,1269941.5428426978,5.549731554423494,0.312106826115392,0.000928818741132648,0.023450087817846774,0.5156444258456191,0.003224410101038304
500,4052869.686745678,31.524048216403575,0.6754075367109781,0.004738106499872864,0.1801174624044511,3.3871699693847397,0.03405572442703644,4431668.371789775,27.187208314861028,0.9915952064003174,0.012759072608314052,0.12239137450369525,2.911668402379046,-0.007287754470527805,1811057.1638242279,10.046913856477152,0.3792307390701575,0.0020325747625447614,0.057738806678873704,1.323453048773748,0.005230079452006669,1269941.4626735859,5.452678940055664,0.3824904205978838,0.01000478443562102,0.02580333673269903,0.712601201064872,0.0038498318137623177
600,4052867.8759581405,31.902811892301937,0.7999024472242392,0.01514100326072192,0.1873403635757883,4.8946750975523905,0.0446357269614049,4431666.254356493,27.363195132947254,1.1102402535251743,0.029837478196967325,0.17215089470678813,3.2655853456585744,0.044625604016360856,1811056.9601473333,10.051555405465558,0.3960898109102283,0.005763610024777198,0.05581942391028506,1.46826032886161,0.008080560419756496,1269941.2821343075,5.352788222029157,0.4813425005418928,0.011114977395811874,0.030672515399702942,0.7822237984942935,0.013883718393170255
700,4052867.724923166,32.81772929164208,0.9877166653699584,0.015545595251789598,0.2062012783579989,5.269603193877413,0.022354998568289663,4431666.344120189,27.68974635784565,1.1990956163300588,0.034648467479329724,0.2140231114754287,4.149944816317715,0.044948845543119745,1811056.8601503074,10.06852792880851,0.4326972351986336,0.007158643920077807,0.07733178135234291,1.459556778650343,0.011626829255661188,1269941.2458129814,5.257304928272608,0.5237265599938321,0.012937407732701033,0.03604252924602253,0.8839118540372919,0.01809706370357716
800,4052866.392899382,32.78088088392812,1.2665208651530389,0.01717577852521821,0.2633887941027364,6.111110283698647,0.04209444641886483,4431664.96696467,27.547531386976612,1.4011545993458074,0.041940999381015885,0.20271458891783944,4.770441803888908,0.04487941977603498,1811056.2071631665,10.068456515797413,0.5312351085522186,0.009015045179035903,0.07917784466153828,1.804010148775806,0.025244416018629035,1269941.1939471883,5.14841961609535,0.5903697267631371,0.02001521754599029,0.048099415357581755,1.028010031394642,0.027295030923424012
900,4052864.29303873,33.74807056872546,1.273645630337913,0.021266830533161904,0.2663623430865002,5.905776420525424,0.0581253903259313,4431662.750384235,27.937062741902007,1.522104253878839,0.04657013834524178,0.21905624900078255,5.245902758209096,0.08279183250348283,1811055.968268982,10.077333133361318,0.5722052612063002,0.014107186751221268,0.09214664646806858,1.9370394931134107,0.02030001713353958,1269940.9757303202,5.125778998480907,0.6350066062250901,0.018312249485924033,0.046183335784271834,1.1145705409740447,0.026501066115878658
1000,4052864.086981634,33.93440895986663,1.4905450460003218,0.020059209317263946,0.31101406328397074,6.628032841227567,0.0381360618731075,4431661.909457905,28.01316472868201,1.7036955919595553,0.04196266416786791,0.2602034269246336,6.284523188044616,0.06762287878424883,1811055.577081195,10.081157138873078,0.6284152315743919,0.009808261478106924,0.10134268484911625,2.1839784789628456,0.03316965076320967,1269940.9842300445,4.964176868963773,0.6915983201776718,0.022780804300816953,0.06116952854676324,1.2171582154565144,0.02918399085145334
1100,4052861.521265675,34.43400060693164,1.5760505170265051,0.0319756671167179,0.33527569604462154,8.527176842611688,0.07729343391286074,4431661.948755459,28.576377170818844,1.9925964074940403,0.059069880792069644,0.3239665382301112,6.50836612676469,0.08783875801889751,1811055.5824458927,10.101184403976418,0.6985959377204498,0.017971929928258745,0.10972001365958783,2.673193038670227,0.03789658901777726,1269940.8549145295,4.899072273841207,0.7847887609853548,0.028810987997909206,0.06367685645781464,1.3401294138493842,0.03866475186249549
