miliseconds,Susceptible_Counties_with_airports,Infected_Counties_with_airports,Hospitalised_Counties_with_airports,ICU_Counties_with_airports,Deceased_Counties_with_airports,Recovered_Counties_with_airports,Discharged_Counties_with_airports,Susceptible_Counties_neighbouring_counties_with_airports,Infected_Counties_neighbouring_counties_with_airports,Hospitalised_Counties_neighbouring_counties_with_airports,ICU_Counties_neighbouring_counties_with_airports,Deceased_Counties_neighbouring_counties_with_airports,Recovered_Counties_neighbouring_counties_with_airports,Discharged_Counties_neighbouring_counties_with_airports,Susceptible_Counties_with_highways,Infected_Counties_with_highways,Hospitalised_Counties_with_highways,ICU_Counties_with_highways,Deceased_Counties_with_highways,Recovered_Counties_with_highways,Discharged_Counties_with_highways,Susceptible_Low_risk_counties,Infected_Low_risk_counties,Hospitalised_Low_risk_counties,ICU_Low_risk_counties,Deceased_Low_risk_counties,Recovered_Low_risk_counties,Discharged_Low_risk_counties
0,4052876.7220850927,29.754259215237155,0.006559981173020475,-0.0036365811396567374,0.015992671762159717,0.2713426650490527,0.007093020662413877,4431672.626679251,26.009833628490586,-0.07706891482898003,-0.008159209228526637,-0.004703581728456605,-0.4640030252245826,-0.023260826014606308,1811058.840367741,10.011655397670117,-0.010127191129052339,0.0025019308466588653,0.004446759779216027,-0.09222135802836665,0.0008606364712707128,1269941.9873321054,6.041881640964904,0.014295898014767414,-0.00308248330698219,0.002611543855378604,-0.029845847353486332,0.001976561296975206
100,4052873.640690754,30.53151018883526,0.2163588146823551,0.00670761388507058,0.03678019657970136,1.2569588077596334,0.006105083599912538,4431671.392679818,26.197988822969325,0.23084171938714376,-0.004998252619649628,0.03581711305091236,0.07769109767533022,0.00040557305608090923,1811058.5339412028,10.01723439434285,0.061967790083909936,-0.0009335251438367285,0.017371598005677467,0.2849982486928994,0.007195739105806721,1269941.9403435558,5.909050791280051,0.10192290189975133,0.0008386903757907516,0.003326203596776003,0.1679392357616093,0.0002134192643508724
200,4052872.31385848,30.465267945764356,0.40001114796318177,-0.003270700407035829,0.057396743670474065,1.8390689118214678,0.0078098652997496245,4431670.624993353,26.441078140442862,0.40634434254343543,0.006904550286316384,0.05684336181907512,1.630599199906308,0.006764637073861007,1811058.4613787925,10.009090643890742,0.10071756721828115,-0.0015585668957808939,0.027419496500493714,0.5806167496559329,-0.0009222454599485236,1269941.772944925,5.748658986387557,0.14271259059313982,-0.002962490479198762,0.016468625854992668,0.281839138148472,0.008459984762521749
300,4052872.75545576,31.384169078416708,0.46000836819513397,-0.003883456987311889,0.1044751307328868,2.7316817038088317,0.009283232150246944,4431669.539222325,26.624472543773297,0.6458482222619915,-0.00757475647103382,0.07117149158781796,2.2725430453776125,0.03165667363979014,1811057.8052213585,10.011822265013327,0.224523272732296,0.004903724255977839,0.022763783273245904,0.8047398563768333,-0.001821063472470626,1269941.7254570776,5.688256728306553,0.25552439997724147,0.003986727068908404,0.01808778481420841,0.42602044790822796,0.0020336788950063665
400,4052870.5844161613,31.64314377161568,0.5392854454915467,0.007558189303407354,0.12829789597560903,2.7617261088912093,0.029736184351101362,4431668.761284054,26.7802242504212,0.8060768440717143,0.004683605553825411,0.09902934498325291,2.2858731389112794,-0.009734537738182902,1811057.8149456207,10.02957062141612,0.2634256661672166,0.002605909473811306,0.04441747166372838,0.9296828975428562,0.008445485514462753,1269941.6090904921,5.532630513608084,0.31088208588670846,0.007534199418169576,0.028119859230172434,0.5404162952448012,0.01191565685322625
500,4052870.659890364,31.82998647976993,0.7737870465613594,0.007626832678080116,0.1411604799755818,3.0330672672496855,0.03800139029509507,4431668.17242121,27.168660012859345,0.801930316449229,0.005259441722414761,0.15405638843910796,2.6374086013822255,0.011504192749943066,1811057.183629586,10.019269295735128,0.30768116921418925,0.005121426969862866,0.04380112019579096,1.2922515132853871,-0.0010441705595328407,1269941.4870518986,5.450067037180146,0.38138219288569464,0.006068911577357467,0.03261186921628077,0.697635841403975,0.00879730693283179
600,4052869.2244070163,32.07504536025197,0.7863410137560043,0.015696251195966467,0.1835005149162538,4.416923129087232,0.004559764201304085,4431666.110838612,27.138495839755976,1.0856678620462403,0.018743293282035,0.1765984701382914,3.1347137571770585,0.04543569617924176,1811057.3183369301,10.051462666513386,0.42259647607427253,0.005726349235528185,0.06391325893294081,1.4605353427086358,0.014572019612638282,1269941.3119276995,5.34369397986782,0.4474097968867131,0.008617938975952862,0.03872701285877762,0.7742935752945189,0.012502684685116441
700,4052868.08648282,32.64710122218068,1.1634113029466662,0.00906539716125059,0.20700947321062893,4.699814418931619,0.03349454822812025,4431666.01237785,27.386099369632895,1.2740958393738222,0.017094562178805887,0.19248250514125342,4.042448185346904,0.02705677083289064,1811056.5957281485,10.048853746432199,0.4776295998590884,0.009095220390606198,0.0752596514217469,1.7271918719848645,0.014115705214595754,1269941.164667123,5.252972515520285,0.4948741089665895,0.009381045070022177,0.03903332996684073,0.8594548295987267,0.008901791191662956
800,4052866.665206685,33.3182041850235,1.2671094599361974,0.025356448631198014,0.2639302135655887,6.312691901008915,0.02601105876074486,4431665.019272912,27.80221795804408,1.3805743194768374,0.03969150145156853,0.1914757859649713,4.9569510229317375,0.05723126205483829,1811056.539392962,10.052607970851893,0.5123389746838755,0.006447252385404728,0.07660401728210507,1.8850640414975195,0.020168798653218037,1269941.1091606051,5.152480178916068,0.568292504406472,0.016373536999267194,0.05041263152544387,0.9663381454475276,0.01494444031051577
900,4052865.536842661,33.68067009491187,1.420999920914134,0.025648416679093428,0.317862365875265,7.0378398154252775,0.03519047794001663,4431664.000015518,27.942853433817223,1.5448106843306002,0.048361623095326996,0.2185974965544925,5.767646098588534,0.05257499178736894,1811056.2486871255,10.062621615668947,0.6101792833431247,0.006919252447644311,0.09843451932424827,2.155749586940318,0.014780695901985849,1269941.0361809763,5.048487958085314,0.6755858276991166,0.021943462420053777,0.050630142065073665,1.0984434612149268,0.028038625743837167
