milliseconds,Susceptible,Unquarantined_Infected,Quarantined_Infected,Confirmed_Infected
0,9009983.588444632,253.83235909745443,3.1939229350871603,0.16180277171380517
100,9010012.299787058,260.92026406983115,0.5841016083656483,0.34060840701832634
200,9009998.477742782,280.61114992849787,0.6706510895952773,0.1532364188254039
300,9009971.479880203,266.1248349549093,5.441537453105568,0.4617572243903862
400,9009979.166223183,299.7398418062512,5.662745122678056,0.2187704819970433
500,9009960.564343218,279.3296730786439,11.71660631574217,-0.1779161927211727
600,9009967.672142006,288.08167249724477,12.932364184852362,-0.1884813858504033
700,9009924.4463238,311.4444096097263,10.670553984848592,0.633277599950008
800,9009912.347518759,296.448217891766,12.406918500681742,0.15303641268522694
900,9009930.560569016,334.312379265918,11.855370414047162,0.49740784210002537
1000,9009904.067710012,319.75141952343944,15.997426471378269,0.23452284478816085
1100,9009897.344761463,340.83199520651544,23.424336429198785,0.7273748803986984
1200,9009882.901108004,352.276100898874,23.433765810772268,1.045439561892249
1300,9009898.729574263,358.29945159717516,20.01859308957668,0.7273500220674771
1400,9009875.790655974,364.7469360193248,27.86087168545045,1.1413522446508326
1500,9009862.36134872,381.5730410775126,25.062880164425156,0.8495383764920921
1600,9009865.821549444,359.60778741304426,32.15964372624867,0.8978836366445422
1700,9009837.421547212,378.2131132576106,28.9536430907767,1.4349532097402895
1800,9009849.391968377,389.1376916612083,32.137554974106685,1.7772123428617406
1900,9009806.456160447,390.5883233974327,36.82204880087176,1.420655160763763
2000,9009808.05196567,406.23015009277594,40.76606456405334,2.186758127453659
2100,9009773.731613372,437.4445193905809,39.122593490511036,2.028086766632105
2200,9009788.423872909,430.4501858638922,45.395515071005676,2.557377251609586
2300,9009753.945967233,437.5467719587137,45.06377409884208,2.659900719930726
2400,9009735.845537497,441.37556967368306,45.5440741173227,2.6516336754827146
2500,9009736.769738482,455.3727471867862,52.09443290467503,2.604339293624675
2600,9009714.712009186,473.52762506521714,54.95578273686376,3.5937462217117626
2700,9009712.678012356,501.05886595139856,54.6904733469161,3.848502244201277
2800,9009684.898316037,484.3964901982582,61.01233691213542,3.747975582772186
2900,9009676.066573817,493.5702813143813,62.57909720642378,4.552944543818103
3000,9009664.752826627,521.6611189096703,68.97357131918434,4.398311042090561
3100,9009642.444228185,519.7248814937121,68.01116958059247,4.4025449444374996
3200,9009652.686434533,549.5584882834828,75.02833195425184,4.907545398801907
3300,9009629.884354826,551.5408323913786,74.53600695121648,5.844714045289209
3400,9009591.819630768,574.2937137899712,77.9143035899781,5.668697431002398
3500,9009566.816803286,583.632103463938,84.89453144459122,6.182038106367376
3600,9009587.42933674,605.5190817789384,86.74161436306007,6.72526526974502
3700,9009559.040953925,598.6372444398083,84.83484975319952,7.479948385889256
3800,9009535.827022938,614.7178646794218,95.5271867621122,7.339201142998551
3900,9009502.601808252,643.5758639078953,98.12267437052122,7.835711312990211
4000,9009500.803409098,655.9429628384324,100.55968013127512,8.304910145108384
4100,9009473.962602483,686.7843924817412,102.23796495584068,8.658522546700103
4200,9009461.474226583,699.5425900679953,108.60691582554382,9.619757366467539
4300,9009436.529685464,688.9393216647352,110.83826320627412,9.947799999804444
4400,9009393.794969728,705.6467027547719,114.06961018364596,10.817298488810161
4500,9009370.11550351,743.2693792751902,116.29927284723024,11.29201109361129
4600,9009378.70656911,758.6789600129183,126.0351167821093,11.729690024086482
4700,9009355.37899057,768.4454263870448,127.05585603179568,12.336231953380148
4800,9009302.55433818,777.3903008980637,133.5269738064489,12.762583141213009
4900,9009291.27565984,807.8732876817204,134.61666605351732,14.066754778120405
5000,9009291.10767261,829.5354592287717,139.02081311412647,14.498094293119857
