milliseconds,Susceptible,Unquarantined_Infected,Quarantined_Infected,Confirmed_Infected
0,9010005.940771537,268.96550361798035,-1.94535221585273,0.4273856061807421
100,9009978.626179598,270.7486218279818,-0.6912911646696178,0.1347496622050203
200,9009982.987137195,277.4378726951716,1.9496816032014945,-0.14840434126043803
300,9009967.710617544,271.9035189476584,8.162940492283466,-0.24015148346508436
400,9009950.199557165,289.5310686247509,8.164222443235538,0.11749736778869203
500,9009971.42591048,294.8988694446982,12.626884510270258,-0.15990771535085985
600,9009934.084299114,282.5306618907105,12.895723632610508,0.4184136991966359
700,9009954.35827591,292.6700566903357,9.247162988905231,-0.19888721506822138
800,9009918.275415987,301.9747458327679,10.242671692058524,-0.08538841328703012
900,9009907.155865056,308.89504200800815,19.772906486632557,0.18508021547794262
1000,9009896.780322192,334.63790478582956,17.018316246240314,0.7854766624547377
1100,9009916.5505163,346.8833345117216,16.60891335986052,0.126054727233416
1200,9009886.82414076,357.27096130257564,24.60788934041188,0.6960715763670223
1300,9009876.522664467,342.0216290479593,25.47423302381372,0.6532939509414613
1400,9009887.910143226,359.4553953501556,23.0740539563135,0.5275753456028653
1500,9009868.957895085,358.37208390695173,24.094610026346942,1.2134750976116648
1600,9009857.078946497,369.3143058564941,31.5877848780591,1.3428761377732348
1700,9009821.049577927,388.7005291475683,28.736128551547786,0.9168919725297395
1800,9009831.66031446,402.6644020553962,37.59375146359706,1.653437084262898
1900,9009832.11351942,399.12662898838903,37.92368810772945,1.692003061652522
2000,9009785.422118323,424.75200929442946,43.398386966643116,1.9683849194673169
2100,9009773.735128587,426.5853393083377,41.45877867388877,2.1899273161986903
2200,9009800.927290494,446.0929183915449,46.677998049302616,2.5764408345027614
2300,9009777.73414155,451.5917995046127,46.10516448696507,2.3400204678114602
2400,9009765.01525402,459.72221307477156,46.97544719625091,2.324290393272893
2500,9009730.74667811,468.34692184248524,51.781112329280845,2.9420285862737363
2600,9009721.827900585,466.33824802229395,54.52118360176025,3.46964734449522
2700,9009696.711607555,494.84691236165065,54.228749958717714,3.363577128127333
2800,9009693.51649774,501.0186115063931,63.948059694861755,3.5348759354879675
2900,9009701.084400281,520.8870682508599,63.31643158442563,4.312736980988077
3000,9009650.577850005,535.8444238027035,68.32469363472228,4.2663263662388795
3100,9009658.540492455,522.2131544650985,69.29508648657962,4.710405214381999
3200,9009639.6689587,546.8131974453493,73.76272607525168,5.519406714493589
3300,9009604.23474661,558.1949447696527,76.94924400173171,5.100782802868291
3400,9009583.763574444,572.569940695325,78.06171640895295,6.075154302464508
3500,9009574.032995488,589.7135056789534,78.9517354099348,6.111470984481736
3600,9009585.656770801,596.4810604047182,82.60978974645218,6.835068361982073
3700,9009531.961526359,626.348564784673,89.31575954010121,7.533139223208982
3800,9009542.565816037,624.2016711770351,93.73065751195446,7.754550026215295
3900,9009497.224141987,656.0036281131618,92.29092944269593,8.15222089028439
4000,9009512.693205167,644.4742419095383,100.31470846935078,8.60365708846349
4100,9009455.298613882,665.4500987714497,102.96057156425418,8.837647798713611
4200,9009471.653842008,692.5901057255084,103.84078659763058,9.946576244835667
4300,9009414.39832752,701.7413801848273,108.84419122179543,10.50944726735715
4400,9009413.664168987,709.1079905604694,115.04915418393995,10.351461680897076
4500,9009410.757819543,740.9284479882433,120.73862946387545,11.6774635771913
4600,9009346.909350425,757.6904013556798,120.66215068820273,12.252311160446826
4700,9009325.733525688,788.6924700144883,123.26911957594135,12.660137923933984
4800,9009303.385094725,802.0488301809542,132.04871046863929,12.788631445774836
4900,9009289.210514586,824.7477817833661,131.3368310800442,13.83408585199093
5000,9009259.8291863,818.9685408110373,136.07631846790352,14.884278580949966
