milliseconds,X,ES
0,1.0461043236849037,0.921157911290256
100,1.8713018310110348,0.13949659226868336
200,2.5166125368388808,-0.5136596305319068
300,2.951016176730114,-0.9460800394178338
400,3.2918767897744465,-1.4248554716758253
500,3.6672837716096436,-1.6438697745722342
600,3.996553545547914,-1.9266497317084352
700,4.078220739402113,-2.1331281610814425
800,4.348381295088871,-2.278162387837428
900,4.438636443120608,-2.400167350380947
1000,4.495219107945564,-2.602405826250867
1100,4.656081218174041,-2.658084223691319
1200,4.732856661180671,-2.637551757815278
1300,4.804778157833488,-2.714085974003865
1400,4.787637583575665,-2.831676905392923
1500,4.811884348240335,-2.7894599225012064
1600,4.8500142112486415,-2.952017476972978
1700,4.852908581568192,-2.9132881646781965
1800,4.9602794373945756,-2.986975259851487
1900,4.96733432122024,-2.880070431228339
2000,4.894090326785265,-2.917942413763924
2100,5.07174484769765,-2.92960262382558
2200,4.974491100308894,-3.0390154783567804
2300,4.977363588721196,-3.0366346769718757
2400,4.987926776289946,-3.100117969951713
2500,5.0622660027430015,-3.0898588873555757
2600,4.972922694640394,-2.9771865089314007
2700,5.10899771006869,-2.952627154499286
2800,5.00441848896108,-3.050469402157517
2900,5.056732932780789,-3.075202790160852
3000,5.10431112777716,-3.117718194682521
3100,5.0752834804068065,-3.0553743035892786
3200,5.119075280666431,-2.9682926540639416
3300,5.010873058356374,-3.123348481554398
3400,5.025543524677821,-3.003888637703798
3500,5.073614019044848,-3.009943991720717
3600,5.107030407726441,-2.97734537847066
3700,5.126407969253027,-3.113598109818476
3800,4.974549232492032,-3.0819367565422215
3900,5.102379118102858,-3.006662197762184
4000,5.023146105236753,-2.9844980987078036
4100,5.052899302311775,-3.0041768449913695
4200,5.054996446364389,-3.0180929096128457
4300,4.989500573997334,-2.9779080954191843
4400,5.0100894739382715,-3.0036207526289833
4500,5.079530201561193,-3.0052738806959627
4600,5.058811067331176,-3.0670708170241148
4700,5.040062790116994,-3.0658899872061265
4800,4.9742762173476125,-3.0424341108487853
4900,5.035612801933038,-3.111608660013591
5000,5.132019515486983,-2.9653798763290284
