milliseconds,X,ES
0,0.9253107299087844,0.9821389284761672
100,1.8028116746503118,0.1422985976565508
200,2.560421652762997,-0.5171667006975069
300,2.9139699889465995,-0.9072199418817903
400,3.3152358411293843,-1.3881419563550872
500,3.744371918583782,-1.7242791985072277
600,3.854797732048541,-1.9149732984235581
700,4.199744806452353,-2.1277500377211074
800,4.366121523421676,-2.352269537350682
900,4.468674234875042,-2.401201183862262
1000,4.4851022988627935,-2.625747221399854
1100,4.607770533138469,-2.6335117116088216
1200,4.774606209580137,-2.75197765039594
1300,4.691295830455934,-2.7828695710629825
1400,4.8810201829824225,-2.901711667317076
1500,4.797559617722946,-2.924156419163307
1600,4.886551665659902,-2.836177218293167
1700,4.94033711995012,-2.956086735475158
1800,4.9135022166874585,-2.884106589361498
1900,4.967478657541011,-2.916299589478425
2000,4.890323448384793,-3.0194792244038156
2100,4.987591226199693,-2.9657021308290443
2200,4.989353861506666,-2.99442561231594
2300,5.024079288831397,-2.9270865280296956
2400,4.936998889703068,-2.9850904218005554
2500,4.943061017225881,-3.040530154692183
2600,5.106755222605497,-2.9526409135713396
2700,5.069479838777205,-2.9476244833827505
2800,4.967383842890179,-2.9654409735563956
2900,4.965691061215353,-3.0141218500847473
3000,5.058231861811434,-2.988610136749728
3100,5.036876465893908,-2.9692305374368435
3200,4.964619657314491,-3.038479670561223
3300,5.041692346282072,-2.9839060540419853
3400,5.028154017554268,-3.0565192456395858
3500,4.986336278290718,-3.0899272270518154
3600,5.007378380742304,-3.103375522811627
3700,5.036883860225414,-3.1048695031820333
3800,5.113977028987037,-3.10191719803133
3900,5.020317394920229,-3.1045922711514296
4000,5.044378412684483,-3.114292101938812
4100,5.086810566173633,-3.1086841196662314
4200,5.0499047611522485,-3.0108924321932187
4300,5.0537492892432,-3.0395333428068585
4400,4.9715350343720806,-3.081284046745715
4500,5.075558996907773,-3.1012061721427346
4600,4.986096384431482,-3.020790753856391
4700,4.988048465350836,-3.0507724957862346
4800,5.10069890656274,-3.116859758716765
4900,5.1043569319986615,-3.0072167411133117
5000,4.987540276950233,-3.1236376545183373
