milliseconds,X,ES
0,1.0121899133550354,1.0445211924048279
100,1.8532062549769563,0.10159462839709502
200,2.557141538355502,-0.5124680012144985
300,2.994416567792653,-0.8989107136319612
400,3.404084029429777,-1.3920458719441695
500,3.664720561231127,-1.6056377263736104
600,4.013321828805106,-1.8699758869035914
700,4.196185635002732,-2.2134706595244813
800,4.369814084938824,-2.263355203415864
900,4.44848516160929,-2.407752148542645
1000,4.594693067279128,-2.4660456183886885
1100,4.6777793326476855,-2.707529082775773
1200,4.761448718215339,-2.7389510705111504
1300,4.749865118868569,-2.7056432102399723
1400,4.901026562339349,-2.8451164073770387
1500,4.837910235009504,-2.9007393877027545
1600,4.9399021572829875,-2.9114852778391414
1700,4.943285116631135,-2.9739676114701075
1800,5.015147442229192,-2.882190269093829
1900,5.027562171378067,-2.9822637163800945
2000,4.96397815005024,-3.0525478742259686
2100,5.0736130924995395,-2.938410743033472
2200,4.961427222150269,-2.9126406023940055
2300,5.090313211372817,-3.028833559779578
2400,5.007150905388227,-3.040168772805725
2500,5.06246298720721,-2.9845134522416705
2600,5.105261024295309,-2.965752402771393
2700,5.057866635150424,-2.979604291153907
2800,5.1009337315263,-2.986693626655056
2900,4.993550716501796,-3.042459433895271
3000,5.078305111786927,-3.036198156775994
3100,5.081924787580076,-3.1008847828972277
3200,4.998596133240996,-3.108774963274204
3300,5.026645571827552,-3.1181485654159236
3400,4.966309166306107,-3.03749406684022
3500,5.072166690942821,-2.994556368238991
3600,5.0690210453804125,-3.0376485606460375
3700,5.093514430858454,-3.055574435608825
3800,4.988729286689187,-3.082417035294218
3900,5.056940103622655,-2.9839814745814426
4000,5.073930734407167,-3.113583624971796
4100,5.010450070432917,-3.01581245815069
4200,4.997929551353807,-3.0641921365788027
4300,5.038229242370424,-3.0741160012051867
4400,5.102666435550193,-3.0172976739452206
4500,5.033360703757446,-3.002451888892176
4600,4.9988466713679,-3.0859692224518858
4700,5.131252209281476,-3.063266950192407
4800,5.069631894913529,-3.0869182600800125
4900,5.023006923456025,-3.04342084318885
5000,5.042109862071438,-2.9717557247098902
