miliseconds,Susceptible,Exposed,Infectious,Super_spreaders,Asymptomatic,Hospitalised,Recovered,Fatalities
0,43992.02469675851,-0.7787286801980127,1.032701905938398,5.0511539881891485,0.08078527358564892,-0.06651398971839305,0.16702981621997784,-0.04348879352593202
100,43989.27798486777,4.343815776771092,0.8661299516519725,4.029298626128693,0.028400950288183322,0.563702933681999,0.2992766786481116,0.42301505822397
200,43985.3398848596,7.262610306614837,0.8136297589399712,3.261218435463026,-0.012658934661552601,0.8159086820455095,0.20407823083920115,0.7985488673600515
300,43984.42322822035,9.846712118137308,0.8218332313742365,2.6150739954855244,0.04275625279818193,1.1250857656483098,0.4616455764318334,1.1305948255603577
400,43981.05322917417,11.935748487923833,0.9978167170447177,2.0362694962647025,0.015808918412284267,1.2989254992035821,0.6124988445925541,1.3520305362729392
500,43977.33799917792,12.738025010436687,1.0010427160867406,1.6529868800395393,0.21772239550783135,1.5970983516947026,0.6333617269827798,1.5631495284280583
600,43977.257055926544,15.204884488564899,1.1809620926252737,1.3239557686194052,0.4517645539069776,1.7982014928962289,0.8323737306527981,1.7826026010256715
700,43975.65926618606,18.110103732383067,1.06864138213819,1.0534843286707642,0.48158983228936497,1.938101864280258,1.1466606153681942,1.8451665167788376
800,43973.77038819909,19.2136139706884,1.3155884135435512,0.8568807903984776,0.6716204184416026,1.9100517928571097,1.3076502254374553,2.014551192081964
900,43972.13059911901,19.858947880935713,1.4911619893968127,0.6580462664520204,1.0337163972356052,1.9980472285087088,1.1616824386855336,2.0387503553216995
1000,43969.759869167014,21.218593482280802,1.5059698133002648,0.5449285158143355,1.5207610684629813,1.9969241394468067,1.554936615786478,2.190348909473808
1100,43966.27208901648,22.004450496110984,1.7500267638717695,0.4895836058096532,1.4072106613139874,2.052519449001448,1.857837509510854,2.2535124932635724
1200,43966.905434964305,22.924497538624458,1.8780900402085627,0.30438712009432856,2.1637279032904804,2.280015162489433,1.8337942385285537,2.2701700551163935
1300,43964.93367170013,24.084799573677422,1.9051029786141422,0.32779870246044873,2.3086914739202826,2.326244952294473,2.019124149425646,2.398567448647306
1400,43963.71149532802,25.478247125915026,1.9311311887385583,0.22601471013703217,2.6505503245015993,2.3872684930230506,2.438043047297694,2.432185000413833
1500,43958.86351377909,28.075614632798793,2.1880653165025827,0.1978150290312816,2.7600463098390735,2.42394201205948,2.3884052212319045,2.4191485096208685
1600,43958.99425253441,28.856628563887,2.2734587436379896,0.1877977387576387,3.2377317858934114,2.570369938269154,2.5803860194452253,2.502306734562319
1700,43956.449655028315,28.435871065904763,2.3216137119180438,0.1103585261173352,2.8910360186163526,2.652111012462567,2.6828176656656715,2.539015562516739
1800,43957.024826963265,30.406609498127043,2.5432390058016043,0.051062197108672845,3.4858402827067474,2.7168359386781042,2.989778161515445,2.6333628741887014
1900,43952.70493358919,31.851077474274174,2.55855226885615,0.03215545403398339,3.8490140556229657,2.7810209214788917,3.004195151639646,2.6581517892340716
2000,43951.667507239334,32.35806833290753,2.7556685975842314,0.08392194029168426,4.475153949859346,2.8171043623369307,3.345699465730987,2.720538680653297
2100,43947.53319483825,35.237182086393105,2.958736111985184,0.009709460262358735,4.370253559822853,2.9059743537436327,3.6406643932034704,2.669290967602789
2200,43945.9054423208,36.876400202457546,3.1202321291275874,-0.008027903613112591,4.854150310684661,3.0634741174568667,3.929006450636308,2.7989823129586324
2300,43945.840146219365,36.58768523987872,3.192412536170967,0.04514570901775496,5.5675509706329755,3.0964747948739704,3.97535429950236,2.7620158936466352
2400,43943.4058147469,39.28659581623935,3.4475051399869914,0.07538934748629446,5.872706019697644,3.403319847832349,4.581045595950969,2.8106558692799237
2500,43937.55933405342,40.39994978610678,3.4976883506327168,0.019844886568891853,5.842462118992434,3.424482115549036,4.649609533142885,2.89058264845027
2600,43937.952248317975,41.77837942527311,3.5157016846593905,0.05409704154498292,6.324147316387129,3.646396996880505,4.717848290071069,2.9585825078337358
2700,43936.002604932866,42.47675484159846,3.8797256506893274,-0.01730187949467917,6.64838804257364,3.7803302669570074,5.310651158091144,3.020181849709309
2800,43930.559206162994,43.28790676999613,4.024864976077131,0.06556002593493612,7.318035500345762,3.784161241060556,5.662343859254179,3.0215530155559667
