miliseconds,Susceptible,Exposed,Infectious,Super_spreaders,Asymptomatic,Hospitalised,Recovered,Fatalities
0,43991.902637228144,-0.4430594477067029,1.0736920730479687,5.021373391741557,-0.08186535182361683,0.0005551225628761585,0.16637450504619966,-0.03526755581756289
100,43989.212721915974,2.555523791622495,1.0073093192937432,4.00084669627491,-0.001929841882177638,0.5580911713637974,0.30642976705148434,0.4208129824292336
200,43986.92692402925,7.102947517686735,0.9645160369750669,3.2404746613503197,-0.2237602035510445,0.8265954725584316,0.4749279580777096,0.8687700932690716
300,43981.874803613675,10.471350444103773,0.7754663587675485,2.6213492806940994,-0.12349239319503794,1.0757831128249002,0.43619393409747526,1.1081310695457744
400,43980.841366650595,11.068602126748283,0.8343300110685545,2.028142800792358,0.5849895683736765,1.4808928354387796,0.46405561651220584,1.4062140591871857
500,43977.37724929255,12.863463612012263,0.9104917111692409,1.7007356709452546,0.14262277568181309,1.4782192123613525,0.9147152526558766,1.5964453225441217
600,43975.88158310155,15.400980566821945,1.1179708017055596,1.3303212766117907,0.5246118700773494,1.6083991315713093,0.9536158790527939,1.786189233473108
700,43972.866398288366,17.697723627602397,1.2196075608461536,1.0199683618693376,0.5352607454623379,1.8680813385400605,1.290660708104755,1.8282113346889706
800,43973.37749068587,19.922507818911605,1.270053804123275,0.8081759779931252,0.9147889355770481,1.9521757993167643,1.058971563843409,1.9398740380730095
900,43972.844016560644,19.124248615766664,1.4712446563923005,0.6494653336282402,0.9985597389204528,2.0360870805277758,1.1801532771735004,2.1040678744106898
1000,43969.7051454745,20.363779463982716,1.4219458402622318,0.5835929565157402,1.5720520919435932,2.15317562947504,1.3510495064664443,2.1220131336227293
1100,43967.974348777694,21.754027171423605,1.5470632313821406,0.3969181597683604,1.52287049640215,2.202866333705639,1.4837924506653033,2.2807582961082575
1200,43965.45785101481,23.078113392165054,1.796532409752516,0.3937072640516953,2.079722148957042,2.213307628340429,1.765170565155674,2.2754577755525967
1300,43963.01768328127,25.33204790656359,1.8094643689920582,0.2852407272100464,1.7548286046643624,2.269380067355649,1.8688921363684796,2.370931707878816
1400,43963.36456683736,25.384351226713914,1.9243056941554906,0.20453235314087417,2.114659379606951,2.4129024036830455,2.3322283692184014,2.3972870952495935
1500,43960.33537835711,27.7795643514687,2.2044968510725096,0.14559901814343376,2.9330066357283573,2.350036602684295,2.4768728194102514,2.4593402398077764
1600,43959.245691413234,27.94589783926663,2.3411435177429984,0.19437594718542134,2.872755736145544,2.5502382380297965,2.491392253335333,2.544756879917346
1700,43957.65849222749,28.1608047846312,2.465354100945658,0.07654995375702855,3.052093902250702,2.51725779928893,2.765322059529596,2.570808353092916
1800,43955.42619232858,30.432969960920797,2.536511779666513,0.049026372363596665,3.640521775357745,2.6654902402338707,2.8347463937808786,2.5723619982393315
1900,43952.67217048182,32.21030714472127,2.6352898569794303,0.08865302967085667,3.990303335409328,2.783766835013885,3.3107362320610725,2.607644015584433
2000,43952.8278723699,33.20030884446755,2.8847731866792454,0.029072012152836495,4.498056763885565,2.8782801388534534,3.559891405453784,2.6453340443927043
2100,43948.51673869424,33.500035629468016,3.0228851852282888,0.0987931908921961,4.581609275964308,3.047636974135015,3.5117220671203673,2.745171251891469
2200,43946.99919188461,34.96144719141455,3.086852285863344,0.07972191775927248,5.063070437329987,3.0173341320983815,3.8114425817574986,2.7368672998498305
2300,43945.05997786577,36.485870886318224,3.085671361130603,-0.0012811241029044226,5.505291224803667,3.3032755469774826,4.215494706139447,2.814933329405145
2400,43940.01736926983,39.73470096990216,3.4363280662033167,0.05193714041473264,5.901459562225706,3.394397428206127,4.3001692995666145,2.8175797279925097
2500,43937.82500766182,40.498612352295865,3.544511869894596,-0.02761368308852437,6.116660726791738,3.3782183714839404,4.41409092472652,2.8703700126712968
2600,43935.63557983479,42.01863847439718,3.7074975563741575,-0.022358677172689214,6.548591330276267,3.642378149001384,4.6969967019074295,2.908907126829082
2700,43933.36039965062,43.04140001789795,3.880631244044163,0.028073243394134573,7.202408017352553,3.6020386183340705,5.37616394933973,2.962004995625352
2800,43932.32023446381,45.11590664431655,3.842688007253577,0.0480563333041822,7.544319242936504,3.8232464760462936,5.538833950104502,3.0460484478680305
2900,43930.44321778336,47.117207148591355,4.1745269413024575,0.011765372529150487,7.9414738181963225,4.085530829399052,5.815170908105097,3.09667395789991
3000,43924.02719572588,49.13283450541432,4.21977344904553,0.06086396349045201,8.563815002605876,4.190398035750768,6.250773715776518,3.157948400769275
3100,43923.69475528729,50.25075557850296,4.438263171006246,0.0050246593015235725,9.230056808546713,4.286905364643449,6.276503304467423,3.135066345947981
3200,43918.41841849242,51.9814656090414,4.604482764376442,-0.03627894771626051,9.103253448549939,4.589740602016168,6.713656844074912,3.2120333954713116
3300,43915.61005341507,54.31559805705059,4.8159154768635934,0.01990709543200795,10.088063333400278,4.734516623652317,6.941432432652832,3.2871977263770504
3400,43910.81456202251,56.13570221307168,5.0260365872168276,0.014521360104757575,10.38834503627217,4.732242083223759,7.587965279329951,3.3769792153885168
3500,43909.20113993841,57.67681356268123,5.2038588058157,-0.020152839258922667,10.917192797202649,4.956480357265007,7.799804547566411,3.4010223016892827
3600,43903.97453536354,59.71880271972025,5.312314115529409,0.008615717202728097,11.794542503709888,5.307433760952258,8.350350909806785,3.447729270979535
3700,43903.24174656553,62.211006627227114,5.50127104061793,0.05590682240696235,12.740204576774858,5.392340492819267,8.662862963067811,3.562440427910713
3800,43898.93103041952,63.78319512120456,5.846684143369908,-0.015228150485149094,12.97123247738199,5.641124570549239,9.228401430142824,3.601086880674587
3900,43895.17672391943,67.77277059213239,5.899446152082509,0.024905562480054586,13.781144235892103,5.802599780102168,9.735116630171213,3.6531880955977587
4000,43890.185247259,69.00929575149678,6.223652993440228,0.03817681551201349,14.64510895908065,5.98680678957288,9.854521358668801,3.748231305290866
4100,43886.616754814466,72.82601535368971,6.543379694765764,0.0034836505464405114,15.171521042478535,6.325035564338458,10.36276138907824,3.806209279113403
4200,43879.65411879476,75.45709197969381,6.631780009469053,0.038618701781845066,15.862457588452276,6.492080861902295,10.947770314506768,3.8852486848108545
4300,43876.27063755849,79.72981291900574,6.987516581919582,0.04829685429745986,16.610926657092676,6.794396728443457,11.368762265664328,3.9375122587696967
