milliseconds,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c
0,1.0153818956614384e-07,300.1537609579032,1.617594727763557e-07,300.0000063300593,-0.00029695031691581025,0.00021144076838965477,-3.3439375078981595e-06,1.9412583261399563e-07,-0.3601690780232642,-0.4716022338138755,-0.3360499261353296,0.0035145874990091114,-2.1697006420076197e-05,-6.368297076196702e-08,3.163558408230617e-05,0.0001256201938856154,1.1644900812426605e-07,299.99999986551563,-0.023866294456013633,1.9323544485329033e-11
100,1.1785949082565328e-07,300.031431196992,5.612957017967738e-07,299.9998757203659,-0.0003290452302967993,8.055854310030585e-05,-6.050475042115907e-06,3.4039579865700397e-07,0.33270063763068863,3.0513711241033725,1.4451280997522256,0.0013057099658387375,5.753306569075413e-05,4.103742357633119e-09,6.08119891601356e-05,-0.00010236736220052336,1.6301667555896125e-08,299.99999989485144,-0.030571302451435033,5.390734899378645e-12
200,-7.412084993441438e-09,300.01040824870614,-1.2860536219087252e-08,299.9997545622951,-0.0009069553403672511,0.00018416176935864763,9.526950912536116e-06,-2.878972048075025e-08,2.319206910667338,4.637852847229366,1.9360039390830122,-0.00856924767427674,-3.39245989235172e-05,-6.090727367984166e-08,-1.8744422848485273e-05,0.000218773273089749,-1.3814479779679566e-07,300.00000005903445,0.06266292604157297,1.6925162962635272e-11
300,-7.43075721470605e-10,300.0435690946581,-1.9955889607015872e-07,300.0002419347398,-0.0006692764341799856,-0.00021187956212950806,4.036537634104515e-06,-3.319650601658164e-07,2.476593519499567,9.07501594087205,2.8189108493228336,0.0033061037920789314,5.9899077028531025e-05,-3.410047560727368e-08,-1.807915895403938e-05,-0.000199285333601743,6.794360496016201e-08,300.0000000920695,0.023634991909654915,1.3926475042494704e-11
400,-1.1622925707367667e-07,299.92967547267483,6.742592897193512e-08,300.00025065224605,0.00031336768976467896,-0.0002547388822912646,3.7635279125117416e-05,-3.1443016884413114e-07,3.5076552625762156,9.1178511908968,5.031295384304842,-0.0012126710562195685,1.6052333304172983e-05,-3.6913007939735654e-09,-1.3267198668493766e-05,-7.447774152010016e-05,1.7600738924783014e-07,300.0000000050897,0.16224526537282907,-2.4232143966292684e-11
500,-6.4897474649796224e-09,299.8519877054834,5.584240060344116e-07,300.00005301065,-0.0007509935749113035,0.00026101851296060386,3.5123592595470716e-05,3.2296661649711643e-07,5.765880451045837,10.774646465516824,6.3035061853337915,0.009052686070660962,6.341376755209396e-05,1.083132757152236e-07,-2.603368432586617e-05,8.960089334752785e-05,1.3258860816652668e-07,300.0000000422075,-0.03756166047368704,2.632258761527108e-11
600,-3.741423955455669e-09,299.8313771178993,7.395908257985444e-08,300.0001644463666,0.00024689398578034785,-8.461305205138378e-05,3.795800907647689e-05,-1.607778290820894e-07,6.725301031930947,15.380452314093317,7.442153349478474,0.0056057110809087035,-4.582042729267473e-05,2.56949479911364e-08,-5.198841537065737e-05,-0.00011730261748710828,2.702374312758977e-07,299.99999984532536,0.0687913095734582,1.9807628888644758e-14
700,1.2424810402790825e-07,300.08308203282945,6.091072336272192e-07,300.00003058444446,-0.0008459459295321619,0.00016274097591428946,7.091179077800268e-05,-8.458292128876316e-08,8.15473212601886,15.821712508367732,7.186659086539088,0.006882701036658249,5.795383848678136e-05,3.666162980957333e-08,-5.2081584486003384e-05,0.0001455217554077549,1.6954411447219457e-07,299.9999996810607,0.10109668926208189,1.892270103415896e-11
800,1.8350181491581145e-07,299.8708079807343,1.2621021690386082e-07,299.999805677082,0.0009579793102895655,0.00031570963669918297,7.638586412661852e-05,2.176549628382791e-07,8.001043945061443,21.61369822365709,8.771606029208122,0.006274106238512607,4.4065026168537395e-05,6.330786304305636e-08,2.5439050417441253e-05,-0.0001269693632035306,2.3651733182162607e-07,299.99999967087723,0.12656204630287068,2.1350934276922416e-11
900,1.5558622503845797e-07,299.6981164566915,4.1132306295117236e-07,299.99970242816204,0.0008888854763807836,0.00010974201263778808,7.146335033660416e-05,-1.1503380101336698e-08,9.564644226521423,21.54323916901872,10.561219778756117,0.009479581609100694,-8.869440520760772e-06,2.4564190467361194e-07,-1.2595338530333883e-05,-0.0001064850402736641,4.7015336094615573e-07,299.99999937825726,0.2288483082879314,-2.716034199105204e-11
