miliseconds,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c
0,2.6382651195036963e-08,299.8440913067462,1.1233834346561673e-07,299.99978594904417,0.0003876575228587855,0.00017792936079241443,5.8448519056608315e-06,-3.0055667414392275e-07,-0.4376047666816425,-1.0547978242136937,-0.5361785741975374,0.00784236844829483,-4.5172029226102726e-05,3.937560613636877e-08,-1.6885150417920712e-05,-1.628062789260046e-05,-8.698297902239635e-08,299.999999885683,-0.15601686640694185,-2.0511494332891992e-11
100,9.169389816179858e-08,299.9459787081753,5.815023289902098e-07,299.99992905038795,0.0008455816679476331,0.00018777877801550132,-1.086130788546691e-06,-1.4563380408434648e-07,0.33993312342270443,2.0531348030456273,1.3431434734262264,0.009270219414452873,-3.904544413235505e-05,1.0126762453512571e-07,-3.668181255781316e-06,0.00010341791271347347,9.76147077947626e-08,299.999999866983,0.03577996912770002,2.6541325590667725e-11
200,-1.017722783006834e-07,299.9577835288282,-7.412710020053704e-08,299.9997957639296,-0.00038683835347762973,-0.00010493304740629663,-2.895969149480579e-07,-3.2428418913284043e-07,2.2658732865146605,6.706504292974143,2.46144609179769,0.0052027490586484225,-4.05672179013241e-05,5.5233272043889075e-08,-5.4944146082745646e-05,-0.0002187160126230092,2.0407076206007148e-07,300.0000001724648,-0.1127600932681295,-2.237817951485096e-11
300,1.163393697007323e-07,299.8822401999748,4.0119694510857787e-07,300.0002685304906,0.0007552576351435213,-9.424786905809293e-05,1.4432330545886901e-05,4.0923386951508994e-08,3.714912696996669,6.354003121176123,3.6198380873350042,0.0002631766252875754,-2.527455474284927e-06,-8.821709997512575e-08,6.396543966875917e-05,4.914350968530621e-06,6.560290598201909e-08,299.99999974476685,0.1320396350227858,-2.1928090563892382e-11
400,-2.60961946856674e-08,299.8304801511713,4.216506246929202e-07,299.99986651173924,0.0009367927864181756,-0.00011092341303857241,3.146283815827728e-05,-3.6240890672260505e-07,3.7615140989384037,10.438637166227306,4.238253664100311,0.0005485779586535653,-1.9081157135508445e-05,3.526312103955698e-08,6.722503666289837e-05,-0.00011469509026631767,1.027209835402197e-07,299.99999992303503,-0.008863464047380802,3.759002892541517e-11
500,-5.623575129584808e-08,300.13589705856066,-4.734618263321004e-07,300.0001279944892,-0.0005791422668477928,-3.6240752015502034e-05,2.5608414212815356e-05,-1.6412240212562014e-07,4.811318464235347,11.209871293182916,6.1150172843695065,0.0016404998581516005,-4.477296926146906e-05,1.5729796299795366e-07,3.377388329144204e-05,2.64277884008776e-05,-4.423376722398571e-08,299.99999982803064,-0.02947955597341758,2.0035596851429315e-11
600,3.3843079110564524e-08,300.01402154454075,5.178337653955965e-08,300.0001030473804,0.0007883759843031752,0.0002884831035421242,3.9805306566718553e-05,2.337244262603165e-07,6.457210733816768,13.787297309136738,6.601023076887316,0.001090425258118565,3.478274622686701e-05,2.5020597789764643e-09,-1.6034346943879034e-06,7.507532283081214e-05,4.970343096798065e-08,299.9999998670684,0.038174946498060636,-3.078283605257858e-11
700,-8.149808645651516e-08,299.9098540778977,7.157612243247302e-08,299.99991031716246,0.0006228119162359748,-0.00014573990400110984,4.5144680267281084e-05,-3.2912860826339073e-07,6.834512224361951,16.815612776453378,7.393435721867709,0.009150720846465583,3.072720055237175e-05,1.9207603265890012e-07,8.719447360550648e-06,-4.529705775277725e-05,4.203267147230607e-07,299.99999978305686,0.09406934353389412,-3.2297144965054076e-11
800,-1.5309831427839933e-09,299.82944703593193,1.581070056028837e-07,299.99983085353153,-0.0002323813038393754,4.164697798442681e-05,6.984800579884064e-05,5.306006320333593e-08,8.014334626714952,18.573317705287312,8.645926936997428,-0.0020717073475006297,-3.0654042412664596e-06,1.6051904759014918e-07,7.066232928723831e-05,-0.00017057086666533798,1.864462723090937e-07,299.99999985030496,0.13477914373550187,-1.8447505913846454e-11
900,-3.714122651323422e-08,299.68929908117286,4.4816179031611645e-07,299.9998897825699,0.0007127593412823129,3.56697844398213e-05,7.686537168914064e-05,2.2035168483814604e-07,9.549221990859783,22.600903786380716,10.073433751488949,0.017125224513672335,6.0025309101678025e-05,1.449809845136826e-07,1.0682856977582593e-05,-0.00010546973812351648,6.952184811084519e-07,299.99999955951523,0.24648222012594015,-4.062790456560071e-12
