miliseconds,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c
1700,2.792153403341633e-07,299.1932556012266,2.193076884553795e-06,299.99947368365275,0.0013739906962134875,0.0006393177719129177,0.00020132524842734649,-5.680016933288441e-07,18.88176382731711,44.02428263573409,18.060482532587013,0.04029623967590775,0.00016383185760171393,7.69700351388507e-07,0.00028732352228890974,0.00015628244455458568,1.7512231645973065e-06,299.99999842214805,0.8641876961256724,1.5012760293112534e-11
1800,4.5436205203435145e-07,299.02080947334593,2.1969030981952645e-06,299.99940364592055,0.0016715000014331546,0.00072012819241699,0.00020655651629092873,-5.590441815670028e-07,18.802317924849557,43.48262617507398,20.360438737388552,0.04930479241322598,0.00022031220212413876,7.16266178586424e-07,0.00034014259966551677,8.043554337107573e-05,1.6577835988141592e-06,299.9999982588069,0.7712887930861904,-2.1175446252632216e-11
1900,5.258331786288661e-07,298.81953350533377,2.6318385108169007e-06,299.99924111505925,0.0029385980456954927,0.0008369191929063992,0.0002222632174089894,-6.049916127643782e-07,19.830842664143876,48.128985623971275,21.168743862143106,0.05518827162625071,0.0002942489079505103,8.528846713770938e-07,0.0004094875823652894,-0.0002541092638845491,1.980200744303209e-06,299.99999829957244,1.0504198331244472,3.6157516842331707e-11
2000,4.778636731058886e-07,298.718334690569,3.2054971221906497e-06,299.99912102214796,0.002386063327593237,0.0008862943416033318,0.00025463493283984617,-7.806855591059848e-07,20.85742371617339,49.17914069691501,21.056688851998253,0.06816721287627989,0.00022584016457773544,1.0740409435470494e-06,0.0004837316265258264,9.066762656228951e-05,2.3315178379045637e-06,299.9999980564385,1.2589249376717107,1.810752069414408e-11
2100,6.575291023978584e-07,298.4577874193125,3.5652512290050792e-06,299.9985636527335,0.002853092595670894,0.00140293555325913,0.0002510222745950649,-9.980249421240497e-07,21.693606458662856,53.868897079753296,22.44292377601951,0.06878475042800468,0.00032444321668505515,9.80193450408695e-07,0.0005416712478340648,-0.0001684675049698921,2.1788729107366237e-06,299.99999755496975,1.2462317984916294,3.607524285456328e-11
2200,6.227018678652383e-07,298.49247965916857,3.6410163277716673e-06,299.99859859232697,0.0036791202724963342,0.001138120179852899,0.0002759316907438611,-1.2462887139643026e-06,22.96260465044322,55.657027523429974,23.188639625356437,0.0767856617549154,0.0003589430066842257,1.232202326425426e-06,0.0007203069454222755,-6.596130303063958e-05,2.6412902831978017e-06,299.9999973408347,1.6718574802660147,7.852493731452708e-12
2300,7.408386645409917e-07,298.33942821266993,3.913316277460087e-06,299.99815638539724,0.005681170892737826,0.0014069686032940033,0.00029356950066908847,-9.346726388125044e-07,23.947895182745203,58.57627929727065,25.51103291971247,0.0858733347921779,0.0003644777317410305,1.2813832765532896e-06,0.0006883192917559367,-0.00034469405245231684,2.686874917763506e-06,299.99999723070664,1.864798948147365,8.434805472015235e-12
2400,1.059068696694039e-06,297.9820397055411,4.766688163297672e-06,299.9983051531193,0.005054748608144569,0.0018933869346806683,0.0003168572275747117,-1.0877759659254607e-06,25.76022387533516,58.07870276733327,25.172487985385295,0.10449795516260263,0.00046398462780717676,1.3193588151180396e-06,0.0008933289412482963,-6.318243064977095e-05,2.7860049482840616e-06,299.99999687435934,1.8709012333208925,2.721963275405789e-11
2500,1.1279707651539438e-06,297.7434056612355,4.955952870052584e-06,299.9977438028382,0.006780612701695674,0.0018625240672790202,0.0003534146822548135,-1.628171005329888e-06,27.162675647455846,62.23497732643293,26.301699955792763,0.11238254043953258,0.0005102395591377143,1.404472914450881e-06,0.0009143943600267417,-0.00039973707831502433,3.215250451012779e-06,299.999996690444,1.9286644051680637,5.6669216617438883e-11
2600,1.183224238658784e-06,297.614010513206,5.31398440011688e-06,299.99774797948123,0.0067478919610835415,0.0025398524141528895,0.00037926674679887085,-1.96513069122516e-06,27.885822969885073,64.77531235374259,27.417119991684626,0.12267118433661697,0.000592729577990398,1.5864697705581869e-06,0.0011140428102561853,-0.0004195113328931375,3.456745945496775e-06,299.9999962664576,2.339505094358521,9.019112993972009e-11
2700,1.2631159218947322e-06,297.37335521477394,6.4158818942088695e-06,299.99766452215283,0.008060106840410846,0.0026138310845872617,0.00039932755618020025,-1.8395742756651905e-06,28.23421908111693,65.96383927307164,29.544373770867576,0.13551123062417764,0.0006202038195022194,1.8262532851259524e-06,0.001149054014864579,-0.0007254089751547553,3.697546315508401e-06,299.99999615745065,2.3788130579203393,6.613886932392432e-11
2800,1.4357829124606397e-06,297.2079786749452,7.407011367925294e-06,299.997006342963,0.008092841806847896,0.0027903946222401113,0.00040750919765772874,-2.27610440914385e-06,29.855303274982184,68.23978390040301,30.267043629519787,0.1460520738105612,0.0006830047128809935,1.8364403152397143e-06,0.0013125007190581863,-0.0005366969715669198,4.357012891309395e-06,299.99999581612286,2.6667593467797386,1.5726320590682388e-10
2900,1.6334542723116264e-06,296.94352185005977,7.77277433650165e-06,299.9967774020463,0.010574205196385397,0.00297191740890815,0.00043445682937866655,-2.8649341840173513e-06,30.99814203029321,72.19296438055223,30.22089504169924,0.16382762449101393,0.0007570996611707372,2.150698646572476e-06,0.0014003878432683609,-0.0008989866721042212,4.505966355043431e-06,299.9999954182121,2.91578046920875,1.4703465536061677e-10
3000,1.7020614568827283e-06,296.8263810388463,8.680282934087585e-06,299.9961147246938,0.011883095999092262,0.0037190600083019123,0.00046757544517722085,-3.1024242879218262e-06,31.43885481849232,74.7737882010967,31.7197324531204,0.1721794060987061,0.0008781833272302465,2.224011098710419e-06,0.0015393459030689665,-0.0010731943031701424,4.85224926946092e-06,299.99999502577606,3.2081017763552273,1.8718972219414685e-10
3100,1.8943501933586415e-06,296.3606567032387,1.030091357793325e-05,299.9960577071311,0.012806328577798598,0.0037962121908496683,0.000503988809492097,-3.9717232726903955e-06,31.843490516917996,76.17504646226364,32.7325728828987,0.17991105522217077,0.0009264424307689551,2.3507470073635497e-06,0.0015753153729106436,-0.0011259265629174529,5.166571634167077e-06,299.9999949896179,3.5025361368424988,2.3102927213211279e-10
3200,2.206756757094819e-06,296.0587178873375,1.0181623056155371e-05,299.9957973074576,0.013859863630867898,0.004635207425327338,0.0005226061320057102,-4.013095793479895e-06,33.56993358225253,80.92977273190719,34.30526876823613,0.21042182339683743,0.0010430846816146839,2.610914654748239e-06,0.001742133390085326,-0.0016004126932424759,5.460293450031192e-06,299.99999424017983,3.9354680006688545,2.280485818833151e-10
3300,2.3492680944549937e-06,295.8380671210371,1.2059137372890345e-05,299.99534570311505,0.016205849967729575,0.005064772990249092,0.0005323421994360562,-4.836894845270448e-06,33.81303637965047,81.45134455916676,34.01500175620777,0.20966368531383323,0.0011547849475037637,2.8234905202464303e-06,0.0018281244083388167,-0.0020085130260284155,5.93609641753607e-06,299.99999384853305,4.116928791683767,2.952910067109582e-10
3400,2.6025826772777608e-06,295.3931818202895,1.274965755148201e-05,299.99476016692046,0.018129615896149927,0.005406905483198856,0.0005610107960438875,-5.640569958986199e-06,35.22489663789562,84.96875065948272,36.087367966441505,0.23754391288600143,0.0012313455759086623,2.9615789488494987e-06,0.002018846755731486,-0.0024162098185213643,6.415585630828696e-06,299.99999346176605,4.425612252935474,3.694931965847161e-10
3500,2.885807656977499e-06,295.0953287692929,1.4442525879866927e-05,299.9942604443836,0.01921015809570386,0.005818191008702919,0.0006085208958728556,-5.75922610430224e-06,35.83610296985378,87.31400055927288,36.325714540535245,0.24448492004033923,0.0013818254092844756,3.2347332316487757e-06,0.002123254460791442,-0.0027499481892871622,6.605646453292159e-06,299.9999933057557,4.822816049954651,4.312398298720795e-10
3600,3.1506361183154612e-06,294.60181240216986,1.5159828538747842e-05,299.9936331938814,0.021150785271601403,0.006407852297441793,0.0006168526044118175,-7.122048936673139e-06,37.54072145494808,88.31137984491866,38.05283300508228,0.27459502059820445,0.0015505632613533687,3.36911005680885e-06,0.0022666505267737148,-0.0032932703818546937,7.131046011614462e-06,299.9999926107523,5.429874882793138,5.056142312496322e-10
3700,3.394817266324541e-06,294.28490684061506,1.6678686228590562e-05,299.9927583446113,0.022497637550737196,0.007410713806371467,0.0006728893051887923,-7.890048122800516e-06,38.15931464744746,93.54111984677473,38.224419891922054,0.2918680531716125,0.0016927771404840564,3.708412311688876e-06,0.002370231425950249,-0.0037857653105501233,7.66162112652713e-06,299.99999244011036,5.565113503523285,5.761953682748643e-10
3800,3.83812638664534e-06,293.8503459882664,1.8229361076807713e-05,299.9921337061509,0.024720045373373425,0.00760256130982788,0.0007062887198769549,-8.321778969382854e-06,38.37531363551279,96.2465841555127,39.3742628398099,0.31592905934641313,0.0017469397464873232,3.922057740640518e-06,0.002482542391117653,-0.004204587344709692,8.247092495671198e-06,299.99999165923975,5.886160117617898,6.633471157240603e-10
3900,4.147943973662016e-06,293.50185829418217,2.0027745474109217e-05,299.99171232063014,0.028958001301148673,0.008451745577285901,0.0007130507645891856,-9.714802598738184e-06,39.46714261387711,97.70632587616707,39.800595053449335,0.3374448919523705,0.0019901723817931307,4.150949742438101e-06,0.002615165066144939,-0.004811252895956765,8.639094190848914e-06,299.999991137256,6.358088953911022,7.385107160425367e-10
4000,4.405512186780591e-06,293.0913137217132,2.1250444471113707e-05,299.9906983947944,0.03077769330303396,0.009125712937138037,0.0007445008275169451,-1.0295377910922601e-05,41.5602281376779,101.37742539089588,42.040510619057265,0.3508241109374493,0.002085873356598103,4.5513832944443254e-06,0.0026902976326832234,-0.005652525964961691,9.494794033446657e-06,299.9999906663566,6.845458880203144,8.659578584873996e-10
4100,4.7811180272215806e-06,292.81796242515315,2.3004062644917816e-05,299.9899832441595,0.03362518971754496,0.010038658075041769,0.0007823835859764861,-1.158069644583006e-05,41.856750159145335,102.98091621591084,42.32378844519143,0.37391411824710813,0.002237861032337478,4.656139032947144e-06,0.0028352432429795977,-0.0066186742698183705,9.962560744505493e-06,299.99999027905864,7.447799126746162,9.895152641544097e-10
4200,5.16233321985258e-06,292.23135920565574,2.4533995058051714e-05,299.98928828476744,0.036099449736463354,0.011055714131452891,0.0008008281438572997,-1.2876372406418015e-05,42.848997333066166,104.61009235535383,43.06536235560101,0.40593954112900416,0.0024539862470122947,5.061630730416047e-06,0.003017681537355833,-0.007130213306222281,1.0450840534255521e-05,299.99998970370234,7.912449987711761,1.0813125569479907e-09
4300,5.45363073594012e-06,291.50404101167896,2.5927061858390254e-05,299.98840401477065,0.0384610943535881,0.011997165812596728,0.0008371915957001699,-1.4445598888263481e-05,43.13716961446312,107.7755012902934,44.008027941390004,0.4299633514838305,0.0026019390645387074,5.376763685377598e-06,0.0031502135867838466,-0.008231078693782978,1.1012407334295172e-05,299.99998898762664,8.141127083213444,1.3068799518619692e-09
4400,5.930887467677041e-06,291.3114563697554,2.778823549260283e-05,299.9872913488676,0.0426725907458577,0.012811794691376076,0.0009014561370873908,-1.5679193913558025e-05,44.2368270364129,108.9943409559833,44.79915798305278,0.45898202979512515,0.0027974624761947214,5.53490257591569e-06,0.0032916688177819656,-0.009060419779744243,1.1650328000671012e-05,299.999988630017,8.842158630483041,1.424330313467148e-09
4500,6.3406162177396865e-06,290.54734987371035,3.052962414667814e-05,299.9865326981048,0.04610518057958739,0.013589719913436256,0.0009230736907294898,-1.7966655434136907e-05,45.7349271554124,110.55909639875512,46.60406842174293,0.49299072897518276,0.002986759941584752,5.835211232128977e-06,0.003381198566073504,-0.010572345171094748,1.213185873354263e-05,299.9999876996691,9.459784629004924,1.690990640270615e-09
4600,6.7699943422062944e-06,290.13596979998505,3.240772583528747e-05,299.98530292036673,0.04993356512378646,0.01474040858154286,0.0009428353903757719,-1.9293860070258326e-05,45.62226335229783,114.25084012357773,47.01509693709059,0.5203673171076508,0.0032279765762969893,6.238567241595558e-06,0.003547049388811784,-0.011449445138262706,1.2896591010831364e-05,299.9999871140679,9.940608028727837,1.8908071355566067e-09
4700,7.182818016047086e-06,289.3836460659518,3.499556056306852e-05,299.9844623599507,0.05361764406515699,0.015572658024212671,0.0010066425189794712,-2.129425063978885e-05,47.12356698052002,116.42383559945283,48.42983159351688,0.5543010610381731,0.003467492081537043,6.468190630205355e-06,0.0037291898931010557,-0.01292117855986579,1.338468623020684e-05,299.99998668635885,10.470304211523692,2.126306934196102e-09
4800,7.77266868017756e-06,288.85960110488577,3.666167450004959e-05,299.9834307361398,0.05755328441886904,0.01677515301813352,0.0010237033392034435,-2.3600851046997842e-05,48.629319974104554,117.74789370980703,48.741362549228214,0.5798760055144756,0.003635845270080277,6.997051098246708e-06,0.0037977100949094086,-0.014488192415797687,1.3832238046209295e-05,299.9999858228892,10.840619614453468,2.4233813370474323e-09
4900,8.170643860607969e-06,288.30031989435975,3.8787954650477335e-05,299.98179637731096,0.06255127110828873,0.018197702898972667,0.0010519092036765504,-2.5568990833489647e-05,49.70239272015131,121.35022979085579,49.745025737010494,0.6047801229788566,0.003866671798577757,7.334119773610791e-06,0.003929629894060631,-0.01570640300998993,1.4577452632803064e-05,299.99998510391583,11.647209298791903,2.708670400898529e-09
5000,8.738467106824984e-06,287.53511606824924,4.141677588392586e-05,299.98077499291503,0.06609709297749115,0.019140896908458677,0.001099865024244908,-2.7670919550392348e-05,49.97254408954983,122.8475108872625,51.071610393808534,0.6510781285215599,0.004113304296633575,7.698342439031609e-06,0.004144063385861127,-0.017598572508433795,1.526326050664461e-05,299.99998448214717,12.298125801430176,3.037279412709296e-09
