milliseconds,SAM,A,P,S,D,aS,aD,Vmaxodc,Vmaxssat,Vmaxsamdc,Antz
0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.27905671844446,0.677298510125025,0.367465856805639,0.574589492832405
100,0.03471761546386438,0.009967303358982285,0.1373736573182291,0.010008038685315043,0.018195866394202356,0.0018132219291993755,0.009291018343565964,1.7624020484739018,0.6642159589223466,0.46417624470307844,0.5734419657099039
200,0.05941737159328353,0.009894811598234935,0.30462328947160056,0.010019120244280682,0.019736205048562536,0.0003265419627514007,0.008630140533977471,2.2424907768867155,0.651435675455552,0.5603166346993661,0.5722968107101274
300,0.08408728726218961,0.009785011633387441,0.511503666701035,0.010030751776010068,0.02011680678860759,6.004344204875224e-05,0.008016281206790446,2.7208417071636317,0.6389111261872314,0.6561891356196411,0.5711539597888635
400,0.1087151891970822,0.009639775536664546,0.7578329672633932,0.010042484633313692,0.020350463804176395,1.2363287425043696e-05,0.0074464743352025825,3.1977085258019353,0.626630858846567,0.7518429690656272,0.5700133980361378
500,0.13328937637085578,0.00946159424096212,1.04343967228972,0.010054244909427308,0.02062624718529147,3.812674295970613e-06,0.006917643166286962,3.673113905196892,0.6145897207664622,0.8472811836379793,0.5688751203271509
600,0.15779875519810763,0.009253913990437027,1.3681529285239564,0.010066029759455893,0.02098393488598172,2.2557204583326186e-06,0.00642688077470237,4.1470361384202175,0.6027837588831756,0.9424979624343067,0.5677391234279752
700,0.18223279063868222,0.009021314214223336,1.731800669418009,0.010077852439577572,0.021435183644699186,1.9491252043079927e-06,0.005971481299544057,4.619443220550505,0.5912093025628605,1.0374854354865768,0.5666054045525231
800,0.20658141757227932,0.008769560153546092,2.1342090729131304,0.010089732234304738,0.021985266768022493,1.8664240255091888e-06,0.005548931874114527,5.090299626496367,0.5798627828859015,1.1322350344032275,0.5654739610764657
900,0.23083496027036526,0.008505502280393939,2.5752021967231364,0.010101692909135917,0.02263713355089134,1.8242483680449467e-06,0.005156899297688603,5.559568152088742,0.5687406843757782,1.226737860301974,0.564344790460445
1000,0.2549840707720667,0.008236816329774152,3.054601579145051,0.010113763238682362,0.023392422880930713,1.789837524582761e-06,0.00479321685649572,6.027210761989122,0.5578395241929262,1.3209848533206965,0.5632178902153723
1100,0.2790196851877479,0.007971603383484932,3.5722257738948824,0.010125978391488336,0.0242520280344447,1.7573589714834464e-06,0.004455872118408091,6.493189098149398,0.5471558410806776,1.414966894352443,0.5620932578820759
1200,0.30293299403583707,0.007717891976223299,4.127889832845613,0.010138381779730766,0.025216642765668897,1.7257321336389003e-06,0.004142995770430523,6.957464730278111,0.5366861911631788,1.5086748552448364,0.5609708910218769
1300,0.3267154229585701,0.007483100238586041,4.721404769294898,0.010151027052591816,0.02628731815269517,1.6947899306987575e-06,0.003852851455602179,7.419999142872784,0.526427149898595,1.6020995963318314,0.5598507872183989
1400,0.3503586205160648,0.007273525043178456,5.352577043840349,0.010163979891760681,0.02746598253552028,1.6644904806023299e-06,0.0035838264889619864,7.8807534756299,0.5163753190737475,1.6952319146186263,0.5587329440900161
1500,0.3738544509839731,0.0070939236960708,6.021208116723677,0.010177319285542098,0.02875586411536362,1.6348250590820844e-06,0.0033344233740187274,8.33968804514022,0.5065273376108625,1.7880624481658587,0.5576173593118969
1600,0.3971949906858824,0.006947247608564753,6.727094106712413,0.010191138013756,0.030161759460443735,1.6057995224102326e-06,0.003103252032636162,8.796761703818197,0.4968798944808472,1.8805815478318115,0.5565040306454275
1700,0.4203725261405599,0.006834554160437411,7.470025573827101,0.010205542282686369,0.03169012370509027,1.5774126385938722e-06,0.0028890225539689135,9.2519311434207,0.48742974130994976,1.9727791378350106,0.5553929559705465
1800,0.4433795537763333,0.006755103948341643,8.249787430143803,0.01022065054846568,0.033348975426581565,1.5496702343542844e-06,0.0026905384349019596,9.705150210608785,0.47817370332131504,2.0646445786277368,0.5542841333182129
1900,0.466208780595726,0.0067066226483777,9.06615896171695,0.010236591710898454,0.035147637337043514,1.5225772944874377e-06,0.002506690212029622,10.156369323907704,0.4691086870254733,2.156166549963825,0.553177560899227
2000,0.4888531254370096,0.0066856803197570805,9.918913926171493,0.010253502967898669,0.0370963597454361,1.49613846850589e-06,0.0023364494178918643,10.605535067217142,0.4602316836111152,2.2473329692180575,0.5520732371261766
2100,0.5113057207582236,0.006688126528819101,10.807820682084106,0.010271527625802282,0.039205887902974856,1.470360294632767e-06,0.002178862825816809,11.052589983876446,0.4515397681199902,2.338130949792487,0.5509711606273716
2200,0.533559914814103,0.0067095192555743505,11.732642305161468,0.010290813119746027,0.04148703487882889,1.4452487352252233e-06,0.002033046950816417,11.497472564825966,0.4430300950846631,2.4285467983475733,0.5498713302528861
2300,0.5556092742791974,0.006745509302509325,12.693136665380234,0.010311509420616309,0.04395029784825932,1.420808209243966e-06,0.0018981828748508961,11.940117467614966,0.4346998903124644,2.5185660582352227,0.5487737450711407
2400,0.5774475871887066,0.006792145888815547,13.689056452078773,0.010333767885518133,0.046605552080690046,1.3970425481499971e-06,0.001773511365996704,12.380455910174692,0.42654644021644544,2.6081735879539187,0.5476784043582391
2500,0.5990688662606733,0.00684603387367736,14.720149090973665,0.0103577408471008,0.04946189145766488,1.3739554283549938e-06,0.0016583282924549259,12.818416155559014,0.4185670810010876,2.6973536578887,0.546585307583322
2600,0.6204673520895367,0.0069044627993834,15.786156679226739,0.010383581202195196,0.05252749733122069,1.3515497127343035e-06,0.0015519803320961706,13.253924059617344,0.4107591872791557,2.7860900597295495,0.5454944543913889
2700,0.6416375166779388,0.006965358547063452,16.886815788400796,0.010411442915245234,0.05580968255729939,1.329827089782783e-06,0.0014538610419290953,13.686903631509173,0.40312016241414045,2.8743662185464225,0.5444058445852323
2800,0.6625740668121901,0.007027221108923683,18.021857295761798,0.010441481493750326,0.05931494960123522,1.3087885186231538e-06,0.0013634072274921376,14.117277579538497,0.3956474297882115,2.962165302013966,0.5433194781080003
2900,0.6832719471729907,0.007089041497296494,19.191006243193854,0.010473854469452665,0.06304906971810423,1.2884344958671874e-06,0.0012800956355139264,14.544967818372312,0.38833842558841536,3.0494703220035775,0.5422353550273257
3000,0.7037263430568633,0.007150234268684941,20.393981753660032,0.010508721706282607,0.06701714722102654,1.2687649360935255e-06,0.001203439915171586,14.969895934474547,0.38119059279190304,3.1362642278949378,0.5411534755211839
3100,0.7239326830721571,0.007210455532867708,21.630496867994676,0.010546246418165279,0.0712237967895707,1.249779214070429e-06,0.0011329878612309522,15.391983583738956,0.3742013778307413,3.222529986382825,0.540073839866122
3200,0.7438866408470105,0.0072696290878454806,22.900258618087936,0.010586594807879478,0.07567311641926636,1.231476162541729e-06,0.001068318827486118,15.8111528642069,0.36736822660030727,3.308250656351264,0.5389964484270001
3300,0.7635841372663731,0.007327672177621714,24.2029678300859,0.010629937745044121,0.08036895601088301,1.2138545284989367e-06,0.0010090414613315808,16.22732660206318,0.36068858476722554,3.39340944644468,0.5379213016492086
3400,0.7830213412181155,0.007384575724033112,25.53831930251267,0.010676450015043653,0.08531483788840803,1.1969127831276523e-06,0.0009547915519884703,16.640428618971278,0.3541598962788914,3.477989768940761,0.5368484000525485
3500,0.8021946700541029,0.007440453013169446,26.906001974549714,0.01072630976323543,0.09051390875214231,1.1806489631835485e-06,0.0009052300360862446,17.05038400061529,0.3477796021844198,3.561975293897499,0.5357777442246862
3600,0.8211007900339571,0.0074954501234083416,28.30569897818844,0.01077969895321842,0.09596902784940502,1.1650608059472707e-06,0.0008600411738155459,17.457119355510816,0.34154514061930513,3.645350001377576,0.5347093348142201
3700,0.8397366164785866,0.007549613736274344,29.737087667431382,0.010836804163483787,0.10168289732966225,1.1501459788318593e-06,0.0008189309017051288,17.860563021247724,0.3354539483143877,3.72809822317916,0.5336431725254299
3800,0.858099312997571,0.007602929661540596,31.199839832165615,0.010897816093145215,0.10765802539720908,1.1359020157876079e-06,0.0007816253005557922,18.260645234689093,0.32950346190618623,3.8102046773736835,0.5325792581147393
3900,0.8761862899945378,0.007655463493958961,32.69362202688725,0.010962928245182366,0.11389658973936899,1.1223260792877846e-06,0.0007478691339292394,18.657298325041513,0.3236911180490968,3.891654507430775,0.5315175923861779
4000,0.8939952032849481,0.007707328085099418,34.218095743169656,0.011032336976706218,0.12040047128622772,1.1094150065792534e-06,0.0007174244991418203,19.050456923703873,0.3180143540249035,3.97243332471002,0.5304581761850556
4100,0.9115239524277676,0.007758602575730705,35.772917550363644,0.011106241938667934,0.12717133590000287,1.0971654562830057e-06,0.0006900695929314347,19.44005815250201,0.31247060900777524,4.052527246638124,0.5294010103918898
4200,0.9287706788105956,0.007809218139464028,37.35773921651094,0.01118484684250146,0.1342107488888888,1.0855740957555373e-06,0.0006655976226014992,19.826041736844324,0.30705732711672734,4.131922919880637,0.5283460959188265
4300,0.9457337624048582,0.007859143423945683,38.97220813431932,0.011268357610784341,0.14151999644259136,1.074637319908466e-06,0.0006438157385155252,20.20835012631626,0.3017719584975447,4.210607544999724,0.5272934337064362
4400,0.9624118186086864,0.007908422595895567,40.61596760999205,0.011356981805566184,0.14910005182950542,1.0643511857918293e-06,0.0006245440352761996,20.586928638052694,0.2966119603802235,4.288568905665095,0.5262430247184522
