miliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
3300,1.0246680597235089e-11,9.943300972633804e-11,4.072319105081267e-15,2.0321491822360227e-13,2.0331783835548436e-13,4.069323083227082e-15,8.317677737834558e-18,8.24645149530835e-18,2.1022364819829511e-19,2.3030851962406603e-16,8.329450891984328e-18,8.223738899785972e-18,7.190455236590422e-22,3.2408228716252064e-22,3.2398338602894916e-22,7.096824345130376e-22,2.1583097176171018e-27,4.999770075119157e-15,1.396429368725727e-13,2.097556436844315e-19,2.142184178959526e-19,1.296446629454141e-16,1.929551567869683e-19,4.970583834432794e-15,1.932921302230167e-19,2.1316799558608343e-19,2.173320970310911e-19,1.303484299800787e-16,4.466487107360846e-27,4.5274608354555816e-27,4.29958847484651e-27,1.9491832893573693e-24,2.0013705834316117e-24,2.041409829630998e-24,1.2311525623410892e-21
3400,1.0243755619208019e-11,9.943635600811964e-11,4.0920626462889175e-15,2.0270838678820306e-13,2.029620380210978e-13,4.057713745383087e-15,8.332392251079767e-18,8.258549704403782e-18,2.1242217238210567e-19,2.355168016823015e-16,8.342817688672417e-18,8.287002287510697e-18,7.523228777456061e-22,3.2436862335237087e-22,3.2073949013647334e-22,7.392839076934153e-22,2.1822263916623852e-27,4.977706231325192e-15,1.3714631211019221e-13,2.2534426896037334e-19,2.1843303796008334e-19,1.3495956864282901e-16,1.9390855121326363e-19,4.980063663752629e-15,1.9372033022393575e-19,2.174827643451852e-19,2.280541200281043e-19,1.3493414593188457e-16,4.713389390772832e-27,4.7048057593461326e-27,4.688207089771096e-27,2.08230214355416e-24,2.1588270945889552e-24,2.1681178290375875e-24,1.3104642577155082e-21
3500,1.0247500987866892e-11,9.943295826346837e-11,4.1021494885869504e-15,2.0391761730978835e-13,2.0278946036342707e-13,4.060762017801306e-15,8.33321066997835e-18,8.283977393067742e-18,2.1341669978426183e-19,2.350324686164975e-16,8.262685416327005e-18,8.339768936100505e-18,7.558433892677495e-22,3.232483824807285e-22,3.223555981834961e-22,7.478505594547684e-22,2.1885893702153813e-27,4.931127411567286e-15,1.3911490645240687e-13,2.287375947660561e-19,2.368115608337812e-19,1.3745117899960432e-16,1.928232328902491e-19,5.002976929431445e-15,1.936037646369905e-19,2.371472362981685e-19,2.2682405942124235e-19,1.418785768403513e-16,4.979818226756617e-27,4.899270145041817e-27,4.946735620083489e-27,2.3247545377628223e-24,2.2370002113890937e-24,2.207502616086209e-24,1.3307827956752876e-21
3600,1.024742925973138e-11,9.943177057641399e-11,4.1028479256317226e-15,2.0382175829405547e-13,2.0398410983276584e-13,4.0957651004212304e-15,8.217852210240109e-18,8.296344337495931e-18,2.1459500446493821e-19,2.381793405104168e-16,8.25739312868166e-18,8.291086678674407e-18,7.650900218456943e-22,3.250007756230585e-22,3.2068154662637844e-22,7.838103105825717e-22,2.2248088482438868e-27,4.987389976551226e-15,1.4033766989778497e-13,2.4494610761927897e-19,2.3609697182265273e-19,1.4330518317177352e-16,1.9492170747586508e-19,4.981626872549548e-15,1.9319060146695335e-19,2.429473737217944e-19,2.378189146325524e-19,1.4463238024749716e-16,5.079539262938515e-27,5.1880700660098866e-27,5.146544757489074e-27,2.4602172241556633e-24,2.3764051187232326e-24,2.3447984213154975e-24,1.4303214054790027e-21
3700,1.0242979418275574e-11,9.94305544000284e-11,4.05744320637841e-15,2.0447925902492835e-13,2.0411732512157262e-13,4.0773641693305345e-15,8.325028239202795e-18,8.247333553991632e-18,2.1255481216825998e-19,2.406669645793073e-16,8.237095050845845e-18,8.217760309466684e-18,7.767982057768567e-22,3.2300538927306354e-22,3.2464674828309095e-22,7.958015843945979e-22,2.3073786949989966e-27,4.961878270622791e-15,1.4259421587743656e-13,2.538117057189439e-19,2.4941654116919284e-19,1.516928242861563e-16,1.9196298555289116e-19,4.9323187190598686e-15,1.9381999831924042e-19,2.530848788587986e-19,2.503458509302428e-19,1.4679689077742872e-16,5.4148766306363595e-27,5.354291254402624e-27,5.425950448974652e-27,2.529935479645301e-24,2.533350359878253e-24,2.569226252613387e-24,1.4891946948710437e-21
3800,1.0238957667231595e-11,9.942715656784717e-11,4.0456388295067476e-15,2.0213425217658431e-13,2.0427751988366337e-13,4.056859377964081e-15,8.273521999673427e-18,8.281732954297127e-18,2.1418633627748155e-19,2.3922680673169033e-16,8.298893783097763e-18,8.275393270060265e-18,7.947659374814687e-22,3.2388243563572857e-22,3.240131914803786e-22,7.979640480509159e-22,2.306471135158357e-27,4.966427333640634e-15,1.4256924851868513e-13,2.620857091302069e-19,2.6083953811734425e-19,1.5580903866574451e-16,1.935683744586294e-19,4.980985728937787e-15,1.9320111362632525e-19,2.563811251007539e-19,2.5714183612709566e-19,1.5209610850983357e-16,5.547166431357975e-27,5.541944485404076e-27,5.597070002484132e-27,2.6884450419126183e-24,2.7161755698094438e-24,2.6015802304759316e-24,1.570660124325797e-21
3900,1.0234855814093075e-11,9.942799037706678e-11,4.073023799411954e-15,2.037305023639142e-13,2.029471430330124e-13,4.074005563627117e-15,8.223449806132241e-18,8.297917433138214e-18,2.165406626142763e-19,2.372357184800805e-16,8.31582490107074e-18,8.223647590084249e-18,8.200414544417452e-22,3.22897873097575e-22,3.23389917386983e-22,8.117312723364402e-22,2.3694724005385477e-27,4.9663720870081826e-15,1.4507020154541244e-13,2.7209920895034664e-19,2.6976634316550416e-19,1.6076234139017464e-16,1.9254866772786906e-19,4.971965363064011e-15,1.9424913223154443e-19,2.738085683703569e-19,2.669537665282482e-19,1.5740451083780371e-16,5.808515089192859e-27,5.862289019698601e-27,5.939330224776166e-27,2.739177101906096e-24,2.7301079241701382e-24,2.8263909034643325e-24,1.6881772972111346e-21
4000,1.0236952798656488e-11,9.942832679626956e-11,4.070668220092798e-15,2.0290724617541785e-13,2.0416079551406837e-13,4.057560887790158e-15,8.199783128734084e-18,8.236964754380115e-18,2.1705356455943033e-19,2.4251074246896807e-16,8.330996915465143e-18,8.274673737767932e-18,8.430041435349506e-22,3.2254538107614004e-22,3.234862083100938e-22,8.454139742438375e-22,2.3843389569406036e-27,4.952161078545774e-15,1.4359335481995976e-13,2.7955860557225156e-19,2.7813078347995655e-19,1.6602364893318875e-16,1.9235235488700731e-19,4.960384589043241e-15,1.9312550577849259e-19,2.795982352615254e-19,2.8151029695994118e-19,1.662264500246598e-16,6.001683417472678e-27,6.103065885043055e-27,5.976440116352702e-27,2.9267230519388736e-24,2.9216665887743853e-24,2.9297776855368235e-24,1.7584655922421446e-21
4100,1.023067653728388e-11,9.94283814421791e-11,4.077155142480292e-15,2.045035106424573e-13,2.0460938867724214e-13,4.055196343108937e-15,8.206601902835347e-18,8.242080619576118e-18,2.1567162809672613e-19,2.4486038132197254e-16,8.307383805950272e-18,8.325018848603505e-18,8.549258592229948e-22,3.241993930740626e-22,3.20756098285463e-22,8.539473762515135e-22,2.383700247131338e-27,4.938469987380089e-15,1.4821332047187492e-13,2.8607411556994194e-19,2.829722663879047e-19,1.7144021590180184e-16,1.942047976380501e-19,4.978224653848442e-15,1.92185870303657e-19,2.8649983672346474e-19,2.863010282837511e-19,1.7032058902079957e-16,6.245035243063774e-27,6.391496952523784e-27,6.3617816797560684e-27,3.101084763363109e-24,3.103505891207535e-24,3.0268969456024348e-24,1.800640100253253e-21
4200,1.0228009138464573e-11,9.942955810273547e-11,4.084879176591899e-15,2.039922489481901e-13,2.0291538452934044e-13,4.069149499827225e-15,8.25818100300091e-18,8.277076480412538e-18,2.183833076821218e-19,2.490045772535923e-16,8.281779164420955e-18,8.267644760860834e-18,8.705859755001216e-22,3.2369474767084844e-22,3.209623154485068e-22,8.769922091176844e-22,2.4563880076662643e-27,4.932738173914736e-15,1.4813984999389101e-13,2.910584322010459e-19,2.939820293077152e-19,1.7949593686779287e-16,1.9365717360364773e-19,4.97327950091922e-15,1.9328775759753962e-19,2.9042994459166173e-19,2.9005106388918686e-19,1.7878354657795883e-16,6.516676542032962e-27,6.539660891257012e-27,6.496393195946906e-27,3.2199196433378082e-24,3.1345431217475586e-24,3.1706665576301975e-24,1.8966500919557715e-21
4300,1.0228196793169455e-11,9.942632064496931e-11,4.0877042712506314e-15,2.0448964220537394e-13,2.0390869428551265e-13,4.07931417285976e-15,8.238366453065928e-18,8.291025809571769e-18,2.171011192770595e-19,2.4997805040314917e-16,8.207812286069119e-18,8.243828443814764e-18,8.921996051481017e-22,3.215548887332336e-22,3.1963864408981127e-22,8.886474644487015e-22,2.4810524374793582e-27,4.958874549515511e-15,1.4873885353692383e-13,3.0096858285776275e-19,3.0182821509347365e-19,1.8230593780862454e-16,1.9328093755856233e-19,4.956509210924181e-15,1.934272366395058e-19,3.031519667548059e-19,2.9950577179127376e-19,1.8552644848501664e-16,6.699748881841289e-27,6.750089909762256e-27,6.694294405662681e-27,3.352717344127653e-24,3.317291887098669e-24,3.3055196872085333e-24,2.0111944899064825e-21
4400,1.0234829223629772e-11,9.942533906790124e-11,4.057999360415211e-15,2.0271881026920195e-13,2.028727681115254e-13,4.0437389572174074e-15,8.185185778118626e-18,8.251370503476453e-18,2.1912224665751533e-19,2.477600883284647e-16,8.22699569800205e-18,8.199417171054262e-18,8.954273192598375e-22,3.20515417486507e-22,3.233705291672055e-22,9.1805353059433e-22,2.488344881636742e-27,4.925955303954298e-15,1.494305182843538e-13,3.155502105411073e-19,3.0959037817094486e-19,1.8461266767995026e-16,1.9157603762063937e-19,4.9175288225590556e-15,1.9402873175838258e-19,3.1068778671629287e-19,3.12239670912911e-19,1.8617840272476293e-16,6.999010482617039e-27,7.006341560168551e-27,7.045731614455705e-27,3.442278840958594e-24,3.4590724415456865e-24,3.5012888230854775e-24,2.0708689596207922e-21
4500,1.0222698795461637e-11,9.942526734496871e-11,4.053253161151421e-15,2.0289779900365155e-13,2.0224945788827153e-13,4.040718064277095e-15,8.204072854568072e-18,8.296844683005559e-18,2.176589997773247e-19,2.4812359747657805e-16,8.283715047204844e-18,8.260998900019604e-18,9.148653933236816e-22,3.2211885588015794e-22,3.2309092063244556e-22,9.336494647053963e-22,2.5459977478699267e-27,4.933195349053093e-15,1.5077988484212687e-13,3.2113789069672012e-19,3.194278000749758e-19,1.9090759706412678e-16,1.9214792970441755e-19,4.909082523173387e-15,1.9194039994032194e-19,3.1863728323663404e-19,3.185366112482574e-19,1.9559744338745642e-16,7.172276317811049e-27,7.24941627640974e-27,7.217581989085165e-27,3.610436048093521e-24,3.560434518075028e-24,3.582950759403124e-24,2.1567263045198035e-21
4600,1.0223449739346107e-11,9.94229748180886e-11,4.069947107923533e-15,2.0457612643047385e-13,2.0284286594715296e-13,4.07636002953672e-15,8.219985434244808e-18,8.203496421082944e-18,2.1923042506606866e-19,2.5048430380340248e-16,8.245215117430694e-18,8.26146389730905e-18,9.26805166059153e-22,3.229901233725361e-22,3.227620146583167e-22,9.251518320918936e-22,2.5655730552531948e-27,4.9615850558135344e-15,1.4926228537121552e-13,3.2965619323867644e-19,3.309526586880741e-19,1.9761651656063553e-16,1.9131829234757347e-19,4.96512974737413e-15,1.9268549886229862e-19,3.2693772479721457e-19,3.2761810079455886e-19,1.9840492031189702e-16,7.504200915177103e-27,7.415228333748621e-27,7.547900225261428e-27,3.716305369074017e-24,3.64978731860004e-24,3.669717708513697e-24,2.237585394001126e-21
4700,1.0229011537512665e-11,9.942220514338133e-11,4.0485232301081276e-15,2.041620369680395e-13,2.0427462329108713e-13,4.094869512587029e-15,8.293556797998072e-18,8.221681612856472e-18,2.1892807960746217e-19,2.513304613355594e-16,8.281070514766653e-18,8.213843612333683e-18,9.641827541847312e-22,3.198598890501142e-22,3.227210238565397e-22,9.409579833663606e-22,2.639419678395983e-27,4.964295294265368e-15,1.5035381148766716e-13,3.459522875499317e-19,3.447079701882448e-19,2.0636666158834791e-16,1.924152695543081e-19,4.969518260089147e-15,1.9400112966825111e-19,3.414350558030453e-19,3.3957786496699523e-19,2.0732832807806873e-16,7.585944681954173e-27,7.706021264143421e-27,7.709805290958876e-27,3.883529145389269e-24,3.9025043814508136e-24,3.815633916083938e-24,2.3357366712035005e-21
4800,1.0225906785228508e-11,9.9419188450263e-11,4.0391348007859734e-15,2.026903297882809e-13,2.0383747145293117e-13,4.048486325600713e-15,8.302458789688604e-18,8.253231295336968e-18,2.2047043749285267e-19,2.568267051331323e-16,8.215049236598904e-18,8.240133771296043e-18,9.702250003593663e-22,3.2116390316422704e-22,3.192330860432427e-22,9.666988548258288e-22,2.656784214259153e-27,4.908048288590686e-15,1.5385436497295377e-13,3.5344010178595974e-19,3.51241689646776e-19,2.0777999893565097e-16,1.9343464891018736e-19,4.902176642774976e-15,1.9280044356162838e-19,3.4783927742296354e-19,3.5380256661005554e-19,2.1164263116528471e-16,7.910395006505885e-27,8.010844807460686e-27,7.95112675424959e-27,3.953190664152392e-24,3.9552621457011115e-24,4.00818090781319e-24,2.36283256349212e-21
4900,1.021539159480166e-11,9.941861803112724e-11,4.078492173095952e-15,2.0314811777967809e-13,2.0406924180439923e-13,4.075664716122053e-15,8.299014180993907e-18,8.234493572895548e-18,2.214586368527944e-19,2.5798760400814434e-16,8.298015941535104e-18,8.271388080832432e-18,9.966263272035955e-22,3.1970733315143075e-22,3.205874516657671e-22,9.844864546918788e-22,2.696771420741499e-27,4.918282147302305e-15,1.5455765203241748e-13,3.5773930608481243e-19,3.558196848136446e-19,2.179849095466906e-16,1.9300774266995933e-19,4.909800613904574e-15,1.9105594004372566e-19,3.6409022117249844e-19,3.5630057153680573e-19,2.1315983928112282e-16,8.26624172066459e-27,8.2064692441198e-27,8.145724740992627e-27,4.154354577747959e-24,4.087123683619177e-24,4.161433996882146e-24,2.4347401791506895e-21
5000,1.0222829502822135e-11,9.942387976947418e-11,4.068919015604553e-15,2.0438218783647165e-13,2.0383493961574236e-13,4.081377724046007e-15,8.267508660726829e-18,8.277666545372477e-18,2.215579517153589e-19,2.5773010893316826e-16,8.291875509916527e-18,8.167105367147183e-18,1.0036589891060426e-21,3.213325889033356e-22,3.1849594570064025e-22,1.0081693160235712e-21,2.693634212396183e-27,4.959679531009432e-15,1.552068494052674e-13,3.702673869908268e-19,3.7257976865230113e-19,2.2122766444964335e-16,1.9261194475717933e-19,4.905996507689542e-15,1.9374757244118402e-19,3.660750446136565e-19,3.6303493076116313e-19,2.236687257587906e-16,8.309564762345183e-27,8.403868431768873e-27,8.352149274630076e-27,4.1984861772121696e-24,4.221230670742396e-24,4.197387965666642e-24,2.5310003281177114e-21
