milliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
1000,1.0397730339185934e-11,9.951009742003495e-11,4.157787862440315e-15,2.0712891481026443e-13,2.081280168166976e-13,4.138475494847031e-15,8.158565220192825e-18,8.522831978279333e-18,1.8943558916523867e-19,1.0401600257680726e-16,8.57865385840227e-18,8.035962535145692e-18,2.6908847510580606e-22,3.2758400344496393e-22,3.294007089614332e-22,2.719151061376133e-22,1.2217530892452458e-27,4.802196751503734e-15,6.01364883042123e-14,4.431212333806596e-20,3.766163093187317e-20,2.3645275658537457e-17,1.9509795728958882e-19,4.8710619980869196e-15,1.9585343622076532e-19,3.9997557636957914e-20,3.6318771851159186e-20,2.2351551737690982e-17,1.3580923990188382e-27,1.2295431802112151e-27,1.1827718858067224e-27,4.216589184596479e-25,4.286875524838014e-25,4.534168144132824e-25,2.335261477491457e-22
1100,1.0395548790205592e-11,9.95042437546985e-11,4.134918522708497e-15,2.0682886379078083e-13,2.057597177288141e-13,4.112827720873316e-15,8.079812325774191e-18,8.553809589803277e-18,1.890804812898804e-19,1.034462547958026e-16,8.612697662190673e-18,8.154238484063142e-18,2.85513816874691e-22,3.263325064788176e-22,3.271120002565092e-22,2.696280771529511e-22,1.2657445643963221e-27,4.82904974518472e-15,6.318032154929974e-14,4.803932418411307e-20,4.6263742943662686e-20,3.019051272625196e-17,1.9628817362152421e-19,4.859085695677013e-15,1.9546186200172973e-19,5.190017417837333e-20,4.5007982464740274e-20,3.009339917833572e-17,1.4500911915799807e-27,1.4054800220824152e-27,1.3003346193549328e-27,4.7614198732004755e-25,5.080988532945604e-25,5.0630606858331365e-25,2.721596662391679e-22
1200,1.0383281235396333e-11,9.950356796009728e-11,4.123542392425815e-15,2.067495135215032e-13,2.0585896605799336e-13,4.139968442950664e-15,8.118677475532534e-18,8.508670113530955e-18,1.9025623810276957e-19,1.1007128749317048e-16,8.546128346342223e-18,8.150586649776765e-18,2.8877259224401073e-22,3.3022410242593666e-22,3.265871583724892e-22,2.9678973054151615e-22,1.3293563855366136e-27,4.846098660269031e-15,6.587161484149596e-14,5.491375454013165e-20,5.63434026803132e-20,3.051462745202465e-17,1.9714504071524836e-19,4.840308932206769e-15,1.9491292993469275e-19,6.090650724779289e-20,5.140645549460539e-20,3.171142742193665e-17,1.632001314819821e-27,1.595458479980353e-27,1.5967028875005048e-27,5.043289517554169e-25,4.612838635807708e-25,5.044833326319902e-25,3.359352387550018e-22
1300,1.0376183106090823e-11,9.950097030968766e-11,4.144681864577373e-15,2.0486356156848592e-13,2.0740562518017201e-13,4.103438693405755e-15,8.185583917155941e-18,8.541225532326369e-18,1.9346070990657197e-19,1.188235239999179e-16,8.503117027607958e-18,8.168276427766039e-18,3.150571682782393e-22,3.2965700067459123e-22,3.2681009017022067e-22,3.1888218835966535e-22,1.3684777049605121e-27,4.89236992999258e-15,7.02615721812787e-14,5.906754070093099e-20,6.397379840972634e-20,3.925541762750485e-17,1.9657948347331155e-19,4.8936349904013966e-15,1.9741433653332938e-19,6.005608384025092e-20,6.184680256176318e-20,3.5133952809382854e-17,1.5698875511097886e-27,1.7622147264510302e-27,1.5915715564399856e-27,6.139315497787246e-25,6.283288051883916e-25,5.516832025624793e-25,3.457355688010149e-22
1400,1.0374442547584724e-11,9.949777152273417e-11,4.127817147590017e-15,2.0525296155595271e-13,2.0556906385358297e-13,4.1349401152031404e-15,8.148058132809854e-18,8.488044016457436e-18,1.9176564169853835e-19,1.2311835069499276e-16,8.529696347086967e-18,8.109751598518379e-18,3.379728372653348e-22,3.2560963672345688e-22,3.2989651373362583e-22,3.495787517241495e-22,1.3875827691773142e-27,4.857572957649353e-15,7.38497124513699e-14,6.95332943313679e-20,7.504231502248059e-20,4.1103747906111506e-17,1.9735813571260178e-19,4.896045012579175e-15,1.9624400789963287e-19,6.776040059893105e-20,7.590005189209315e-20,4.0985436849022315e-17,1.7814578512626066e-27,1.7347216381512037e-27,1.81135722804271e-27,7.026047170677609e-25,6.749560233613976e-25,6.63793510556718e-25,4.1729739795800373e-22
1500,1.0367172073712067e-11,9.948900602431609e-11,4.13652354204464e-15,2.0522183960790112e-13,2.0647068990095546e-13,4.115865537772259e-15,8.190984647878019e-18,8.494044722323956e-18,1.9575598284173235e-19,1.3450615218952882e-16,8.541155196322047e-18,8.142566470959474e-18,3.6254771385539044e-22,3.2657259325824197e-22,3.253324310078009e-22,3.744097396596931e-22,1.4250432128345949e-27,4.860357261295669e-15,7.923749672643969e-14,7.900672349876945e-20,7.948097485807392e-20,4.5647824713566765e-17,1.9614485737356055e-19,4.85268082403094e-15,1.9606195506037403e-19,7.835690260415023e-20,7.428844798057297e-20,4.898980398229621e-17,1.998672177239944e-27,1.8594039822663442e-27,1.9752643564255573e-27,7.465375055035885e-25,7.5489942444671135e-25,7.179224762922005e-25,3.8362936472078684e-22
1600,1.0357165546391238e-11,9.949118529528862e-11,4.117163517557274e-15,2.0504948522376763e-13,2.0670020761862605e-13,4.127596037751222e-15,8.156109382565468e-18,8.533487067461605e-18,1.9397834561597677e-19,1.3492550410022017e-16,8.461394286764398e-18,8.171372232761355e-18,3.9253606701906904e-22,3.2876431433097152e-22,3.2522615300383016e-22,3.8483112897703927e-22,1.4675499844286847e-27,4.8830326841686324e-15,8.389347700426278e-14,8.92198449058298e-20,9.081418967649466e-20,4.802767339224686e-17,1.9473444925446304e-19,4.893802127585228e-15,1.9606671227382173e-19,8.933718375111802e-20,8.322413368237806e-20,5.1543620601662515e-17,1.920928706676876e-27,1.9527307281070705e-27,1.923397021683039e-27,7.858826424304426e-25,8.196649421735524e-25,7.029957860954167e-25,4.384530513961111e-22
1700,1.0352636841807752e-11,9.948134845224931e-11,4.108408622645431e-15,2.0440539636340344e-13,2.0673028346335337e-13,4.131338525766316e-15,8.201137009830767e-18,8.533870792241445e-18,1.9578863584374288e-19,1.4659575448855153e-16,8.447461247881733e-18,8.192093441462081e-18,3.9322961457945803e-22,3.255671334889593e-22,3.254907326663714e-22,4.0173685982491992e-22,1.4985610738678504e-27,4.883691305348558e-15,8.516011722193219e-14,9.110710448689246e-20,9.37490306167792e-20,5.867908381470117e-17,1.9472953768772607e-19,4.887193018558938e-15,1.9478258161897595e-19,9.823888032323215e-20,8.832809561372433e-20,5.63795442175539e-17,2.252028561977892e-27,2.0561668285504614e-27,2.0197559826087662e-27,7.864279386498514e-25,8.344779370786543e-25,7.9273303006047e-25,4.810709043333184e-22
1800,1.0348560722259028e-11,9.948074580291582e-11,4.116373082883972e-15,2.0552309631314048e-13,2.041849509599522e-13,4.1378595593147124e-15,8.138306583491565e-18,8.445606529919174e-18,1.966293284894494e-19,1.4987614542415405e-16,8.489017939039409e-18,8.222886925018099e-18,4.278166099465665e-22,3.2580202147500433e-22,3.272842874394742e-22,4.217270476176414e-22,1.5392501568188167e-27,4.8544973057675695e-15,8.967832747829635e-14,1.0420644039547646e-19,9.761330798052826e-20,5.696710742162437e-17,1.9428841112820016e-19,4.888892742340612e-15,1.9539234678061776e-19,1.000413927801298e-19,9.746076246886844e-20,6.043573846319147e-17,2.1667485530429103e-27,2.211301174474799e-27,2.2623739893574283e-27,8.899401696458396e-25,8.727471903479548e-25,8.708472155730149e-25,5.452091578999063e-22
1900,1.0333754839896848e-11,9.947619974477798e-11,4.118396191508903e-15,2.04383947431007e-13,2.0578212006024798e-13,4.0877604214591536e-15,8.186014025800279e-18,8.468245041545553e-18,1.9704546396371433e-19,1.5554733915670157e-16,8.498441782563374e-18,8.222558567306564e-18,4.443781550936339e-22,3.2580955498973497e-22,3.2627363447666884e-22,4.320012038661084e-22,1.6350957090621745e-27,4.875734718377653e-15,9.400137489942448e-14,1.033152810896242e-19,1.0679852072887849e-19,6.707603668211209e-17,1.968368538558184e-19,4.891720156497521e-15,1.94874321696612e-19,1.0284998296554372e-19,1.0535399523317931e-19,6.675507152619295e-17,2.3650996055074676e-27,2.4015717849849673e-27,2.2620298334725502e-27,9.484633054073429e-25,9.895436197976502e-25,9.2419074697291e-25,5.711591869040471e-22
2000,1.0326264513558321e-11,9.947790454891711e-11,4.098601747119528e-15,2.055802821963708e-13,2.0669498184948388e-13,4.116553319578775e-15,8.183622024878151e-18,8.424231064052916e-18,1.983980868837218e-19,1.627831331259737e-16,8.482753930407854e-18,8.24782572507825e-18,4.545853685328251e-22,3.283454679504416e-22,3.2624579164621684e-22,4.7069349310243045e-22,1.6617434394714914e-27,4.9286031406613635e-15,9.777590340271044e-14,1.1345491691521956e-19,1.1938488267710473e-19,6.511756246564834e-17,1.9545627534338481e-19,4.941050870723374e-15,1.947662295505993e-19,1.0939757356062083e-19,1.1060768315925894e-19,6.843357988059454e-17,2.520093102636137e-27,2.5362638724256647e-27,2.6240012213036044e-27,9.485812169173222e-25,1.014149641560275e-24,1.0014694384086774e-24,5.747130268932189e-22
2100,1.032363324427189e-11,9.946611936396473e-11,4.105188146068592e-15,2.0461384956200996e-13,2.055259701094224e-13,4.090822217522128e-15,8.192620566192835e-18,8.391988229278255e-18,1.992724575654113e-19,1.715772512659774e-16,8.39755747858368e-18,8.148437784804844e-18,4.810945376559066e-22,3.2600586426257917e-22,3.2467286661435877e-22,4.942265936694808e-22,1.6744369484461588e-27,4.912307824199401e-15,1.0266232181119436e-13,1.2137020390733305e-19,1.2045478362184946e-19,7.345798120560489e-17,1.9561417114529746e-19,4.940895738742027e-15,1.9660576210105733e-19,1.1715548348774688e-19,1.25642608366612e-19,7.460520375331861e-17,2.5394319662157187e-27,2.521642848568716e-27,2.5707313209277224e-27,1.1133743622026491e-24,1.1229679648523147e-24,1.0109023334140213e-24,6.382332385347182e-22
2200,1.03125963619127e-11,9.946271104759988e-11,4.0876546154693825e-15,2.063281445397667e-13,2.0612169690181123e-13,4.09868061907981e-15,8.22209540466558e-18,8.454410236097313e-18,2.02933527792609e-19,1.7738760667942129e-16,8.357649131085989e-18,8.167587575790074e-18,5.19733034226249e-22,3.2431518690902293e-22,3.2351516485404456e-22,4.936252859291918e-22,1.741093172311022e-27,4.916377905540026e-15,1.0397050510392985e-13,1.301425642196013e-19,1.2404128100073752e-19,7.926073297491432e-17,1.942724036812378e-19,4.921390312044985e-15,1.9559759358365179e-19,1.314306752843896e-19,1.2403096281700304e-19,7.548238569722542e-17,2.774123890665701e-27,2.6920884053226327e-27,2.77102069211953e-27,1.1869888490877803e-24,1.1513705231596092e-24,1.0746792894410379e-24,7.114606471000385e-22
2300,1.0303875720216918e-11,9.946202768765497e-11,4.098589789375551e-15,2.044788070980387e-13,2.0400347422507555e-13,4.099655049903303e-15,8.181564433019173e-18,8.34416654597187e-18,2.0146475859733838e-19,1.8297692205719404e-16,8.384956421503619e-18,8.168230832955776e-18,5.316413831605837e-22,3.238233834796e-22,3.2683884965761794e-22,5.316198386991219e-22,1.7405041674272517e-27,4.9483512304209636e-15,1.0919626956480488e-13,1.3968922866984847e-19,1.4098060460448712e-19,8.097350854738075e-17,1.936750115284066e-19,4.946680273323324e-15,1.961969000412689e-19,1.4072420498752838e-19,1.3835122687943371e-19,8.128540653529266e-17,2.9058489509073766e-27,2.963185809120621e-27,2.8519509420203044e-27,1.2314520607953686e-24,1.2467192648403105e-24,1.1841087218590888e-24,7.257884912568999e-22
2400,1.0302816415942383e-11,9.945940104844229e-11,4.099132306955763e-15,2.0578284523704853e-13,2.052320755484898e-13,4.105404973123645e-15,8.233931916286426e-18,8.36196116201897e-18,2.0258273670474602e-19,1.8604460777493165e-16,8.358236134377036e-18,8.274830818957245e-18,5.615166792588599e-22,3.2461168555343675e-22,3.225772594828664e-22,5.571137008942453e-22,1.8214745597158718e-27,4.95359490840051e-15,1.1210121512231238e-13,1.4281011752845372e-19,1.4901542828934865e-19,8.445286302835404e-17,1.9319323010266373e-19,4.950456687715765e-15,1.958456676909441e-19,1.4099756974735117e-19,1.4646807010189593e-19,8.536203727900651e-17,2.9996531408712974e-27,3.0641378925992172e-27,3.033482298510047e-27,1.2550025068314162e-24,1.3181763647669578e-24,1.3001100192329559e-24,7.873982178400264e-22
2500,1.0291087821129028e-11,9.945631944274014e-11,4.111117852627536e-15,2.033537844858582e-13,2.0317251740790114e-13,4.091306962966014e-15,8.194973997775625e-18,8.401329240410456e-18,2.0315607969470192e-19,1.9426261116184388e-16,8.342693336220195e-18,8.234405908840739e-18,5.668494829127707e-22,3.2580143073260847e-22,3.222497235164148e-22,5.753321895290423e-22,1.8695676192999267e-27,4.905144106922075e-15,1.1590185606091398e-13,1.556449370890903e-19,1.463153807301401e-19,9.16187570570284e-17,1.9442397669082785e-19,4.9649190611979385e-15,1.9538882807755741e-19,1.5419643173263534e-19,1.4869028705782375e-19,9.092774439244727e-17,3.0897603857841313e-27,3.117614889999789e-27,3.1244956587557756e-27,1.3335941511240796e-24,1.2523989891719172e-24,1.3766168413864503e-24,8.223921522728223e-22
2600,1.0289451535133366e-11,9.94548919119854e-11,4.0827446673158666e-15,2.0351010010334615e-13,2.03684315608691e-13,4.113263594098746e-15,8.22181762489553e-18,8.315525241769442e-18,2.0416833511659755e-19,1.991028212811907e-16,8.389458697229812e-18,8.293169596503877e-18,5.861976255328768e-22,3.255919215499186e-22,3.248126479359267e-22,5.9454791564159985e-22,1.9205471032828105e-27,4.932316193507284e-15,1.2159115436349355e-13,1.5278803355513155e-19,1.585156173943437e-19,9.188755809324105e-17,1.9582732961300234e-19,4.915291499789441e-15,1.9546188049404813e-19,1.5249520489961918e-19,1.6180206458951466e-19,9.30813888548413e-17,3.229894087747571e-27,3.264596391814267e-27,3.3477093501123766e-27,1.4130346528339246e-24,1.3974866833660314e-24,1.4003856512729251e-24,7.908944536662286e-22
2700,1.0276328781272012e-11,9.945005903819363e-11,4.0855797983911415e-15,2.0461116764945946e-13,2.0367800057865523e-13,4.067395954872858e-15,8.209389750689157e-18,8.408237710649545e-18,2.0635770162940483e-19,2.0310650011570534e-16,8.29454722741901e-18,8.22329638960208e-18,6.076190336822999e-22,3.2253374303351235e-22,3.225107965090632e-22,6.1730275541660755e-22,1.9065678709393913e-27,4.940811766521211e-15,1.2419328234257952e-13,1.617298007533448e-19,1.6139082057753864e-19,9.995176471795355e-17,1.9354715913770225e-19,4.963863196642754e-15,1.9490102861380998e-19,1.5998359912241353e-19,1.6959275323033078e-19,1.0227681022184202e-16,3.286521282786452e-27,3.3370118152865744e-27,3.298703385526242e-27,1.4686279032065465e-24,1.407572356536087e-24,1.4285562254042765e-24,8.585381028569826e-22
2800,1.0267540223991613e-11,9.944828949369917e-11,4.1130038919631234e-15,2.0383633753061202e-13,2.0286362471866004e-13,4.078900385365048e-15,8.213163039424629e-18,8.311616331296153e-18,2.0646988409507625e-19,2.1012933182610642e-16,8.348722787509663e-18,8.3326359033392e-18,6.254855527740217e-22,3.2502956818882175e-22,3.2318785417986887e-22,6.189004651445552e-22,1.9710163870696313e-27,4.929471224060166e-15,1.2722118977904224e-13,1.6890107267555652e-19,1.7282292879654764e-19,1.0498377357559678e-16,1.9381996635332654e-19,4.924688944145807e-15,1.934904980326663e-19,1.7464435885125727e-19,1.7789463160258504e-19,9.991400078267569e-17,3.535655479493155e-27,3.376759051708393e-27,3.589583411944995e-27,1.4701608188233195e-24,1.4857708754144408e-24,1.5554905586819034e-24,9.068147322049189e-22
2900,1.0271675467425684e-11,9.944370178330653e-11,4.080233800840508e-15,2.0292008515099223e-13,2.0270619405976013e-13,4.086193453273095e-15,8.271542579465593e-18,8.283692988462172e-18,2.0771241083787322e-19,2.165718632706326e-16,8.301229212370184e-18,8.313546621766218e-18,6.542176147887762e-22,3.2277592679148526e-22,3.2610279218888916e-22,6.40464343733234e-22,2.0098512079235525e-27,4.9389865737283365e-15,1.3081579279326592e-13,1.7705663580286102e-19,1.813949898420847e-19,1.0500447769133719e-16,1.9334924507793257e-19,4.942821450513672e-15,1.9368227342593751e-19,1.8353246573928837e-19,1.8478574343001124e-19,1.0985200190292175e-16,3.7075474330565e-27,3.674749299532163e-27,3.633677272719933e-27,1.6219945865303888e-24,1.5046941614000629e-24,1.5834088498997797e-24,9.161953479917644e-22
3000,1.0258918961551464e-11,9.943852465542494e-11,4.104449406391965e-15,2.045783993701134e-13,2.0255950506863191e-13,4.085889844413984e-15,8.285405171915415e-18,8.336092479673002e-18,2.106833236868146e-19,2.263858075229013e-16,8.305579017779863e-18,8.340821732540882e-18,6.877566279525806e-22,3.2118076245949387e-22,3.225707276465412e-22,6.86467671320374e-22,2.0546514164417466e-27,4.95109466921434e-15,1.3529926151162127e-13,1.8716437210989176e-19,1.9150198703970928e-19,1.1325079396659297e-16,1.9502177905795e-19,4.985513324079447e-15,1.9342549806773665e-19,1.9062362814981118e-19,1.8914353118521923e-19,1.1212560332499496e-16,3.796372559471309e-27,3.6141543817549686e-27,3.7784659725824254e-27,1.6432297132697536e-24,1.679708184566879e-24,1.6257520401280814e-24,9.905524946256245e-22
3100,1.02593254610653e-11,9.943553946509e-11,4.053708485126176e-15,2.0470094132318395e-13,2.0289661907033114e-13,4.091124083100196e-15,8.347746303223174e-18,8.272389584065385e-18,2.1011348655081883e-19,2.2737111752458882e-16,8.35303358062577e-18,8.303107830407204e-18,6.82856144987131e-22,3.2287835593916374e-22,3.218778641397792e-22,6.768467976360511e-22,2.0929690247262098e-27,5.01347377622876e-15,1.3389834248742715e-13,2.0127880880068434e-19,2.002181925163585e-19,1.1904374551627894e-16,1.9436354348534118e-19,4.967881942020218e-15,1.9459919250206076e-19,1.973014831696697e-19,1.914042334685462e-19,1.1466986042696842e-16,4.0030184703170385e-27,4.023556586592782e-27,4.002356101969517e-27,1.7509197066217834e-24,1.781230658671557e-24,1.773654203167825e-24,1.0819327834781871e-21
3200,1.0258684505179073e-11,9.943285806055653e-11,4.089490552619901e-15,2.034594842986227e-13,2.0379968716150044e-13,4.074289406386531e-15,8.311140711644128e-18,8.333736027558135e-18,2.1239773725357564e-19,2.309082725548225e-16,8.27209689957525e-18,8.285369323132563e-18,7.177165139535716e-22,3.232849791309621e-22,3.254532437599999e-22,7.047768485974546e-22,2.1141720254991272e-27,4.9978186823370555e-15,1.356912703272211e-13,1.9960481479641598e-19,2.0812314454668984e-19,1.2060756654187604e-16,1.947303915208966e-19,4.99333842629647e-15,1.9451607958018825e-19,1.9964311415073727e-19,2.067186695075803e-19,1.2290132401249018e-16,4.291481279813738e-27,4.215528476818495e-27,4.1872669251483826e-27,1.848834151624467e-24,1.8202428779640254e-24,1.8805217810213935e-24,1.1617709946388723e-21
