milliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
1000,1.040391320072135e-11,9.950440984620965e-11,4.136082922234667e-15,2.0741860950323144e-13,2.0576353226641087e-13,4.130483422975364e-15,8.088392860948864e-18,8.620017715287386e-18,1.902768974963194e-19,1.0069438018159517e-16,8.542332450140566e-18,8.061367341155058e-18,2.4794646977190034e-22,3.2898928532473822e-22,3.2932877116492917e-22,2.699094381575249e-22,1.2481227690834046e-27,4.799888936079285e-15,6.074650728657017e-14,4.1828921252780114e-20,4.313405597704546e-20,2.7523830271450568e-17,1.9750466259083338e-19,4.828596289032091e-15,1.956099353253414e-19,3.934418391280971e-20,4.109926274499243e-20,2.7274742936833252e-17,1.357139815980569e-27,1.3825393393699455e-27,1.1964199080543346e-27,4.072347596036487e-25,3.9122691190529726e-25,4.042987304172113e-25,2.1083969735425694e-22
1100,1.039810029495881e-11,9.950647422554158e-11,4.137887494502563e-15,2.0768874816068783e-13,2.06195368177614e-13,4.131095026936509e-15,8.136874993679794e-18,8.559742664710041e-18,1.890305882535192e-19,1.0756568830249585e-16,8.608571823018542e-18,8.141395339210708e-18,2.7382026977864955e-22,3.267209470695522e-22,3.3107299832074824e-22,2.88759601391029e-22,1.3132057017482495e-27,4.845792473058088e-15,6.526145491562956e-14,4.4836289070743254e-20,4.616297702646992e-20,2.8801528369081986e-17,1.968487295450172e-19,4.878304848535639e-15,1.9667477369778263e-19,5.3629097232843753e-20,5.1623480023542934e-20,2.807191583519387e-17,1.4024815899597085e-27,1.3536333843200457e-27,1.423293593731605e-27,4.117341999781823e-25,4.0549063492857016e-25,4.303714880567174e-25,2.8196716259633548e-22
1200,1.0386487686563465e-11,9.950377489254435e-11,4.132845033816509e-15,2.069993658768202e-13,2.07550039787692e-13,4.118659501671504e-15,8.135475597836765e-18,8.491044495682726e-18,1.9230873861878854e-19,1.1641540608710053e-16,8.518079879385329e-18,8.126467194876984e-18,2.9022334061436534e-22,3.27105075680514e-22,3.271818713753038e-22,2.9831698078709567e-22,1.2966485279614024e-27,4.884824635192981e-15,6.948566311788238e-14,5.189339748578746e-20,6.00080279762665e-20,3.52258720161698e-17,1.9626699027686826e-19,4.827033301625971e-15,1.9738209881013536e-19,5.449868347616419e-20,6.075460895647447e-20,3.2921143883023696e-17,1.420088319096147e-27,1.5684928614511409e-27,1.624659951572923e-27,5.569082575790585e-25,5.430681380207465e-25,5.535351811237746e-25,3.078142174062237e-22
1300,1.0381512593837343e-11,9.95012818263671e-11,4.125541026766205e-15,2.055056079832145e-13,2.0670607206087584e-13,4.1393243910833604e-15,8.150229477986963e-18,8.473157184052678e-18,1.9110449419590382e-19,1.1874040352697123e-16,8.510753748473526e-18,8.129114039647793e-18,3.316191963780555e-22,3.3068886088030956e-22,3.277856000572092e-22,3.210847748087096e-22,1.3440984965983563e-27,4.8709207404295755e-15,7.151337029280576e-14,6.930822259151413e-20,6.108782832987716e-20,3.6939137075257404e-17,1.9594961258441042e-19,4.893075547456394e-15,1.945721365106208e-19,6.033320911438507e-20,6.569941739195921e-20,3.631068515532691e-17,1.7452834390231494e-27,1.617148590461756e-27,1.6559890743379528e-27,5.6254445785324645e-25,6.278309759876505e-25,5.369127804455768e-25,3.7027087349331013e-22
1400,1.0380035400477445e-11,9.949451009980738e-11,4.1061137551969234e-15,2.0581765350065784e-13,2.072994318823695e-13,4.138657218760238e-15,8.094206914488852e-18,8.544011906626384e-18,1.9318798805657475e-19,1.2407772694734284e-16,8.528801836803275e-18,8.10692468645139e-18,3.514455669001846e-22,3.280614997481047e-22,3.2594061186895554e-22,3.3370323105271933e-22,1.3988274206321046e-27,4.8936860886986185e-15,7.58846820596473e-14,6.950784322342477e-20,7.508469764144073e-20,4.5100816113500116e-17,1.9635568013887488e-19,4.8852633915455215e-15,1.9553141865949997e-19,6.908612140334425e-20,7.530796496740229e-20,4.295525426177619e-17,1.8907780149388286e-27,1.7477806080144814e-27,1.8052163746319393e-27,5.8403299984763945e-25,6.248502909552058e-25,5.946505962584742e-25,4.1802025485784383e-22
1500,1.0366725292274836e-11,9.949163229320457e-11,4.1036690064509874e-15,2.0715194202119842e-13,2.0481077335977673e-13,4.131669462009328e-15,8.149314242031234e-18,8.46584248779082e-18,1.9286379309572555e-19,1.3257465819912418e-16,8.472626853947586e-18,8.190284618713907e-18,3.4946098306885854e-22,3.255812290031066e-22,3.2582112962723864e-22,3.732157741010634e-22,1.4229830309887181e-27,4.8364247713156414e-15,8.028668445109189e-14,8.199224509085174e-20,8.278629762855966e-20,4.4075864661492185e-17,1.963183662500437e-19,4.88640412456458e-15,1.9654565782858054e-19,7.558470718255905e-20,8.34367510277666e-20,4.832172155377981e-17,1.982277358190639e-27,1.9774638117214217e-27,1.7907875067127058e-27,7.609276473868099e-25,6.823471571193496e-25,7.21247060898513e-25,4.2380536711237935e-22
1600,1.0362077359632012e-11,9.948891474368086e-11,4.128504477708762e-15,2.0516256177056238e-13,2.0515545478300847e-13,4.0958937231956295e-15,8.108115026733542e-18,8.452677376844924e-18,1.954023700320415e-19,1.4119033044300214e-16,8.457376543852407e-18,8.204451412107988e-18,3.873851743552523e-22,3.275432360919959e-22,3.27465793493257e-22,3.8097177793937955e-22,1.480902008451379e-27,4.874494348482933e-15,8.256770698432538e-14,8.000358671209857e-20,8.269800241190339e-20,5.130266317925089e-17,1.9435884324320525e-19,4.864095417560228e-15,1.9713954996877284e-19,8.413383042529508e-20,9.094263589616051e-20,5.014091225907619e-17,2.125658240822629e-27,2.133109517289502e-27,2.124388579845848e-27,7.7721924745740845e-25,8.184940614726498e-25,8.152023708380739e-25,4.948616362164165e-22
1700,1.0348169143368882e-11,9.948302130159011e-11,4.13695303144351e-15,2.057576960841604e-13,2.058921991959589e-13,4.145465701650649e-15,8.106242998118337e-18,8.481496153659872e-18,1.9536562672780225e-19,1.466694668135446e-16,8.510482101209095e-18,8.226311358052814e-18,3.9267515296119772e-22,3.2820259159870314e-22,3.259264325716084e-22,4.1208393255608486e-22,1.5101250002276704e-27,4.8768924949607595e-15,8.736224844717018e-14,9.013107038068875e-20,9.35459223941837e-20,5.249875487771629e-17,1.947744742839903e-19,4.8460767718785924e-15,1.9490809303687253e-19,9.639663844744212e-20,9.099423216052928e-20,5.551256259559851e-17,2.0902055595006576e-27,2.1806292514336325e-27,2.141575958200354e-27,8.104097325960599e-25,8.020951922997406e-25,8.088309608442195e-25,4.908854975177511e-22
1800,1.0347753458871742e-11,9.948413010998255e-11,4.11605604223032e-15,2.0561244138377217e-13,2.057177386634963e-13,4.128581354551983e-15,8.177155940110162e-18,8.487846100727128e-18,1.9757391188597376e-19,1.4687546066634113e-16,8.492597683365389e-18,8.122275791044026e-18,4.1211938985632245e-22,3.2457266228444557e-22,3.283317427815593e-22,4.181568182637888e-22,1.5578448838248814e-27,4.914314805004712e-15,9.138375254080514e-14,9.566836742940536e-20,9.833699482470139e-20,6.322030224879639e-17,1.9424463079129667e-19,4.889388301298091e-15,1.9622580228453497e-19,1.0462905519760625e-19,9.982416902806614e-20,5.840218373604717e-17,2.348978316835329e-27,2.1594293878280466e-27,2.380660079720713e-27,8.381494084414893e-25,8.615243163015449e-25,9.197726705288268e-25,4.97434613774019e-22
1900,1.0337428683006783e-11,9.948078913364257e-11,4.126921522215485e-15,2.0681326619846058e-13,2.0639118262738193e-13,4.1041181246525956e-15,8.161471375834066e-18,8.420861108277349e-18,1.9837932856429222e-19,1.5504684316348278e-16,8.427866416567049e-18,8.168633468532985e-18,4.56464675501602e-22,3.2536808935742654e-22,3.277080274804728e-22,4.407570437405648e-22,1.6120619300955234e-27,4.88130397196171e-15,9.447679282893375e-14,1.0303042409161849e-19,1.070491188739454e-19,6.259634067617751e-17,1.9687532008008057e-19,4.8958370001021465e-15,1.9424754861706973e-19,1.0198522287462784e-19,1.0742231315347635e-19,6.735504277339778e-17,2.2893163313779034e-27,2.339406869272751e-27,2.461495341856326e-27,9.75474816297498e-25,9.426847565852883e-25,9.52674708660172e-25,5.443647825373276e-22
2000,1.0331203550985367e-11,9.947501148507802e-11,4.1223133053240474e-15,2.0508420584603763e-13,2.0434721425243995e-13,4.113276387220293e-15,8.204670894212412e-18,8.410216564380364e-18,1.9993796202402025e-19,1.6371306544919455e-16,8.441788011398358e-18,8.198427704374642e-18,4.518835964209951e-22,3.282842644204217e-22,3.2837886299278926e-22,4.543338091565975e-22,1.664162812714591e-27,4.93537071763203e-15,9.955620648524261e-14,1.18326361547147e-19,1.111794660850095e-19,6.823650040411552e-17,1.9585759235176562e-19,4.926061144156242e-15,1.9491740662630754e-19,1.0896322919260534e-19,1.148596882873991e-19,6.721641308229432e-17,2.390660357523335e-27,2.5347825864651217e-27,2.5473765474943246e-27,9.985336712977618e-25,1.0100667284045704e-24,1.026177807625977e-24,6.180335023896391e-22
2100,1.03245735852637e-11,9.947126790433073e-11,4.1308057447294504e-15,2.0604598722248847e-13,2.0529005156055832e-13,4.0936099832909824e-15,8.256637995955453e-18,8.374198900319826e-18,2.0187258081051872e-19,1.6964701443710342e-16,8.389715850548791e-18,8.268604619897036e-18,4.867642596541906e-22,3.2662465400034345e-22,3.2398878850344843e-22,4.895187607237736e-22,1.680669253074235e-27,4.902660205537543e-15,1.0093963155565957e-13,1.1626184600200585e-19,1.2126034459886297e-19,7.47785847016053e-17,1.959911071593509e-19,4.908703875443546e-15,1.9569199869597597e-19,1.1700596279631244e-19,1.1732726286532022e-19,7.280144115707617e-17,2.7129558925597275e-27,2.710417093058099e-27,2.6506555201518383e-27,1.0684867949067846e-24,1.0170865914032062e-24,1.098137882047963e-24,6.13146391910793e-22
2200,1.0315644878376833e-11,9.94672109528796e-11,4.12166920599228e-15,2.0505695576373702e-13,2.0517826383086724e-13,4.106661403278036e-15,8.208998228236241e-18,8.377171564173907e-18,2.0066890277700058e-19,1.719908806741766e-16,8.398869290509646e-18,8.277443563905818e-18,5.071217455584268e-22,3.253535931971085e-22,3.2779197239400017e-22,5.05444948333886e-22,1.7085077896259378e-27,4.8809897219817374e-15,1.0509693448853247e-13,1.284392067884531e-19,1.2696219699474187e-19,7.497110625882393e-17,1.9652955927630228e-19,4.899023088427487e-15,1.9565938628839578e-19,1.3141075935600537e-19,1.282599983060067e-19,7.558398201306191e-17,2.852377546816349e-27,2.7255763940608494e-27,2.7541899111290562e-27,1.1388379694129952e-24,1.1733719205948314e-24,1.153897552954316e-24,6.639513379416376e-22
2300,1.0304455520770438e-11,9.946241012057494e-11,4.1293869345049444e-15,2.0372569274493183e-13,2.0441325364358536e-13,4.08385311231437e-15,8.280348727654491e-18,8.360515031747897e-18,2.0374775322873276e-19,1.8345220351722894e-16,8.34840050906345e-18,8.257521162627184e-18,5.176161483385641e-22,3.261090236771955e-22,3.2484171486960615e-22,5.188889760636912e-22,1.757053220515191e-27,4.9335283845387016e-15,1.1005240857062427e-13,1.3813423158003486e-19,1.334382369940654e-19,8.389557423137072e-17,1.9596217147660931e-19,4.914146123585291e-15,1.9631888481212087e-19,1.4140224542743593e-19,1.313819549160543e-19,8.015337435592944e-17,2.9697860427737555e-27,2.9346375836354696e-27,2.8914061745463927e-27,1.1544753986226503e-24,1.140324663337744e-24,1.2225234627603352e-24,6.904151948335399e-22
2400,1.029824712490679e-11,9.945670393959078e-11,4.101313102188159e-15,2.0395699694643915e-13,2.0522536466934015e-13,4.105045224052856e-15,8.239377963751114e-18,8.419635499362602e-18,2.0235662530927733e-19,1.8700336819193358e-16,8.387240015498377e-18,8.283285344446428e-18,5.4243804718929e-22,3.25924010163365e-22,3.2646721526104482e-22,5.382428648104255e-22,1.788816615753035e-27,4.939102185017385e-15,1.1326148656403223e-13,1.479294029933345e-19,1.404355855595449e-19,8.304149773927901e-17,1.940129154104773e-19,4.973259849674616e-15,1.9534732784312981e-19,1.4330042936343256e-19,1.4131889678019937e-19,8.695363514805409e-17,2.9214071975249677e-27,2.907160513336354e-27,2.896500952648927e-27,1.2751092257242969e-24,1.292447101691789e-24,1.2368542013627923e-24,7.235034970436844e-22
2500,1.0296784403514163e-11,9.945739883180191e-11,4.094957136405266e-15,2.0551694475747496e-13,2.0381467781745814e-13,4.074468733258925e-15,8.251162318687504e-18,8.3452368081197e-18,2.0453406642336125e-19,1.9539717310655904e-16,8.320730248408509e-18,8.199780421608422e-18,5.65495693263473e-22,3.26398836048919e-22,3.2636426649079284e-22,5.711643176866327e-22,1.8753898024374338e-27,4.9347836843416335e-15,1.171666908308111e-13,1.493334388571483e-19,1.5544094940693458e-19,9.027814780745322e-17,1.9474685463770004e-19,4.918990776152367e-15,1.932104850639372e-19,1.4670047074974544e-19,1.5606367696841705e-19,9.046124578528667e-17,3.1885544680978652e-27,3.1453668095796444e-27,3.1181030237828115e-27,1.3609022402768515e-24,1.3392568692701184e-24,1.3692943254900424e-24,8.086708284786442e-22
2600,1.029215373539415e-11,9.945476659351335e-11,4.064278389480917e-15,2.0529769397542542e-13,2.046835464869897e-13,4.093831310084277e-15,8.306236416593007e-18,8.332936894935388e-18,2.0510400737227772e-19,1.9888696567676625e-16,8.31288731606765e-18,8.288030767564847e-18,6.0086834073035315e-22,3.2489411070825693e-22,3.258544983573073e-22,5.90560090428895e-22,1.918547020421037e-27,4.915685211621807e-15,1.1750800616491587e-13,1.6278299422824914e-19,1.6130868621021852e-19,9.769650485349946e-17,1.9318415700084376e-19,4.98799566074455e-15,1.9550667389584955e-19,1.6041570690769293e-19,1.6337818157429787e-19,9.461568630137109e-17,3.15013623524654e-27,3.1458062974132272e-27,3.2336434974989066e-27,1.3872889382849033e-24,1.3812842333344331e-24,1.3257411587215383e-24,8.630196161283358e-22
2700,1.0282642225792192e-11,9.945360758613752e-11,4.097479265860267e-15,2.0548686460425662e-13,2.0538931597863716e-13,4.113545593616773e-15,8.292916420061955e-18,8.358984514207657e-18,2.0772487992586977e-19,2.0656576987910366e-16,8.31194840643413e-18,8.330500456236796e-18,5.986551696730095e-22,3.2431757248760524e-22,3.2292522531739696e-22,6.01338986238938e-22,1.930684637861824e-27,4.9437005726710406e-15,1.2374419738242884e-13,1.6724188544634909e-19,1.606300730615632e-19,1.0098039642464942e-16,1.9414593249635952e-19,4.948604037437267e-15,1.9511343043740332e-19,1.6905812163332046e-19,1.6486537782917276e-19,9.598804369952518e-17,3.25112950014285e-27,3.4529196737596385e-27,3.397282347215192e-27,1.4255907109785388e-24,1.445229477310006e-24,1.480071398995581e-24,8.250069880855431e-22
2800,1.0273973578757582e-11,9.944256495219933e-11,4.079995493596942e-15,2.0552404083208384e-13,2.0482452154640895e-13,4.0902508823468884e-15,8.332391154748212e-18,8.35904671010265e-18,2.0886013536448708e-19,2.0994294932941452e-16,8.307408323573724e-18,8.255157462574766e-18,6.3759766264236095e-22,3.259308287206886e-22,3.2218304082388193e-22,6.2007523484377485e-22,1.9478170522867545e-27,4.97460297710967e-15,1.2650710475651476e-13,1.7346708180111298e-19,1.6859059468694918e-19,1.0441749029907836e-16,1.9432313578180972e-19,4.97760293064383e-15,1.9333000874558023e-19,1.717171561917012e-19,1.7782607996264234e-19,1.061232043856962e-16,3.4717299759407724e-27,3.4576444145723004e-27,3.599334289230421e-27,1.4410057428258764e-24,1.4603599306377742e-24,1.5470225132214327e-24,8.671694971716902e-22
2900,1.0271717752265113e-11,9.944237202629289e-11,4.066579197680216e-15,2.033090048915282e-13,2.0443403577197994e-13,4.078775023216339e-15,8.312870385826916e-18,8.292384542423785e-18,2.0950748983851315e-19,2.1821452153100007e-16,8.348853848236236e-18,8.28492860154723e-18,6.398031703427715e-22,3.2600309055295077e-22,3.2140763153578333e-22,6.414967843905549e-22,2.025735677757287e-27,4.993651646439248e-15,1.3055939388119315e-13,1.819140781031794e-19,1.81790268502488e-19,1.061309374473445e-16,1.9480886264815304e-19,4.958262473786499e-15,1.935642889336448e-19,1.828619932431438e-19,1.7554968882507573e-19,1.055158734768302e-16,3.6008041942969494e-27,3.5645785685123934e-27,3.5145969734722104e-27,1.518882282417238e-24,1.5193921306943677e-24,1.624282015938709e-24,9.240691500847772e-22
3000,1.0260065595380774e-11,9.943804865514719e-11,4.056545859510219e-15,2.0299741064676128e-13,2.0511370276645902e-13,4.078912189117186e-15,8.353826161558452e-18,8.366920377178016e-18,2.0864855120307084e-19,2.2776394610461644e-16,8.299646484241264e-18,8.275307542038197e-18,6.713991584003683e-22,3.2094872202540454e-22,3.249728258653189e-22,6.598587208208933e-22,2.0253530584908547e-27,4.990211578447533e-15,1.3684575698299377e-13,1.8863178821759092e-19,1.853629246217116e-19,1.1081534540014189e-16,1.949641409192757e-19,5.009981325037264e-15,1.934045425662802e-19,1.8829872043610175e-19,1.849791394320355e-19,1.1105627927713318e-16,3.716634909373614e-27,3.829325246881628e-27,3.799925603412703e-27,1.6267010293870705e-24,1.5948445149062833e-24,1.6422245118269434e-24,1.0004171813308842e-21
3100,1.0254643987501542e-11,9.944147260828064e-11,4.096422966060048e-15,2.0478340650551604e-13,2.0263092658518862e-13,4.097361476780539e-15,8.233320490607849e-18,8.340668242202478e-18,2.100395849267465e-19,2.2812006767281984e-16,8.35809949870935e-18,8.311328611026429e-18,6.9476414841650235e-22,3.2455129075541084e-22,3.2494752482504537e-22,7.030908195477303e-22,2.101117766438273e-27,5.0109637346799794e-15,1.3540388254867233e-13,1.9532171138158229e-19,1.9662206556761714e-19,1.1494327344423983e-16,1.942184905948047e-19,4.98721993869779e-15,1.9325303324269337e-19,1.9606668591716528e-19,1.9740344239123535e-19,1.176267181147388e-16,4.036677448144462e-27,3.984768785411278e-27,3.932238488538463e-27,1.7039528454424873e-24,1.7573054652566313e-24,1.7224666891742457e-24,1.0152059025870003e-21
3200,1.024993498257085e-11,9.943883844111201e-11,4.081320665635343e-15,2.0380990433477041e-13,2.0293260887382452e-13,4.0616183258111685e-15,8.292183162579122e-18,8.278742678227994e-18,2.1171655161441439e-19,2.297839428821642e-16,8.26847493186157e-18,8.3151689814585e-18,7.087093558360847e-22,3.231950064556099e-22,3.2053777561690465e-22,7.164795183842692e-22,2.1309264589506366e-27,5.014071551223503e-15,1.3836044321976734e-13,2.0605909425996467e-19,2.0860709324889195e-19,1.254816115222281e-16,1.9377641577249593e-19,4.965433205323372e-15,1.9493369407468087e-19,2.0812678215472555e-19,2.0611075503078847e-19,1.256025133035898e-16,4.137262362414639e-27,4.2166215160094176e-27,4.2172374578684536e-27,1.9271043027969514e-24,1.8667689228108982e-24,1.9223750966470074e-24,1.1123986235528422e-21
