milliseconds,E2F,Myc,CycD,RE,CycE,RB,miR449,PRB
0,1.1987258784501293,-0.0010812632344128713,-0.0031805305076230183,0.016297428167644765,0.0005464192046726588,0.5471203615781971,-0.018902007620434265,0.00013290032642234402
100,0.6168735438692671,0.08192275162150375,0.03377744758601213,0.5758523557035451,0.024663544392135296,-0.0022463096500332036,0.14306714871960713,0.0019084213529362223
200,0.6181215327027895,0.1577526388353451,0.06792924389497478,0.573908815372838,0.04747686867722363,0.007045987748893265,0.2545103385607124,0.003255211530288428
300,0.612383851407804,0.2150183997258839,0.093261560939134,0.5801592144441535,0.0654509754619993,0.010691080314813344,0.2918185409528695,0.0047476493117785635
400,0.6008937691643669,0.2721475300588352,0.11267811756020299,0.5919615981186566,0.0804125087206889,0.016808123495453506,0.4249605196915792,0.006058795054158801
500,0.5837877271593463,0.32190530314983734,0.12894462572079718,0.5822379190708823,0.09549343891881104,0.011982270650087312,0.4698963306829756,0.00795108015785455
600,0.579731999136132,0.36879207740337244,0.14299815617135256,0.630032532724706,0.10235533898302468,0.018590134003750525,0.5679853008864403,0.010967584487059711
700,0.5717500244718683,0.3998063319064919,0.15410947160692123,0.6122103859378294,0.10982417487403065,0.014360268006275519,0.6174060971816409,0.012080010420930957
800,0.5678345416644234,0.42509218834503626,0.16147453335800752,0.6282884795162458,0.11590663432809091,0.026169234882348884,0.7438911357567696,0.01517225118363414
900,0.5632771225835447,0.44543596925780893,0.1642912095437022,0.6771162197112057,0.11869990292982152,0.022970551421579,0.7580841481511239,0.01661004147338274
1000,0.5523228307218159,0.463922122724704,0.16897498280759177,0.6604559537658817,0.12417400129888066,0.025548937450104798,0.8534840391764624,0.018311228444712585
1100,0.5529760941486344,0.4717698254596068,0.1743562304472337,0.6919776572589009,0.12402025507535225,0.026136150547157698,0.8862484924006433,0.019996010612391986
1200,0.542919605607767,0.4837918450703141,0.17011313507921763,0.6778086744243491,0.12706799401545502,0.02560680894521209,0.9464018292324916,0.02050915181774569
1300,0.5465440523153703,0.48824488119904264,0.17123478719244492,0.7189129178342094,0.12818823449361513,0.03196857077954484,0.9705823896034285,0.022328563307603015
1400,0.5289602427996275,0.4999300762992877,0.1741185681425248,0.7473025419463108,0.12547588731187923,0.03132694006465678,1.0275359877400978,0.022394222687040617
1500,0.5244668621254276,0.5141623757649627,0.17261444979448895,0.7537849276598801,0.12656917214190505,0.020161181736774163,1.0374986327824356,0.024042694190928995
1600,0.5202121633282598,0.5041449011380228,0.16998036333571673,0.7334299857792883,0.12467336806946783,0.020276929598789222,1.0437793427041084,0.02347999288562984
1700,0.5218703784746819,0.5104829395803336,0.16691829153553514,0.762213081226176,0.12445308801298494,0.028491857915562812,1.0894235462275217,0.024480996592531373
1800,0.5171215616836565,0.49635182072734274,0.1665914860784477,0.7589283104277377,0.12588655574428118,0.023135721707599796,1.0946380770280593,0.02513676397106247
1900,0.5081148846246869,0.5109354573370165,0.1629170348908837,0.7956790373188879,0.12318319459711131,0.022288519323810308,1.1538600964690167,0.025027227907117165
2000,0.5039325008127423,0.49281207922240766,0.16592261272031197,0.8264940977972965,0.1211406854945989,0.026674718892141795,1.1564786999896797,0.025507286255889446
2100,0.5093619931270618,0.49899129960950933,0.1640486551904008,0.8264240976153028,0.11962628803161474,0.029054698415816326,1.1756614161178351,0.02507825321005388
2200,0.5019075526323833,0.4881194753430906,0.1626857786770508,0.856354858001791,0.11923375355839679,0.02431977715370685,1.2271997063880384,0.024882565399188317
2300,0.4852805188939689,0.4943971191332376,0.15682807289166178,0.8382020324176793,0.12059735882383507,0.02686125363472617,1.2090576260333423,0.025571497872257567
2400,0.480183264038566,0.48924490581517677,0.15944554911759942,0.8721431719475652,0.12007440789266116,0.03487632284111141,1.294233386929735,0.02432059789708406
2500,0.463102024860519,0.48211015049112954,0.15520987435687944,0.907581846713618,0.11783192668144103,0.033426669168436396,1.2919768523064723,0.024913671189118254
2600,0.47575487162390623,0.4764029779785041,0.15474090117516562,0.890129916309746,0.11733191492059852,0.028853767275996648,1.3271070919644272,0.024837995927757657
2700,0.4755264689588998,0.4676375437002273,0.1537750753824743,0.9087131870903513,0.11456583327410456,0.02848589720083135,1.311320283981878,0.025374825966676465
2800,0.44868307466818724,0.45658468264079,0.15411331790671204,0.9092522931931867,0.11215528364255702,0.038661530894796174,1.3472832583614207,0.024837171955046554
2900,0.4428574134697371,0.4463826478691385,0.152923918943584,0.9485137453181727,0.1115308464603721,0.03641093784172163,1.33382480587998,0.025029062062037127
3000,0.4414591268711214,0.4440390563488344,0.1523411508734087,0.9732746492308519,0.11337513279386213,0.03421781078431613,1.3328442054506522,0.024719368424537303
3100,0.44212205223321255,0.4329461996260989,0.14798370187915744,0.9630851780199586,0.11033970698447151,0.02970313835972106,1.3778631764130307,0.025625307949236155
3200,0.4439542156502099,0.43042148577743095,0.15088582956419389,0.9726982539000553,0.10864055391265984,0.026754901331301734,1.400708130171857,0.02566773270676263
3300,0.42413950432546815,0.4314163636147633,0.1471959429170393,0.9845965579517697,0.10943440572859287,0.03156721228987371,1.4024291054385276,0.025578414941477574
3400,0.4179890794248793,0.41675046410939315,0.1509955569885951,1.0068737789713822,0.10782099748156919,0.03748324181292272,1.3678877798363829,0.02494694359787895
3500,0.40510936516984675,0.4109201204262688,0.14513371183648424,1.0050799157423804,0.1083356284905992,0.03895023956845882,1.4118424069435864,0.025927204792511344
3600,0.4103244840590537,0.4200336268669603,0.14627554103013843,1.0263765654116033,0.10504506645976534,0.03994319170282379,1.3707728574504983,0.02505646021826962
3700,0.40610326431081784,0.41211826244449307,0.14921239093605268,1.0637563024371017,0.10879474203195212,0.03234349861989227,1.4121898311701304,0.02609648298664575
3800,0.4102564584908149,0.39535100264250467,0.14716455255834643,1.056898000760164,0.10618180976016568,0.03927279749048849,1.4454591560193046,0.026089935001018118
