milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_13,species_14,species_15,compartment_1
0,180000.0065373084,0.3280000456228432,0.006816696091623382,0.12134130821121307,0.00013068320545310408,0.043287608032065134,0.04542665758371464,0.03400000123482491,0.04728505714334631,0.131041423621414,0.00011608836130612322,1800.0,0.02552786674847592,0.02552786674847592,29.499998928607837
100,180000.006367742,0.3280000453022833,0.006816696086849103,0.1213413080900509,0.00013068321198833477,0.043287607991253155,0.045426657540885984,0.03400000120033733,0.04728505710843118,0.1310414234977649,0.00011608836129863266,1800.0050081716365,0.025527866745162858,0.02552786675178898,29.499998956420722
200,180000.0062095513,0.32800004499288465,0.0068166960838326246,0.12134130797657522,0.00013068321834828038,0.04328760795311694,0.04542665750086538,0.03400000117520839,0.04728505708421612,0.13104142338221852,0.00011608836129575704,1800.0100163431257,0.025527866741933587,0.025527866755018253,29.49999898241011
300,180000.00605879482,0.32800004469078,0.006816696081964896,0.12134130786812274,0.0001306832245936745,0.04328760791672938,0.04542665746267988,0.03400000115619549,0.04728505706699373,0.13104142327196738,0.0001160883612958974,1800.0150245145194,0.025527866738759068,0.025527866758192772,29.49999900720781
400,180000.00591688766,0.3280000443964296,0.006816696081693573,0.1213413077654793,0.00013068323080310401,0.04328760788239896,0.045426657426654304,0.034000001145081046,0.04728505705857913,0.13104142316794407,0.00011608836130114738,1800.0200326857428,0.025527866735595827,0.025527866761356013,29.499999030603586
500,180000.0057876634,0.32800004411108075,0.006816696084231425,0.1213413076707739,0.00013068323718947486,0.04328760785096145,0.04542665739366867,0.03400000114669405,0.04728505706388981,0.13104142307267527,0.00011608836131717903,1800.0250408565953,0.02552786673232606,0.02552786676462578,29.499999052027878
600,180000.00566646154,0.3280000438332172,0.0068166960881040775,0.12134130758141833,0.00013068324349395553,0.043287607821400814,0.045426657362653125,0.03400000115516387,0.04728505707694754,0.13104142298308932,0.00011608836133709678,1800.0300490273216,0.025527866729092984,0.025527866767858856,29.499999072173107
700,180000.00555328195,0.3280000435628389,0.006816696093311528,0.12134130749741255,0.00013068324971654606,0.04328760779371704,0.0454266573336077,0.034000001170490506,0.047285057097752305,0.1310414228991862,0.00011608836136090062,1800.0350571979209,0.02552786672589659,0.02552786677105525,29.499999091039278
800,180000.00544812475,0.3280000432999461,0.006816696099853778,0.12134130741875662,0.00013068325585724645,0.04328760776791014,0.04542665730653238,0.03400000119267397,0.04728505712630413,0.13104142282096592,0.00011608836138859058,1800.0400653683937,0.02552786672273688,0.02552786677421496,29.499999108626383
900,180000.0053509899,0.32800004304453856,0.006816696107730827,0.12134130734545054,0.0001306832619160567,0.0432876077439801,0.04542665728142717,0.03400000122171427,0.04728505716260302,0.1310414227484285,0.00011608836142016664,1800.0450735387394,0.025527866719613858,0.025527866777337982,29.499999124934423
1000,180000.00526187738,0.3280000427966164,0.006816696116942677,0.12134130727749426,0.0001306832678929768,0.04328760772192693,0.04542665725829206,0.03400000125761138,0.047285057206648946,0.13104142268157393,0.00011608836145562879,1800.0500817089585,0.025527866716527518,0.025527866780424322,29.499999139963403
1100,180000.00518078718,0.3280000425561795,0.006816696127489324,0.12134130721488781,0.00013068327378800676,0.043287607701750615,0.04542665723712705,0.03400000130036531,0.047285057258441926,0.13104142262040222,0.00011608836149497704,1800.055089879051,0.025527866713477863,0.025527866783473976,29.499999153713322
1200,180000.0051077193,0.32800004232322794,0.0068166961393707716,0.12134130715763117,0.00013068327960114658,0.043287607683451176,0.04542665721793216,0.03400000134997607,0.04728505731798196,0.13104142256491333,0.00011608836153821139,1800.0600980490162,0.0255278667104649,0.02552786678648694,29.49999916618418
1300,180000.00504267382,0.3280000420977618,0.006816696152587018,0.12134130710572438,0.00013068328533239626,0.043287607667028605,0.04542665720070738,0.03400000140644365,0.04728505738526905,0.1310414225151073,0.00011608836158533184,1800.0651062188551,0.025527866707488613,0.025527866789463227,29.49999917737597
1400,180000.00498565065,0.32800004187978093,0.0068166961671380635,0.1213413070591674,0.0001306832909817558,0.04328760765248289,0.04542665718545269,0.03400000146976805,0.047285057460303176,0.13104142247098413,0.0001160883616363384,1800.0701143885672,0.025527866704549016,0.025527866792402824,29.4999991872887
1500,180000.00493664984,0.3280000416692854,0.006816696183023909,0.12134130701796027,0.0001306832965492252,0.043287607639814055,0.045426657172168115,0.03400000153994928,0.04728505754308437,0.1310414224325438,0.00011608836169123107,1800.0751225581523,0.025527866701646106,0.025527866795305734,29.499999195922367
1600,180000.00489567133,0.32800004146627526,0.0068166962002445515,0.12134130698210294,0.00013068330203480443,0.043287607629022076,0.04542665716085365,0.034000001616987324,0.0472850576336126,0.1310414223997863,0.00011608836175000982,1800.0801307276108,0.025527866698779877,0.025527866798171962,29.499999203276975
1700,180000.0048627152,0.32800004127075044,0.006816696218799996,0.12134130695159545,0.00013068330743849356,0.043287607620106965,0.04542665715150929,0.0340000017008822,0.04728505773188789,0.13104142237271169,0.00011608836181267469,1800.0851388969427,0.025527866695950335,0.025527866801001504,29.499999209352517
1800,180000.0048377814,0.3280000410827109,0.006816696238690238,0.1213413069264378,0.00013068331276029255,0.043287607613068727,0.045426657144135046,0.0340000017916339,0.04728505783791024,0.1310414223513199,0.00011608836187922565,1800.0901470661477,0.02552786669315748,0.02552786680379436,29.499999214148996
1900,180000.00482086994,0.3280000409021568,0.006816696259915281,0.12134130690662995,0.0001306833180002014,0.04328760760790735,0.0454266571387309,0.03400000188924241,0.04728505795167963,0.13104142233561097,0.0001160883619496627,1800.0951552352258,0.025527866690401305,0.025527866806550534,29.499999217666414
2000,180000.00481198082,0.32800004072908795,0.006816696282475123,0.12134130689217193,0.0001306833231582201,0.04328760760462284,0.04542665713529686,0.03400000199370775,0.04728505807319608,0.13104142232558488,0.00011608836202398587,1800.1001634041775,0.025527866687681817,0.025527866809270022,29.49999921990477
2100,180000.00481111405,0.32800004056350446,0.006816696306369763,0.12134130688306376,0.0001306833282343487,0.04328760760321519,0.045426657133832926,0.03400000210502992,0.04728505820245957,0.13104142232124164,0.00011608836210219513,1800.105171573002,0.02552786668499902,0.02552786681195282,29.499999220864062
