milliseconds,T,I,F_1,F_2,N,E,R,V,A
0,0.8863704832688823,0.0025884316298004726,-0.0015787274140776476,0.009404666846586184,0.0691117783919094,0.20037106245716735,0.003103291717282295,0.3789681801578954,0.0955635441410839
100,0.6497724908870294,0.22698699718826015,0.010303966352658418,0.051249994391054446,0.10203679968630462,0.22717754706329732,0.02116002303572065,0.5073902045867964,0.2835907241924726
200,0.3932277985364032,0.39609508760147943,0.029763207812168898,0.059991315081124645,0.1538553564042657,0.23073759319760617,0.07036590314461846,0.8284799108641673,0.445114507075393
300,0.19496320166574352,0.4629342469392312,0.05435856546655817,0.06835810584585854,0.09482860745936415,0.24607743231498183,0.12029520492496062,1.1316080413352492,0.554343443157112
400,0.11326296126053194,0.4642470590757999,0.0722082105392004,0.07502722738335704,0.17312866932990295,0.2706210894452613,0.15752437337804814,1.2802200794609386,0.6167629512509524
500,0.08722471591055549,0.40730908694732404,0.07635074845722804,0.09583912522506748,0.18206347906781606,0.2877164941721143,0.17889142255499585,1.2304006980293218,0.6284217436549686
600,0.08154448235400688,0.3206449382346646,0.0777319740685536,0.12809686326561728,0.20867570706516803,0.29122455527914437,0.1864969738756637,1.1856354073972193,0.6403968046163326
700,0.10186284240327985,0.2620102797907165,0.06835830871136087,0.1255345399866142,0.18283109529841887,0.31376009688766976,0.19164370519472101,1.015398136239534,0.6233167535878602
800,0.10560030811246078,0.23682201600802005,0.06016822672030117,0.14446996275311869,0.18771347444671288,0.33985769179143854,0.18754628237891433,0.8520789985996212,0.6321447295859098
900,0.11584343188340106,0.17258556191202645,0.05372327474073858,0.15130894783154394,0.23931665758467066,0.37366209004209894,0.17890198468013013,0.7276789267086156,0.6486597382600621
1000,0.10122411930082739,0.15019599587924498,0.04380443278703948,0.1590175669294067,0.24508021398484894,0.37137001049723506,0.1755669980071097,0.5905625684326297,0.6438201969914493
1100,0.12279481562288305,0.10628172846853332,0.04029599109998567,0.15691766440603125,0.2867311790860858,0.3907346562610533,0.17073951345280763,0.4685738866034447,0.6438734823675002
1200,0.12031147523794908,0.10213126161192522,0.03205698161645078,0.18393456887395943,0.2634238122449416,0.4226743842073984,0.16555711309671833,0.4312202482544939,0.6623095250863775
1300,0.1328563658321779,0.06406304914933271,0.0271558032590602,0.18145914513904662,0.2995772646009604,0.4188977925383843,0.15974871954190592,0.34556190147094396,0.6627996748619857
1400,0.1500984862867052,0.04525775431522017,0.02211625958527038,0.24176458739372225,0.34004662418450904,0.4525844564536772,0.15354347273157673,0.25260513521500544,0.6542280967062686
1500,0.14190800826446598,0.048004250574057584,0.014868146691320142,0.23961136468701652,0.41415317840506066,0.46648111710655515,0.1522374328387822,0.18934861026374125,0.6503668892182833
1600,0.1462244199255642,0.03119895307900789,0.014346887846451967,0.2759108979189147,0.3733763204714439,0.4734379312174386,0.14561113940285095,0.18178640068898316,0.6553439636467898
1700,0.1617561833253223,0.011562800362337446,0.007623080941249187,0.26970424717206676,0.4374869193411006,0.5096150789617724,0.14846372442757486,0.10374634220909658,0.6622779207050025
1800,0.16004936799044395,0.024964169177487096,0.005647216149976814,0.30309382313607247,0.44850367715757367,0.5012183680549751,0.14453361459613287,0.0432992319867662,0.6911301997290007
1900,0.16504301070416313,0.019076629104364737,0.003366585490601298,0.304151736236063,0.5348730476828277,0.5204269363433461,0.1424312184730538,0.04594367720384175,0.701280185005771
2000,0.15544732649263207,0.0038929199503562693,0.005548214666077905,0.34908495116328403,0.5079888803938932,0.5243560385639516,0.15051219840534352,0.02742033649837624,0.6901254745142578
2100,0.14287465604507893,0.006293212209402755,0.00422353242347606,0.3580855113339318,0.5817581776466528,0.5380497983948255,0.1528446284915309,0.05205362726557701,0.7012860934937412
2200,0.14221072160223172,-0.001597428773814287,0.0012702869062107352,0.3872876705492973,0.6060317286227899,0.573898968161871,0.15306931393572334,-0.006246279237695433,0.7214342650012119
2300,0.14792000830659693,0.009041689473002686,0.0027136520791489847,0.37002615351258106,0.6798649736650968,0.5678350285484651,0.15894037371823067,0.0010987898609982425,0.7061609101583675
2400,0.13361071694206694,0.005620925604308383,0.0027774347511171533,0.40961619106223796,0.6810157636498984,0.5836660385941658,0.15724992893356007,-0.0220152813625314,0.7351381294467625
2500,0.12720825581691006,0.0010326724111402756,-0.00025964063240429376,0.4196769042405494,0.72072000293653,0.6107440452911237,0.15891491693906884,0.006535591928423356,0.731988931104816
2600,0.12810644186319145,0.011335290095329808,0.0012556480930986456,0.45987862131218543,0.77426687071852,0.599767843846286,0.16937849986499398,-0.0066442460060947995,0.7340576642177462
2700,0.13514744978282442,-0.0030061940587146974,0.0007986963161165487,0.46428351917632676,0.8545870285900827,0.6215287562163951,0.17298759518966553,-0.02243608210590495,0.7433453146785841
2800,0.13178238185628435,-0.008291198128878175,0.0022416072179248926,0.5166955499940619,0.8084356763859872,0.6292683996237879,0.17184137117721476,-0.01979465261882318,0.75824447893245
2900,0.13510203121806857,0.008708113279724707,0.0019589802687930836,0.520766080534453,0.887252431840966,0.6380063185381956,0.1736603954843998,-0.037760059614028445,0.7690301327257941
3000,0.1219423613598593,0.008940924257577306,0.0011636466817574955,0.5386266086913051,0.9732726769377276,0.6638700961875914,0.1835596076040515,0.036423480388283316,0.7674634916571519
3100,0.11815810347803392,-0.0016007387816126314,-0.000774066756828261,0.5807121178078928,0.9664972216011815,0.6746523897838708,0.18720243580259877,-0.031266900350281686,0.7877074100096462
3200,0.11039751736122096,0.011307039428957132,-0.0003122863511607736,0.6165112307199294,0.9899529879041268,0.6861630098606759,0.1898591346275213,0.007031580804872443,0.7952808615324085
3300,0.11537759153333618,0.011621130231074946,-0.001812781347226457,0.6021611677016461,1.0217662804927716,0.6988171616090408,0.18904550746078605,-0.026141086832162156,0.8119855575704242
3400,0.11951476130896621,0.008061845694218663,-0.002134529433735494,0.6639593400815339,1.0598891143447806,0.6965230258650936,0.19001227773346083,0.023284523505219916,0.7956478894842055
3500,0.10526687381578301,-0.011100379837512036,0.00020255239555893253,0.6687508567660467,1.1337121196738214,0.6946754670578882,0.19284159002753595,-0.026256672911670397,0.8090960317939623
3600,0.09264633544932219,-0.01145640440759318,0.0012997794721588572,0.6851919550006544,1.1563598095026513,0.7201131373919184,0.19807541648755497,0.016147680087739813,0.8315049304230147
3700,0.09015647778668878,-0.007111137583192817,0.0001775815822852887,0.6939163412400653,1.1846383626285886,0.7388391556734224,0.19744014969648027,-0.02371010827899778,0.8370247779921293
3800,0.09145027783976033,-0.00427198646159106,0.0020956806670693203,0.7251983266419826,1.168905157963837,0.7485026701471615,0.20097119654217144,-0.02564426199348974,0.8187208017129181
3900,0.09283773216972689,0.007390574485618237,0.0005991414824674515,0.7492976854509585,1.2060434896138152,0.7604701346687746,0.20097530939391467,-0.012915212619407689,0.8219583209652579
4000,0.10406751600308178,0.012569316547517764,-0.0018834852921376947,0.77369457109341,1.2548798742827438,0.7518526850608916,0.20954757246655742,0.03572956092667831,0.8545274824631864
4100,0.09615571367739449,0.0023854386273702488,0.002166640789169531,0.813913101136797,1.2772653951457045,0.7615652368497735,0.20967618087757492,0.011028012161407768,0.837519462250907
4200,0.09172114660387805,-0.005985624693828769,-0.0018229160523934923,0.8213217569314256,1.270775041060497,0.7757557756937506,0.21306116448712575,0.013738459218145462,0.8632692943808624
4300,0.09504472583339105,0.0032930971250899306,0.0022132427198358266,0.8245069314680086,1.2904693649646932,0.7971465539333964,0.21040535852824138,0.032938026737658166,0.8609959500198116
4400,0.09990116333538358,-0.004403900356959714,-0.0018251605240825989,0.8589999744647685,1.309006734139756,0.7946948423568573,0.210066753860541,0.007325666497873708,0.8606457907547178
4500,0.0797748713278471,0.008610191225586185,0.00010333546277190094,0.8425776854949998,1.364201280017648,0.7988946160564953,0.21527147798606952,0.03220655551121674,0.8581643550555134
4600,0.09094553003666943,0.009307281037201433,-0.0016571284572456792,0.8694474666677843,1.402202838945703,0.7941944742815161,0.21032061118585021,0.01827323597670575,0.8818848291134305
4700,0.10193314257381489,-0.00578676334812325,-0.00022647638412576953,0.877450746183987,1.4159313575359935,0.8154818780221014,0.217199980791781,0.010088423924454812,0.8586410571508526
4800,0.08763040214473228,-0.007131774686655784,-0.0002080865568443151,0.8762428326348197,1.4477120269242807,0.8382183462375844,0.2125242256855568,-0.023777178801057855,0.8844937591666014
4900,0.09098137646586789,-0.007028060890554292,0.0016585618057520474,0.9051020971282704,1.3961670465902085,0.8150799563936825,0.21581306380972595,-0.025666326365322126,0.8921528427871882
5000,0.08378445460290665,-0.008081133342631464,0.00038747819036349745,0.8953434449323066,1.4692347696343682,0.8433077023562033,0.2148853078831113,-0.0011416902381942294,0.8819397857388634
