milliseconds,T,I,F_1,F_2,N,E,R,V,A
2100,0.15779227351126093,0.008661597164998588,0.0034097539884795866,0.34275307100444646,0.5454936691591766,0.5364484756635594,0.14441810641981134,0.023459184157212213,0.6921603651618639
2200,0.1593648532973102,-0.0005714506988522311,0.00027031645209830285,0.3679465184952725,0.5762831331121028,0.5555477024258019,0.152099410509721,0.051427427497116394,0.7170625578288754
2300,0.14775543835244592,-0.00352243380248342,0.0013606155781057218,0.4198646239813479,0.6633349565327341,0.5569907116825799,0.15891462848363366,-0.003201360400416124,0.728832054335347
2400,0.12768793262080463,0.004451018528401608,0.00039213666626795516,0.3935723783025053,0.7298299450420958,0.5798672575949285,0.1545911538626756,0.03662965100648244,0.7388364967581899
2500,0.14086539617914198,0.005327215557093741,0.0005253798753894095,0.4182704532900765,0.7666962079314564,0.5980361140121622,0.15821514072210055,-0.018214789134713496,0.7335795638483923
2600,0.1345399835543529,0.008033235492313395,0.0005554144599885769,0.4425873858729327,0.8108834629350153,0.6007478851580564,0.16275536575391678,0.01716941272295172,0.7464562208265003
2700,0.13447662588896223,-0.0016243840330694018,-0.0008516939512956844,0.4837308768193888,0.819617024936488,0.624941080885224,0.17014707887635322,0.00603088422070947,0.7620076104673817
2800,0.12823089882977165,0.010198401378321441,-0.0006250075109300657,0.49061408967163206,0.8233022449566645,0.6183987365201218,0.17286160364535155,-0.004662868383545944,0.7557756275949031
2900,0.11662509045221356,-0.0004958538646009741,0.0014583178820080445,0.5564116911830662,0.914647687502181,0.656794511290933,0.17310700149998764,0.03191913090158769,0.7650498825373531
3000,0.12093965444086634,0.005557445659796063,-0.0002952108998720724,0.5516025816523346,0.9080637104052325,0.6641898667954741,0.17875799213651006,0.002344957964385284,0.7839742230282363
3100,0.1131033889038954,0.01005186492555794,0.0018446943478291438,0.5891473058970881,0.9920710682992068,0.6781904060228465,0.1865981521052127,-0.0018046932782006051,0.7845492575169931
3200,0.10845994988745347,0.006723654271827391,-0.0012671763665005843,0.6059660738154282,0.9857345701852754,0.6596097442393886,0.18918423781495175,0.013729611298119622,0.783625480168974
3300,0.10884529520748322,0.012755203532840199,-0.00028617517419153484,0.6450066965277349,0.9961998145680768,0.6735528821412049,0.19362116838239996,-0.036219337290191125,0.7985998231341515
3400,0.10902751635353645,0.004455620315640383,8.846905586225944e-05,0.6531174583924324,1.038651226179783,0.7145973546262373,0.18866582454343386,0.016888033971492238,0.799448977545543
3500,0.11234578650066993,-0.008913189859466776,0.0015111038581300045,0.6986005395587659,1.0723208567487077,0.6945441121796613,0.19176688570839295,0.003129254967635077,0.8121033254967285
3600,0.10775384192305568,0.00982407243121857,0.0006280155966954189,0.6756216925890132,1.1210917854445666,0.7372361368430027,0.1990422944808167,0.006493764679115824,0.8164204321358345
3700,0.08948794374539681,-0.0023192575276086984,0.0007125909830233248,0.7406469767069608,1.1249863498488333,0.7177776097969936,0.19890260152004324,0.010018034626501252,0.827649783184005
3800,0.11099413365495735,-0.009738638815484965,-0.0018601708824065443,0.7512864039034264,1.2274603545182239,0.7224070174464434,0.20281308447929605,0.011188779765605788,0.8283383120201578
3900,0.0993682514052459,-0.0013667767430341057,5.300243553848568e-05,0.7558715963028959,1.1848713906305155,0.7649621248282118,0.200566516307504,-0.02034939991915687,0.8435501681310477
4000,0.0862685646917298,0.001294794217400394,-0.0020829039402800844,0.7457872176958216,1.2240808048578107,0.7752302969107187,0.20215493108725907,0.019471025175932924,0.8435654503957478
4100,0.08827332244455886,-0.0027383798951558127,-6.262682994099227e-05,0.7942737186792528,1.2974179928703258,0.7775556686776468,0.20637679563925107,-0.011834386506635841,0.8522241166689769
4200,0.08607847987200416,-0.0062279155253189425,-0.0004956962321012348,0.8212224212545047,1.300133825890036,0.7844183543480697,0.21072070586731123,-0.012388511150290736,0.8531743058697149
4300,0.08217443367426447,0.010654901913687698,-0.0008488112868129271,0.8049720611160511,1.3397935771959324,0.7718251266577918,0.21225444382606862,-0.009292890823744912,0.8665167079290976
4400,0.08041485064443016,-0.010339386366266004,0.0011004675691465454,0.8346261852927446,1.3741775582881888,0.7964049338915145,0.21109908405391017,-0.005220923412099984,0.8670441294985582
4500,0.0962843990876498,0.011598369215243369,0.00022121528892448492,0.8722865055303033,1.3965619333200887,0.7822589133548956,0.21141587313907761,-0.028685235424198277,0.8783267464621782
4600,0.10021906588051543,-0.007527146170667234,0.0009254156638084658,0.8403541994537732,1.4137045844111549,0.7977612475088898,0.21037345296619148,-0.020022525028498536,0.856493343900864
4700,0.08562058667236733,-0.0074226692101628505,-0.00028482416934059773,0.862406183392391,1.390777511839054,0.8266133508586873,0.21894888954164446,-0.021229496231569434,0.8759273188565552
4800,0.08846945227440382,-0.011006881846514943,0.00013766254887054026,0.8753545289148318,1.4179230393988382,0.8229262379523019,0.2124398069587197,0.0024697649237629396,0.8701221976340734
4900,0.08089949236449757,0.0009224558549808282,0.0012259839806219265,0.8756502738365317,1.3897128342925744,0.8169743951464074,0.21888443400562574,0.02295154058075472,0.8760946432852722
5000,0.09753347683514318,0.005070806485712953,0.0017485992406970185,0.8823917011984318,1.4440868423166628,0.8294871091102319,0.21558891792187546,0.02098096767503555,0.8966625068905849
