miliseconds,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn
0,0.528110880058254,0.014945878151423743,0.08441456976226423,0.4504859895416197,8.673210968487345,0.39830961136926496,0.08049561663066628,1.34610684192511,0.3984452623577127,0.03650980982062387,0.004004156570674921,0.013170821736109905,0.8312207467660409
100,0.7178875511417719,0.01894438496392023,0.08923465454179609,0.46149728552084857,8.50909587294047,0.38759364971354043,0.0769051000913808,1.3397620160723371,0.3980200470566757,0.1068207237272777,0.005237391765737058,0.013213695689889705,0.715691216043431
200,0.887417498708455,0.023579784207261242,0.10046485026633753,0.4621868748895481,8.271094785505113,0.3737412496387579,0.07476997769800997,1.3342945044065924,0.39770168119038113,0.15037208701461932,0.007372685096251372,0.013823259450727585,0.6077762099813111
300,0.9903059180874696,0.027567158642736112,0.1131795372544916,0.4587915425133147,8.053855070051004,0.3570782421878171,0.0730575446939368,1.32700524999256,0.3966585819841592,0.17346805871213236,0.00955181720690719,0.01522146469921127,0.5176245058155371
400,1.0980960554015793,0.03022642530058626,0.1270160569893081,0.46039699852838273,7.83575668102918,0.3485815355990798,0.07107143965511063,1.3260545928399807,0.3970932906766094,0.18124520746094866,0.012035219357541774,0.01632202811544781,0.42501579370097814
500,1.168210771242487,0.03258146754272336,0.14033662034119343,0.47112414310369016,7.6057067740984,0.33320605439522927,0.06793184950077745,1.3185122240437654,0.393028162121536,0.18080893176817817,0.013716442826909389,0.01877668845446547,0.353668610070901
600,1.2082376819345895,0.03431139020360269,0.156827585719029,0.48098877787945604,7.403052704996386,0.31670821418293427,0.06614214202476865,1.3041395265009748,0.391519121571987,0.17247077268964514,0.015119379925147766,0.0206832694277033,0.30988078320335904
700,1.2630583440384415,0.035361006878425194,0.17082514870212195,0.48520421423300836,7.225920755183062,0.3057795472987738,0.06367795202777204,1.3075468307955262,0.3902051682795336,0.159110766877791,0.016266944849442976,0.0229170897758977,0.26051089696651863
800,1.2706577217002426,0.036413491351223834,0.1854489259508414,0.4937264937281007,7.1028444893696925,0.29696637435197304,0.06149257741176108,1.3011151479292022,0.3908705005784305,0.14460940568538053,0.016824580452672565,0.025552713631704926,0.20993930063786348
900,1.281743136041555,0.03700582551865246,0.19744925601087415,0.5052359960886196,6.8877004335776535,0.2851192434383991,0.05970213204336168,1.2912770981555908,0.3856762636596513,0.1318649290335308,0.016724509287514577,0.02793663169837421,0.17414924754171326
1000,1.2940527030715714,0.037515377862653645,0.20605724108100998,0.5178451345350205,6.745469976962394,0.27263700088547427,0.05737170671119916,1.2755636602128353,0.38664926124636795,0.11548324463209007,0.016761012830294315,0.029856980720356023,0.14605096503665424
1100,1.296570393511444,0.03800903813999165,0.21229309948257866,0.5335474860250548,6.610359186373844,0.26735106296513417,0.05445808234060495,1.2778581720154354,0.38432346561096814,0.10501630349238872,0.016153302490078063,0.03212441561929163,0.11804730536250456
1200,1.2996996142905097,0.03787071260000721,0.21806146508260527,0.5399257159819647,6.476693206165212,0.25682290612267683,0.053332081884790494,1.2654851696373408,0.38058762250827016,0.0922156181320851,0.0156378426307899,0.03372952978189378,0.09760426637012608
1300,1.276205824808421,0.03710906898077377,0.22571382655499247,0.5595283439623303,6.3464573163502624,0.2504441521090993,0.0509183686503694,1.2530098131581264,0.37776766985563076,0.08340971565195904,0.01514961987634075,0.03508119782436149,0.07160753425091619
1400,1.2648414219883002,0.03688631460616072,0.22720037487130043,0.5712760105233253,6.1541884046071695,0.2435277598864402,0.049431087069827816,1.2544781336617545,0.37658886893222826,0.07261164524343829,0.014416031202379246,0.03647101766894051,0.06547865612302266
1500,1.2438203379995232,0.036202738970040275,0.22814699951608652,0.5772676255410182,6.066357336771964,0.23470305196082453,0.0476930970089609,1.2414485358406928,0.37367175211915094,0.06298667377241272,0.013634986445909195,0.03754114715850291,0.04777706831757795
1600,1.2273058535456032,0.03624032162924212,0.2295461211901416,0.585847484041869,5.924847486665886,0.2288528165604136,0.04673342380699544,1.2267844292981358,0.3701361689016711,0.05667378056538702,0.012967098007408057,0.03828182994548817,0.05105979656036777
1700,1.2132747547575715,0.034980505321920624,0.2329206492247755,0.6064942704768446,5.886974187175142,0.2244051257287889,0.044126355026622606,1.2175703411722596,0.3693329854712192,0.054588233724479907,0.012098090918407186,0.0391218078595862,0.04151586157940915
1800,1.1940240933905266,0.03483227967754708,0.23018210007659246,0.608594286014528,5.791112448380652,0.21409311408252216,0.042170990800904494,1.2119122574074503,0.36688191937189285,0.047023403987933594,0.011314065614918281,0.03973240679221013,0.024370270136353886
1900,1.151430071093521,0.0340203558191571,0.22862049095827583,0.6195317617012434,5.652189486399281,0.21094617169505003,0.041289641507603156,1.2091429031979124,0.36277021927404485,0.04500329298570772,0.010673218484181277,0.040360514994936224,0.03433238040343138
