miliseconds,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn
0,0.5487595711140171,0.015056668933418924,0.08600228342976764,0.4495952855944428,8.744027690638305,0.4017300731856901,0.08055591670108984,1.340952589291904,0.3984569906102829,0.03515413586743178,0.0039635159746775625,0.012685312835001154,0.8291750299393129
100,0.7358595234757297,0.018941740545847546,0.08817391423414148,0.4620746336451822,8.512926759008304,0.3886744050434461,0.07769399602087064,1.3409925800542406,0.39849115587744766,0.10809039722512656,0.0050215420914774414,0.01289635035618995,0.7127318047191203
200,0.8694217011809638,0.023985764821204375,0.0978111430542326,0.4651204148695563,8.240056648222277,0.37582536329106014,0.07575982930645071,1.3365873163733826,0.39900937408464926,0.14973668051938296,0.007250935072867611,0.013556110741938458,0.6077948382270056
300,0.9981734183772295,0.027521421449567474,0.11180833903189091,0.46380909722960983,8.05000238274037,0.361526572811183,0.07257437931117304,1.3296456866088724,0.3977579969367054,0.1721387444854729,0.009740172151958047,0.015293583562865988,0.515855806106994
400,1.0821902842074833,0.0303425700334297,0.12650795788440528,0.4644876415939024,7.816516787028495,0.3487138794910557,0.07060289252630295,1.3202510349525514,0.39508897709307106,0.18269458603899086,0.011899039830431267,0.01621259061095621,0.42950418616717445
500,1.1715551762860161,0.0322406040900471,0.14277707808401852,0.47272057976196447,7.614335694709781,0.3351167914127775,0.06763949883908614,1.3091138495750176,0.3941144621010243,0.18117385864731148,0.013961840209569002,0.018577498640702825,0.358992360132612
600,1.2192648346734842,0.0342745682072523,0.15600101089691887,0.47718506910291797,7.464168935941652,0.3218565736520739,0.06585402174009151,1.3018818433063968,0.393343615371667,0.17027805928906384,0.015139706493428237,0.020784033791693822,0.30611030095982505
700,1.2660274890086154,0.03611760006520652,0.1704824772456168,0.48767686451492703,7.217459379348634,0.3085512883374182,0.06306790147641395,1.301076703222081,0.39141533213911994,0.15954048173168725,0.01616714171780617,0.022888297826745826,0.24746507403560003
800,1.2786873859360435,0.03669092763671909,0.18408902271608152,0.49701040859795015,7.048209686376426,0.29454230482995375,0.06055943823490709,1.2927656167755122,0.38928709446846826,0.14261889542541797,0.016679034586616976,0.025222691275155085,0.20696317342827253
900,1.3000910659925953,0.03696447586476587,0.1945995282704601,0.5052724412284104,6.856148065107197,0.28242901563624695,0.058629730706864495,1.2902043738778626,0.387305223075818,0.12846209837487854,0.016952705978642603,0.027431408135760813,0.17002734919534443
