miliseconds,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn
0,0.5332587752009915,0.015226114544334623,0.08466812290819668,0.4504762725258288,8.738336270999344,0.4014715275715081,0.07991142953312007,1.3406773944101122,0.40009985700480644,0.03576245895787465,0.0038818312483531042,0.012685244705235715,0.836869313133938
100,0.729271416282345,0.01942710501826723,0.09102321174532675,0.4538468139862217,8.512566191827892,0.38618314230584955,0.07695151408630047,1.3377581554178444,0.4009394436556452,0.10661207890945573,0.005043909557808321,0.013018088136230725,0.7201820080715982
200,0.8591997254871984,0.023619912823884006,0.09750955605754066,0.4544851254456953,8.285080075725983,0.3751859732306216,0.07551163102442916,1.3352044814132853,0.39624084667852943,0.15096278957070478,0.007248371184512136,0.01371197204695307,0.6125545011341191
300,0.9920497693078808,0.027352098060230007,0.10899372974389952,0.4634861141079078,8.027682278432131,0.3597189927727455,0.07305246328160635,1.3272823964557614,0.3954542357699167,0.1744627357803406,0.009755060509240172,0.014882486181179962,0.5163137069962243
400,1.0817898963765185,0.0306294796629665,0.12497051210463384,0.4628771213878859,7.8093139232699595,0.3453139030057561,0.07020566305607578,1.3155160504457517,0.39549994007252887,0.18118537977224294,0.012131925294252307,0.016571930602761638,0.4194639460981661
500,1.1600335116512754,0.03270244960677032,0.14261292208285087,0.47303012801258676,7.641523255460559,0.3310326983607779,0.06856227848550937,1.316272120434214,0.3930907331530419,0.18103975068403105,0.013713751389844164,0.018307557162968904,0.36336639383895275
600,1.2006657157779224,0.03438501177152696,0.15565216111346392,0.47433955227675184,7.435631956064996,0.3205818511278342,0.06599756556733799,1.304533578024844,0.3922946832239785,0.1729363754812535,0.015206961181675955,0.02037280679955956,0.29206865516724995
700,1.251712942404338,0.03582552753391708,0.17344390030867343,0.485805213777105,7.2158919402866015,0.3054658042517715,0.0636568556409038,1.3045441901325785,0.39195211894606985,0.15925789274302202,0.016192503032999808,0.02339650154508222,0.2465238153357843
800,1.2826943591374373,0.037041827100802144,0.18375313065871154,0.4993122544849967,7.058471649147705,0.29520762660070254,0.06134397535315736,1.2965782356965876,0.3888428064488856,0.14272634598154704,0.016700521840228976,0.025415938013128532,0.20457435331097615
900,1.3012381885851068,0.037106257028324,0.19750505774179525,0.5129381321296954,6.850431309114578,0.28519638630707395,0.05848021983848508,1.288384492811391,0.3859513048130059,0.1295205817621258,0.016700307467217568,0.027491271594959416,0.16928544354166855
1000,1.3080566602651136,0.037648028964266264,0.2031409860303742,0.5228778453007098,6.760756059401177,0.2775118216290937,0.05660691970816418,1.2826363834907972,0.38431167570530944,0.11586092746811794,0.01664456822243153,0.03021599752231518,0.14123171700529183
1100,1.3089890314659722,0.03741217204416812,0.2154812575347443,0.534256318472063,6.530594299333399,0.2625655383315122,0.055417264173174975,1.27989228887746,0.3841310563441189,0.10635801892532103,0.01625475935469706,0.0317857605282655,0.11090210310689984
1200,1.2897074432447793,0.03809108638181364,0.21878215449419125,0.5479290729583708,6.482527837959707,0.25377067313230256,0.05259475406702318,1.2676054667667767,0.38096801829939586,0.09225581562843596,0.01575600076809558,0.0333730477538666,0.10316131418197076
1300,1.2797248024621184,0.037330801575701594,0.22262811554460185,0.5495862716913645,6.258571305058104,0.24994900477782706,0.05159976885820462,1.2549020804330058,0.3807980816055594,0.08368837683874177,0.014898083783892957,0.03559630793879468,0.0769939701788729
1400,1.2569716424713104,0.036838247488254185,0.22900291445973042,0.5702796145858434,6.173607731808643,0.242770523659366,0.05004425375494757,1.2521856807894693,0.3784865159157304,0.07179022029782332,0.014257054537593293,0.036237135273269376,0.06601718232794908
1500,1.2586161083819754,0.03637232482517086,0.23013230853302463,0.5733544309004552,6.062397286934977,0.23208254213624965,0.048408526173625385,1.238125774055072,0.37323591390255967,0.06288693755721265,0.013417016035394361,0.03805948574096533,0.04946157642917267
1600,1.2245038200856897,0.03629042434921165,0.22947714420330723,0.5889156006916351,5.986451642569356,0.22857612120494078,0.04612919471389999,1.2313619314881186,0.3727972263107142,0.056691479300277375,0.01283869717366941,0.03827121011914919,0.04478719929251228
1700,1.1972103252457864,0.03519768374615633,0.23014402514710372,0.5963571918586079,5.816654731307541,0.2209824044397537,0.04456350858304526,1.2228248411051934,0.3684597327723177,0.0537930234796926,0.01231801088555844,0.03932890534070074,0.038490974179932885
1800,1.1766921262407108,0.03483804858323604,0.23177789059252074,0.6157452445929011,5.7531640723888655,0.21500394900402464,0.0423452807794132,1.2146640328735527,0.36827095641895335,0.045045648107336245,0.011541596605258449,0.03984997496167236,0.03198739004026476
