milliseconds,Susceptible,Infected,Recovered,Confirmed
0,5999761.1419807635,55.8404543201336,1.5248982254899275,-15.381274996479902
100,5999745.098717435,60.32481311470217,1.9399768844913572,15.844767043707375
200,5999748.8021414885,65.74367141701151,1.061420569038202,7.206083468325678
300,5999723.268682663,66.47029157915887,1.3003375866427613,19.26823034260187
400,5999718.433808266,64.7592053575352,0.862230999833496,13.296139796752897
500,5999724.705790101,68.55090488096934,3.9065717698054234,33.123494518332016
600,5999711.310740022,67.66462844763177,4.454113033296313,36.01548136877811
700,5999716.457725819,74.5478962145178,4.538685023050233,50.88406948270867
800,5999689.41960375,72.14307326157272,6.063636536496889,59.517857072138625
900,5999681.725389224,72.88162388847674,6.1850835061166896,42.45691074020884
1000,5999676.529404215,73.19750808954153,7.302602334866318,66.81723856038482
1100,5999678.014856723,78.71189215038207,6.541177338780782,66.03409245428122
1200,5999631.639778595,80.55116192293916,7.4393061733041375,89.73035632393766
1300,5999634.231868891,80.57486840242362,8.751629051525528,80.44780439326803
1400,5999634.089556407,87.17519862743652,9.22664269318455,81.08125629028143
1500,5999620.694415904,88.80894087048375,11.352818917871954,103.08845331900655
1600,5999612.341401051,89.01807608468604,12.421636359956866,97.80427565795073
1700,5999602.214645865,89.15363534752193,13.768836461267341,99.36386069309529
1800,5999603.127621355,96.72179636480679,14.309643138803642,122.76674855927149
1900,5999552.449477969,98.25964234714765,16.020023887735622,132.4277931092538
2000,5999556.121882585,94.4523133612815,16.09119740944268,148.02656513648128
2100,5999541.400306114,102.1615673627917,15.970354262777036,152.30265547700478
2200,5999520.2323871115,105.96764068700753,15.985505148249258,146.53489829589444
2300,5999520.162165868,102.60774813101028,17.217217049187887,156.25256702598992
2400,5999522.295533865,108.8990477384629,20.746453691667877,181.77146802976398
2500,5999473.808865589,108.64009121978845,19.45818410868013,203.61278312656108
2600,5999469.855823905,110.9524777447632,20.303049306324663,211.70672030072794
2700,5999446.219515923,114.34279623220048,22.888869558744563,211.49712396264508
2800,5999436.148602832,119.54199235743756,25.73906968969937,220.0541884500603
2900,5999456.991101434,118.6023053324623,26.592351276048728,226.6441844253959
3000,5999412.520217754,123.64116149408754,27.063994675457348,256.0862054224068
3100,5999386.141481339,126.59207844599372,28.655958697703824,240.43759594252847
3200,5999389.695741107,128.56540295105796,30.105217362826195,263.5149236418285
3300,5999390.316158512,132.89032186597925,29.95468492449023,291.2868616118117
3400,5999368.732697366,134.36928327711544,31.73952774853968,280.99988404517165
3500,5999331.63052958,142.2954340037667,32.087589900434736,287.2515174153826
3600,5999339.548081071,146.36399104302444,33.43829887027899,308.9462179205787
3700,5999290.538448048,150.77263278108515,37.11244186328654,328.69747241680136
3800,5999283.737238267,155.20919516965196,38.921916124017635,344.38390217717165
3900,5999263.838615893,154.0415860964427,40.25041469028376,345.9724177865849
4000,5999236.936866661,163.57316590159846,40.15952006489164,379.7070340373085
4100,5999237.784958208,166.75194397719557,43.8987591428439,380.64533356756874
4200,5999209.43056482,169.3169797397479,43.7479137975124,402.1446315695126
4300,5999173.092977242,175.4177415519971,47.14899739777348,430.73648584954503
4400,5999166.815495776,179.00218363877286,46.11334215740946,417.5229872909677
4500,5999156.821458737,181.0126833271348,50.54504655360947,435.97374706270676
4600,5999110.509654708,183.15727490204955,50.66397792966751,473.53889677698197
4700,5999086.46138921,187.80207654313799,52.692829915221125,487.60684630965767
4800,5999056.120966379,195.8399762794013,54.58679547148949,512.1979111479322
4900,5999032.7611531215,195.65061455702536,57.593339133279954,528.3521937338915
5000,5999012.083164817,205.32168738620405,59.16551650911449,536.8060229875282
