milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,5.007720946668715e-12,2.081637022445635e-15,1.0000001795922584e-08,-7.941511457913081e-17,1.0000018586263063e-10,2.0071494966890813e-15,-1.7828662010931164e-16,-7.217141641366729e-17,1.599999965515092e-07,3.22918238930327e-17,8.999999947261001e-08,-3.1846180598447515e-17,8.918121497230526e-17,1.3999999995318715e-06,6.999999807137867e-10,3.206010152603505e-18,5.52062347788406e-23,1.7368762730461534e-22,-6.953805419519713e-19,5.920167261991469e-19,2.000000026024192e-08,8.369247337660208e-16,2.1485113457624562e-19,-3.2007261252779363e-19,2.0362404953067e-17,2.5000002066131515e-09,1.160276647057302e-17,-1.4886143830689378e-16,3.4000000002351796e-06,1.0061119002311146e-16,-3.17999513688443e-17,4.5820796117047415e-18,-4.0126052281208196e-17,-9.78397601042897e-20
100,4.991572265650848e-12,2.322488537783797e-14,9.999983716454996e-09,1.0343384254270276e-15,1.0000043963335739e-10,-8.573207366205589e-16,5.974146825766e-17,3.536543931411647e-16,1.5999999989408695e-07,1.0129547080767026e-17,8.999999969702481e-08,1.1795716385963038e-16,4.801630110319108e-16,1.4000000003064478e-06,7.000000187557763e-10,2.47298821477015e-18,5.647447080451902e-23,1.5634565057814979e-23,-5.813139196589876e-19,-7.485531135021693e-19,1.9999999889054523e-08,8.485290786382914e-16,6.549033361657366e-20,-1.434304854495048e-19,2.0261977467452257e-16,2.4999999549039424e-09,1.1162579845642209e-17,1.3275963559447407e-16,3.39999999986037e-06,1.7180153421149742e-17,4.839585843766322e-17,-4.904214149375269e-18,-3.823197323850334e-18,-7.113961016282059e-19
200,4.96096826391657e-12,3.999509861259711e-14,9.999977178434233e-09,1.2144907764028093e-15,9.999718007633305e-11,3.4332951035973064e-15,1.180338315699066e-16,3.688003572478592e-16,1.5999999733990029e-07,1.7917816438193682e-16,8.999999966126587e-08,1.0794862966541545e-16,4.4183610544742983e-16,1.399999999459654e-06,6.999999785572883e-10,1.778931952534871e-18,-8.016326686759828e-23,1.226873250497537e-22,7.515455320263123e-19,5.888865466347795e-19,2.0000000798564568e-08,-3.1265598500247507e-16,-4.252582909862198e-19,-3.767426032600905e-19,-1.381308968649529e-16,2.4999999910577554e-09,-3.2131699150742936e-17,-5.518665706481846e-17,3.4000000001752812e-06,2.5591930970886117e-16,3.470018231154582e-18,1.6381129902730636e-18,3.3182728802217685e-17,-6.100202556937673e-19
300,4.957927869653068e-12,3.81050682766757e-14,9.999963178145184e-09,2.021352872522031e-15,9.999625178433771e-11,1.582127867687931e-15,5.103988935243173e-17,7.109398736933777e-16,1.59999996985146e-07,2.0981643953100886e-16,8.999999993379146e-08,2.0683036036977935e-16,-3.115600309249568e-16,1.4000000002944176e-06,6.999999843326303e-10,-1.7642689134633587e-17,2.201890647287625e-23,1.827818967256807e-23,-4.1815573092191906e-19,1.478313436287339e-19,2.0000000099674712e-08,7.840482495684695e-16,-2.457290293645217e-19,2.443278874146632e-19,-2.717033619056151e-16,2.500000167116825e-09,-1.5107989696610295e-17,8.169212093033627e-17,3.3999999999023948e-06,1.656988914117725e-16,4.829010598542127e-17,-2.3956989052805482e-18,-9.521927584400339e-18,-3.3414823349109025e-19
400,4.929074488240724e-12,5.6252286781038395e-14,9.999940817827805e-09,2.4814698252698915e-15,9.999498772158478e-11,1.307409583704189e-15,1.3262099174657723e-16,1.1984326992852172e-15,1.5999999446373144e-07,3.2859842196978183e-16,8.999999905902567e-08,3.8118263471076507e-16,7.144341953835042e-16,1.3999999997003686e-06,6.999999785893548e-10,4.7184699320110614e-18,-3.611616578148683e-23,-6.791958321843419e-23,4.703493707473506e-19,1.5122226042440143e-19,2.0000000424970396e-08,-4.402475537425762e-16,1.9732695912945386e-19,-5.184975486479147e-19,-2.4711441179716554e-16,2.4999998020933456e-09,5.5111596772725736e-17,2.4792066899868887e-16,3.3999999995993586e-06,4.0345493267850244e-16,3.571576258587722e-17,5.364004990825634e-18,-8.876962448072104e-18,1.7193327730244944e-18
500,4.911274143330376e-12,7.007691683098903e-14,9.999916236426116e-09,3.2400016518987605e-15,9.999392160090202e-11,4.562385249035585e-15,4.038331670201957e-16,1.2557124770663314e-15,1.599999910780213e-07,3.675673720768544e-16,8.999999809910805e-08,4.424284412545055e-16,1.3274916666115573e-15,1.3999999999245911e-06,6.999999887285708e-10,1.7335051042443688e-17,7.746399698858128e-23,-4.8529263282659463e-23,1.4663382134256939e-18,2.8302154713513435e-19,1.999999955186875e-08,-6.704827853697584e-17,2.0823988168152568e-19,-1.357328766373157e-19,-2.2835545450368526e-16,2.4999997976867083e-09,4.937251945077849e-17,4.622771907064567e-16,3.399999999883126e-06,2.3463159720479473e-16,3.536677492390672e-17,1.1109085082251242e-18,1.857288798243915e-17,1.591779745649627e-18
600,4.897043557702672e-12,9.261988874155366e-14,9.999919617260251e-09,3.646444744325583e-15,9.99946785082407e-11,1.426715900338893e-14,4.434277801120044e-16,1.6570744586049268e-15,1.599999862394369e-07,4.605801197825975e-16,8.999999800314585e-08,4.89268512275468e-16,1.1232164563591233e-15,1.3999999994864348e-06,6.999999671448556e-10,2.5993124663091044e-17,2.6942122366028903e-23,2.409523057380127e-23,1.2207280680110345e-18,5.071653706630915e-19,2.0000000157886373e-08,2.0470515884483095e-16,1.5104477555298124e-19,4.412054947989512e-19,1.889789349050663e-17,2.4999992594914784e-09,8.903585875176821e-17,6.759042451495114e-16,3.399999999071806e-06,5.954396920769175e-16,3.580798811562141e-17,7.188241602637841e-18,-3.459066960741372e-19,3.845242195203515e-18
700,4.88622900977495e-12,1.108778413807595e-13,9.999887936658573e-09,3.98713044467007e-15,9.999327358819671e-11,1.6418379277653548e-14,6.387912640585323e-16,1.6224617784847978e-15,1.5999997484162373e-07,4.747290364602796e-16,8.999999700860899e-08,5.975510128218964e-16,1.832716249726431e-15,1.399999999416574e-06,6.999999762525762e-10,5.2983394403228826e-18,-5.26521657962035e-23,-3.5960024223729973e-23,1.749764039019119e-18,3.9729140837297723e-19,1.9999998438250264e-08,1.3493327520748324e-15,5.491740320125046e-19,-4.797320052167059e-19,-2.32790649114143e-16,2.4999992376506797e-09,7.274315599467418e-17,7.825651702555128e-16,3.399999998732182e-06,4.73366986627683e-16,-3.330940035644097e-17,1.2786413384422137e-17,7.45649241080809e-17,5.4663385225291984e-18
800,4.873725678034291e-12,1.2005359732181577e-13,9.999873927886207e-09,3.962964115643389e-15,9.999433094821877e-11,2.0319473348933767e-14,5.649002521631265e-16,1.990240299674903e-15,1.5999997704087143e-07,6.035472707429114e-16,8.999999697713335e-08,6.678236584980247e-16,2.5422628812433287e-15,1.3999999992072307e-06,6.999999743515396e-10,4.6841029842471823e-17,5.515309294083097e-23,-1.679971743627878e-22,1.6029805999955623e-18,6.554729854068167e-19,1.999999919348827e-08,1.8053516766423172e-16,2.7388675724411635e-19,-4.410510829339985e-19,-2.683740242208722e-16,2.4999986859271866e-09,1.1284882757937014e-16,8.162307241241882e-16,3.399999998646132e-06,1.04664317391192e-15,6.48424795500064e-17,9.08862801668151e-18,8.805383247732601e-17,5.946615861546048e-18
900,4.853784635818933e-12,1.234845746657928e-13,9.999865079442196e-09,4.73989490530112e-15,9.999222170837815e-11,2.999837509825398e-14,8.02410545824698e-16,2.082446352601813e-15,1.5999996950550428e-07,6.768222114240409e-16,8.999999614907617e-08,7.467216633884984e-16,3.56850311638142e-15,1.3999999986123878e-06,6.999999526682368e-10,2.929703566510662e-17,-7.923946367582117e-23,1.305995001136057e-22,1.359518446891192e-18,5.441375944880666e-19,1.9999998244129983e-08,1.51265039888704e-15,2.1370378505059503e-19,-3.0461922582791133e-19,1.9532544517320452e-17,2.4999984358887785e-09,2.0450869281266338e-16,1.0862182083775792e-15,3.399999999087814e-06,1.420089501994551e-15,-7.11360533794389e-17,1.6256087951188548e-17,9.088006360730108e-17,7.427232733565011e-18
