miliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
1000,4.850629339863473e-12,1.4981493185217036e-13,9.999852743470859e-09,5.2543103839755765e-15,9.999152570766928e-11,2.8162679135597592e-14,1.1420276236892746e-15,2.371771329845916e-15,1.599999603498479e-07,7.196466586268046e-16,8.999999571997174e-08,8.067699578305468e-16,3.6219686779700875e-15,1.3999999993639972e-06,6.999999483027794e-10,4.452602685920318e-17,4.925151225119915e-23,4.2772956301978773e-23,1.1060328740144861e-18,4.410396032400252e-19,1.9999998935444655e-08,8.385804989329242e-16,2.949341684053242e-19,-3.7270420067086956e-19,-3.637117000810724e-17,2.499998501838056e-09,2.533217480738671e-16,1.4999629089346474e-15,3.399999998749362e-06,1.7172421660361762e-15,4.9593190961431865e-17,2.6068480518170068e-17,9.624036341317759e-17,9.123431124636215e-18
1100,4.8283188710803925e-12,1.5861510735109322e-13,9.999839532785077e-09,5.285895529638656e-15,9.9989521681134e-11,3.2737437716050945e-14,1.1877555550908614e-15,2.745118338532057e-15,1.5999995884807904e-07,7.854369417339798e-16,8.999999443038709e-08,9.48323212510149e-16,4.0267750444773485e-15,1.3999999981911833e-06,6.999999683514279e-10,3.251904395213113e-17,6.105060496150827e-23,1.2040982578689288e-22,1.186124100591585e-18,1.6423190054133604e-18,1.9999999265853255e-08,2.0032938913507945e-15,-4.577160609084117e-19,-1.3201523192372945e-19,2.865484226716041e-16,2.499998196100106e-09,2.7811990413589423e-16,1.7339264746109009e-15,3.3999999979797507e-06,1.967731053598722e-15,-3.5580730229417436e-17,2.149000436215092e-17,1.2145477991513253e-16,9.325986175459575e-18
1200,4.804259413072339e-12,1.8025059325290078e-13,9.999830902777055e-09,5.673740778807693e-15,9.998902582329303e-11,3.785748053168304e-14,1.2640760242613035e-15,2.9041341590634854e-15,1.5999995366516252e-07,8.088426909650354e-16,8.999999438044569e-08,1.028712946270135e-15,5.373006646564045e-15,1.3999999980833537e-06,6.999999340056059e-10,7.651972863654336e-17,9.323493398071146e-23,-1.2160430624618411e-22,2.2441592857998447e-18,1.047699722115763e-18,1.999999899253674e-08,1.8955544759692085e-15,1.473252357244752e-19,-1.0288846770514443e-19,-3.026113958943059e-16,2.499997923562101e-09,2.8332887938396493e-16,1.7883678118986536e-15,3.399999997529169e-06,2.2499170642361916e-15,4.568436329662747e-17,2.270531033787753e-17,1.02855454684011e-16,1.1530791425635507e-17
1300,4.804083403997484e-12,1.9232216441128895e-13,9.99982022370507e-09,6.192469141348519e-15,9.998827137228764e-11,4.216344621520925e-14,1.6077546863163196e-15,3.045722028474308e-15,1.5999994327677356e-07,9.539170890333226e-16,8.99999934856504e-08,1.0680661941769159e-15,5.904857501392265e-15,1.39999999889149e-06,6.999999436769432e-10,5.816013485018901e-17,1.1059089412590924e-24,-1.599119940673808e-23,2.4017660834277224e-19,6.735306208047841e-19,1.999999750049681e-08,2.733582691687504e-15,-3.460361432637403e-19,-5.70692200695484e-21,2.474655660967638e-16,2.4999975217971034e-09,3.426840750763332e-16,2.010401779487145e-15,3.399999997809453e-06,1.882207414981008e-15,5.930313462403959e-17,3.4258495386167875e-17,1.1729175571160715e-16,1.1737691804740928e-17
1400,4.792214487359456e-12,1.9775561861468426e-13,9.999783672148092e-09,6.552302442200062e-15,9.998994388023247e-11,5.1121474663183404e-14,1.6543205712673837e-15,3.2291495688765032e-15,1.5999994171166626e-07,9.487866266384724e-16,8.999999310942775e-08,1.1911809179532436e-15,6.012827411391468e-15,1.3999999980178139e-06,6.9999989959064e-10,8.378905483222753e-17,1.9268831641713352e-23,1.4089975850564357e-22,2.5496658934012448e-18,1.223263474778894e-18,1.999999836550278e-08,2.9678098646645574e-15,8.979773706226212e-21,5.902002414827937e-19,-2.815762523092655e-16,2.4999972645321584e-09,3.6623526713293994e-16,2.2892492217754924e-15,3.399999997028756e-06,2.46138697405943e-15,-3.7012333550550284e-17,3.6291444154471036e-17,1.6482568571360766e-16,1.3179449472162337e-17
1500,4.771485651439688e-12,2.1690116705043407e-13,9.99978865255576e-09,7.123917162850811e-15,9.998613929748754e-11,5.592535339861758e-14,1.9242700015816614e-15,3.4412468926948757e-15,1.59999931641411e-07,1.0259162627407166e-15,8.999999183132731e-08,1.286194443442812e-15,6.574335705364305e-15,1.3999999976530908e-06,6.999999312752775e-10,7.382139019990642e-17,-4.081230117314275e-23,1.5689962195301277e-22,2.407390489109226e-18,1.8962275991980613e-18,1.9999997025726577e-08,2.957740039230966e-15,-1.5576352516395344e-19,-1.428005036637254e-19,3.026265625853302e-16,2.499997316325739e-09,4.012313022260479e-16,2.4833071480781114e-15,3.399999996967795e-06,2.7250799443729823e-15,2.742263938660087e-17,4.0355213584602803e-17,1.7435985154071264e-16,1.491888989319109e-17
1600,4.743734133019293e-12,2.276854692269902e-13,9.99975587481055e-09,7.573878940234565e-15,9.998508337554377e-11,5.747003851890433e-14,1.9885598733284804e-15,3.741517222342791e-15,1.5999992798992031e-07,1.0976769128505036e-15,8.99999913281763e-08,1.3431283440545067e-15,7.779194389791852e-15,1.399999998000625e-06,6.999999092432616e-10,8.750129866807817e-17,-1.845696070954411e-24,-1.7851063189573872e-22,1.168931862766972e-18,2.5765637098997964e-18,1.9999997329509938e-08,2.1419258582611124e-15,5.784325290287777e-19,3.7220144910094866e-19,9.090636921110219e-17,2.4999969069389926e-09,5.021604564861611e-16,2.532797278789975e-15,3.3999999967097857e-06,2.8620158588160167e-15,2.3670459665801566e-17,4.205854565519437e-17,1.5599879673930445e-16,1.545367251096737e-17
1700,4.730176984675433e-12,2.4884409645880367e-13,9.999754145349432e-09,7.544504962051155e-15,9.998610376437331e-11,6.6882628847776e-14,1.9941446273380512e-15,3.967206753859087e-15,1.599999213925437e-07,1.186553203306534e-15,8.999999024572308e-08,1.4099192006307708e-15,7.473842672790117e-15,1.3999999972430464e-06,6.999999026455747e-10,1.1203481444419852e-16,1.474524923573087e-24,1.7362847170083913e-22,2.3152222901198603e-18,2.3855126054028177e-18,1.9999997929844337e-08,3.668568088803096e-15,-3.983451264478718e-19,-3.1356188565449067e-19,-1.1107381422813217e-16,2.4999965061028473e-09,5.340704085605451e-16,2.9432635192616563e-15,3.3999999966483152e-06,3.418661422432346e-15,2.172777216047521e-17,4.869659604273277e-17,1.551123397447618e-16,1.6261786877587806e-17
1800,4.716345833953445e-12,2.576010547069137e-13,9.999739220947053e-09,8.003301658912316e-15,9.998504642853611e-11,6.883657905366793e-14,2.117776507373876e-15,4.2894316364001244e-15,1.599999224701981e-07,1.2197301310479266e-15,8.999999000993187e-08,1.4878997894769657e-15,8.75282967239559e-15,1.3999999981077281e-06,6.999998831963184e-10,1.1444543506196813e-16,-9.546280140497648e-23,-6.467359146507477e-23,2.4832695531023166e-18,1.1436694528497197e-18,1.999999716707991e-08,3.2327313880066165e-15,2.450771297701769e-19,-2.891573159389461e-19,2.436676386371232e-16,2.4999962532361784e-09,5.182169385654361e-16,2.9430576069794506e-15,3.3999999963184662e-06,3.1085857391683015e-15,6.811705682921254e-17,4.898234669078047e-17,1.966138092370135e-16,1.9591165145531884e-17
1900,4.71571572689478e-12,2.7450982133646544e-13,9.999716550889897e-09,8.34551694444071e-15,9.998282272892457e-11,7.389372935716235e-14,2.405500063920437e-15,4.520811067640609e-15,1.5999991239196106e-07,1.2746926383455766e-15,8.99999893280562e-08,1.63420703504555e-15,9.286650996099377e-15,1.3999999968604609e-06,6.999998688815561e-10,1.278509801834335e-16,9.750976619527049e-23,1.3888740663487886e-22,2.8053455703268455e-18,2.4350448000483247e-18,1.999999740245882e-08,3.8272607711096785e-15,-2.0667089786001007e-19,3.3120578025833856e-19,2.2321342438394973e-16,2.4999962358995063e-09,5.383142327665388e-16,3.2643295921853202e-15,3.3999999958286283e-06,3.623121545903502e-15,-4.219649963957669e-17,4.638103947776696e-17,2.2180549430028294e-16,2.0087345928189577e-17
2000,4.701260473269617e-12,2.903723359366043e-13,9.999718739906903e-09,8.796407693470763e-15,9.99832381941626e-11,7.581678655912845e-14,2.6489912926104956e-15,4.713844642756832e-15,1.5999991080422e-07,1.410547584292515e-15,8.99999881189565e-08,1.6580269893491708e-15,9.286380085146465e-15,1.3999999967564912e-06,6.999998804756643e-10,1.0106458751310304e-16,-4.124095064278025e-23,-5.673212133464162e-23,3.764404766127727e-18,1.2585514261448427e-18,1.9999996725715018e-08,3.5641404935014075e-15,6.049644063560598e-19,-1.3963089445242516e-19,2.1412164735217335e-16,2.4999957740074697e-09,5.570158948713887e-16,3.5104095171629034e-15,3.3999999960485325e-06,4.02514555732869e-15,7.09986827739564e-17,5.039679142675141e-17,1.724429839165634e-16,2.0456247616249863e-17
2100,4.6874764288532505e-12,2.942341325052905e-13,9.99969180264021e-09,9.376234169404325e-15,9.998234080285184e-11,7.960818967587854e-14,2.718259687387688e-15,5.042964516491754e-15,1.599999060677083e-07,1.4455922232083116e-15,8.999998746579164e-08,1.797258373730599e-15,9.896822704272646e-15,1.3999999969765772e-06,6.99999844832342e-10,1.1313602759412264e-16,1.052972883569519e-23,-1.0201035418718125e-22,2.236871939911111e-18,3.707585886231782e-18,1.9999995922719013e-08,4.0170149558937455e-15,-3.8168729151299786e-19,-4.742731770016666e-19,1.372358815205907e-16,2.499995695656143e-09,6.847824804126124e-16,3.803775118690535e-15,3.399999995946201e-06,4.171299266248551e-15,4.5436655774644e-17,5.510060712999334e-17,2.2393097664643317e-16,2.2214575678428076e-17
2200,4.655717488873364e-12,3.1312877011782336e-13,9.999676142871728e-09,9.799640201062491e-15,9.998125024392509e-11,8.753015983186244e-14,3.0110719183366295e-15,5.2041804770303694e-15,1.5999989258320382e-07,1.5172972866770391e-15,8.999998694386102e-08,1.929374907939687e-15,1.0664034458385407e-14,1.3999999972644064e-06,6.99999868634277e-10,1.401729786943914e-16,9.613712463172664e-23,-2.6271410681197366e-23,3.628625361572032e-18,1.603800986580373e-18,1.9999995927960816e-08,4.165854230891089e-15,-6.4617112954428815e-19,2.1348229915026103e-19,-1.4528218176181085e-16,2.4999954085092134e-09,6.397957622715603e-16,4.021848769421371e-15,3.3999999953081224e-06,3.949900064797693e-15,-2.5810250390344814e-17,5.626799450514846e-17,2.7495643048102217e-16,2.2745358933286473e-17
2300,4.65213053628088e-12,3.1983576813171113e-13,9.999673872934014e-09,1.0080278794219963e-14,9.998189989191312e-11,9.190144272648188e-14,3.0479277624936558e-15,5.332832851056626e-15,1.5999989224834057e-07,1.5751535135697296e-15,8.999998621833904e-08,2.0132733099845942e-15,1.128702494597359e-14,1.3999999965941035e-06,6.99999863817209e-10,1.6439784063652498e-16,-3.804062398813518e-23,5.750219212890757e-23,2.1972842883623946e-18,3.119986731427311e-18,1.999999576255251e-08,3.391756122808049e-15,3.077948359451081e-19,-2.1986970546356156e-19,-1.3849007698835899e-16,2.4999952744708838e-09,6.795312133027159e-16,4.1949167123360575e-15,3.3999999953055215e-06,4.606147286702232e-15,-4.936046294259893e-17,6.893149609611404e-17,2.1510611453204095e-16,2.5109616475693257e-17
2400,4.636831537843271e-12,3.3510586760881196e-13,9.999643176868264e-09,1.0672462398927353e-14,9.997908025974301e-11,9.642956126096074e-14,3.1671643724173463e-15,5.552356775739691e-15,1.599998865965468e-07,1.6303597535020423e-15,8.999998630947569e-08,2.0086571473425204e-15,1.2209377988050688e-14,1.3999999964238774e-06,6.99999854969233e-10,1.4095019395302617e-16,-5.625306024943731e-23,9.455052888081784e-23,3.135019619865698e-18,4.228083481045963e-18,1.9999995110843107e-08,3.649693271708052e-15,-4.876044803922353e-19,-2.479051164922045e-19,-2.9309331216704113e-16,2.4999948129906296e-09,7.890211619581466e-16,4.412478959097643e-15,3.399999994867357e-06,4.647452859328778e-15,-1.824745944895562e-17,6.616582065862083e-17,2.852560803156659e-16,2.5806375823770244e-17
2500,4.626672921438779e-12,3.644845464153219e-13,9.999641791959009e-09,1.1011490824152625e-14,9.997982620513882e-11,1.0120379984867484e-13,3.5494693954455054e-15,5.958980604660116e-15,1.5999987988171245e-07,1.7654048963163406e-15,8.999998571224446e-08,2.101951929969711e-15,1.2181537960804041e-14,1.3999999962223332e-06,6.999998208874443e-10,1.5894916132269923e-16,8.213793810744683e-23,-8.219502602658075e-23,2.6575623401324525e-18,3.0624068298873716e-18,1.999999589347441e-08,5.024256340864548e-15,6.67127271748971e-19,1.871990478929919e-19,1.8156947247172228e-16,2.4999945507707416e-09,8.167703010564901e-16,4.673116038447341e-15,3.399999994633636e-06,4.8947993161746974e-15,4.72570370500104e-17,6.789040971321634e-17,2.493551914500705e-16,2.7411722217152313e-17
2600,4.601769986114752e-12,3.661097096198597e-13,9.999620258170092e-09,1.1075334696520903e-14,9.998067659000283e-11,1.0411174038102931e-13,3.4613578091280633e-15,6.070365394952624e-15,1.599998740134614e-07,1.777401720050706e-15,8.999998464096887e-08,2.2139145361414585e-15,1.3381404734862274e-14,1.399999995724995e-06,6.999998413467263e-10,1.526871647498248e-16,2.592378107236478e-23,1.9031712554517047e-22,2.8211786314564628e-18,2.8529553423269176e-18,1.9999995435452646e-08,5.370769209490888e-15,-7.064015949212794e-20,4.774568684825696e-19,2.2227701859740514e-16,2.4999942396817998e-09,7.984269772866819e-16,4.904087020079794e-15,3.399999994263286e-06,5.0560770729160106e-15,5.388338007047513e-17,7.270042537575395e-17,2.8974652246393837e-16,2.793716282651087e-17
2700,4.588926049337075e-12,3.80719561128154e-13,9.999608373454996e-09,1.178216523904504e-14,9.997812028229778e-11,1.1440636120113273e-13,3.8337197788173606e-15,6.234676624931549e-15,1.599998666650763e-07,1.9031261078377434e-15,8.999998411751839e-08,2.286999331923937e-15,1.316463277680745e-14,1.3999999966082564e-06,6.999998066037771e-10,1.6919523617377265e-16,9.349630949183029e-23,-1.719318331801503e-22,3.71530265777642e-18,3.6038195061423704e-18,1.999999453184639e-08,4.789191217768937e-15,-6.398872400616721e-19,-2.9524070608419157e-19,-2.2626695392010512e-17,2.4999941255285893e-09,8.147301334354617e-16,5.072636671086336e-15,3.3999999937358712e-06,5.5817109723718605e-15,2.8479745431142855e-17,8.084871738555522e-17,2.7112272440435367e-16,3.03745984220465e-17
2800,4.57507746457308e-12,3.97179613939418e-13,9.999606854716708e-09,1.182582548583838e-14,9.997746929321925e-11,1.153934802580055e-13,3.71101469341354e-15,6.5653155934086624e-15,1.5999986332468722e-07,1.959742024814638e-15,8.999998284391445e-08,2.3782903812706283e-15,1.425500061048124e-14,1.399999996341263e-06,6.999998153246746e-10,2.0022272270337658e-16,-2.5465798959428833e-23,1.7749749387501043e-22,2.6988647866762584e-18,4.9721693858817736e-18,1.9999994481804032e-08,4.695717652281723e-15,-6.352529758503803e-19,-5.70240026930366e-19,-2.951945387578131e-16,2.499994059353954e-09,9.159287084953962e-16,5.075638531906599e-15,3.3999999939027283e-06,5.3686848270029946e-15,-7.075806878165142e-17,8.552739742506565e-17,3.5235902278041816e-16,3.1716301816976114e-17
2900,4.5648188060283635e-12,4.099464644382845e-13,9.999578563467914e-09,1.2378479194088749e-14,9.997809679001394e-11,1.2093849783684364e-13,3.857883515889644e-15,6.855190356474229e-15,1.5999985501123672e-07,2.03986680067145e-15,8.999998286462742e-08,2.5155695048447234e-15,1.5100079445294713e-14,1.3999999961600595e-06,6.999998203537071e-10,1.849962785011072e-16,-5.253482499251584e-23,-8.754993709167787e-23,4.112271241913709e-18,3.283996068062771e-18,1.9999993893925785e-08,4.969423930638857e-15,-3.2917907869164247e-19,-2.4383248912336984e-19,2.227906835877369e-16,2.4999936401556744e-09,8.984922485303751e-16,5.4249352287329066e-15,3.39999999329215e-06,6.159340289303137e-15,1.4012080937819057e-17,8.241921323833265e-17,3.3056935895228803e-16,3.1312735835327794e-17
3000,4.548555129137562e-12,4.187945688964095e-13,9.999562280844469e-09,1.2638686577823527e-14,9.997605465511104e-11,1.2508722648520763e-13,4.009917898003652e-15,6.874425694059055e-15,1.59999853720158e-07,2.0787124055806775e-15,8.999998252620708e-08,2.567963603411823e-15,1.579282586734277e-14,1.3999999949458964e-06,6.99999783601844e-10,1.959726169157516e-16,-5.351585984258517e-23,8.9573111392663e-23,4.353830558938763e-18,3.4554409780810038e-18,1.9999993897237306e-08,5.9235611106131486e-15,-1.8287750368944914e-19,3.8537433362909186e-19,2.621323191676127e-16,2.4999935047797685e-09,9.55622656272852e-16,5.474641580914574e-15,3.399999993832966e-06,6.395727123348514e-15,-5.1423315162914315e-17,8.574592483297199e-17,3.8340886946746797e-16,3.2595233359588273e-17
3100,4.519235230085563e-12,4.412216978439985e-13,9.99954594991249e-09,1.317186822079838e-14,9.997357317945966e-11,1.3340470319131032e-13,4.446602896239762e-15,7.09048541279573e-15,1.599998483142287e-07,2.1569552531186057e-15,8.999998182367925e-08,2.5827668128577387e-15,1.5854239366045483e-14,1.399999994871472e-06,6.999997691747077e-10,1.8601966285569142e-16,4.534854984196916e-24,1.475165501993328e-22,5.2419324217319005e-18,3.924933372232614e-18,1.9999993878125133e-08,5.8964589004647974e-15,-5.711854625296537e-19,3.7110303508516083e-19,-2.8091029305565943e-16,2.499993321069318e-09,9.87861605537549e-16,5.638110762972789e-15,3.3999999935337806e-06,6.480111060429047e-15,3.719039437561213e-17,8.872715849993491e-17,3.211225392368917e-16,3.4850143555841364e-17
3200,4.509550896655618e-12,4.592613778628275e-13,9.999549743849985e-09,1.3686437295727298e-14,9.997630305619272e-11,1.3849763101715776e-13,4.397819045191114e-15,7.551581777179605e-15,1.599998434196329e-07,2.2123649907057428e-15,8.999998101500583e-08,2.7643298927764974e-15,1.660580471293484e-14,1.3999999947271612e-06,6.999997764494452e-10,2.0743571758320812e-16,-8.326981507711431e-24,-3.4958533422677953e-23,4.927491758697939e-18,5.415141629623138e-18,1.999999347999881e-08,5.745761770134504e-15,-6.22269427644141e-19,4.8312298727936573e-20,1.0837871673491562e-16,2.499992748236934e-09,1.0526831026129491e-15,6.083587364388362e-15,3.399999993334452e-06,6.837511178382889e-15,2.564477314263032e-17,9.220493874621662e-17,3.639984289123824e-16,3.7105851335836234e-17
3300,4.5033645178504115e-12,4.774432741618061e-13,9.999522202282441e-09,1.3899906541722799e-14,9.997418253774004e-11,1.418126905152864e-13,4.744396258898335e-15,7.619248776397663e-15,1.599998332432371e-07,2.3152528377497133e-15,8.999998023311166e-08,2.8292136683618603e-15,1.735598748355056e-14,1.3999999947994178e-06,6.999997699190884e-10,2.2744630483844474e-16,-4.9297484502734827e-23,4.2507253758460746e-23,5.436587163139331e-18,5.6795065071129096e-18,1.9999993254047635e-08,5.598364027117897e-15,5.377197329171095e-20,2.1542261132624918e-20,-2.4760355419119543e-16,2.4999927409498424e-09,1.0913502597144842e-15,6.315296386544367e-15,3.399999992458736e-06,6.843002072422928e-15,-1.1554482095859825e-17,9.397961213685128e-17,3.9240252111213656e-16,3.6336932922466045e-17
