miliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
1000,4.8385549179724826e-12,1.4684087864057092e-13,9.999841638738255e-09,5.095269345190104e-15,9.999235244922365e-11,2.9404295542956795e-14,1.034469557629516e-15,2.3380685594733348e-15,1.599999641516786e-07,6.70879804940072e-16,8.999999475885244e-08,8.796648753181871e-16,3.5038769867133927e-15,1.399999998431174e-06,6.999999333315895e-10,2.3921422029489748e-17,5.4346539113791e-23,-1.7816225699051416e-22,2.0667354010436737e-18,2.9973530874290263e-19,1.999999906764151e-08,2.0044205757090635e-15,-1.092202956082771e-20,2.779523668870277e-19,1.7860000869190126e-16,2.499998236675134e-09,2.0826561463334793e-16,1.3713117244746625e-15,3.3999999983941298e-06,1.6618493745393053e-15,-1.9347221620104393e-17,2.579649966632111e-17,7.829863908831405e-17,8.378675464471887e-18
1100,4.836103181993637e-12,1.632696870259549e-13,9.99984745831149e-09,5.221029487928243e-15,9.998918701041729e-11,3.816792702455331e-14,1.0932740691215272e-15,2.5718823835269496e-15,1.5999995441190553e-07,7.523348557120734e-16,8.99999940930879e-08,9.483112612419138e-16,4.066457692369311e-15,1.399999998162349e-06,6.999999496448618e-10,4.4380571476712025e-17,-5.093832275557438e-23,-1.0570625341329289e-22,6.6455354800029625e-19,8.441678680816434e-20,1.999999801656276e-08,1.0939439148177387e-15,-5.130626127753973e-19,-1.2906201737617165e-19,2.976914046023514e-16,2.4999981808581426e-09,2.5916914217364374e-16,1.5306554571571004e-15,3.3999999984550768e-06,2.0185939846485108e-15,-1.661764369993554e-17,2.5877474263929752e-17,6.233052612085942e-17,1.0600903905758832e-17
1200,4.807288865803414e-12,1.7510875479679153e-13,9.999826240770167e-09,6.0338326760389235e-15,9.998942995829428e-11,4.296171696968408e-14,1.1216563267574512e-15,2.9300827296663256e-15,1.5999995296486313e-07,8.237618878622568e-16,8.999999370693016e-08,1.0815372581101974e-15,4.528683030399041e-15,1.3999999983126826e-06,6.999999519771521e-10,5.747735989276541e-17,-7.620338488411561e-23,3.694476917801361e-23,2.43266456594587e-19,1.72947745475212e-18,1.9999997607943587e-08,2.4201638163909897e-15,-5.489275646416936e-20,1.6485477583710652e-19,1.1514658996570068e-16,2.4999977076505022e-09,3.225060279702761e-16,1.927067554705055e-15,3.3999999975839627e-06,1.7480019045973962e-15,7.307271111294408e-17,2.6437868165856585e-17,1.2320830225317723e-16,1.1415374159210751e-17
1300,4.791108064202164e-12,1.8486816293578024e-13,9.999820620578663e-09,6.286156344217982e-15,9.998826606929282e-11,4.5992123722848455e-14,1.4845379516122037e-15,3.2071676106508777e-15,1.5999994677329782e-07,9.535535128903834e-16,8.999999341937517e-08,1.0531539438281247e-15,5.073118970502961e-15,1.399999998116431e-06,6.999999285909912e-10,8.062886878595167e-17,-1.9334070337609214e-23,-3.344095469684075e-23,1.5159420306147712e-18,1.2807096923118064e-18,1.9999998284157163e-08,1.2576971833399243e-15,-3.472729934758842e-19,4.367782950299057e-19,-2.955356581486543e-16,2.499997764285375e-09,3.002155856594572e-16,1.929690462848218e-15,3.3999999981009742e-06,1.9840469616937898e-15,-2.9354955088256127e-18,3.213277116184174e-17,1.4763341092089637e-16,1.1452437079669378e-17
1400,4.780899151459045e-12,1.9873349426464652e-13,9.999793461371796e-09,6.712744600546241e-15,9.998830819480618e-11,5.029877358018272e-14,1.4323119673763078e-15,3.2019790757558457e-15,1.5999994357305957e-07,9.456457571665361e-16,8.99999921700198e-08,1.218943612190905e-15,6.495642833180098e-15,1.3999999979177604e-06,6.999999338333181e-10,7.372650184676192e-17,-5.7473257405039515e-24,-1.5226258901605356e-22,2.1508250977581986e-18,1.1676552318398548e-18,1.9999997657998523e-08,2.2291532352568852e-15,-1.1315928129156106e-19,-1.6375674618942795e-19,2.590379297594866e-16,2.4999973268913315e-09,3.242177167629363e-16,2.2131662832158517e-15,3.3999999972624285e-06,2.181731611768612e-15,5.450837780180074e-17,3.595414846768948e-17,1.2518531940280747e-16,1.3752454526183099e-17
1500,4.770926599308886e-12,2.2200048940037894e-13,9.99978643087225e-09,7.162406507410236e-15,9.998835430634248e-11,5.49499675020005e-14,1.9208650028269222e-15,3.5899871524671525e-15,1.5999993217574112e-07,1.0617408290677339e-15,8.99999923137955e-08,1.255618898428415e-15,6.941003509492083e-15,1.3999999986258279e-06,6.999999157180426e-10,7.96528826785384e-17,8.086816988264825e-23,-1.6968225942326182e-22,2.112326605086656e-18,5.076982401233768e-19,1.9999997908924086e-08,3.1012555156997688e-15,6.582957671397391e-19,-5.533755962598784e-19,-1.70323971089689e-16,2.4999970266161065e-09,3.985862494918881e-16,2.576533919548232e-15,3.3999999972343147e-06,2.589381731101752e-15,1.0797455569627451e-17,3.5575260053081495e-17,1.218206582432802e-16,1.5741762306263673e-17
1600,4.752072824529214e-12,2.340265781240546e-13,9.999756465005104e-09,7.344382799099984e-15,9.998694782892246e-11,6.280056732159731e-14,2.0370431748806417e-15,3.839850501463601e-15,1.599999314428118e-07,1.075763975652393e-15,8.999999173581815e-08,1.385470901105207e-15,7.676404392036769e-15,1.3999999980946e-06,6.999999061549046e-10,1.0881633941709237e-16,9.937558922488071e-23,1.7901990452229444e-22,1.960458620110325e-18,1.1812743502325652e-18,1.999999689306391e-08,1.9032042047748195e-15,-4.628539819553221e-19,4.2488485019183033e-19,-2.3685469307937025e-16,2.4999967676830207e-09,4.832712759527308e-16,2.6780800117846186e-15,3.3999999968738602e-06,2.9788308763775114e-15,-4.0618578461411475e-17,3.9596095094158474e-17,1.890524653131087e-16,1.614407640284607e-17
1700,4.73141826166281e-12,2.520157406002086e-13,9.999754447604163e-09,7.520325012040998e-15,9.99866255168818e-11,6.756772105415135e-14,2.2915715038165485e-15,3.9543576025735746e-15,1.5999992445317813e-07,1.209648633215208e-15,8.999999109836491e-08,1.4524729685856895e-15,7.416261609445735e-15,1.3999999978409307e-06,6.99999887709008e-10,8.71638544862648e-17,6.152498295445322e-23,6.61456288267825e-23,2.4899741646349846e-18,9.738091488512106e-19,1.9999997464755847e-08,2.5878343098595588e-15,-5.816567891944201e-20,-3.1295028200736906e-19,-1.627784356360497e-16,2.499996787170157e-09,5.283967984995951e-16,2.720229887899257e-15,3.3999999964045273e-06,3.1750130949520756e-15,-1.2182071245431346e-17,4.418417415358997e-17,1.8295695927646965e-16,1.680128222777454e-17
1800,4.725619118413548e-12,2.6637428019043157e-13,9.999727139507295e-09,8.022964641884767e-15,9.998341078088646e-11,7.03415117589957e-14,2.105534442397464e-15,4.34162994199049e-15,1.5999991760616673e-07,1.2883388890702382e-15,8.999999040725901e-08,1.5236689005459716e-15,8.472369198246831e-15,1.399999997063135e-06,6.999998680437559e-10,1.1528428907839923e-16,-5.861912016920188e-24,-8.321978516601136e-23,2.118099961705318e-18,1.026056910535543e-18,1.999999705424648e-08,3.052114298167031e-15,-4.585747245338586e-19,-2.7053377586508976e-19,1.3208580805070252e-16,2.4999962224150967e-09,4.806856221814728e-16,3.1099999016523063e-15,3.3999999963463793e-06,3.323999025251706e-15,-2.307844062604588e-18,4.3616102065623554e-17,2.1240851927868265e-16,1.9404526520894508e-17
1900,4.717594321489744e-12,2.752777550078709e-13,9.999727678417997e-09,8.349052273995221e-15,9.998324728072731e-11,7.292966809595139e-14,2.3883980540041296e-15,4.373528497674644e-15,1.5999991401644656e-07,1.284606179276073e-15,8.999998923972544e-08,1.5932044771979628e-15,9.303497338756296e-15,1.3999999972185494e-06,6.99999866911957e-10,1.2142403259481768e-16,-3.72934734569365e-23,1.0008320491315674e-22,2.361689281225082e-18,1.5447783593582487e-18,1.999999600789141e-08,4.102801255374155e-15,-2.420276679952896e-19,-1.8554804634436435e-19,-1.1561111066159823e-16,2.4999960278978122e-09,5.387128211567671e-16,3.3820763589915504e-15,3.3999999958525663e-06,3.4233386572609018e-15,-7.726212346402465e-18,5.298533918754557e-17,1.654048751532875e-16,2.0621329014494447e-17
2000,4.6857972188460696e-12,2.7662118296184423e-13,9.999702782039002e-09,9.16705269126974e-15,9.998452714453263e-11,7.631908256221374e-14,2.642009384955615e-15,4.5612306826483915e-15,1.5999991088241883e-07,1.403151196476704e-15,8.999998837428963e-08,1.6478113856290907e-15,9.997762568070442e-15,1.399999997793034e-06,6.999998817319507e-10,1.2922645836664797e-16,1.0617321551634141e-23,-1.7190568469478008e-22,2.6574657764442007e-18,1.3132056640851399e-18,1.999999660800093e-08,3.260033332988985e-15,4.612652203883835e-19,2.6804477451033916e-19,2.1304953865408116e-16,2.4999957184892866e-09,5.582314428726396e-16,3.599245718770066e-15,3.399999995590567e-06,4.0695256774939606e-15,2.2969313500667908e-17,5.1913825991340863e-17,2.53907008566773e-16,2.2004035322906336e-17
2100,4.677278177563964e-12,2.967820713682671e-13,9.99968433746076e-09,9.222034732748838e-15,9.998420450258845e-11,8.461040332267132e-14,2.676634808397912e-15,5.0074803486716196e-15,1.5999989787282616e-07,1.4210283584952528e-15,8.999998772445806e-08,1.84134741994614e-15,1.0390266611549577e-14,1.399999997123435e-06,6.999998620569432e-10,1.1961771230610164e-16,-6.876656576186331e-23,7.779225879831992e-23,2.2975965580089e-18,2.7105642677950074e-18,1.9999996444738387e-08,3.695340428036139e-15,1.7440464485580804e-19,3.66925305239921e-19,-6.673422303146317e-17,2.499995788322963e-09,6.463487658272014e-16,3.836070388162803e-15,3.3999999957667958e-06,3.899545398501611e-15,-3.04544764954619e-17,5.708613184688778e-17,2.516084207496234e-16,2.186316635203659e-17
2200,4.671675156541112e-12,3.1064469699697613e-13,9.999686978480534e-09,9.618999835212707e-15,9.998230284337617e-11,9.09937705180167e-14,2.894731604019859e-15,5.14205961908166e-15,1.599998923022363e-07,1.5431827380645813e-15,8.999998751408158e-08,1.883155682144326e-15,1.065002067303113e-14,1.399999996727751e-06,6.999998839039445e-10,1.192005646527587e-16,-2.789418302036313e-23,4.520051801897851e-23,4.036594879631235e-18,1.7358905792161847e-18,1.999999610566901e-08,3.683639776620177e-15,2.538621501282667e-19,4.378404285879994e-19,2.5155651348278153e-16,2.499995412698977e-09,7.183893931416936e-16,3.879618402573956e-15,3.399999995436171e-06,4.383468315482296e-15,1.2507157119109369e-18,6.116012640769292e-17,2.444634452414531e-16,2.3221139276405754e-17
2300,4.641847518337207e-12,3.266782428092059e-13,9.999676725991116e-09,1.0034633893289344e-14,9.998253142798622e-11,8.970362214314076e-14,3.153975492787689e-15,5.465168008384322e-15,1.599998876884329e-07,1.6013666293340107e-15,8.999998620553626e-08,1.950325856835515e-15,1.09094809728865e-14,1.3999999971319542e-06,6.999998407406261e-10,1.4659258629993259e-16,6.247563304144385e-23,-1.6623340718917563e-22,4.15567841968634e-18,3.84359793563335e-18,1.9999995406928192e-08,3.655871722825413e-15,-4.231868260618586e-19,-1.3385497156152768e-21,-8.972448354683877e-17,2.499995150867552e-09,7.225162826157018e-16,4.2148254803512576e-15,3.3999999950195844e-06,4.58470542210887e-15,4.926363702566348e-18,6.782255794573906e-17,2.2690084720794614e-16,2.4603737265321942e-17
2400,4.6337606761536615e-12,3.417400624898541e-13,9.999655375890932e-09,1.075568591653047e-14,9.997936759468881e-11,9.893795206154015e-14,3.0448323012134477e-15,5.6804489984087205e-15,1.5999988608465206e-07,1.6998344681516155e-15,8.999998645512048e-08,2.078726451816748e-15,1.2177455779520218e-14,1.3999999963164243e-06,6.999998339893731e-10,1.7080581545156205e-16,9.978313940952682e-23,1.7213077813581993e-22,3.91010994531968e-18,3.242321082272788e-18,1.999999602383765e-08,5.143412170899397e-15,-9.45095841784449e-20,-5.658222515127291e-19,-1.9758529135514018e-16,2.499994904045498e-09,7.649330837918326e-16,4.150998942988648e-15,3.39999999487654e-06,4.719444581289111e-15,6.721508277460106e-17,7.26520243874312e-17,2.924208840627707e-16,2.546599629853959e-17
2500,4.616387695948515e-12,3.552927125459838e-13,9.999644548570976e-09,1.0915237603210965e-14,9.998082139002366e-11,1.0184053261225391e-13,3.413335589981259e-15,5.918905826874568e-15,1.5999988213636622e-07,1.7562256245282562e-15,8.999998586409793e-08,2.1138564186584133e-15,1.2422156747368853e-14,1.399999996661693e-06,6.999998313567855e-10,1.6612683645440515e-16,-4.297838049991633e-23,1.8695546059282704e-22,4.5210498871267136e-18,3.4075544873971957e-18,1.999999514761132e-08,4.8048702099540255e-15,-1.2944107702562575e-19,-3.320547414117663e-19,-1.436548920482688e-16,2.4999945067454945e-09,8.107995919801347e-16,4.479503487527363e-15,3.399999994760849e-06,4.651995584199578e-15,-3.710616765590278e-19,6.777721109971621e-17,2.982994790711403e-16,2.6787673021742763e-17
2600,4.606754672906921e-12,3.7366385065438953e-13,9.999622069894502e-09,1.1426834566134052e-14,9.997792787497955e-11,1.0891252708437745e-13,3.4079663258942972e-15,6.026793660683865e-15,1.599998718107707e-07,1.8133290899875462e-15,8.999998474358192e-08,2.2059099343010905e-15,1.3448977829899963e-14,1.3999999963709423e-06,6.999998178089038e-10,1.7520598073749805e-16,-6.986170006571584e-23,1.5529945613184104e-22,2.186092316203796e-18,4.074355195443223e-18,1.9999994824953004e-08,4.488927177877941e-15,-9.181512538889044e-20,-4.89379359864656e-19,1.6504020861093296e-17,2.4999943210064468e-09,8.405459296265849e-16,4.74256593681004e-15,3.3999999945001224e-06,5.291217071631821e-15,-2.9529123462047687e-18,7.392344801409142e-17,2.908561495185619e-16,2.81024649598927e-17
2700,4.593450628853986e-12,3.8834834040679644e-13,9.999612095052122e-09,1.182556590059523e-14,9.997965706878944e-11,1.1053924292574975e-13,3.670080897705005e-15,6.157240983300553e-15,1.5999986573357835e-07,1.8502240042644464e-15,8.999998368979755e-08,2.245923944675383e-15,1.3459222561340694e-14,1.3999999959173562e-06,6.999998178315769e-10,1.609832816800915e-16,-3.4895182368065257e-23,3.649699297475188e-23,3.749657388746901e-18,2.6962656292869984e-18,1.999999503137302e-08,5.29861437812511e-15,6.901535139111026e-19,-4.655139717993294e-19,-2.7295468156424917e-16,2.4999939570888983e-09,8.438317149378404e-16,4.784713611539191e-15,3.399999994425926e-06,5.704070766809885e-15,-1.0947739731744122e-17,7.619165145361725e-17,3.309209827782139e-16,3.025058368912917e-17
2800,4.579113613181874e-12,4.023047480392619e-13,9.999587620837078e-09,1.2044999934714768e-14,9.997667626793698e-11,1.166114982424583e-13,3.8367396135652144e-15,6.4680879745396375e-15,1.5999986255507605e-07,1.9194526960962283e-15,8.999998310081586e-08,2.4109472345315767e-15,1.4553560086594923e-14,1.399999996228617e-06,6.999998236797642e-10,1.6018389754236492e-16,-4.930670198045999e-23,5.445658994408082e-23,3.0840999955145084e-18,4.680696101076658e-18,1.9999994739080036e-08,4.981168666074815e-15,2.317183134880705e-19,-3.363666245122554e-19,2.917870246321797e-16,2.499993981473782e-09,8.529186169291693e-16,5.047536567299126e-15,3.3999999941293625e-06,5.548413513682085e-15,-1.092730799873118e-17,7.855683056642189e-17,3.2572262931373915e-16,3.094966992840517e-17
2900,4.560306375390945e-12,4.2098707300393213e-13,9.999569235726919e-09,1.2717176030237626e-14,9.997691019533701e-11,1.226749765581291e-13,4.1207273303261955e-15,6.736919756045904e-15,1.5999986237588342e-07,2.0311677330768567e-15,8.999998299888541e-08,2.5038847753888204e-15,1.4940381267094224e-14,1.3999999952840091e-06,6.99999821869984e-10,1.7025343268281891e-16,-3.731368060448009e-23,-1.1692475273111797e-22,3.6793391554468174e-18,3.1274787791236966e-18,1.9999993869917413e-08,4.958579657232134e-15,-2.1682037776985287e-19,4.3198963632673013e-19,1.3829291004241488e-17,2.499993887008234e-09,9.084981006068437e-16,5.420832928120537e-15,3.3999999938026657e-06,6.026572476397459e-15,2.997759712979993e-17,8.954295129926092e-17,3.5503251598803913e-16,3.2109329172702953e-17
3000,4.541502416302749e-12,4.244444128371812e-13,9.999564990218206e-09,1.3048539125224447e-14,9.997517060936958e-11,1.294425354845077e-13,3.972796132961993e-15,7.0693788397635105e-15,1.5999985221371377e-07,2.1143450859797197e-15,8.999998229867774e-08,2.558176881963195e-15,1.503277233492022e-14,1.3999999952140596e-06,6.999997763436476e-10,2.0790472916315214e-16,-6.919696256791891e-23,1.1086387602782097e-22,3.058425952241671e-18,3.825144598595047e-18,1.9999994141864653e-08,6.582941727189584e-15,2.572735963836235e-19,-5.265444766795935e-20,1.2226793248151345e-16,2.4999933253474647e-09,9.680703339489897e-16,5.748328635180426e-15,3.3999999930563628e-06,6.039669446440473e-15,6.242433938250315e-17,9.080824485075645e-17,3.3191602559867433e-16,3.2651021018079244e-17
3100,4.5232836768551955e-12,4.4472518736019043e-13,9.999555426162855e-09,1.3287992397967547e-14,9.997486087720885e-11,1.3187400863645536e-13,4.3219145637303276e-15,7.046210201343633e-15,1.5999984309903836e-07,2.1871824962647015e-15,8.999998078194028e-08,2.6343905657422216e-15,1.578963931882997e-14,1.399999995744346e-06,6.99999789657546e-10,2.048922433426112e-16,9.186070006865179e-23,1.8611193973203959e-22,3.7357916252849616e-18,5.275054735537312e-18,1.99999933910397e-08,5.601257208753133e-15,-3.771869929092875e-19,-4.250093445972111e-19,-2.6029672153211373e-16,2.4999934012017028e-09,1.049751585998422e-15,5.645426376685933e-15,3.399999993591451e-06,6.3261627192373724e-15,1.8035050191903053e-17,8.857359953411967e-17,3.790405446068647e-16,3.5291408016462306e-17
3200,4.510298747923043e-12,4.529761200728039e-13,9.999540080828277e-09,1.3884353557523961e-14,9.997348313690647e-11,1.3892597003593763e-13,4.503302651826628e-15,7.489353761613547e-15,1.599998413078287e-07,2.2206139960024956e-15,8.999998103491385e-08,2.745040266417862e-15,1.6786742740224118e-14,1.399999994524622e-06,6.999997777413217e-10,1.9022173046118918e-16,6.184188087698101e-23,-9.069609123338402e-23,3.4480203396955932e-18,4.51848428751003e-18,1.9999994086638982e-08,5.5341250540818156e-15,2.0697306470918584e-19,-3.0723487634285654e-19,-1.201886151349623e-16,2.4999927626391653e-09,1.0479616387488702e-15,5.973418406344014e-15,3.399999993160993e-06,6.8865203027814775e-15,3.7328249714648354e-17,9.95809932015044e-17,3.4523255688062145e-16,3.6026062854033265e-17
3300,4.489815979799601e-12,4.597945120519362e-13,9.999525688878859e-09,1.420491538304054e-14,9.997342978195623e-11,1.3986328912472697e-13,4.844806828765303e-15,7.649232750510046e-15,1.5999983572723384e-07,2.269096616548417e-15,8.999998021423808e-08,2.847527903396453e-15,1.6848342743822016e-14,1.399999994890819e-06,6.999997755428733e-10,2.3137100390821495e-16,4.708894613412164e-23,-1.2763674992287014e-22,4.817517567274198e-18,3.269765821901142e-18,1.9999993635074643e-08,5.698303161991592e-15,2.418763110326241e-19,1.456742134615904e-19,-1.6182878491032992e-16,2.4999929216141275e-09,1.0514927682565146e-15,6.105234297903399e-15,3.3999999925365175e-06,6.572506394903204e-15,-6.486760387551881e-17,1.0173365542269832e-16,3.907365699265822e-16,3.791345645829217e-17
