milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,ROS,basalROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AggAbeta,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,IR
0,5.001994246256934,4.998397335327183,95.00154548503295,9.999862520341651,9.999999999999556,-2.534028405419099e-11,200.00000000001882,2.2985807354176843e-14,7.267641641591524e-10,-7.418594034038133e-21,10.0,7.86409617360332e-10,100.16813531800679,99.76714229635458,-1.325192628868601,-0.3760213796802101,500.00000018611547,4002.5943159062,200.0,200.0,200.0,0.0013022724308582954,0.000510572270423837,-0.0001569843344698883,-8.971514449688984e-06,-6.8711465798432135e-06,1.4538191823037972e-05,8.880259022787445e-07,1.7229417270567852e-08,-4.025648418208515e-09,7.669282616360607e-14,3.825669353345323e-16,-1.7322615290760133e-16,3.8939029488527774e-19,-2.6902936603327954e-09,6.220919759156386e-12,2.1597595283771874e-21,499.9999227079428,8.14576180125268e-05,6.594977399222247e-17,1.1550278494667322e-08,2.0089353780736093e-18,3.5534818261176934e-16,-3.224094925993815e-19,0.00022519956753158876,0.00011123921521860629,9.787311965637637e-06,99.99971300316683,1.6214202841331845e-13,-2.617056846135565e-13,2.673916704474976e-07,50.0,-4.15056918188034e-14,0.0
100,4.997537843812085,5.001859604993211,94.9995337066942,9.999828544571198,10.000000000001261,-1.748226824973227e-11,199.99999999996587,-3.559954255239583e-14,-3.672641470105569e-10,-6.782830486104725e-21,10.0,-3.565238851947249e-10,93.11065140730192,99.72111564100106,3.2452519836965394,-0.6224531652051695,499.9999998004608,3996.3509091317264,200.0,200.0,200.0,-0.0013030376547018472,0.0006849498231209626,-0.00019844152072763004,-9.584114473872418e-06,-7.490198427204968e-07,1.7749484727148142e-05,-2.009140030031377e-06,7.420180973531067e-08,8.080209423899141e-09,-7.385966949065017e-14,5.287107607398158e-16,3.8837987915850253e-16,-1.49231585732596e-17,-4.147838638837019e-09,-1.4361689450258751e-12,6.2056513476183044e-21,499.9994800446003,0.001125673887644204,5.135884300842652e-17,-8.597522940202351e-08,-3.2498999131001284e-18,3.377666097933359e-16,-1.0204585477369907e-20,0.0012112858317377749,7.190212065369151e-05,4.566215629822697e-06,99.99853449946538,-2.3884372872607688e-11,-8.095064616233429e-14,-2.415776966715473e-07,50.0,3.5874121970006e-14,0.0
200,4.9965702717719775,5.004924446986163,95.00288436070372,9.999538497247247,9.999999999999178,8.526037531117218e-12,200.0000000000148,2.651170028061618e-14,1.11058634666225e-10,2.8793773280979457e-21,10.0,2.6048023416977436e-09,90.19280541507831,100.07996517339818,9.333185426289177,-0.2892352369003217,500.00000002261066,3989.1977947656383,200.0,200.0,200.0,-0.0030982224806178453,-0.0007288494321093428,0.00014221259917263684,-8.271954531031773e-07,-1.3057446286038351e-05,3.2237247553193707e-05,1.8820809070308818e-06,1.203242887463561e-07,-2.0208700751582615e-09,8.395482929457821e-14,6.268835934111112e-15,-9.385574354955229e-17,1.2361348963717953e-17,5.897889360235954e-09,5.333824228001346e-12,-1.0464276681673456e-21,499.99907988645975,0.0014784681900549177,6.634781567135318e-17,-8.301525586187304e-08,2.6858417184790184e-19,-1.6386820107674484e-16,9.023799639865763e-19,0.003015321845674778,-0.00011819571652378127,-1.3415579352184307e-05,99.9978989156122,-2.9120028641440045e-11,4.465520727271959e-14,1.3890102587081913e-07,50.0,-4.8401526540834634e-14,0.0
300,4.990615775602376,5.014754901163546,95.00613404018821,9.999159952240102,9.999999999999675,-8.936009822185721e-12,199.99999999996217,-3.5151625877008144e-15,2.2073034680202148e-10,-5.7562449157153585e-21,10.0,2.611516249334338e-09,84.90015086914023,99.31644906003226,12.60956535243011,-0.34684275344932447,499.9999998616177,3982.362751357297,200.0,200.0,200.0,-0.0008393668762340715,-0.0009448675733604199,-5.532105836737139e-05,1.9808788235103813e-06,-1.28426845231522e-05,-1.7470357991520444e-05,4.4247998369465603e-07,-1.1621312152398084e-07,6.358024869953719e-09,-9.87609676029643e-14,6.530936255306606e-15,3.015266234976563e-16,-1.308699488715502e-17,-4.516616451832531e-10,1.7937603294716455e-12,-2.3588426604216216e-21,499.99898243223936,0.0007641636331887778,2.6790799278032987e-17,-8.391184741219051e-08,-1.888903588831041e-18,-7.7277270671241265e-16,-3.607327777497487e-19,0.002365953037289524,-7.341718464178644e-05,3.0371547320340147e-06,99.99794817803937,-3.670155791797786e-11,-6.043819485418822e-14,-2.3649369060178532e-08,50.0,-5.056193485883837e-14,0.0
400,4.991304105764409,5.011110959177345,95.01193614532836,9.998883795210606,10.00000000000055,7.105681876874036e-11,200.0000000000231,6.796373047395353e-14,-6.88857444179385e-10,6.096560461605535e-21,10.0,2.6490579619787537e-09,79.10755874539566,98.81783400727461,17.083477546393013,0.2917948383813907,500.00000002202364,3979.9397443871785,200.0,200.0,200.0,0.00047013201518147983,0.0008895287319869049,-0.00013294922955295346,-9.259914169060366e-06,-7.449490495301663e-06,-1.190172510606385e-07,1.3801497741887016e-06,-1.5333715894111492e-07,4.703819400918206e-09,-6.626084847202931e-14,2.0907613342033564e-15,2.2705338866292834e-17,-1.2403800404207148e-18,1.233580729974155e-09,2.2319756929772587e-12,-2.3527380247808948e-21,499.99739039922844,0.002307209472005404,1.3748605859535504e-17,-6.872254494912211e-09,-2.9918912359848632e-18,7.541032726066351e-16,1.2703089144313044e-19,0.003360466584163722,-5.3901178927324154e-05,-1.4058618671868379e-05,99.99681959542488,2.154551186236708e-11,2.7056730830141447e-13,-1.89421322110178e-07,50.0,4.977622993037408e-14,0.0
500,4.986792162265728,5.019575427685421,95.01738985897494,9.99882233653202,9.999999999999938,-2.4344154932235995e-11,199.9999999999667,2.582204283267044e-14,6.853622459269643e-10,-3.453589121581383e-21,10.0,6.018800987712518e-09,75.64722328065365,99.37777949326416,21.701922182240473,0.8721388159295413,499.99999980184333,3976.7166189890104,200.0,200.0,200.0,0.00653076706475672,-0.001139693679191231,-0.00019732047154305158,-9.601189464169536e-06,-5.439101977114177e-06,2.0615859798245874e-05,-1.7612656952618509e-06,-2.844179214037011e-09,1.1971243341543361e-08,9.846383745676853e-14,6.307304946770453e-15,-3.18992975646639e-16,-9.485393916124167e-18,-3.1983685369646495e-10,-4.3649767329848047e-13,-5.1161797878668695e-21,499.9977105670302,0.002635028851994848,-6.388178213383747e-17,1.0981527785896985e-07,-2.4849320447612377e-19,-5.544688024611204e-16,-6.538523709217095e-19,0.004293392152823158,2.453578042180496e-05,1.334898431032933e-05,99.99505909628765,1.948683016876452e-11,-2.303469184725302e-13,3.670336163652609e-07,50.0,-3.4324630526135014e-14,0.0
600,4.98644408973483,5.021904222656839,95.0186380249624,9.998522891682793,10.000000000000414,4.051000157988557e-11,199.99999999997831,-6.729088237579507e-15,-6.582156410730994e-11,-5.8296761632299865e-21,10.0,5.29202567715974e-09,72.08477311919867,99.51910111493619,24.566967056415535,0.32099178447340493,499.999999778709,3970.6942086033287,200.0,200.0,200.0,0.00448555994975291,0.0011800609579371726,-7.27066959686816e-05,-8.698349344388304e-06,1.2769236641854333e-05,-2.802494873404032e-05,-3.155479873416801e-06,-2.4563195135430386e-08,9.647161171789131e-09,-5.959934899439065e-14,-6.317621176604976e-15,-2.4214710362687063e-16,1.548734432646148e-17,4.947878495156901e-09,-5.927781999617308e-13,-3.438175764827788e-21,499.9965154681275,0.002412785591224961,1.5868839239211735e-17,1.0752766370422444e-07,1.7067890078486867e-19,-6.226668168317406e-16,3.9355852345540487e-19,0.0063559210686400264,0.0002927459091013507,-7.678167804741368e-06,99.99512489915487,-1.492968180032249e-11,-2.7585336417167164e-13,1.5277263381746737e-07,50.0,5.886799832430317e-15,0.0
700,4.980885617234848,5.029438546771909,95.01668188757962,9.998516898751916,10.000000000001497,-2.273770572196374e-11,199.99999999996786,6.930751568773956e-14,-5.251371290853077e-10,-4.7094129494505034e-21,10.0,6.0090590915032835e-09,67.67639531537093,98.98668210881138,31.976464176865314,1.6015941655690653,499.99999989894314,3968.1805074960002,200.0,200.0,200.0,-0.0033249468563375127,-0.0001293938136087859,0.0001791679898269908,2.99573271023059e-06,-9.834851698595845e-06,8.502986016922364e-06,1.5434269717279755e-06,2.1674385653528417e-07,1.3174241346882018e-08,-7.195080933314764e-15,2.3012539048694157e-15,-3.4423337004106303e-16,-1.0953642033411384e-18,1.5660013300899093e-09,-2.291481655030645e-12,-4.465362351216183e-21,499.9964535812707,0.003967748046723094,3.1829064507217654e-17,8.316249046498468e-08,1.9415559454832662e-19,4.860914504533431e-16,-3.0334419203188963e-19,0.006188125169110905,0.00029939188976424593,6.365712013258957e-06,99.99277575544981,-6.572499753336517e-12,-2.908174777957677e-13,4.295249211511156e-07,50.0,-3.526338895019148e-14,0.0
800,4.980581158440928,5.0298298296503186,95.0206652009582,9.99813260632625,9.999999999999131,1.1255482677396335e-10,199.99999999998732,-4.4803808645847016e-14,6.705123178842099e-10,-9.220295082719535e-21,10.0,9.444071939550364e-09,66.87040247355725,98.34683264770808,34.96356900703815,1.1261278412252964,499.999999610541,3966.401275826116,200.0,200.0,200.0,0.005208761083064814,-0.001288450341307294,8.373128415551532e-05,-1.0532417954458583e-06,7.230197442979963e-06,-1.6402602185958863e-05,1.707282192102236e-06,1.7374032627302838e-07,-3.1450736823260327e-09,-5.006254356354798e-14,-3.875946758905707e-15,-3.2312499725442085e-16,1.447252422457892e-17,-5.32459442815262e-09,-5.173773573574817e-12,4.443149954489929e-21,499.99586744024987,0.0035956487488773906,7.645115041743899e-17,1.540005018370068e-07,1.5329306892634112e-18,-5.838832858105129e-16,2.8400286544334676e-19,0.007913190032856794,0.00019768766834643976,9.673082284106065e-06,99.99206588216703,2.7803967241628717e-12,-2.7226271178281385e-13,4.0443287881639506e-07,50.0,3.6731871948332705e-14,0.0
900,4.980984335305478,5.0365629319036564,95.02568615303517,9.99756188918558,10.000000000001696,4.228746078120389e-11,199.99999999998983,7.626427700787129e-14,5.198068409547904e-10,7.817291550160288e-21,10.0,1.0316772987295902e-08,64.36921331925511,98.94925151150599,37.457124552329695,2.0123598983408764,499.99999960778354,3962.189199160434,200.0,200.0,200.0,0.00766907234127218,0.001303985813316195,-0.00010137129114667501,2.4916073542582356e-06,-3.033230339334566e-06,2.7693605237465906e-05,9.89507534580899e-07,1.669406329870257e-07,7.625531437981705e-09,1.4832620111609278e-14,7.284687038778766e-15,-3.28265184447643e-17,1.4208940573808117e-17,-5.1886875394111574e-09,4.005868202195257e-13,-6.393184406850293e-21,499.9962314969394,0.004485741962031773,-4.3148176158564073e-17,8.856480102890093e-08,4.5806878880378114e-20,-1.848136109612151e-16,1.899450708861162e-19,0.008882789567106227,0.00022914254251344505,1.516510237579925e-06,99.99176948287214,-6.039231205378975e-11,-2.1319834382514045e-13,3.6119556519811686e-07,50.0,-3.715865295760727e-14,0.0
