milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,ROS,basalROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AggAbeta,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,IR
0,4.999920701533928,4.994771114018095,94.99628132557456,9.999644725541652,9.99999999999892,-1.2106482495475218e-11,199.99999999996834,5.73313731171026e-14,4.5346791599233317e-10,2.0067465421510896e-21,10.0,-6.087966725014345e-10,101.36727134496174,100.02302925601234,-1.4068479989049258,0.17290792218119042,499.99999986596714,3997.8764625062745,200.0,200.0,200.0,-0.002191914840731901,0.0012898749367713845,-0.00012567653888010752,2.0958479703401655e-06,3.103496716425637e-06,-1.0466071655194044e-05,2.7212111101214795e-06,1.570118492433193e-07,5.247566480797102e-10,-1.0264602546465872e-14,-3.928661223272801e-15,-6.81584783018965e-17,-3.500207353479057e-18,5.749609996548396e-09,-5.139131714227714e-12,-1.5300145063358013e-22,499.9996676250331,-0.0004138503032810123,-8.00640246017983e-17,8.054039690605242e-08,-3.469589540384317e-18,4.960199830753387e-16,-6.276983861862103e-19,-0.0005211987854026516,0.00013711552700109057,4.688251662769997e-06,100.00098178494191,3.236467650576089e-11,2.520572901417908e-13,2.0254241496248683e-07,50.0,-5.061138127558105e-14,0.0
100,4.998274502932295,5.003969967431656,95.00307853154537,10.000022452269624,9.999999999998655,-2.7426993090617457e-11,200.0000000000037,2.416800730607815e-14,-1.4985929319543456e-10,-3.95825002416706e-21,10.0,5.032727037467752e-10,96.93141480460595,99.20594453179919,7.4355290024236,-0.5065075210029238,500.00000006472413,3994.308174985142,200.0,200.0,200.0,-0.006097749071616656,-7.568856341676964e-05,3.468415650677822e-05,-7.424301787398041e-06,-1.1431259905727306e-05,1.281387346400966e-05,2.7574725679071206e-06,1.0741549695438941e-07,-5.292119089600573e-09,-3.0119925204828355e-14,1.1230272129899102e-15,1.20610102455654e-16,6.802570574035102e-18,3.419897442892273e-09,5.4866236088761055e-12,4.447872187458729e-22,499.9994586823046,-0.00015976917113866675,-1.125854270704597e-17,2.842594398595765e-08,2.3220178019221525e-18,-6.882276423222583e-16,1.7850120023071983e-22,-1.9564193791065353e-06,0.00014330111367114726,5.87437343373734e-06,99.9982816572279,4.1899703530084183e-13,-1.3213418959284804e-13,-1.609905405802867e-07,50.0,-5.383814934083107e-14,0.0
200,4.995044723847165,5.01230955964154,95.00864330009206,9.99964564811866,10.000000000000648,-1.4053298104677159e-11,200.00000000003206,7.318420272823892e-14,4.793912699485075e-10,-8.163844442337711e-21,10.0,2.3929119320040856e-09,91.07876428927274,100.54680150914217,9.862686878404109,0.5013585659234999,499.9999999201812,3988.8504740042436,200.0,200.0,200.0,0.005155304707734319,-0.0007752683738638936,-2.245474162775382e-05,5.542174703466091e-07,-9.85335004533634e-06,2.795525048960805e-05,-2.0323070573179876e-07,-1.0077072689497135e-07,1.092360069084041e-08,-9.984383929599508e-14,-1.7197220597984785e-15,-1.4763269770685757e-16,-9.235871730001989e-18,-1.241069516687278e-09,2.23737468307428e-12,8.536404176253842e-22,499.99955827059034,0.0006592753388960388,-1.6275436277405162e-17,5.102240892280003e-08,-2.5092051076865324e-18,3.964616160556873e-16,-1.9851148541509757e-19,0.0018663171927595407,7.180043882085054e-05,5.826609418439111e-06,99.9986962630516,-2.7531984544651735e-11,-4.868761587097023e-15,2.4702112231231306e-07,50.0,-4.0335460961572463e-14,0.0
300,4.990945437906128,5.015069090749981,95.00586841860832,9.99897072866019,10.000000000000801,7.691784244807156e-11,200.00000000001953,6.393699544775883e-14,-1.0667505165738554e-11,-4.512024969945048e-21,10.0,3.397930634767829e-09,85.73760946590679,99.62883220612709,13.157790559033419,-0.4791847422880863,499.99999972390657,3987.284600277059,200.0,200.0,200.0,0.0017773497194635314,-0.0003448078533209655,-0.00013045992739527535,3.660364548497815e-06,-1.3685087343821593e-05,-1.537516339605536e-05,1.1656653234820378e-06,1.9042338905587762e-07,-1.0347714453528782e-08,-9.861570430817304e-14,4.827127703560904e-15,-2.8685385000333157e-16,-7.031613552024327e-18,-1.468204118646138e-09,-6.1726944318441685e-12,9.275502577794713e-22,499.99799451474007,0.0019458786696382414,-1.8943504843860718e-17,1.0337210708801399e-07,1.573006741454038e-18,-5.583242121860114e-16,7.994879542282883e-20,0.00324971738069304,4.0519027414235645e-06,2.8101800211517752e-06,99.99765424211658,2.5393865880950497e-11,2.5577014198087914e-13,2.8060325856699684e-07,50.0,3.774932703007399e-15,0.0
400,4.992750291588378,5.019089490430749,95.01176724779206,9.998844792214323,9.999999999999094,-3.237069524766623e-11,200.00000000001117,6.438011820665497e-14,-1.167957567970875e-10,-8.89789126204237e-22,10.0,5.331590686659015e-09,83.0017570997344,98.86326548880298,21.007438311025382,0.16685267777850463,499.9999997002952,3979.125182205011,200.0,200.0,200.0,-0.002099180238819544,-0.0009303142340518607,-9.582863452008748e-05,9.062485718299554e-06,6.700382421295196e-06,7.178365350992996e-06,1.0429902564710643e-06,-1.8507727337213378e-07,8.244575835394252e-09,7.464655595071735e-14,4.271504913414955e-15,2.1693518410700966e-16,-4.558180355404236e-18,-1.7148924967901366e-09,4.006879712852237e-13,-6.489378579454991e-22,499.99853771337234,0.001714498609610067,-7.083723998713393e-18,3.553719333098985e-09,-4.02500552058462e-18,-5.146518706246233e-16,-4.2690868308311927e-19,0.004543044992447215,-1.69542903475447e-05,1.7313330167075425e-06,99.99617714636224,-3.3948319100040356e-11,-1.1348827990269125e-13,-1.8699280090230926e-07,50.0,5.1346255868919744e-14,0.0
500,4.986623725217297,5.023471352288029,95.01059821763609,9.99892975801221,9.999999999998783,2.5693332244106067e-11,199.9999999999271,5.8565265950042476e-15,-5.748229371076873e-10,-1.5929123468352469e-21,10.0,4.072920533535311e-09,79.38565456402323,98.8940234338045,21.05519191283879,0.02043770293147329,500.00000013735655,3974.354763153698,200.0,200.0,200.0,0.003895256200419307,-0.000142539004154479,-0.00017734823417797413,5.692786017079127e-06,6.455043594988701e-06,2.7461758494499966e-05,-2.0221105043373674e-06,2.152890724405965e-07,2.214378423946415e-09,-1.0464786687032799e-13,3.579819320751113e-15,-1.842163906832044e-16,-1.4788972087155425e-17,-2.8299230669556957e-09,-1.493869713482534e-12,5.063685217836702e-21,499.9978118397421,0.0026401944137427634,-1.1204187266327616e-17,-5.251599161539209e-08,2.385780053383694e-18,-1.1539792337846864e-16,3.6620362563911767e-19,0.004085954487464678,0.00013781310921010703,4.77238158956593e-07,99.99405087387728,8.854916154184723e-12,2.6699349909184183e-13,2.502513234354933e-07,50.0,-4.82274422569237e-14,0.0
600,4.987362508069307,5.0217369440465935,95.0149476037638,9.998801605578373,10.000000000000165,4.58424105800531e-11,199.99999999997337,1.6916972217490363e-14,-6.075590389037898e-10,5.0751338787424146e-21,10.0,5.531859718419674e-09,72.16539200592531,98.49232489179339,25.521542142537893,0.8566167486359345,499.9999996863881,3972.154779919425,200.0,200.0,200.0,0.0014593417864345636,-0.0007517536096388183,0.0001442930460463301,1.1355541866975292e-05,-1.0594192654081773e-05,2.824402846606418e-06,-9.695623472424012e-07,1.1570875249242693e-07,1.0225463611465947e-08,-2.3180269612983916e-14,-6.180964644723183e-15,-1.0826713440471172e-16,1.6438791793902225e-17,4.665093531062626e-09,-4.714537232830327e-12,6.391965705505062e-21,499.99700423811214,0.002454080948262395,-2.7575170745580526e-17,-1.4802705312098487e-08,-3.767428451618669e-19,5.867396262591258e-16,-6.554607061778716e-19,0.004867221627776117,0.00012189603957353159,1.2329931930571541e-05,99.9932553320316,-1.093856352349596e-11,1.616006505281605e-13,4.1082184301257186e-07,50.0,-5.008096833382428e-14,0.0
700,4.9850478896728285,5.022021133245014,95.02047951584466,9.998216968361277,10.000000000000917,1.0979661895669344e-10,200.00000000002063,-1.2567003773811566e-14,-1.2100046353609688e-10,3.812072463990058e-21,10.0,6.408645157969541e-09,70.54872302418744,98.4447242412859,28.40946182430414,1.3928886998948207,499.9999998691294,3968.183147204636,200.0,200.0,200.0,-0.0011208651021219769,0.0008705419912411158,0.00011004591832840017,-3.6462521147318495e-07,-5.030535302752594e-06,1.949832206324537e-05,-2.863081971317417e-06,-3.136386967737331e-08,-1.0659457863398676e-08,1.1417642661199591e-14,-2.0711739915545693e-15,-3.242932954239168e-16,1.549050284585484e-17,-2.389907151373749e-09,-2.512209648843536e-12,-2.7993506862929687e-21,499.9958552243655,0.0029688131102104465,-2.829398551954411e-17,7.532752919915585e-09,1.657487419049844e-18,6.473877535646067e-16,6.510711993460227e-19,0.00753406379286471,0.00016736071688698768,5.968744875644174e-06,99.99434394685214,-7.747596670324583e-12,-3.056541491777459e-13,3.5827824891118563e-07,50.0,-4.225184386165708e-14,0.0
800,4.983209300153975,5.027711788894983,95.02437096220514,9.99783553958883,9.99999999999888,2.8001698796479305e-11,199.9999999998712,-2.78204418800006e-14,-1.749344512932922e-10,-2.003843070885063e-21,10.0,8.175008545176811e-09,64.94678942417656,98.72821764130542,35.250360214325354,2.0472866979512583,499.9999995425621,3965.5973874080228,200.0,200.0,200.0,-0.0025190861125757597,0.00011777642641293386,-9.047092237662615e-05,6.03579562637912e-07,-2.753108841828948e-07,-4.595794930019694e-06,-6.809449024538336e-07,1.6809069860454887e-09,7.749160444666822e-09,-5.6523479783703325e-15,-4.879365208698445e-15,-2.808580108308245e-16,1.6870503977314916e-17,-6.482941010855333e-09,1.962769363166957e-12,6.093488822364787e-21,499.9961453507235,0.004741562742911616,-5.48345933975887e-17,8.963577978425157e-08,3.841119377288314e-18,-2.191644631194088e-16,-4.343113836259793e-19,0.006499849599362175,0.00017443340089866885,9.574347936376057e-06,99.99157181755695,-6.211244714487014e-11,-2.3625041717641103e-13,5.691104358086255e-07,50.0,-1.1198675503455789e-15,0.0
900,4.979021212445372,5.028970888050761,95.01885846379936,9.997433223153429,9.99999999999942,1.3907711509235256e-10,199.9999999998427,4.0369986336309224e-14,-4.2925454018718053e-10,-1.721984159992389e-21,10.0,8.182432339839585e-09,64.43153704655604,98.72246004074917,38.69742533693786,1.5602861136119062,499.9999995076666,3961.728488993732,200.0,200.0,200.0,0.008796552740457445,-0.0006960487225432676,4.340909569706574e-05,-8.753293999931209e-06,-1.0591710674679535e-05,3.386625077950008e-05,3.375854084913063e-06,1.1658109116454198e-07,-2.9735314946377014e-09,-8.805730025111861e-14,-1.4001543581758087e-15,-2.4149071152919525e-16,-9.603340695169392e-18,-4.217256924101095e-09,3.04363442539761e-12,6.704222713419922e-21,499.99593915553277,0.004113139120256697,1.7792989511646492e-17,5.268253868663907e-08,-2.091226666018054e-18,-4.821640577948867e-16,6.282820792358908e-19,0.007540385645451976,0.00028283883559726065,-7.84572448756093e-07,99.99166016370557,-2.8690312058558674e-11,-5.095036492444113e-15,1.9655641412426547e-07,50.0,5.3583687398264985e-15,0.0
