milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,ROS,basalROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AggAbeta,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,IR
0,4.9988094157840415,5.001904785770549,95.00105993662352,10.000323447427391,9.999999999999455,1.2651509402083846e-11,199.9999999999853,-5.698086711674158e-14,-2.0052961736983244e-10,3.466929215196332e-21,10.0,1.2510145550973086e-09,102.14273693190627,100.52588255274334,-1.3925516002701337,-0.3018747272298898,499.9999999866684,3997.786697712031,200.0,200.0,200.0,0.004471135993888817,-0.00036786697315536934,-3.1299767973428204e-05,-2.7979933749710556e-06,-1.4591461126866061e-05,1.9331951931276696e-05,3.397813387487175e-06,-4.751384267975685e-08,6.368320627911139e-09,2.6858426102418377e-14,-6.688075415809308e-15,-2.1986719503501588e-16,-7.924760395222181e-18,1.0594013185908558e-09,-3.3586800190153737e-12,3.4720572094615666e-21,500.0004473999198,-0.0001451364462987845,-1.3047509064298972e-17,-3.385073747892356e-08,-4.151556495989749e-18,5.593603675869315e-16,7.790792947483759e-19,-0.00016691503162869205,-5.5392986600878246e-05,1.9050251636114946e-06,100.00076000970246,-2.037692953062647e-11,2.737274961743502e-13,8.829958615274516e-08,50.0,-1.6945941439403048e-14,0.0
100,5.0009976320174765,5.008163111028787,95.00217246300889,9.99982272583387,9.99999999999936,4.8012387749973796e-11,199.9999999999467,-6.614314351808846e-14,-4.205510662936103e-10,8.07432899744673e-21,10.0,1.4284826821631412e-09,94.51886394420607,100.49947410945242,5.305723543248112,0.6542077849878121,500.0000000355343,3996.5733976562556,200.0,200.0,200.0,0.0033395738605061743,-0.0002540236075819371,1.713724889005222e-05,-5.743168681640841e-06,-1.2408527854203302e-05,-1.3790348061001761e-05,-2.2457750874451917e-06,-2.1537530938346951e-07,8.797344186857966e-09,-6.415055364842831e-15,-2.1591902513285473e-15,2.945327735309153e-16,-1.673312282337686e-17,-2.091349078339914e-09,1.1643852152188618e-12,-3.416354447692237e-21,499.99883296014525,0.000329763278914605,6.811459693910429e-19,-3.277781043337054e-08,-1.74463181874228e-18,-3.643202954615095e-16,5.407446762293128e-19,0.0015165202583989229,-2.4879962038352027e-05,-1.4853175103321005e-05,99.99878988111261,7.421427719939878e-13,-2.2847393338958907e-13,2.907293813975174e-07,50.0,5.434534746499254e-14,0.0
200,4.992582771206733,5.011983346216851,95.00259890430678,9.999663439739406,9.99999999999923,3.0392390041486195e-12,200.00000000003493,4.9826189642610144e-14,3.319633584216521e-10,5.316470352600064e-21,10.0,1.706070412021214e-09,90.96491897247735,99.25143743952022,8.575663654472187,0.4235487408955946,500.0000000279371,3991.798628542889,200.0,200.0,200.0,-0.0007539794952709218,0.00011750738903012498,2.7284486033698878e-05,-6.490041166880071e-06,-1.2105253855450729e-05,2.564097315348618e-05,-8.451945029046817e-07,-2.859295972140381e-08,-4.062309860916499e-09,7.715044145764318e-14,-2.669752137805022e-15,3.8356580134724274e-16,1.498981095820985e-17,4.7059259565433755e-09,2.798173526171955e-12,2.3966293903765663e-21,499.9983785594235,0.0014775132035904763,2.5174784288318696e-17,3.7951050549397054e-08,-1.822771361654745e-18,7.229309106783436e-16,-7.2000587389792775e-19,0.001348073053102224,-3.558299524872801e-05,1.550611299945974e-05,99.99791924672678,-1.3925066710400872e-11,-2.838447452641162e-13,2.977007688626032e-07,50.0,8.968794605405153e-15,0.0
300,4.99453701577576,5.008032741388443,95.00685117379206,9.999221345803647,9.999999999999957,1.551071182864499e-11,199.9999999999149,2.707309877527849e-14,-6.569221574431515e-10,-7.901526507057267e-21,10.0,2.704524150390714e-09,87.64263653876482,100.18658269437839,14.080055968822853,0.6576613855125379,499.99999969634587,3985.4587643117848,200.0,200.0,200.0,-0.005890015594935076,-0.0006498211713836663,7.746006344297419e-05,-1.0230793576454589e-05,6.692238013273668e-06,1.5162878830140739e-05,2.7777334541874117e-06,-2.246007773206901e-07,1.1321021292111545e-08,9.623232698869427e-14,-6.2216309114462226e-15,1.2748072800782117e-16,-2.8639687355215653e-18,-5.938151324540714e-09,3.787824518684304e-12,-3.4381685685592184e-21,499.9985075010328,0.0012674638157664925,1.3312351797781767e-17,-3.78246783581255e-09,4.245857413910641e-18,-5.7942502826018575e-16,-8.65699746848211e-20,0.003080031454221092,6.510536512725586e-05,1.295497030737249e-05,99.99776397036929,-3.411911511944112e-11,-2.2929272505482584e-13,2.47386436958741e-07,50.0,4.7740845969146766e-14,0.0
400,4.993202078015885,5.014890167767798,95.00789621180384,9.999058681333699,9.999999999999867,-3.7574808876231146e-11,200.00000000005863,2.881589492574772e-14,3.9508532234631033e-10,4.364823817167242e-21,10.0,4.532142024195763e-09,80.3481555304394,99.70242493764128,19.701677033169094,-0.14246072612635452,499.9999998888485,3979.0387947165736,200.0,200.0,200.0,-0.005499246367892318,0.0005038170218302177,-0.00010840674887078508,4.56904999110162e-07,-9.299178045405766e-06,1.2813488260434007e-05,-2.3428797587575605e-06,-2.172072206150694e-07,8.5029605774077e-09,1.3152955262981158e-14,-6.53761326190987e-15,-1.956902925412273e-16,1.1955760687253262e-17,6.70929845688767e-09,-5.4843504406305664e-12,-3.770350614013258e-22,499.99799114772134,0.0025999869115779207,-6.348555916888212e-17,9.39508131363049e-08,3.669919454029256e-18,5.210047693559684e-16,2.321836163039488e-19,0.004275212281628628,-3.823606303012144e-06,3.4457696134452186e-06,99.99563031396411,-3.596633716629892e-11,-1.5357207438560224e-13,2.973965145665566e-07,50.0,5.240409952530719e-14,0.0
500,4.989842291069887,5.021973688873789,95.01011042545996,9.999093568580994,9.999999999999455,6.096431676062505e-11,199.99999999994088,-4.439647894276631e-14,-2.986048415328831e-10,-7.219545826566536e-22,10.0,6.238009440630484e-09,75.28773141779368,99.81703834332973,21.93508739606311,0.05779256088471485,500.0000000140266,3974.0095616745575,200.0,200.0,200.0,-0.005472826790797233,-0.0010004806675303103,4.3285888322821026e-05,3.701725724447494e-06,-1.2581412428833502e-05,3.5988625350854077e-06,-5.039735812502142e-07,5.1008718488951145e-08,7.308642875906779e-09,-8.383168559206869e-14,6.637014404799562e-15,1.3199390686074483e-16,4.392702017809497e-18,-5.3516163313644205e-09,-2.8771663372158326e-12,-1.4194264467484167e-22,499.99751536081027,0.002030580595154307,-4.649200642665633e-17,-4.006805106486231e-08,-3.653479050094438e-18,-6.330541038432334e-16,-8.60974757759393e-19,0.005740527019170445,0.00020235189939845987,1.653054564028578e-05,99.99512054567361,-3.599465486294167e-11,-2.557908367370213e-14,1.3786353248942193e-07,50.0,-1.6757099794848297e-14,0.0
600,4.9883765579080075,5.018061001450459,95.01901204017119,9.998610304283615,10.000000000000533,6.633355661429378e-12,200.00000000000398,-2.753636006654625e-14,7.033143374286915e-10,-8.822253165438955e-21,10.0,5.068250198592998e-09,71.25400149034134,99.0231926505376,27.63276008760917,1.2774746247716036,499.99999992462597,3973.5228507372335,200.0,200.0,200.0,-0.005215576135186394,0.0013251196584217154,3.7830761768902896e-05,9.715357225238426e-07,-4.90640368650648e-06,-1.0503425177468243e-05,2.061569107058532e-06,-1.3716229234938973e-07,-1.91910317685234e-09,8.542829035965353e-14,2.7701037779021916e-15,-1.8131940239842525e-16,-9.253102432692006e-18,1.7526814208175035e-09,-1.6825760347792515e-13,-1.2497399263831902e-21,499.99644582116525,0.0031629630332728744,4.918641123789744e-17,-3.306976867283199e-09,3.592466743959221e-18,1.7192993557244e-17,-3.6226498234828967e-19,0.006663430299922433,0.0002192006361541341,1.3907596822704617e-05,99.99458787356654,-8.059259141586786e-12,-1.7366405074002933e-13,3.284722183369343e-07,50.0,4.551952297787157e-14,0.0
700,4.986109069784999,5.024339132270735,95.02095188680504,9.99832474588071,10.000000000000748,1.0034140401513127e-10,199.99999999988603,6.624754042462079e-14,-4.2920264932782026e-10,5.898341329159725e-21,10.0,5.693293433927737e-09,71.35844124988775,99.44295821118426,31.0258689285154,1.6520058583157997,499.9999998607184,3965.922154720805,200.0,200.0,200.0,0.0033949258264840123,0.0009691071089127465,-0.00013330464380027,2.34644813397232e-06,1.4850322964616906e-06,5.424339611408373e-06,1.0268856030144502e-06,-1.8792707811208218e-07,2.608688363472508e-09,-5.803702958482948e-14,2.322461802787775e-15,-1.7006693050721797e-16,1.817751407992032e-17,6.709042440186283e-09,-5.720849167867876e-13,-4.018828358216404e-21,499.99598256152615,0.0028484795860400872,9.434150426707852e-17,-2.1984856301103274e-08,-2.474278061303147e-18,-5.825427450099782e-16,3.952975404566343e-19,0.00666290472817267,0.00024874639955353223,1.9529787898540216e-05,99.99428169774926,-3.779668878799792e-11,2.479119740838567e-13,2.5437487430325073e-07,50.0,1.5108943507039488e-14,0.0
800,4.980350125753741,5.033150956968023,95.01653927406078,9.998295539308463,10.000000000000885,1.1507766313321336e-10,199.99999999998596,8.675212103122386e-14,8.571938309246019e-10,-5.152647384719505e-21,10.0,7.658047266412699e-09,66.30836525210024,98.80938826106367,33.61537909912649,2.1156668599099873,499.99999953652974,3964.480078630731,200.0,200.0,200.0,-0.0036307266034552475,0.0012491492271218963,-0.00015278024571166023,-2.4262147167885273e-06,6.856843699175901e-06,-9.356228845642114e-06,2.6553844429591023e-06,3.0013730229130856e-08,1.174403834670393e-09,2.012683969931489e-14,-1.7412558641443792e-15,2.1996581336782952e-16,1.0135361829595464e-18,1.310078064201209e-10,6.161482966099679e-12,-8.138114123196797e-22,499.99665301745813,0.0036943952553439205,-3.289110052690195e-17,1.81305221705476e-08,2.7602995830497667e-18,-2.7042198379786917e-16,6.733878870759353e-19,0.008035620981238204,0.00016811193672199034,3.0566662149448203e-06,99.99235950786694,-1.8835092100900073e-11,2.6821572132093156e-14,5.421865622049479e-07,50.0,-9.626921879069912e-15,0.0
900,4.97689332119062,5.035716666596755,95.0220490631013,9.997406024551758,10.000000000000963,9.251754785255928e-11,199.99999999996598,-2.7899024646977928e-14,7.723900392454011e-10,-2.9905277557642207e-21,10.0,1.0119720089803949e-08,64.76316676809091,98.6750055263516,37.6237401193791,1.5195069915934802,499.99999980487246,3964.3553385549026,200.0,200.0,200.0,0.001653643600798219,-0.0011696173097957318,0.00016364625845802084,6.904701460439424e-06,-1.6452542456175805e-06,3.0404610593218194e-05,2.7825689923579736e-09,1.4082378683231979e-08,-8.251829031748537e-09,-7.45966736041259e-14,6.500092589591876e-15,3.626830182672783e-16,-1.2017080447152563e-17,3.458834659328617e-09,4.257985250381167e-12,3.112239904100353e-21,499.99576734261916,0.005178627064651734,2.4376523985355922e-17,1.254668605378407e-07,3.765864419215771e-18,-5.910776073078377e-16,-2.1099821640678402e-19,0.007576975215570976,0.0003099236054124426,1.5349658701021792e-05,99.99160547820213,-7.208001719696458e-11,-2.5384143986406995e-13,3.028120395619246e-07,50.0,-1.8735720115512456e-14,0.0
