miliseconds,DnaA,GcrA,CtrA,CtrA_P,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hftsZ,Ini,DNA,Count,PodJL,PerP,DivJ,CckA_P,CpdR,RcdA,ParAADP,FtsZ,Zring,CckA_tot,CpdR_tot,ParA_tot,Elong,Z,FtsQ
0,0.7797641660830176,0.6484697755048935,0.04005318895715892,0.08012679469282802,0.6601501025936416,0.3399706046646095,0.0897826205656935,0.15024363542601404,1.000006280049922,0.0,0.0,0.0,1.6274462954130088e-08,1.0499876656461802,2.0,0.19961952772132296,0.5499558848323937,0.9997039180193227,0.7597876441397063,0.6598459358591808,0.7398660237561109,0.9981752746514062,0.5297046107020407,0.03872192578654529,1.3,1.0,1.0,0.050247178457440485,1.0000000015327315,0.19987421588395216
100,0.7798362772340723,0.6543092564526475,0.03966570624505786,0.07970868932944677,0.6572301939623317,0.34283949353311544,0.0895015210106047,0.14955844238508492,0.9999743788665029,0.0,0.0,0.0,2.4518667658818725e-08,1.0503470550167229,2.0,0.20085902869627373,0.549476933244553,1.0009631869970794,0.7606730825106144,0.6583853669755836,0.7383179184546509,0.9197895117244894,0.5320445973758196,0.041919351575986995,1.3,1.0,1.0,0.04994382352509639,0.9999988022335777,0.19907936299134302
200,0.7790954774670004,0.6567425517459949,0.03946869798395691,0.07951079195592592,0.6548113520764008,0.34512990538525273,0.08938724527075016,0.14905670600976276,0.9999457927632056,0.0,0.0,0.0,6.338575671499411e-08,1.051981842705498,2.0,0.20213826102043728,0.5485229341641232,1.0017869471625855,0.7615016089001501,0.6566680899017514,0.7377147341937348,0.853688536532068,0.5321986387023081,0.04314924004102426,1.3,1.0,1.0,0.05204506701968823,0.999998808031545,0.19925925936031977
300,0.7789814335123387,0.6591699690423758,0.03936454835848398,0.07941005944819232,0.6520702063446545,0.34788311805262434,0.08885291696208865,0.14876077225948933,0.9999362937129976,0.0,0.0,0.0,5.243952425862881e-08,1.0527670102911113,2.0,0.20295646316492807,0.5471942399833105,1.0021564057148673,0.7626195412174905,0.65531368193575,0.7369417638576091,0.8021984406886127,0.5336493416551589,0.04418092209813124,1.3,1.0,1.0,0.051573215117697496,0.9999988010152312,0.19816344115619194
400,0.7783984901389901,0.6614802498705303,0.03897125292482845,0.07912666758716645,0.6502314564702977,0.34945004619572595,0.08854132431133084,0.1481754636962299,0.9999045771841114,0.0,0.0,0.0,1.1551535583106756e-07,1.0532701101735054,2.0,0.2050146181219512,0.5460478404410715,1.0032249034185738,0.7634969297972486,0.6536203163007871,0.7355547224709583,0.7579003567325187,0.535220959466169,0.045873837405312416,1.3,1.0,1.0,0.0522682979528915,0.999998807528621,0.19771206250062587
500,0.7781289648912681,0.6649490404844622,0.03871294623791024,0.07885076899054,0.6473351117594175,0.3517501720019277,0.08835945485160361,0.14785356424991652,0.9998851424829203,0.0,0.0,0.0,1.564303727161108e-07,1.05414592735716,2.0,0.20519759165554544,0.5455123122337237,1.0037207206085388,0.7642203039210502,0.6520559472311083,0.7343460481694767,0.7121660749378493,0.5362035676750183,0.048097123586266624,1.3,1.0,1.0,0.05298979244867092,0.9999987984479233,0.19700304798623228
600,0.7775547485354743,0.6660228636227042,0.03872916623148262,0.07872414767533918,0.645363420627856,0.35437827817527606,0.087770239234171,0.14733060599923553,0.9998483756973587,0.0,0.0,0.0,1.4716021696738833e-07,1.0548326109705803,2.0,0.20646827486289243,0.5435621239548032,1.0043020276550307,0.7649123134064463,0.6509985020285889,0.7337718165062183,0.663582421932378,0.5382809480057864,0.05165461370452125,1.3,1.0,1.0,0.05404024819216463,0.999998813616352,0.1969179343749796
700,0.7771201365428679,0.667964000218619,0.0383326329075381,0.0786929831409941,0.6432094138998451,0.3562284136802522,0.08727391144882735,0.1473486207165815,0.9998213942994292,0.0,0.0,0.0,1.9362682263221444e-07,1.0550539111300226,2.0,0.20739664827224683,0.5421644246459191,1.0048647339377834,0.7651538831152356,0.6501016125371231,0.7310917729830353,0.626254046036534,0.5395951623635966,0.0526140721951487,1.3,1.0,1.0,0.05490044302952598,0.9999987961597682,0.1964040487101379
800,0.7769381104292565,0.67244263920546,0.038175092177646704,0.07821926860131927,0.6415998653191396,0.35827067534284945,0.08694549048655939,0.14685200120259725,0.9998025337263836,0.0,0.0,0.0,2.3693817295150624e-07,1.0562334087904122,2.0,0.20922243162780654,0.5413074216403955,1.0058018291062145,0.7660650499478876,0.6489431336185134,0.7312191182498484,0.595409168024456,0.5395782030825123,0.054820128746796246,1.3,1.0,1.0,0.056433681013164164,0.9999988055209122,0.19540885184696613
900,0.7763937625408629,0.6749278810180308,0.03805560561784344,0.07810913125251377,0.6402411845795882,0.35980939410971596,0.08683523122987125,0.14662589786359703,0.9997908261632636,0.0,0.0,0.0,2.520230249996319e-07,1.0571386921073322,2.0,0.20962545105346495,0.5405353338607103,1.0061834310675875,0.7664818771080046,0.6476473496161509,0.7301198969734686,0.5712247230524293,0.5415961225415246,0.05523685486744422,1.3,1.0,1.0,0.05598740062082734,0.999998809093041,0.194746288414252
