milliseconds,DnaA,GcrA,CtrA,CtrA_P,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hftsZ,Ini,DNA,Count,PodJL,PerP,DivJ,CckA_P,CpdR,RcdA,ParAADP,FtsZ,Zring,CckA_tot,CpdR_tot,ParA_tot,Elong,Z,FtsQ
0,0.7797067193268752,0.6488718323828909,0.040117525838698244,0.08011942101604433,0.6599183797809228,0.34019193272548504,0.09022693165550473,0.1501282883533149,0.9999947398348655,0.0,0.0,0.0,-8.93293529831883e-10,1.050737222279985,2.0,0.20029701150125068,0.5499054100622415,0.9999883274604865,0.7599685976279466,0.6601529577030483,0.7399877171823697,0.9978939065810052,0.5293611259605101,0.0394177446856283,1.3,1.0,1.0,0.049266431265481116,0.9999999986277885,0.19963959125983077
100,0.7794002105644016,0.6527031969390451,0.039685872563920255,0.07967611059505342,0.657704778637728,0.34306291222172286,0.08971573034222917,0.14972723952089212,0.999978166660523,0.0,0.0,0.0,4.819594796134475e-08,1.0502925180035756,2.0,0.2013667966373564,0.5483949773922965,1.0007012822344798,0.7609720775896788,0.6582879242614137,0.7381894498842885,0.9311113690081916,0.5307945338309288,0.042850690387159204,1.3,1.0,1.0,0.050671376929412815,0.9999987964310557,0.199526312978583
200,0.7794907277609372,0.6570015896481713,0.0394872155969684,0.07956523743934914,0.6544899199197641,0.34538837648077914,0.08932625439490641,0.14926403455605566,0.9999385641141321,0.0,0.0,0.0,2.846435201598911e-08,1.051203093432371,2.0,0.20258864285370817,0.5481059904770645,1.0014946906133388,0.7615483573833245,0.6562830021417896,0.7371323888225124,0.8524604814948054,0.5325815878600403,0.04294811776062308,1.3,1.0,1.0,0.05129809791071692,0.9999988111597597,0.19890832643842649
300,0.7786081423809683,0.6573642833695916,0.03937712604064205,0.07939604286953253,0.651856909403691,0.347318492392048,0.08876543043285696,0.14890177167192,0.9999133288363794,0.0,0.0,0.0,9.944908369318197e-08,1.0521102159874811,2.0,0.2029430086188216,0.5473229605101626,1.002414728396605,0.7624573165227025,0.6554726722274442,0.7371587693014201,0.7970780441711351,0.5343241527132357,0.0449110758183379,1.3,1.0,1.0,0.0523043307845412,0.9999988188923712,0.19854198639462795
400,0.7781967249637347,0.6589614980861678,0.03898194931646954,0.07909596014568497,0.6500833879887875,0.35005007549795064,0.08866392020593791,0.1486490679069256,0.9999157250929555,0.0,0.0,0.0,1.0215190053258979e-07,1.0532728506917797,2.0,0.20395612264699017,0.5459666513696534,1.0028986107708808,0.7635240351542166,0.6538833384573135,0.7354961430781348,0.7515041382561716,0.5342852875105105,0.04696072762244864,1.3,1.0,1.0,0.052732857403666525,0.9999988053341633,0.19765703723544018
500,0.7777772729519513,0.6618563189171808,0.0388458524540999,0.07906810430852382,0.6477918897881063,0.3520736833437827,0.08824971133794675,0.1479779362616988,0.9998882160647946,0.0,0.0,0.0,1.4292832479884729e-07,1.0534923414460848,2.0,0.20644494253040083,0.5444236204854798,1.003916532345429,0.7639608375925839,0.6522502780407977,0.7349696476641929,0.7030293998837077,0.5362066441131969,0.048006952454183176,1.3,1.0,1.0,0.05309932594561311,0.9999988138516375,0.19732571080280475
600,0.7775142568502957,0.6657095528560083,0.03849607999252552,0.07879521251213313,0.6454388690474775,0.3542021272085469,0.08775279372295296,0.14747715052497506,0.9998588256383326,0.0,0.0,0.0,1.4739162339501883e-07,1.0534969690634912,2.0,0.20740126115804577,0.5430990770263224,1.0043037626059,0.7646835399414889,0.6513782575831715,0.7323678640005824,0.6593315725117902,0.5378577035180221,0.05179091741719321,1.3,1.0,1.0,0.05400777615967751,0.9999988156367281,0.19693230706279335
700,0.7772057802235897,0.6676030378678827,0.038264391786054376,0.07842931685945972,0.6437777092055961,0.35582408335181603,0.08738319492777351,0.1472656030600136,0.999828209313915,0.0,0.0,0.0,1.955483350827194e-07,1.055468204677256,2.0,0.20706056076873694,0.542251513804002,1.0054568430297515,0.7654614699133893,0.6498521406221041,0.7323363094512539,0.6349571323800902,0.538405161619951,0.05304677447431674,1.3,1.0,1.0,0.05541463828139756,0.9999987981892118,0.19649695379147664
800,0.7771198014089875,0.6707601032527328,0.03816558260264771,0.07826786816803437,0.6419977850063122,0.35768636488756905,0.08726436998614068,0.14688018761069646,0.9998063898202625,0.0,0.0,0.0,2.419132933490198e-07,1.0549926573005828,2.0,0.20841358304911883,0.5416682973587396,1.0053508065930636,0.7657636386462142,0.6488812887432411,0.7312085126149762,0.5976930173621667,0.5399487749975315,0.05315392907738261,1.3,1.0,1.0,0.0557168144038599,0.9999988080286967,0.19545881611808139
900,0.7762849066570623,0.6726685743346947,0.03803952397347025,0.07803711249388842,0.6397897330420024,0.3598664450640818,0.08668879092106238,0.14651654000556202,0.9997790036183574,0.0,0.0,0.0,2.4937587514653013e-07,1.0559753569948676,2.0,0.21076164377093473,0.5413600900827139,1.0065442062548318,0.7666386470161508,0.6479082049918652,0.7294639656222972,0.576935951626117,0.5421127914303037,0.056442857723927646,1.3,1.0,1.0,0.056697058649837324,0.9999988104345966,0.19487831127989994
