miliseconds,DnaA,GcrA,CtrA,CtrA_P,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hftsZ,Ini,DNA,Count,PodJL,PerP,DivJ,CckA_P,CpdR,RcdA,ParAADP,FtsZ,Zring,CckA_tot,CpdR_tot,ParA_tot,Elong,Z,FtsQ
1000,0.7761294730297591,0.6751118477822482,0.03781411766809789,0.07804612459935883,0.6383880270516554,0.361370108178023,0.08649761709661995,0.1462513602087151,0.9997743046097324,0.0,0.0,0.0,2.841479745799856e-07,1.0575962652330573,2.0,0.21084453653645796,0.539133166141324,1.0070227171070834,0.7668616569300244,0.6469034706654841,0.7275699168295767,0.5454024302932037,0.542777143333807,0.0569240141620593,1.3,1.0,1.0,0.05768833794296578,0.9999988068899203,0.19493156301391526
1100,0.7756052010791683,0.6800869050938458,0.037452612680630215,0.07786904962852201,0.6367414072417767,0.3625739772158696,0.08611770289852544,0.14542414060435035,0.999742086008503,0.0,0.0,0.0,3.0751328177784303e-07,1.0576472470187126,2.0,0.21297947670371056,0.5384994739442228,1.0074873469723908,0.7673810414196327,0.6459235036514296,0.7270812147327289,0.5357876446631563,0.5437420558833563,0.06074084980484444,1.3,1.0,1.0,0.05834560830611507,0.9999987957773798,0.1941205251083983
1200,0.7750477439645893,0.6810876092912307,0.0372704030961972,0.0774929567087004,0.6351151236486295,0.36427529992940194,0.08576610818135988,0.14509578595091419,0.9997172220895569,0.0,0.0,0.0,3.549089370180989e-07,1.0585918039867679,2.0,0.2129291187317654,0.5377950451079152,1.0087813834328216,0.7678327723102005,0.6450204699265448,0.7255608125196854,0.5197703107230104,0.5456226935337163,0.06244328840901038,1.3,1.0,1.0,0.05894301844508489,0.9999987919970091,0.19369822801159237
1300,0.7748658345390137,0.6857882802456303,0.036927231422737294,0.07725386820692622,0.6336331552858399,0.36569203763990843,0.08531179767191474,0.14464605459798482,0.9996979478609729,0.0,0.0,0.0,3.8747825932504197e-07,1.0603188038005538,2.0,0.21460537173554609,0.5363651422685811,1.008990143057259,0.7686207085478856,0.6442728873334016,0.7246127814444291,0.5023622949128678,0.5460280887568248,0.06280220712197356,1.3,1.0,1.0,0.05949854266621876,0.9999988017878955,0.19302340897812514
1400,0.7743926067688951,0.6887967109119106,0.03693563372888233,0.07702519274991457,0.6330556817596201,0.36688839567859277,0.08497477879877147,0.1444473903827676,0.999669121218467,0.0,0.0,0.0,3.796124197010333e-07,1.0612644209346231,2.0,0.2154654753106004,0.535547557641184,1.0095990130389991,0.7689076369048131,0.6438699055724503,0.7235357548061847,0.4854026474194528,0.5484796527911137,0.06419137109881158,1.3,1.0,1.0,0.06142438550608463,0.9999987881006919,0.1927295524249514
1500,0.7742353380865343,0.6886043003466613,0.03677405119485757,0.07682591016728822,0.6318688933774078,0.3672947411264988,0.08478229767145894,0.14419892090693567,0.9996449470961366,0.0,0.0,0.0,4.3365454437034354e-07,1.0609451272351687,2.0,0.2170216288472748,0.5339875285664804,1.0107405277589718,0.7691697739799341,0.6431722654261672,0.7225970153105342,0.4673285253111886,0.5496904200359379,0.06623982233152434,1.3,1.0,1.0,0.06195822581055287,0.9999987850692698,0.19194083703043155
1600,0.7735404212733076,0.6932693953629093,0.03641426537195404,0.07669750037141393,0.6302913142878724,0.36854192950066295,0.0842985676111252,0.14339990224674048,0.9996272966895812,0.0,0.0,0.0,4.7413582693711393e-07,1.0627882595298974,2.0,0.2188004196736089,0.5335916515703274,1.0114431464334295,0.7695233326184119,0.6423961038174675,0.7222538804199575,0.46230124709224374,0.5502646911527396,0.06763228074294098,1.3,1.0,1.0,0.0627075193256404,0.9999987884057411,0.19110325787017665
1700,0.7733895667623327,0.6929158685168803,0.03625770072818122,0.07646519168234554,0.6295231138820973,0.3692608377169878,0.08420178005411107,0.14349100483807664,0.9996143426875781,0.0,0.0,0.0,5.067235449135062e-07,1.0635257957760114,2.0,0.2199238020781672,0.5328340035686747,1.011746403292023,0.7698286957320036,0.6413917068973589,0.7211000054515866,0.4583918295188958,0.5520810388864258,0.06969019566542961,1.3,1.0,1.0,0.06355933820984747,0.9999987765852248,0.1910599686689145
1800,0.7729096539281505,0.6959634581551772,0.035972063736710184,0.07627286090996266,0.628929898153339,0.37035155506319273,0.08358239745834592,0.14307679067725665,0.9995987459765955,0.0,0.0,0.0,5.176484466738518e-07,1.0638269517772219,2.0,0.22082053390352524,0.5313872513075117,1.01240068144573,0.7706186483209397,0.6407990991240794,0.7193553928302955,0.4428212117652896,0.5533132868351347,0.07339745749441162,1.3,1.0,1.0,0.06514900400122474,0.9999987732659565,0.1903051048885461
1900,0.7726375481460789,0.7008045322705218,0.03566129181677044,0.07613671998945352,0.6280262604669866,0.3711391663545953,0.08341903862941495,0.14250627160293433,0.9995853249560629,0.0,0.0,0.0,5.736543250933931e-07,1.0648041487533444,2.0,0.22235118084476752,0.531236948778111,1.0130219702484564,0.770658449238902,0.6404006471808887,0.7172964506386772,0.4432280374877279,0.5529065610189305,0.0743695707687277,1.3,1.0,1.0,0.06498215815350179,0.9999987631567764,0.18947905896600997
2000,0.7719354255016869,0.7026254462521485,0.035595634748492734,0.07594863450141813,0.6275144271294072,0.3718113718370707,0.08313349183679092,0.14220164871973612,0.9995444614904896,0.0,0.0,0.0,5.988976063406235e-07,1.066082456660968,2.0,0.22319386511919348,0.5296670891070565,1.014130250360442,0.7709933301053372,0.6396880248444365,0.7161504007348566,0.4251445420975256,0.5557666732398802,0.07669583738502399,1.3,1.0,1.0,0.06626934270850905,0.9999987623003133,0.18899229039627538
2100,0.771905061829243,0.7044971102543562,0.03532017907844672,0.07549669743160273,0.6267469701596933,0.37205821764129693,0.08263301837301984,0.14132965093840183,0.999544134088167,0.0,0.0,0.0,6.434273516727463e-07,1.0676365853852252,2.0,0.22424908735127239,0.5280975696095144,1.0140275101186436,0.7715434687006314,0.6392428527605327,0.7155876499206868,0.4249392541231578,0.5553575722380253,0.07662993804097981,1.3,1.0,1.0,0.06734661986576689,0.9999987498778714,0.18892172506323845
2200,0.7715851017175753,0.7083027019208269,0.03529150345218424,0.07544340229853919,0.626093826653784,0.37311608444579447,0.0825987055406284,0.1413344051026836,0.9995159260741203,0.0,0.0,0.0,6.733040273173e-07,1.068636577177161,2.0,0.22533129794236548,0.5274380959334565,1.0153065174089126,0.7717985984778335,0.6387430172224896,0.7150664042805627,0.4140370987659736,0.5576443043324453,0.07992706640507163,1.3,1.0,1.0,0.0684496292523927,0.9999987488747765,0.1880543888640385
2300,0.770691570476194,0.7098618267836154,0.03510785270071244,0.07521620486942364,0.6252501517858574,0.37385755943491905,0.08220503261435551,0.14106341204823364,0.9994847518158118,0.0,0.0,0.0,7.23396173935951e-07,1.068795302756309,2.0,0.22541558120468752,0.5267880436140233,1.0156312558529916,0.7719685242075007,0.6388844496197754,0.7142889132064519,0.41629759264983274,0.5591599344336082,0.0801719729123914,1.3,1.0,1.0,0.06962717246184495,0.9999987516352495,0.18791474881969622
2400,0.7704937896381735,0.7126670447399602,0.03467224583284241,0.07492788873048299,0.6244898077934659,0.37353298379319266,0.08170799314598873,0.14021654723861263,0.9994781238067102,0.0,0.0,0.0,7.118123024165866e-07,1.0710266157364474,2.0,0.2278101082896956,0.525568127332073,1.0159583897516182,0.7724541147366252,0.6381298707936404,0.7122066303524073,0.4111731564299397,0.5604564363227781,0.08221310541550422,1.3,1.0,1.0,0.07014249511347262,0.9999987476283845,0.1869212738654643
2500,0.7702289366127562,0.7167811033424882,0.03444382156838322,0.07481319223089757,0.6244225239815829,0.37397619045199165,0.08167155571813578,0.14012272888901228,0.9994482445168286,0.0,0.0,0.0,7.600548161481197e-07,1.0719986718735903,2.0,0.22779806935241442,0.5247966572178321,1.0167254288643903,0.7724373009953625,0.6380919248433008,0.7112391430529281,0.4046634873603597,0.5618307770793202,0.08582354557248893,1.3,1.0,1.0,0.07191844735563419,0.9999987204382977,0.1866852312105714
2600,0.7695637775475948,0.717594191826359,0.03445872378342127,0.07454409989995046,0.6246410842947927,0.37460334670971407,0.08135222528947965,0.13938420742877403,0.9994372369737532,0.0,0.0,0.0,8.072140329971414e-07,1.0732660420499494,2.0,0.2300305977333323,0.5243969226178802,1.0176713951326122,0.7729687250209296,0.6373651133141561,0.7108883341571064,0.40058721538247394,0.5615061915693219,0.08769204078974763,1.3,1.0,1.0,0.07232422520736471,0.9999987121387225,0.18612469920096322
2700,0.7694850590165823,0.7184826539847324,0.03408039681418695,0.07439208679345549,0.6242583050696532,0.37418143269715803,0.0807504300716601,0.13904632597299413,0.9994279811720682,0.0,0.0,0.0,8.2397945050852e-07,1.0731050918796319,2.0,0.2305915896056728,0.522251367022453,1.0177146896204838,0.773035315474542,0.6369068297217089,0.7093904805300189,0.39682043549628204,0.5629170625544802,0.08942753081218205,1.3,1.0,1.0,0.074333244167651,0.9999987042476828,0.18571140294139182
2800,0.7687230727675234,0.724378136345565,0.03396483767570846,0.07398461677812111,0.6242597634455977,0.37509327325192005,0.08056296002717894,0.13856932805095817,0.9994004079085488,0.0,0.0,0.0,8.945770092786925e-07,1.0741803858366403,2.0,0.2320706727895839,0.5217047564383565,1.0184428445052915,0.7733163518464459,0.636917172888174,0.7071111890268674,0.40775706206209994,0.5638795676487722,0.08906757443144303,1.3,1.0,1.0,0.07426493061121145,0.9999987156607698,0.18531833141527998
2900,0.7684703487452912,0.7249502809942852,0.03391526400542303,0.0737338722149037,0.623383162243219,0.3748435619178242,0.08003847710099204,0.13818654233218408,0.9993966856617096,0.0,0.0,0.0,9.05626428011713e-07,1.0764921487228498,2.0,0.2331434442527765,0.5213766433067762,1.019219163447154,0.7734488825942323,0.6364475359622318,0.705974133285289,0.4018846188359315,0.5662306416309275,0.09064873693201364,1.3,1.0,1.0,0.07574026689093205,0.9999986882650416,0.1845238194691987
3000,0.7684124318001522,0.7271859998604353,0.033742047644791495,0.07356236093057839,0.6239197880402075,0.374949625779701,0.08004581755483872,0.13782344242801295,0.9993587087320353,0.0,0.0,0.0,9.85222933193186e-07,1.0770316483685527,2.0,0.23524899195877852,0.519581179734804,1.0194200595042915,0.7736482512487374,0.6363494163283563,0.7054176666189451,0.3924049830081531,0.5666777903925488,0.09287109165648749,1.3,1.0,1.0,0.07668255338925314,0.9999986828451637,0.1839554842367008
3100,0.7676209788710633,0.7311843849157726,0.033413235114446695,0.07338297572321015,0.6235835644062436,0.37483521399507297,0.07937851826829359,0.13762637148958573,0.9993449124902198,0.0,0.0,0.0,1.0120236677810866e-06,1.0772757543157865,2.0,0.23581795968637728,0.5184834725151658,1.0201732099706489,0.7738383286644847,0.6358762049068976,0.7043651209269902,0.39017214653302834,0.5678176915961737,0.09663722901513071,1.3,1.0,1.0,0.07817415168873537,0.9999986697785264,0.18332406822897226
3200,0.7676548069622442,0.7327778837207747,0.03323622131103021,0.07319420767447954,0.6239584357254359,0.3749094091328854,0.07917103586802259,0.13726962092436104,0.9993323610452322,0.0,0.0,0.0,1.0187903336953423e-06,1.0790425553814855,2.0,0.23627543763967362,0.5179259610579102,1.021297346040764,0.774168507448736,0.6360557391260117,0.7040461825416792,0.38717817769229135,0.5690567933962128,0.09819999043864598,1.3,1.0,1.0,0.07856312728982023,0.9999986696768409,0.1828531515538729
3300,0.7670067286042377,0.7347936783069515,0.033075732520602516,0.07304056841540602,0.6238508407767196,0.37488482570603593,0.07870720146957141,0.13695460070165644,0.9992993276884586,0.0,0.0,0.0,1.0835422707682975e-06,1.080673754273683,2.0,0.23793968859637477,0.5171997913753268,1.0218853348377699,0.7746257262934763,0.6352913006220557,0.7020489909361227,0.39258672120471605,0.5709438867696576,0.09975588968117494,1.3,1.0,1.0,0.08052449331576043,0.9999986529555615,0.18268022314962493
3400,0.7667936962616817,0.7362273092737773,0.032862374715885836,0.0728921013032928,0.6241503395795028,0.3741940865075867,0.07877847956108905,0.13668573239297827,0.9992874848511105,0.0,0.0,0.0,1.134181328719771e-06,1.0807877243500952,2.0,0.23944286337878606,0.5156398582750478,1.0224639425891706,0.7748275916121229,0.6356098775015668,0.7006712622352295,0.38535634906249794,0.5712381289741721,0.1004135454152232,1.3,1.0,1.0,0.0810307382427217,0.9999986437672932,0.18214546011933888
3500,0.7663904140306518,0.7415280088009091,0.03266737276834245,0.0726173171190605,0.6238450221607882,0.37451242159567355,0.07824134682085619,0.1362964838344688,0.9992808894272032,0.0,0.0,0.0,1.135577279210536e-06,1.0830116826622562,2.0,0.23992291756943512,0.5147129772769943,1.0223796135224545,0.7747240673613813,0.6348132786220538,0.6993364002934712,0.39438820173775097,0.5729368386641003,0.10154245157993134,1.3,1.0,1.0,0.08195641689090918,0.99999863180357,0.18134921989878588
3600,0.7655969583216121,0.742431278506343,0.03241125536629153,0.07235086269135857,0.6237553024919199,0.3736714176684464,0.07771522865468708,0.13588524238509056,0.9992750189833872,0.0,0.0,0.0,1.2197036242586902e-06,1.0838810687056941,2.0,0.242046637473976,0.5138440092533073,1.0233576216850007,0.7750783453889065,0.6351395194336876,0.6993796656515152,0.38868154152150425,0.5748183713555212,0.10456316034459938,1.3,1.0,1.0,0.08442975776290404,0.9999986167273766,0.1811822563463273
3700,0.765125407681007,0.7459957180794782,0.03224633086690535,0.0722361173421308,0.6243365989670382,0.37404626896867027,0.07741467205647896,0.1352608015932569,0.9992521210552182,0.0,0.0,0.0,1.232400511275251e-06,1.085250986183601,2.0,0.24212907841045853,0.5135183115619679,1.0235278121237075,0.7754356777527961,0.6345044827216453,0.6977768968185288,0.3958542757388018,0.5758743942755199,0.10572877734674578,1.3,1.0,1.0,0.08435056505307213,0.9999986173944471,0.18054813756400595
3800,0.7649683165370905,0.7463338372446645,0.03223579253521859,0.07191856149198338,0.6242125104316969,0.3738695373385023,0.07750882021112335,0.13494013723478615,0.9992405225396366,0.0,0.0,0.0,1.3004758711748074e-06,1.086348991548593,2.0,0.2436084250653648,0.5122251760740312,1.024446184593234,0.7757969444570029,0.6345967851755057,0.6969072769148528,0.3835352802659024,0.5761008484626714,0.10717097942090371,1.3,1.0,1.0,0.08640228242282451,0.9999986072902293,0.17975976422802756
3900,0.7646890548220052,0.7484433841252741,0.0318841967908101,0.07165219736656578,0.6246806153853351,0.3731661199521652,0.07702739834915844,0.13455380426598273,0.9992239001917006,0.0,0.0,0.0,1.3096416630318569e-06,1.0873382046165248,2.0,0.24439869867281871,0.5118878046794432,1.0246713174613769,0.7758148299524085,0.634604375228978,0.695170398504581,0.3908695478528868,0.5779628994724441,0.11100868039663642,1.3,1.0,1.0,0.08728525835246,0.9999985792674096,0.17930704421411223
4000,0.7640395819812505,0.7533717332071886,0.03170824125637973,0.07162940814382913,0.6256033173858954,0.37221694447689935,0.07692631191548784,0.13389436735941704,0.9991852501605568,0.0,0.0,0.0,1.360039810944091e-06,1.0883944247210187,2.0,0.2465687132194643,0.5102635395728696,1.0257903404320368,0.7762669235388263,0.634289834856519,0.6936771568231757,0.39094271922419704,0.5796097701035574,0.11119318680792016,1.3,1.0,1.0,0.08839430050805187,0.9999985605414796,0.1791961999602981
4100,0.7639085046714229,0.7549597436091092,0.03173814749137611,0.07134792362009404,0.6259364289420544,0.37202907956137043,0.07617415697273677,0.13380879748924382,0.9991861570021136,0.0,0.0,0.0,1.4025144739874547e-06,1.090042526337948,2.0,0.24811236133577907,0.5087334402378257,1.025645639730138,0.776161949612884,0.6341942177962706,0.6926150483787159,0.38368543423545276,0.5798264030173513,0.11257279491786129,1.3,1.0,1.0,0.08989637199652371,0.9999985488609108,0.17823938964791725
4200,0.7630734605928381,0.7582615555241132,0.031513692402484174,0.07129123627720592,0.6256403136215651,0.3716156315961903,0.07623155972230303,0.13346860498996743,0.9991776711947384,0.0,0.0,0.0,1.4304130288665824e-06,1.0907714893733114,2.0,0.24827450358471287,0.5077569004535804,1.0268267527836767,0.7764777549544497,0.6342906370384397,0.691764749421265,0.39334705626433014,0.5807301923130288,0.11594703086613357,1.3,1.0,1.0,0.09095292504814838,0.9999985470102098,0.17823567157673312
4300,0.7629427013015734,0.7590647980103118,0.031289984999480616,0.07110496559416515,0.6269982118555861,0.3707476722606966,0.07573594469527721,0.132803293071751,0.9991493266799178,0.0,0.0,0.0,1.5000875509478487e-06,1.0912542179940556,2.0,0.25045844516607674,0.5070820859898404,1.026837305363939,0.7770518084985397,0.6338252809320526,0.6902884845977169,0.38112442695140364,0.5832948100275286,0.11645442220729822,1.3,1.0,1.0,0.09237789624388629,0.9999985252479271,0.17765200472060258
4400,0.7622927826096154,0.7618085619498872,0.03117490982477731,0.07082507771148307,0.6265902885004092,0.3708601085944284,0.07541879798816026,0.1327551966117705,0.9991235611316414,0.0,0.0,0.0,1.5287524741002873e-06,1.0923885931994612,2.0,0.2514762289427623,0.5065148324151292,1.027777797328126,0.7772176674595824,0.6335906021867623,0.6904295346230441,0.38688649780057205,0.5830580545102757,0.11912197930918461,1.3,1.0,1.0,0.09316984413340801,0.9999985176838647,0.17707431499250068
4500,0.76198518134699,0.7629039165693795,0.030917907779965413,0.07046251842324378,0.6279380695126978,0.3703888080531815,0.07495256346887083,0.13199166252398709,0.9991147119745688,0.0,0.0,0.0,1.5719445255058633e-06,1.094696590176766,2.0,0.25259098917705836,0.5062932198326141,1.0282696718616255,0.7775280792291122,0.6334628300264815,0.6881535222854783,0.38317063730104883,0.585260806040337,0.12045181731247469,1.3,1.0,1.0,0.09417940370599828,0.9999984924721105,0.17606545238255372
4600,0.7614434046520966,0.7647286717591584,0.03069492691206402,0.0702771838037755,0.6280840268832885,0.3692861910566079,0.07468253664142988,0.1319634334634169,0.9991008920457705,0.0,0.0,0.0,1.6469394012462949e-06,1.0953562744899463,2.0,0.25393135590280735,0.5043751150615466,1.028774018958477,0.7777322095334285,0.6330246768152268,0.6875330798497037,0.3865517515978362,0.585284800524649,0.12358142663194861,1.3,1.0,1.0,0.09490553086601383,0.999998490980003,0.17591745433352698
4700,0.7612064446574621,0.7681607490697383,0.03057183301336171,0.0701805119506537,0.6281859363460172,0.3690028216013047,0.07450515681179093,0.13142670188447436,0.9990927933586478,0.0,0.0,0.0,1.6658122683879288e-06,1.09641193897905,2.0,0.25426774621048337,0.5041387512924683,1.0288470000223688,0.7778059243218585,0.6331845049775247,0.6859015386224829,0.3824886482582741,0.587948158200781,0.12433130605328786,1.3,1.0,1.0,0.09635286665995108,0.9999984626254227,0.17535356542755123
4800,0.761206032656191,0.7707090672484255,0.030469053018509655,0.07000986592117558,0.6293921550149645,0.3683735867259228,0.07411587227968572,0.13118718392030593,0.9990687647388272,0.0,0.0,0.0,1.7072189913977604e-06,1.0978070546502938,2.0,0.2557289266583003,0.5032063813090175,1.0296383952624404,0.7783034661279848,0.6328294921893817,0.6863028564284036,0.37935098188991245,0.588023305478414,0.124821029235028,1.3,1.0,1.0,0.09734156957427538,0.999998456913723,0.1749859175104692
4900,0.7606527591127855,0.7737321611500773,0.03029924270888044,0.06990678058983926,0.6295194188095534,0.367443600539175,0.07395869482776375,0.13079102346282184,0.9990507448903428,0.0,0.0,0.0,1.7767236985565587e-06,1.0996076681863063,2.0,0.25647400029937034,0.5017214188414797,1.0304354798733664,0.7782950121977037,0.6326719616982094,0.6838229090807295,0.3903392528849204,0.5902649622540682,0.12830672931313114,1.3,1.0,1.0,0.09880653519401114,0.9999984376439672,0.174667111898458
5000,0.7603354028264102,0.7754039301829824,0.030203326071905765,0.0694753391332315,0.6300431827496437,0.36689067057936825,0.07356499852613504,0.1302285080481164,0.9990426067143299,0.0,0.0,0.0,1.8135595576398477e-06,1.1010897765088903,2.0,0.2574298107945958,0.5004961641086265,1.0305913368294823,0.7786156949277269,0.6326046991289893,0.6830069959648837,0.39015999444551375,0.5909866196678636,0.1298200588028709,1.3,1.0,1.0,0.10048400773561988,0.9999984163572336,0.17404983794433773
