milliseconds,AA,AAp,W,WAA,WAAp,WWAA,WWAAp,TT,TTW,TTWW,TTWAA,TTWAAp,TTAA,TTAAp,TTWWAA,TTWWAAp,Y,Yp,Z,B,Bp,SetYp
1000,6.325808418177199e-07,5.132526510687845e-11,1.7801943823517325e-07,6.27600679057778e-07,5.10233068404147e-11,4.27485379871305e-07,3.4442361853408253e-11,4.5385428830188937e-07,7.796460126063577e-07,4.74075440079953e-07,7.516984261890834e-10,6.147054082917023e-14,7.016744090843232e-09,5.940030625613585e-13,7.642729071254424e-07,4.14932079714416e-08,8.948184470121725e-06,1.0441112991180574e-06,2e-05,1.7869047961728869e-06,2.180878937616408e-07,1.63e-06
1100,6.064160463328511e-07,5.103120878885264e-11,1.6196177834211933e-07,6.298159506577605e-07,5.1245977179265905e-11,4.1787039457715874e-07,3.372627004002056e-11,4.215618506605127e-07,7.779675181715568e-07,4.697469307745081e-07,7.36973838879006e-10,6.015866796792404e-14,6.261752809514932e-09,5.262770251241568e-13,8.003744075533725e-07,4.4704249281351626e-08,8.865607301712192e-06,1.0973458400549448e-06,2e-05,1.7440453681635208e-06,2.5612209355465577e-07,1.63e-06
1200,6.068045171041309e-07,4.951500678255659e-11,1.0919739505187314e-07,6.310618310678706e-07,5.220891347475919e-11,4.0545116228842065e-07,3.3721051648676555e-11,3.997861810713948e-07,7.801619799334812e-07,4.601511621638095e-07,7.033538425552323e-10,5.833146575257882e-14,6.288851766596686e-09,4.590662879828086e-13,8.295602825226356e-07,4.579134286222494e-08,8.81204657238287e-06,1.1874924352753764e-06,2e-05,1.7099779625458562e-06,2.9838256921763617e-07,1.63e-06
1300,5.844541883570245e-07,4.7608133131676903e-11,1.4649548137836243e-07,6.366193994848603e-07,5.2165384222725796e-11,3.9701535320536427e-07,3.293047184928945e-11,3.5315709434074295e-07,7.866956463610211e-07,4.4422594726960727e-07,6.675617761972097e-10,5.6258256198178933e-14,5.545714387547266e-09,4.913825152610911e-13,8.425513519424191e-07,4.710842441680939e-08,8.781060353551602e-06,1.2108331864785948e-06,2e-05,1.665242520344708e-06,3.32250532050145e-07,1.63e-06
1400,5.576777258029608e-07,4.5897525197818354e-11,9.453514746926913e-08,6.368812142270212e-07,5.3545080508957234e-11,3.855908578404991e-07,3.209275383465128e-11,3.605807536105578e-07,7.891166062076908e-07,4.3406987754110937e-07,6.664483864039186e-10,5.4545303515408e-14,4.785365351421576e-09,4.132685209940132e-13,8.703820873129465e-07,4.9072107531951006e-08,8.764978836696353e-06,1.2745130482026297e-06,2e-05,1.6303207806983483e-06,3.677322931262827e-07,1.63e-06
1500,5.548377891493786e-07,4.5159279167363175e-11,1.0880039642156859e-07,6.428619995219626e-07,5.3609096145158434e-11,3.7340933038221945e-07,3.184829876996677e-11,3.27585460658099e-07,7.942601453321658e-07,4.2932645650361334e-07,6.425985616790096e-10,5.37182118723878e-14,4.161710680214814e-09,3.9883581541876955e-13,8.9104049506126e-07,5.048832767584805e-08,8.722644875322778e-06,1.301946978519249e-06,2e-05,1.5858057953288083e-06,4.13815272691765e-07,1.63e-06
1600,5.217377956985509e-07,4.471207743763588e-11,1.0869132379713613e-07,6.524148083390796e-07,5.484438280475111e-11,3.7007313414507956e-07,3.1199688120795667e-11,3.407247724862952e-07,8.04970623981476e-07,4.204229434473074e-07,6.10496056239827e-10,5.1644467758926573e-14,4.181480310414583e-09,3.600251219453124e-13,9.005127430099105e-07,5.2127797160003955e-08,8.66900072424819e-06,1.331180777628564e-06,2e-05,1.5608701975925533e-06,4.377426523903189e-07,1.63e-06
1700,4.984686338910793e-07,4.3434178769366956e-11,8.681050905057642e-08,6.505302718702148e-07,5.508198600330156e-11,3.609152846594706e-07,3.056201975608227e-11,3.10848927415097e-07,8.146269397844892e-07,4.1092629225100025e-07,6.128252254636917e-10,5.215680633809233e-14,4.432350405286981e-09,3.8743310145721715e-13,9.025429103218214e-07,5.2264708091346956e-08,8.66249542946183e-06,1.351624313615436e-06,2e-05,1.5337633857982732e-06,4.6884218164175206e-07,1.63e-06
1800,4.89256924407226e-07,4.303820318086278e-11,5.67085163602011e-08,6.550462392286713e-07,5.5476743982235346e-11,3.5203763540194913e-07,2.992510090771518e-11,2.7754356595530276e-07,8.121833444023532e-07,3.9995260918912554e-07,6.020125820817366e-10,5.0725085172406665e-14,3.699956085277295e-09,3.224377772082972e-13,9.220192945659361e-07,5.3273734755343006e-08,8.626449152841869e-06,1.345363849833851e-06,2e-05,1.4906352215596814e-06,5.108640393977416e-07,1.63e-06
1900,4.979802934599061e-07,4.204908672490564e-11,6.072193794850296e-08,6.671352227402695e-07,5.615653248638804e-11,3.412701714217972e-07,2.8926554257363407e-11,2.7077005700619507e-07,8.222438266162106e-07,3.9622652471003393e-07,5.878297447179125e-10,4.874284609367578e-14,3.270857063258347e-09,2.977995544854102e-13,9.403555340815873e-07,5.48936587173949e-08,8.63344717180244e-06,1.3974036559382164e-06,2e-05,1.4535067875720787e-06,5.26292684185709e-07,1.63e-06
2000,4.876506097263984e-07,4.198371951003826e-11,2.8395013119984644e-08,6.709087797434553e-07,5.739483560314733e-11,3.3872446758745256e-07,2.8504876053027937e-11,2.929658340112712e-07,8.235236431529876e-07,3.8713977004114957e-07,5.813301025286148e-10,4.919487979777655e-14,3.284277294163624e-09,2.6123415687835905e-13,9.529227138923241e-07,5.5355493112328894e-08,8.587644063938732e-06,1.4218894018192688e-06,2e-05,1.4291352832092148e-06,5.65139253511352e-07,1.63e-06
2100,4.821153255181475e-07,4.051545726581923e-11,2.8376729071526373e-08,6.745984127847411e-07,5.7934687620218096e-11,3.313687983255696e-07,2.7911318892251233e-11,2.512061000755628e-07,8.391619235891993e-07,3.805187698596703e-07,5.692999506718351e-10,4.894412397838653e-14,2.958681945609217e-09,2.8850139166405717e-13,9.457752479240021e-07,5.6519340621744696e-08,8.564246873973275e-06,1.4381912214431254e-06,2e-05,1.406910789745905e-06,5.920802836650993e-07,1.63e-06
2200,4.662643988493769e-07,4.116325346795957e-11,3.4988552247868984e-08,6.854440573088323e-07,5.796673480311769e-11,3.2153883541961955e-07,2.7597007355005415e-11,2.6387476747456347e-07,8.374668151907585e-07,3.7356713397591526e-07,5.626678474072758e-10,4.87723553645253e-14,2.9289935042223924e-09,2.762867941407161e-13,9.531942021096251e-07,5.5778181507134765e-08,8.56986736086887e-06,1.4487291594213061e-06,2e-05,1.378873406810579e-06,6.216088565272915e-07,1.63e-06
2300,4.737175619977169e-07,4.0685247908895905e-11,5.029981184152146e-08,6.831440485845138e-07,5.854762918199822e-11,3.142460158421455e-07,2.702988091248295e-11,2.7129249800118955e-07,8.393653177780701e-07,3.7327107384558e-07,5.396838189346065e-10,4.693144636025545e-14,3.2395690158991462e-09,2.2837482858359074e-13,9.641107878818156e-07,5.643505020083606e-08,8.565951832257274e-06,1.4673576134890603e-06,2e-05,1.3740513103996855e-06,6.383805493032212e-07,1.63e-06
2400,4.5392379751593596e-07,3.869050086431363e-11,6.898409167085747e-08,6.883633594391319e-07,5.990167462064649e-11,3.038181771017764e-07,2.6251084750336738e-11,2.3817396702787557e-07,8.534071086301797e-07,3.63863875056956e-07,5.563194727704998e-10,4.7341716692705006e-14,2.6932835121617502e-09,2.9067917849045657e-13,9.73555162187774e-07,5.7472292789193554e-08,8.522665816520847e-06,1.4675426189216971e-06,2e-05,1.3525751719211081e-06,6.606697585098703e-07,1.63e-06
2500,4.4117597405289026e-07,3.848766498429216e-11,6.063155055340686e-08,6.962700380146737e-07,5.950041125281442e-11,2.9901294750354417e-07,2.6311160432819966e-11,2.3581777152085633e-07,8.55718132638621e-07,3.627031626394549e-07,5.516712181163284e-10,4.7261020693649393e-14,2.2456736100305134e-09,2.3987911730350817e-13,9.900969700866988e-07,5.8712524764335914e-08,8.55068436578853e-06,1.4581801549633512e-06,2e-05,1.3018854503276234e-06,6.703653446972314e-07,1.63e-06
2600,4.623845771101537e-07,3.787969791132086e-11,6.795896500624789e-08,6.97873584782603e-07,6.008161673065157e-11,2.9775467114027726e-07,2.5732904714795244e-11,2.3166012263530006e-07,8.568402849348487e-07,3.6074222215715754e-07,5.339235080035965e-10,4.58607469987837e-14,2.337209070767174e-09,1.9480591958840735e-13,1.0031138273898592e-06,5.7593814712746e-08,8.533854147110931e-06,1.4824849259141123e-06,2e-05,1.2983493974140255e-06,7.200604848435233e-07,1.63e-06
2700,4.566014588646277e-07,3.8471091063259924e-11,-1.1583562218701894e-08,7.101995507537326e-07,6.04584610513067e-11,2.9071483213572797e-07,2.4916796024087963e-11,2.3835727319126192e-07,8.581007076110759e-07,3.525369015232947e-07,5.174324005381238e-10,4.675284857275602e-14,2.864821571144407e-09,2.5119184133658426e-13,9.97634493049321e-07,5.942571113477386e-08,8.489173576319031e-06,1.4720430379063939e-06,2e-05,1.2848376113700773e-06,7.432591353078763e-07,1.63e-06
2800,4.2585927847428933e-07,3.720792207824483e-11,1.168321616423271e-08,7.085516063095625e-07,6.1359685000209e-11,2.8211444141113623e-07,2.4810977482417402e-11,2.087878329539034e-07,8.57116721803642e-07,3.54482683681221e-07,5.089774859331481e-10,4.5412432507890105e-14,2.59208787755542e-09,2.426272033346497e-13,9.941395381111375e-07,5.983337225558551e-08,8.507032600377049e-06,1.4996048717816274e-06,2e-05,1.249083174835231e-06,7.34409096399773e-07,1.63e-06
2900,4.4194212075137906e-07,3.741704512588863e-11,1.8990369642802268e-08,7.167471425393156e-07,6.156602558049028e-11,2.849820831008637e-07,2.4460990151135806e-11,2.380149587210856e-07,8.587919087997957e-07,3.46742321225092e-07,5.298817005520912e-10,4.4105740950587644e-14,2.268506897246221e-09,2.039095716923821e-13,1.0207467140667226e-06,6.023453451601746e-08,8.509395480406093e-06,1.5168551234960093e-06,2e-05,1.2439884708361411e-06,7.616578673401682e-07,1.63e-06
3000,4.21997055259884e-07,3.659610190148247e-11,1.049689428570379e-08,7.151725358402604e-07,6.274678633337835e-11,2.8016966294124386e-07,2.3775020224786902e-11,2.072643405317324e-07,8.639328384138764e-07,3.46387757052992e-07,5.247628233054864e-10,4.4426908000239304e-14,1.8789322018254397e-09,1.8816324408485727e-13,1.0251132681569544e-06,5.943647846268122e-08,8.46936491874457e-06,1.4931219818964268e-06,2e-05,1.2192011704913675e-06,7.886054618694829e-07,1.63e-06
3100,4.218312660559479e-07,3.645536512866724e-11,6.606824118680182e-08,7.237641074713594e-07,6.24296255219083e-11,2.703151209171071e-07,2.3849873766726665e-11,2.2325527608880764e-07,8.630267991620484e-07,3.446785452478458e-07,5.13493769241761e-10,4.474219762362251e-14,2.8449940762600022e-09,2.1202955093063153e-13,1.0052559782870661e-06,6.038770678684242e-08,8.461564024017562e-06,1.5133410816275953e-06,2e-05,1.2096786096542265e-06,7.92895010101184e-07,1.63e-06
3200,4.1194026289541644e-07,3.7290056599817654e-11,2.8067353160374895e-08,7.276364626310138e-07,6.303399218765545e-11,2.667058237870881e-07,2.321058754358865e-11,2.0782102431189182e-07,8.664109131689796e-07,3.3800354151158176e-07,5.200488412169737e-10,4.3795541757677854e-14,1.8366380248511796e-09,1.9229346650150581e-13,1.0162743497949675e-06,6.008584536803552e-08,8.492347041143835e-06,1.5095464188952934e-06,2e-05,1.1769505198377574e-06,8.009278474252807e-07,1.63e-06
3300,4.0968365755030654e-07,3.7373576008419256e-11,4.7693107082156366e-08,7.263017404922585e-07,6.293798418758148e-11,2.668286568689639e-07,2.3217418026158508e-11,1.8444993302997386e-07,8.727386849243342e-07,3.3567913254123407e-07,5.108163809740997e-10,4.422786177694226e-14,2.538948122346845e-09,2.118697479662865e-13,1.0263952781043782e-06,5.995371834279067e-08,8.446159931859292e-06,1.5360976346825452e-06,2e-05,1.1645538372537662e-06,8.159376111118184e-07,1.63e-06
3400,4.1190177916471135e-07,3.618132708289123e-11,3.379030405596928e-08,7.304802401928698e-07,6.388711026462318e-11,2.5754108584278707e-07,2.251365321294051e-11,2.1039561207568099e-07,8.719149108022882e-07,3.328267589008329e-07,5.033842405304052e-10,4.4425987803426145e-14,1.6709487973358828e-09,1.9553601603327355e-13,1.031216743395257e-06,6.180651032134872e-08,8.462011831034178e-06,1.5549060285429195e-06,2e-05,1.156698678254294e-06,8.2940923923983e-07,1.63e-06
3500,4.230880185308132e-07,3.547385952175139e-11,5.46361753438503e-08,7.331840727428681e-07,6.38765459704535e-11,2.537815752512715e-07,2.2293450428520925e-11,2.1163537530194656e-07,8.690422937888955e-07,3.3479056988311205e-07,4.80856651874331e-10,4.2737118862885256e-14,2.001004929446476e-09,1.9946118060430855e-13,1.0335941229654647e-06,6.147626158393527e-08,8.46158054255668e-06,1.5547467600316821e-06,2e-05,1.1598045394994847e-06,8.395795484092513e-07,1.63e-06
3600,4.2197820886851003e-07,3.631044202983663e-11,-2.170143359126129e-11,7.407572470988331e-07,6.405410526939666e-11,2.567197181478443e-07,2.1984618717351075e-11,1.9328983197596102e-07,8.766229422659423e-07,3.339144021687505e-07,4.791964742070792e-10,4.2061210739449904e-14,2.030888178019537e-09,1.5502161362742128e-13,1.0371198317641777e-06,6.200572834995166e-08,8.441539579054151e-06,1.5466202632869422e-06,2e-05,1.1440190472699896e-06,8.514747082322021e-07,1.63e-06
3700,4.1494829855153196e-07,3.632863324421586e-11,7.96215478520584e-09,7.457607752924301e-07,6.492097301888984e-11,2.5087068164049143e-07,2.182238788350544e-11,1.7588457435091464e-07,8.829864008351604e-07,3.328011833490107e-07,4.876461851329235e-10,4.399744360119051e-14,1.9817243283823425e-09,1.417095076854186e-13,1.0356314379830824e-06,6.215580555616135e-08,8.421384155967971e-06,1.535127286465668e-06,2e-05,1.1261645649243494e-06,8.79402843359933e-07,1.63e-06
3800,4.174158413756837e-07,3.636986793461558e-11,2.34924253897986e-08,7.425595876076696e-07,6.46691765548199e-11,2.469613234472372e-07,2.1964749290446144e-11,2.0730283256085875e-07,8.733205789528085e-07,3.316638462958816e-07,4.808623845330258e-10,4.2010897641827846e-14,2.474344332336838e-09,1.6623444512081473e-13,1.0286877939094265e-06,6.273864201149241e-08,8.452111316002526e-06,1.5713335015615726e-06,2e-05,1.113264286312177e-06,8.89121554150252e-07,1.63e-06
3900,3.993698619295487e-07,3.500472872465721e-11,3.57562876103947e-08,7.462269545951842e-07,6.532927019878127e-11,2.4528494182628674e-07,2.1400962360339218e-11,1.7148469099859977e-07,8.819198580113135e-07,3.3139991995444846e-07,4.823926540315507e-10,4.144255861525809e-14,1.550641239424281e-09,1.8052851504772392e-13,1.035844727201063e-06,6.13662266373847e-08,8.442759473959176e-06,1.5476945328139066e-06,2e-05,1.0953181305860153e-06,9.057632941880366e-07,1.63e-06
4000,3.93380037476546e-07,3.578525537856212e-11,1.3065085053619555e-08,7.434289552876228e-07,6.536493045365853e-11,2.394379919451868e-07,2.0925510902095154e-11,1.7290511495583855e-07,8.724968495229945e-07,3.256636402203649e-07,4.689543435665132e-10,4.290034567124121e-14,1.6479927828711904e-09,1.8500832485928562e-13,1.053544149588107e-06,6.224244786625528e-08,8.431983912453197e-06,1.5709018364860524e-06,2e-05,1.107363570634427e-06,9.126535006430279e-07,1.63e-06
4100,4.0664775469191724e-07,3.4696167522903825e-11,4.643630947467379e-08,7.488821127544491e-07,6.52246933470155e-11,2.4065154817078347e-07,2.114461010049071e-11,1.733262356529999e-07,8.812866361376177e-07,3.277388732472572e-07,4.690807145174383e-10,4.149558458220856e-14,1.8553034856513503e-09,1.8872917891461753e-13,1.0566028543313876e-06,6.293773494420691e-08,8.436258042927305e-06,1.558537778689659e-06,2e-05,1.0692066774384224e-06,9.188942575491637e-07,1.63e-06
4200,3.9465365203491164e-07,3.554664833551453e-11,1.8805186091058062e-08,7.486124642594794e-07,6.606459566454938e-11,2.379424457115927e-07,2.082478510345707e-11,1.6415362824617978e-07,8.844158402386817e-07,3.25477242824839e-07,4.886141997701254e-10,4.246058195348622e-14,1.3679610346125619e-09,1.9472343353598583e-13,1.0566902933104092e-06,6.264523398229531e-08,8.419452950669664e-06,1.5633840128061977e-06,2e-05,1.0705871282740932e-06,9.208801700459216e-07,1.63e-06
4300,4.06595518682748e-07,3.414219820471466e-11,4.575227807532528e-08,7.507860287006924e-07,6.610450147377717e-11,2.3344714318212757e-07,2.083030270815758e-11,1.9997909374503315e-07,8.818556617081017e-07,3.2190186538201364e-07,4.673698900273438e-10,4.178081710367581e-14,2.078714745545294e-09,1.1960531208764761e-13,1.053538061072546e-06,6.352520362911207e-08,8.421766936087718e-06,1.5755625828848653e-06,2e-05,1.07866940616807e-06,9.170766317158272e-07,1.63e-06
4400,3.919851625266129e-07,3.5450617963090935e-11,-1.4409624255561018e-08,7.565761125228937e-07,6.603058028124746e-11,2.330743808615514e-07,2.0197383657123947e-11,1.6431139306241777e-07,8.808300486090658e-07,3.2439038449879867e-07,4.5741210036757644e-10,4.0132117067196074e-14,2.2742334821249953e-09,1.8386296608835575e-13,1.046361630984585e-06,6.267271006016561e-08,8.41525929895108e-06,1.5854810372128238e-06,2e-05,1.0660152208956588e-06,9.282868877547995e-07,1.63e-06
4500,3.764108699315226e-07,3.4985752686138076e-11,-2.744132650898154e-09,7.597589792079423e-07,6.626069147992416e-11,2.3299953865211455e-07,2.0124233971339147e-11,1.7869558072529926e-07,8.849667938612775e-07,3.2265593569849225e-07,4.82062650742543e-10,4.1838258192879564e-14,2.322176234275559e-09,1.214633857347588e-13,1.0431777102318239e-06,6.236978005716196e-08,8.430118211734212e-06,1.590364286323645e-06,2e-05,1.0689683546934979e-06,9.373684391992451e-07,1.63e-06
4600,3.8881550093692526e-07,3.43979653226989e-11,-3.6076872288223254e-09,7.61766129473356e-07,6.665499428397462e-11,2.2609609165349537e-07,1.9815846358456174e-11,1.8984837390430153e-07,8.806694876596935e-07,3.22459189885569e-07,4.643205952655801e-10,4.2055514876092645e-14,1.5589550657541796e-09,1.7683601768814627e-13,1.043828355595839e-06,6.40722092601951e-08,8.402989263613888e-06,1.6104805548848695e-06,2e-05,1.041784495898073e-06,9.661411361107291e-07,1.63e-06
4700,3.895132582001662e-07,3.3803823774497284e-11,4.308730816595913e-08,7.66576583565739e-07,6.656678780459261e-11,2.2416290347172235e-07,1.9889603606783908e-11,1.7229195385363727e-07,8.828772661048652e-07,3.1944126289623596e-07,4.816183260218434e-10,4.006377854162995e-14,2.296471029815358e-09,1.8122981727167231e-13,1.0492254156295183e-06,6.397230811866317e-08,8.39774108575317e-06,1.5876625017448593e-06,2e-05,1.0495367612032677e-06,9.471085479364747e-07,1.63e-06
4800,3.802107663393208e-07,3.4422366630932766e-11,-4.1160679973014825e-09,7.691163676600688e-07,6.715464943137164e-11,2.21925134941499e-07,1.9404189443917775e-11,1.7623223324329358e-07,8.813272469012666e-07,3.229170400051693e-07,4.675885045893908e-10,4.037071113305735e-14,1.3005342700266632e-09,1.7380302482618343e-13,1.0654272835360266e-06,6.302667589933174e-08,8.421401698294832e-06,1.6009243475007956e-06,2e-05,1.0461667450726818e-06,9.574459836597546e-07,1.63e-06
4900,3.714155865214297e-07,3.42132804888437e-11,5.977179235046655e-08,7.710271686992458e-07,6.719287620068742e-11,2.2074047659448164e-07,1.946185425847427e-11,1.6729211667400922e-07,8.851568805335136e-07,3.18440621827764e-07,4.474449998854912e-10,4.0918794303250287e-14,1.805661550940699e-09,1.0853026688687929e-13,1.0573351598914287e-06,6.417492807031917e-08,8.418953395788757e-06,1.6171804552232534e-06,2e-05,1.0158180252101213e-06,9.873620922395873e-07,1.63e-06
5000,3.8448987371008766e-07,3.4684845198049465e-11,-9.139110563720036e-09,7.683989678742249e-07,6.699579462697292e-11,2.2234025139063638e-07,1.9002943245265777e-11,1.8447493385096856e-07,8.824237357510989e-07,3.184846995979316e-07,4.569555853248804e-10,4.095547224549988e-14,2.1646517781257424e-09,1.707341986077687e-13,1.0570573947115609e-06,6.396454428137249e-08,8.406301763150447e-06,1.6046678956502962e-06,2e-05,1.0088063147884003e-06,9.627281870589065e-07,1.63e-06
