milliseconds,AA,AAp,W,WAA,WAAp,WWAA,WWAAp,TT,TTW,TTWW,TTWAA,TTWAAp,TTAA,TTAAp,TTWWAA,TTWWAAp,Y,Yp,Z,B,Bp,SetYp
2400,4.468116628252174e-07,3.912675566675783e-11,2.985038870705919e-10,6.902898377950138e-07,5.983708012802996e-11,3.0667916882358775e-07,2.6646823846710144e-11,2.638347229961849e-07,8.535454138111663e-07,3.6882944930184613e-07,5.291042124643442e-10,4.594216904212734e-14,3.1573792383092226e-09,2.1418604814293286e-13,9.738998566233189e-07,5.696109093214903e-08,8.542703564549162e-06,1.4373822029510852e-06,2e-05,1.3202327918504792e-06,6.658711701083324e-07,1.63e-06
2500,4.358901280673478e-07,3.9609597252718585e-11,3.8039661717072903e-08,6.942529719228069e-07,5.963654169253032e-11,3.000740723026414e-07,2.620908695353007e-11,2.2092716829486612e-07,8.556169325728859e-07,3.622198592537009e-07,5.384039581063601e-10,4.7670981825537346e-14,3.092594726499601e-09,2.3689525781778057e-13,9.835357856990786e-07,5.738696785046744e-08,8.523385815994495e-06,1.4651226773224946e-06,2e-05,1.3158105763028776e-06,6.978588363037861e-07,1.63e-06
2600,4.342654299557646e-07,3.846642396927652e-11,5.018570022550998e-08,6.992683581604351e-07,6.023915825110234e-11,2.9954050154498244e-07,2.5403925806701276e-11,2.3109473255630533e-07,8.582986385221575e-07,3.5594394495708006e-07,5.432676037829614e-10,4.613603145148815e-14,2.292676581318511e-09,2.4588500019004027e-13,1.0012730055568728e-06,5.7614924648585515e-08,8.534578060127509e-06,1.4931064833841016e-06,2e-05,1.2874627549782438e-06,7.190517808669437e-07,1.63e-06
2700,4.440100791752277e-07,3.8002135903232796e-11,1.2215145733653263e-08,7.029055253620909e-07,6.097825651408076e-11,2.896918548715708e-07,2.4842059303633282e-11,2.478179319272234e-07,8.619095336437998e-07,3.5575161150489327e-07,5.227378546817832e-10,4.626877689651758e-14,3.118128536828491e-09,2.2785004007049385e-13,1.0050788383620465e-06,5.964840724757097e-08,8.522015554354746e-06,1.5024205739099126e-06,2e-05,1.2781404782008059e-06,7.386509994319991e-07,1.63e-06
2800,4.451080596469845e-07,3.8569373138945194e-11,-5.496796514677737e-09,7.113250125484413e-07,6.149452901438856e-11,2.868726459771309e-07,2.479306716556423e-11,2.1237356566762065e-07,8.661662486613987e-07,3.473004526386389e-07,5.36157540253215e-10,4.58107879278536e-14,2.1959416813463653e-09,1.951907713384378e-13,9.909782059968245e-07,5.872458990500413e-08,8.49937994630354e-06,1.4900522075199252e-06,2e-05,1.2582992865441772e-06,7.337618633137839e-07,1.63e-06
2900,4.1568128797709733e-07,3.825609506079444e-11,-2.3263477661074346e-09,7.096507775190677e-07,6.158429228618667e-11,2.8448768400216474e-07,2.455492486659822e-11,2.3799632831578228e-07,8.605723683268771e-07,3.44575141594616e-07,5.162779225312293e-10,4.6209803064420663e-14,2.407122689551521e-09,2.0885579267357176e-13,9.9468153835734e-07,5.989837910310396e-08,8.485959103087951e-06,1.524235331276216e-06,2e-05,1.2374235602879075e-06,7.734762745784634e-07,1.63e-06
3000,4.435919360150907e-07,3.759347048017819e-11,8.408226885855648e-11,7.187926814611801e-07,6.20484278857948e-11,2.7435998204906694e-07,2.3998890327075157e-11,2.0020386698640123e-07,8.713201603511678e-07,3.429994709451444e-07,5.260091169225882e-10,4.548273445971038e-14,2.0374189165283365e-09,2.0224342166221883e-13,1.0101738278543715e-06,6.005379343820623e-08,8.465327399105635e-06,1.5163062580500228e-06,2e-05,1.234292003180196e-06,7.832203690854451e-07,1.63e-06
3100,4.2050484765173017e-07,3.735276418313383e-11,5.98952429632663e-08,7.258785286221738e-07,6.267107218553938e-11,2.7323886715822776e-07,2.3817621282221606e-11,2.023863167682477e-07,8.63278724438552e-07,3.4523989016327016e-07,5.168788957865749e-10,4.4365467161830227e-14,2.4678091711386044e-09,1.8423100377980137e-13,1.0042690056095056e-06,5.937621936669439e-08,8.464357329089345e-06,1.5373681735915891e-06,2e-05,1.2135428397678944e-06,7.822056513478884e-07,1.63e-06
3200,4.3808046959064314e-07,3.584307990475305e-11,4.615896360394177e-08,7.300980194382457e-07,6.347426192066275e-11,2.672697652137149e-07,2.3535432185457932e-11,1.9697600819783424e-07,8.677584646401818e-07,3.3916169291862525e-07,5.037948523229471e-10,4.451976452880177e-14,1.7552093448731616e-09,2.128070590828945e-13,1.019788355255391e-06,6.079977104476433e-08,8.487796898042221e-06,1.5161639585211433e-06,2e-05,1.1756762539345513e-06,8.225406149656142e-07,1.63e-06
3300,4.1982752605250783e-07,3.6911093356329125e-11,4.4684278801531285e-08,7.243853810229656e-07,6.316951281836385e-11,2.667581188821081e-07,2.2882596974932462e-11,2.225684244022578e-07,8.687466352218252e-07,3.3854842765601705e-07,5.170294971431201e-10,4.4024262048333666e-14,2.2070534800549545e-09,2.278064822694717e-13,1.0232889460817841e-06,6.117934088742363e-08,8.469330673804858e-06,1.517468197440287e-06,2e-05,1.1774196644457084e-06,8.239132015712544e-07,1.63e-06
3400,4.0903763120594685e-07,3.62687867214472e-11,5.751003542756967e-08,7.28904809347572e-07,6.334578983603614e-11,2.57093231875396e-07,2.2983682105551727e-11,1.831048426396526e-07,8.683515990650109e-07,3.363457752119981e-07,4.972858753784246e-10,4.4035231231824247e-14,1.5941278626914759e-09,1.526329336588763e-13,1.0283830763905779e-06,6.133320528217255e-08,8.448148422688624e-06,1.5541239795587308e-06,2e-05,1.1680709143600257e-06,8.519279927127771e-07,1.63e-06
3500,4.235565678675346e-07,3.559867382342681e-11,6.763319149286744e-08,7.3113933196376e-07,6.35470693640371e-11,2.605621691670764e-07,2.2572653738296998e-11,2.0441920953201813e-07,8.710661686897659e-07,3.343246759832292e-07,4.877782838893277e-10,4.297866316680224e-14,2.259942743420309e-09,1.98937201412261e-13,1.0234066127892844e-06,6.092018721893385e-08,8.449653580738504e-06,1.559700922503911e-06,2e-05,1.1529579878165353e-06,8.37936475285319e-07,1.63e-06
3600,3.984399783498759e-07,3.53331760622597e-11,5.727552274092737e-08,7.405213610641013e-07,6.463996857727848e-11,2.541856196277407e-07,2.2060074778978708e-11,1.8461669750581306e-07,8.734919051535091e-07,3.28270687669054e-07,5.056050435259651e-10,4.196932012979919e-14,2.2771136902385406e-09,1.3947150406008373e-13,1.0374537689389903e-06,6.18053301618144e-08,8.461679617112857e-06,1.5397547415887632e-06,2e-05,1.1206943482053673e-06,8.711873830184232e-07,1.63e-06
3700,4.208531237810024e-07,3.535692481583332e-11,6.22365726531044e-08,7.413266846246703e-07,6.498642394188045e-11,2.5002521217902165e-07,2.208941720885697e-11,2.119030626361268e-07,8.775168913595509e-07,3.2828656832689254e-07,5.024237495107038e-10,4.2185814220143744e-14,1.722556157353464e-09,2.0299080170409251e-13,1.0239909326368313e-06,6.091335847637919e-08,8.42477660288686e-06,1.564535750831355e-06,2e-05,1.1153875226395977e-06,8.767342638728643e-07,1.63e-06
3800,4.054143807075045e-07,3.618230612987122e-11,1.8545261429115843e-08,7.46092099047183e-07,6.490821548371723e-11,2.495337455925772e-07,2.154054629801942e-11,2.0593925388248156e-07,8.725204709706401e-07,3.308167674042165e-07,4.673725172715326e-10,4.2339347586322316e-14,2.335026477518973e-09,1.4475094335526297e-13,1.045629921892639e-06,6.26056061223297e-08,8.444977959941103e-06,1.552044938897791e-06,2e-05,1.1168876212199248e-06,8.8080825996994e-07,1.63e-06
3900,4.210516010083952e-07,3.536565544705044e-11,2.711144826885448e-09,7.446018099005819e-07,6.526735161670712e-11,2.4180585157134776e-07,2.131188417050316e-11,2.0057970525888125e-07,8.780532775094225e-07,3.2951558086790454e-07,4.74344786311408e-10,4.322673722431719e-14,1.7744151397465506e-09,1.888623614901587e-13,1.0288821830037528e-06,6.21364087816908e-08,8.43492757861975e-06,1.5494923635382304e-06,2e-05,1.0977281534794565e-06,9.09221389241654e-07,1.63e-06
4000,4.054973148847236e-07,3.463082710657004e-11,5.346202787390745e-08,7.487741546388386e-07,6.527175806704275e-11,2.4363850400273084e-07,2.1443614016326207e-11,1.8141238521322403e-07,8.782283806356337e-07,3.233916365078669e-07,4.822926608550211e-10,4.0852055637691805e-14,2.3655700431774686e-09,1.4965898636294522e-13,1.0456782053572474e-06,6.255954772350399e-08,8.434059565518868e-06,1.554537972992433e-06,2e-05,1.0957966715942837e-06,9.079233406402688e-07,1.63e-06
4100,4.013193880542029e-07,3.429180216928791e-11,1.0746705442028758e-08,7.544970348839871e-07,6.521189585376255e-11,2.398926513261599e-07,2.0801215695924115e-11,1.6450711222591755e-07,8.74179275777679e-07,3.255468643230087e-07,4.776363586277672e-10,4.125521378053005e-14,1.4322771152208911e-09,1.7799616161726405e-13,1.0407064804723888e-06,6.18756222709399e-08,8.43934151493642e-06,1.5886936170483105e-06,2e-05,1.0709605081446121e-06,9.24917702839565e-07,1.63e-06
4200,4.1115252877285275e-07,3.397338938782882e-11,2.859276085606964e-08,7.486279672698078e-07,6.572010457833581e-11,2.3297918273748018e-07,2.0716223371940442e-11,1.8472681619743243e-07,8.790942309303037e-07,3.2741175384457475e-07,4.58073983338061e-10,4.2544817860289034e-14,2.224672498791213e-09,1.209486211085482e-13,1.0499534487644767e-06,6.289647179151994e-08,8.409070237162481e-06,1.5856272840462967e-06,2e-05,1.0850165078374888e-06,9.143003644965411e-07,1.63e-06
4300,3.788299523041164e-07,3.5598601479570257e-11,7.807836174066184e-09,7.601713714595235e-07,6.63398120607488e-11,2.3016161681900275e-07,2.0720593056940312e-11,1.908724806665311e-07,8.813954180207576e-07,3.2567177191152243e-07,4.926551620639022e-10,4.0249277349052286e-14,1.3117227655455884e-09,1.9465322146163626e-13,1.0549842454073292e-06,6.29109288484672e-08,8.436495248766732e-06,1.5606913404981687e-06,2e-05,1.0840788084365683e-06,9.225601789214018e-07,1.63e-06
4400,3.9538592340925236e-07,3.4799998606328065e-11,-2.67022870556479e-09,7.560821115414556e-07,6.618002072731733e-11,2.2989704214384274e-07,2.0541798146745384e-11,1.7383871600277583e-07,8.738817457343908e-07,3.1967318902956916e-07,4.578341250634609e-10,4.0278025721598953e-14,1.441884985972348e-09,1.20659287194677e-13,1.0646647376050986e-06,6.24476797175815e-08,8.410791219139776e-06,1.5630511026602374e-06,2e-05,1.068189893455677e-06,9.425987864072834e-07,1.63e-06
4500,3.9028337436429313e-07,3.444217695918136e-11,5.686117414934549e-08,7.586245684876396e-07,6.68811237165307e-11,2.3205582574746975e-07,2.0403498364659867e-11,1.690976401357798e-07,8.794564524429762e-07,3.266831965268604e-07,4.739263269926483e-10,4.231493583169285e-14,2.299287464056642e-09,1.6980740007319276e-13,1.0457794405906538e-06,6.348395364442079e-08,8.39312549514161e-06,1.572245845115714e-06,2e-05,1.0658409264191731e-06,9.631605210860685e-07,1.63e-06
4600,3.7489914834171033e-07,3.3644349595420906e-11,4.337835130726887e-08,7.604085364940912e-07,6.630228179587031e-11,2.2783126531294705e-07,1.9937654928666882e-11,1.9578743009117706e-07,8.783372816413398e-07,3.252796514094262e-07,4.802053975317829e-10,3.981868868395916e-14,2.1910781312855855e-09,1.5190057598637122e-13,1.064883729067699e-06,6.354424816338396e-08,8.426540925193596e-06,1.6131543432334331e-06,2e-05,1.039791995524762e-06,9.600966639725132e-07,1.63e-06
4700,3.9152749769068013e-07,3.4240343886126925e-11,-1.7884478395012803e-08,7.675859482241528e-07,6.668603789849967e-11,2.2859494613095418e-07,2.00916763882066e-11,1.917707151884011e-07,8.803254520643913e-07,3.247603433825249e-07,4.623078446095851e-10,4.177962740440079e-14,1.819843753322917e-09,1.1454498237793562e-13,1.049858849045552e-06,6.350526937067385e-08,8.410082929880061e-06,1.576485695072604e-06,2e-05,1.0453344100020696e-06,9.660178459078948e-07,1.63e-06
4800,3.8576648066451787e-07,3.366017621173846e-11,6.132126888455644e-08,7.651838727980931e-07,6.699646425680847e-11,2.2162010358257775e-07,1.9582652847974267e-11,1.635662825439857e-07,8.853153576324253e-07,3.2274130231356186e-07,4.737123945870524e-10,4.176858221537575e-14,1.873230738419504e-09,1.6935511283334097e-13,1.0565725001418344e-06,6.416869505339088e-08,8.425823178874227e-06,1.6185887756369206e-06,2e-05,1.04868415088396e-06,9.787459744832733e-07,1.63e-06
4900,3.769669454236874e-07,3.3287213428120066e-11,6.027050893874153e-08,7.606920986655304e-07,6.783842829539437e-11,2.2225501905145986e-07,1.955006414462608e-11,1.8579194472100382e-07,8.799842885948055e-07,3.231088289914295e-07,4.636715587689385e-10,4.108391887724275e-14,1.1697309507625926e-09,1.5519696460991618e-13,1.0658824289089325e-06,6.365891926744667e-08,8.420865201269753e-06,1.5987709170084903e-06,2e-05,1.0293478565215669e-06,9.861430518082763e-07,1.63e-06
5000,4.044047792710941e-07,3.429303218908246e-11,6.44000076297976e-09,7.64660313880782e-07,6.751095867007763e-11,2.2245525654419187e-07,1.9407274279380062e-11,1.6101585463803455e-07,8.805992665172518e-07,3.2370069551436573e-07,4.678484982729233e-10,3.9951430436129e-14,2.2293953455492144e-09,1.6443268018662516e-13,1.0492763558719634e-06,6.444737209382729e-08,8.420530966226758e-06,1.6135188171768468e-06,2e-05,1.0261810964609888e-06,9.90504939711384e-07,1.63e-06
