milliseconds,TFp53,miR34a
0,0.037916530371388854,0.0009222843938557598
100,0.0412750857071568,-0.0016988609562938626
200,0.07769929087442617,-0.0009347978212761727
300,0.11219003957471296,0.0029053744076827787
400,0.22569182071968688,0.002075152640236709
500,0.21183528232799606,0.0017409686120581638
600,0.28337557682740955,0.003145044447033129
700,0.34440447151143855,0.0050929774069849495
800,0.4069255717818445,0.0071105341327046
900,0.4349095693493158,0.00932556580410929
1000,0.5169823933956774,0.0091878732417654
1100,0.5603560026521681,0.012567968271591415
1200,0.6028448802943431,0.013631626058233627
1300,0.688884274723984,0.017186389596565644
1400,0.6808344942289913,0.021031588344287092
1500,0.753841743677952,0.020105786029571596
1600,0.8199100367193062,0.02377416479456623
1700,0.8539699127145594,0.02615534977428064
1800,0.8844805747650532,0.03070226286107166
1900,0.9721956177157387,0.03180377733969993
2000,1.0613413883318101,0.03470140983170957
2100,1.0952457231057893,0.036830628797288455
2200,1.1168300154365296,0.03960219804233677
2300,1.2100336098406763,0.0441039641205293
2400,1.2788396489814973,0.04665562710025182
2500,1.2856985693163567,0.04896699123922335
2600,1.3765848930159257,0.05259516247696623
2700,1.4261561338532651,0.05370555595936825
2800,1.497326857384411,0.057955860942848214
2900,1.546797773984881,0.059732511047844675
3000,1.5414734855153613,0.06203954583954315
3100,1.646425963868347,0.0670988356036136
3200,1.6941438812538243,0.07027461775724068
3300,1.712120038866479,0.0720474890948447
3400,1.779130602477763,0.07557713985800002
3500,1.8693605443272128,0.07703638462607997
3600,1.8751794312488397,0.0827009480157214
3700,1.9507241135357944,0.08370466268657978
3800,2.0048950621431034,0.0862933757819451
3900,2.104920350507221,0.09138844248591815
4000,2.176425520885603,0.09376158148425229
4100,2.174401545133183,0.0981336164934978
4200,2.2488785749930984,0.10201115210185722
4300,2.36520992280014,0.10471507734026542
4400,2.4104746126922914,0.10832698531973503
4500,2.4500568086201375,0.10939549893968113
4600,2.4801499913066447,0.11317016598692987
4700,2.5867311102210895,0.11636153641870274
4800,2.660608469726242,0.12139633321526419
4900,2.7214367339686407,0.12434292468428446
5000,2.7565547142476796,0.1276738470287649
